comparison_type,role,smat_player,smat_team,ipl_player,ipl_team,similarity_rank,similarity_score
allrounder,pure_batter,P Prafullomani,Manipur,Tanush Kotian,Rajasthan Royals,1,99.65
allrounder,pure_batter,P Prafullomani,Manipur,DR Martyn,Rajasthan Royals,2,99.37
allrounder,pure_batter,P Prafullomani,Manipur,C Madan,Mumbai Indians,3,99.13
allrounder,pure_batter,P Simran Singh,Punjab,Dhruv Jurel,Rajasthan Royals,1,98.27
allrounder,pure_batter,P Simran Singh,Punjab,RK Singh,Kolkata Knight Riders,2,97.66
allrounder,pure_batter,P Simran Singh,Punjab,CA Lynn,Kolkata Knight Riders,3,97.65
allrounder,pure_batter,PP Shaw,Mumbai,RD Rickelton,Mumbai Indians,1,99.91
allrounder,pure_batter,PP Shaw,Mumbai,Ashutosh Sharma,Delhi Capitals,2,98.65
allrounder,pure_batter,PP Shaw,Mumbai,JP Inglis,Punjab Kings,3,98.3
allrounder,pure_batter,Pratham Singh,Railways,M Vohra,Punjab Kings,1,96.01
allrounder,pure_batter,Pratham Singh,Railways,E Lewis,Mumbai Indians,2,95.64
allrounder,pure_batter,Pratham Singh,Railways,OA Shah,Rajasthan Royals,3,92.47
allrounder,pure_batter,Priyansh Arya,Delhi,P Nissanka,Delhi Capitals,1,99.58
allrounder,pure_batter,Priyansh Arya,Delhi,JP Inglis,Punjab Kings,2,99.32
allrounder,pure_batter,Priyansh Arya,Delhi,MJ Lumb,Rajasthan Royals,3,98.9
allrounder,pure_batter,Qamran Iqbal,Jammu & Kashmir,N Jagadeesan,Kolkata Knight Riders,1,96.18
allrounder,pure_batter,Qamran Iqbal,Jammu & Kashmir,JR Philippe,Royal Challengers Bengaluru,2,95.58
allrounder,pure_batter,Qamran Iqbal,Jammu & Kashmir,NK Patel,Rajasthan Royals,3,95.32
allrounder,pure_batter,RK Singh,Uttar Pradesh,Sachin Baby,Royal Challengers Bengaluru,1,97.44
allrounder,pure_batter,RK Singh,Uttar Pradesh,R Powell,Delhi Capitals,2,96.01
allrounder,pure_batter,RK Singh,Uttar Pradesh,DJM Short,Rajasthan Royals,3,95.54
allrounder,pure_batter,RM Patidar,Madhya Pradesh,RM Patidar,Royal Challengers Bengaluru,1,98.97
allrounder,pure_batter,RM Patidar,Madhya Pradesh,DP Conway,Chennai Super Kings,2,98.63
allrounder,pure_batter,RM Patidar,Madhya Pradesh,PD Salt,Royal Challengers Bengaluru,3,98.52
allrounder,pure_batter,Rajat Dey,Tripura,R Powell,Delhi Capitals,1,99.66
allrounder,pure_batter,Rajat Dey,Tripura,DB Ravi Teja,Sunrisers Hyderabad,2,98.0
allrounder,pure_batter,Rajat Dey,Tripura,M Shahrukh Khan,Punjab Kings,3,97.89
allrounder,pure_batter,Rishabh Chouhan,Madhya Pradesh,S Vidyut,Chennai Super Kings,1,97.69
allrounder,pure_batter,Rishabh Chouhan,Madhya Pradesh,AC Gilchrist,Sunrisers Hyderabad,2,95.94
allrounder,pure_batter,Rishabh Chouhan,Madhya Pradesh,DJM Short,Rajasthan Royals,3,95.31
allrounder,pure_batter,Rishav Das,Assam,N Jagadeesan,Kolkata Knight Riders,1,98.52
allrounder,pure_batter,Rishav Das,Assam,BB Samantray,Sunrisers Hyderabad,2,97.08
allrounder,pure_batter,Rishav Das,Assam,YV Takawale,Mumbai Indians,3,96.45
allrounder,pure_batter,SA Yadav,Mumbai,RM Patidar,Royal Challengers Bengaluru,1,99.42
allrounder,pure_batter,SA Yadav,Mumbai,Dhruv Jurel,Rajasthan Royals,2,99.19
allrounder,pure_batter,SA Yadav,Mumbai,PD Salt,Royal Challengers Bengaluru,3,98.4
allrounder,pure_batter,SK Gharami,Bengal,MS Bhandage,Royal Challengers Bengaluru,1,99.99
allrounder,pure_batter,SK Gharami,Bengal,RK Bhui,Sunrisers Hyderabad,2,99.97
allrounder,pure_batter,SK Gharami,Bengal,TD Paine,Pune Warriors,3,99.97
allrounder,pure_batter,SS Ghosh,Tripura,JE Root,Rajasthan Royals,1,99.5
allrounder,pure_batter,SS Ghosh,Tripura,Krish Bhagat,Mumbai Indians,2,98.05
allrounder,pure_batter,SS Ghosh,Tripura,RS Gavaskar,Kolkata Knight Riders,3,95.22
allrounder,pure_batter,SS Iyer,Mumbai,M Shahrukh Khan,Punjab Kings,1,97.27
allrounder,pure_batter,SS Iyer,Mumbai,R Powell,Delhi Capitals,2,96.0
allrounder,pure_batter,SS Iyer,Mumbai,SE Rutherford,Gujarat Titans,3,95.94
allrounder,pure_batter,SS Sharma,Baroda,MJ Guptill,Punjab Kings,1,99.27
allrounder,pure_batter,SS Sharma,Baroda,PR Veer,Chennai Super Kings,2,99.14
allrounder,pure_batter,SS Sharma,Baroda,MJ Lumb,Rajasthan Royals,3,97.66
allrounder,pure_batter,Sameer Rizvi,Uttar Pradesh,PR Veer,Chennai Super Kings,1,99.56
allrounder,pure_batter,Sameer Rizvi,Uttar Pradesh,MJ Lumb,Rajasthan Royals,2,98.78
allrounder,pure_batter,Sameer Rizvi,Uttar Pradesh,MJ Guptill,Punjab Kings,3,98.44
allrounder,pure_batter,Sanjeet Desai,Chhattisgarh,RE Levi,Mumbai Indians,1,99.55
allrounder,pure_batter,Sanjeet Desai,Chhattisgarh,CA Ingram,Delhi Capitals,2,99.47
allrounder,pure_batter,Sanjeet Desai,Chhattisgarh,CM Gautam,Mumbai Indians,3,99.36
allrounder,pure_batter,Saurav Chauhan,Gujarat,MW Short,Punjab Kings,1,97.25
allrounder,pure_batter,Saurav Chauhan,Gujarat,Gulbadin Naib,Delhi Capitals,2,97.11
allrounder,pure_batter,Saurav Chauhan,Gujarat,AC Voges,Rajasthan Royals,3,95.9
allrounder,pure_batter,Shashank Chandrakar,Chhattisgarh,OA Shah,Rajasthan Royals,1,97.88
allrounder,pure_batter,Shashank Chandrakar,Chhattisgarh,E Lewis,Mumbai Indians,2,97.19
allrounder,pure_batter,Shashank Chandrakar,Chhattisgarh,Rahmanullah Gurbaz,Kolkata Knight Riders,3,96.77
allrounder,pure_batter,Shubham Khajuria,Jammu & Kashmir,CM Gautam,Mumbai Indians,1,98.0
allrounder,pure_batter,Shubham Khajuria,Jammu & Kashmir,Anuj Rawat,Royal Challengers Bengaluru,2,97.94
allrounder,pure_batter,Shubham Khajuria,Jammu & Kashmir,LA Pomersbach,Punjab Kings,3,97.76
allrounder,pure_batter,Shubham Pundir,Jammu & Kashmir,MW Short,Punjab Kings,1,97.93
allrounder,pure_batter,Shubham Pundir,Jammu & Kashmir,C Munro,Delhi Capitals,2,97.47
allrounder,pure_batter,Shubham Pundir,Jammu & Kashmir,AS Raut,Rajasthan Royals,3,96.93
allrounder,pure_batter,Shubham Sharma,Madhya Pradesh,DJM Short,Rajasthan Royals,1,98.0
allrounder,pure_batter,Shubham Sharma,Madhya Pradesh,DB Ravi Teja,Sunrisers Hyderabad,2,96.4
allrounder,pure_batter,Shubham Sharma,Madhya Pradesh,Sachin Baby,Royal Challengers Bengaluru,3,95.63
allrounder,pure_batter,Subhransu Senapati,Odisha,SA Asnodkar,Rajasthan Royals,1,97.65
allrounder,pure_batter,Subhransu Senapati,Odisha,OA Shah,Rajasthan Royals,2,97.34
allrounder,pure_batter,Subhransu Senapati,Odisha,E Lewis,Mumbai Indians,3,96.93
allrounder,pure_batter,Sudip Chatterjee,Bengal,N Jagadeesan,Kolkata Knight Riders,1,96.91
allrounder,pure_batter,Sudip Chatterjee,Bengal,SP Fleming,Chennai Super Kings,2,96.67
allrounder,pure_batter,Sudip Chatterjee,Bengal,LA Pomersbach,Punjab Kings,3,96.58
allrounder,pure_batter,Tarang Gohel,Saurashtra,FH Allen,Kolkata Knight Riders,1,99.41
allrounder,pure_batter,Tarang Gohel,Saurashtra,Ashutosh Sharma,Delhi Capitals,2,99.09
allrounder,pure_batter,Tarang Gohel,Saurashtra,JG Bethell,Royal Challengers Bengaluru,3,98.91
allrounder,pure_batter,UR Kumar,Gujarat,PR Veer,Chennai Super Kings,1,99.76
allrounder,pure_batter,UR Kumar,Gujarat,MJ Lumb,Rajasthan Royals,2,99.0
allrounder,pure_batter,UR Kumar,Gujarat,PBB Rajapaksa,Punjab Kings,3,98.38
allrounder,pure_batter,Urvil Patel,Gujarat,RR Rossouw,Delhi Capitals,1,98.24
allrounder,pure_batter,Urvil Patel,Gujarat,Aniket Verma,Sunrisers Hyderabad,2,97.94
allrounder,pure_batter,Urvil Patel,Gujarat,Sameer Rizvi,Delhi Capitals,3,97.29
allrounder,pure_batter,Vishnu Solanki,Baroda,LRPL Taylor,Royal Challengers Bengaluru,1,95.4
allrounder,pure_batter,Vishnu Solanki,Baroda,MW Short,Punjab Kings,2,95.4
allrounder,pure_batter,Vishnu Solanki,Baroda,C Munro,Delhi Capitals,3,93.83
allrounder,pure_batter,Vishvaraj Jadeja,Saurashtra,Anuj Rawat,Royal Challengers Bengaluru,1,98.78
allrounder,pure_batter,Vishvaraj Jadeja,Saurashtra,HC Brook,Sunrisers Hyderabad,2,98.52
allrounder,pure_batter,Vishvaraj Jadeja,Saurashtra,CM Gautam,Mumbai Indians,3,97.93
allrounder,pure_batter,Vivek Singh,Bengal,SE Rutherford,Gujarat Titans,1,98.61
allrounder,pure_batter,Vivek Singh,Bengal,MK Lomror,Royal Challengers Bengaluru,2,98.42
allrounder,pure_batter,Vivek Singh,Bengal,CL White,Sunrisers Hyderabad,3,96.84
allrounder,pure_batter,YBK Jaiswal,Mumbai,BJ Rohrer,Delhi Capitals,1,97.9
allrounder,pure_batter,YBK Jaiswal,Mumbai,AC Voges,Rajasthan Royals,2,96.85
allrounder,pure_batter,YBK Jaiswal,Mumbai,MW Short,Punjab Kings,3,96.66
allrounder,pure_batter,YV Dhull,Delhi,AP Majumdar,Pune Warriors,1,95.99
allrounder,pure_batter,YV Dhull,Delhi,Salman Butt,Kolkata Knight Riders,2,91.56
allrounder,pure_batter,YV Dhull,Delhi,KS Bharat,Royal Challengers Bengaluru,3,89.69
allrounder,pure_bowler,A Kamboj,Haryana,CK Langeveldt,Kolkata Knight Riders,1,97.74
allrounder,pure_bowler,A Kamboj,Haryana,T Thushara,Chennai Super Kings,2,96.85
allrounder,pure_bowler,A Kamboj,Haryana,D du Preez,Royal Challengers Bengaluru,3,96.09
allrounder,pure_bowler,A Nagwaswalla,Gujarat,DE Bollinger,Chennai Super Kings,1,98.88
allrounder,pure_bowler,A Nagwaswalla,Gujarat,SW Tait,Rajasthan Royals,2,98.35
allrounder,pure_bowler,A Nagwaswalla,Gujarat,Mohsin Khan,Lucknow Super Giants,3,96.66
allrounder,pure_bowler,AK Sarkar,Tripura,Parvez Rasool,Pune Warriors,1,98.5
allrounder,pure_bowler,AK Sarkar,Tripura,FA Allen,Punjab Kings,2,97.75
allrounder,pure_bowler,AK Sarkar,Tripura,Ankit Soni,Gujarat Lions,3,97.68
allrounder,pure_bowler,Abid Mushtaq,Jammu & Kashmir,DJ Thornely,Mumbai Indians,1,96.64
allrounder,pure_bowler,Abid Mushtaq,Jammu & Kashmir,GD McGrath,Delhi Capitals,2,80.56
allrounder,pure_bowler,Abid Mushtaq,Jammu & Kashmir,FH Edwards,Sunrisers Hyderabad,3,79.91
allrounder,pure_bowler,Aditya Jadeja,Saurashtra,SS Mundhe,Pune Warriors,1,99.7
allrounder,pure_bowler,Aditya Jadeja,Saurashtra,JW Hastings,Kolkata Knight Riders,2,98.12
allrounder,pure_bowler,Aditya Jadeja,Saurashtra,PH Solanki,Chennai Super Kings,3,98.09
allrounder,pure_bowler,Ajay Sarkar,Tripura,T Henderson,Rajasthan Royals,1,93.68
allrounder,pure_bowler,Ajay Sarkar,Tripura,KP Appanna,Royal Challengers Bengaluru,2,91.14
allrounder,pure_bowler,Ajay Sarkar,Tripura,Ankit Soni,Gujarat Lions,3,90.27
allrounder,pure_bowler,Akash Pandey,Railways,B Muzarabani,Kolkata Knight Riders,1,99.1
allrounder,pure_bowler,Akash Pandey,Railways,JA Duffy,Royal Challengers Bengaluru,2,98.43
allrounder,pure_bowler,Akash Pandey,Railways,Sakib Hussain,Sunrisers Hyderabad,3,97.02
allrounder,pure_bowler,Akash Sengupta,Assam,D du Preez,Royal Challengers Bengaluru,1,98.81
allrounder,pure_bowler,Akash Sengupta,Assam,DAJ Bracewell,Delhi Capitals,2,96.36
allrounder,pure_bowler,Akash Sengupta,Assam,CK Langeveldt,Kolkata Knight Riders,3,95.28
allrounder,pure_bowler,Arshdeep Singh,Punjab,GB Hogg,Rajasthan Royals,1,92.44
allrounder,pure_bowler,Arshdeep Singh,Punjab,KMDN Kulasekara,Chennai Super Kings,2,91.97
allrounder,pure_bowler,Arshdeep Singh,Punjab,AJ Hosein,Sunrisers Hyderabad,3,91.09
allrounder,pure_bowler,Avesh Khan,Madhya Pradesh,DE Bollinger,Chennai Super Kings,1,96.98
allrounder,pure_bowler,Avesh Khan,Madhya Pradesh,Mohsin Khan,Lucknow Super Giants,2,96.88
allrounder,pure_bowler,Avesh Khan,Madhya Pradesh,A Zampa,Rajasthan Royals,3,93.84
allrounder,pure_bowler,B Kumar,Uttar Pradesh,Sohail Tanvir,Rajasthan Royals,1,97.02
allrounder,pure_bowler,B Kumar,Uttar Pradesh,SW Tait,Rajasthan Royals,2,95.08
allrounder,pure_bowler,B Kumar,Uttar Pradesh,KW Richardson,Pune Warriors,3,94.22
allrounder,pure_bowler,BM Chingakham,Manipur,D Salunkhe,Rajasthan Royals,1,99.0
allrounder,pure_bowler,BM Chingakham,Manipur,A Mithun,Royal Challengers Bengaluru,2,97.0
allrounder,pure_bowler,BM Chingakham,Manipur,Shoaib Malik,Delhi Capitals,3,96.36
allrounder,pure_bowler,Bishworjit Konthoujam,Manipur,NB Singh,Gujarat Lions,1,94.21
allrounder,pure_bowler,Bishworjit Konthoujam,Manipur,BAW Mendis,Kolkata Knight Riders,2,91.48
allrounder,pure_bowler,Bishworjit Konthoujam,Manipur,DP Nannes,Delhi Capitals,3,90.94
allrounder,pure_bowler,CV Varun,Tamil Nadu,Shoaib Akhtar,Kolkata Knight Riders,1,95.73
allrounder,pure_bowler,CV Varun,Tamil Nadu,Yash Raj Punja,Rajasthan Royals,2,91.2
allrounder,pure_bowler,CV Varun,Tamil Nadu,S Lamichhane,Delhi Capitals,3,88.73
allrounder,pure_bowler,Chintan Gaja,Gujarat,AD Mascarenhas,Rajasthan Royals,1,94.95
allrounder,pure_bowler,Chintan Gaja,Gujarat,R Rampaul,Royal Challengers Bengaluru,2,91.09
allrounder,pure_bowler,Chintan Gaja,Gujarat,WPUJC Vaas,Sunrisers Hyderabad,3,89.83
allrounder,pure_bowler,DS Kulkarni,Mumbai,NM Coulter-Nile,Delhi Capitals,1,99.18
allrounder,pure_bowler,DS Kulkarni,Mumbai,S Aravind,Royal Challengers Bengaluru,2,98.43
allrounder,pure_bowler,DS Kulkarni,Mumbai,MJ McClenaghan,Mumbai Indians,3,95.72
allrounder,pure_bowler,Harshit Rana,Delhi,S Kaushik,Gujarat Lions,1,99.61
allrounder,pure_bowler,Harshit Rana,Delhi,Shoaib Ahmed,Sunrisers Hyderabad,2,99.52
allrounder,pure_bowler,Harshit Rana,Delhi,ND Doshi,Rajasthan Royals,3,99.06
allrounder,pure_bowler,I Sharma,Delhi,BW Hilfenhaus,Chennai Super Kings,1,94.4
allrounder,pure_bowler,I Sharma,Delhi,JW Hastings,Kolkata Knight Riders,2,94.26
allrounder,pure_bowler,I Sharma,Delhi,DP Nannes,Delhi Capitals,3,93.77
allrounder,pure_bowler,J Yadav,Haryana,RR Powar,Punjab Kings,1,91.46
allrounder,pure_bowler,J Yadav,Haryana,Ankit Sharma,Sunrisers Hyderabad,2,90.61
allrounder,pure_bowler,J Yadav,Haryana,R Sharma,Pune Warriors,3,86.59
allrounder,pure_bowler,Jasmer Dhankhar,Uttar Pradesh,PH Solanki,Chennai Super Kings,1,99.9
allrounder,pure_bowler,Jasmer Dhankhar,Uttar Pradesh,JW Hastings,Kolkata Knight Riders,2,98.98
allrounder,pure_bowler,Jasmer Dhankhar,Uttar Pradesh,SS Mundhe,Pune Warriors,3,96.99
allrounder,pure_bowler,K Kartikeya,Madhya Pradesh,SMSM Senanayake,Kolkata Knight Riders,1,92.8
allrounder,pure_bowler,K Kartikeya,Madhya Pradesh,GD McGrath,Delhi Capitals,2,84.04
allrounder,pure_bowler,K Kartikeya,Madhya Pradesh,T Thushara,Chennai Super Kings,3,83.88
allrounder,pure_bowler,KC Cariappa,Karnataka,GB Hogg,Rajasthan Royals,1,97.13
allrounder,pure_bowler,KC Cariappa,Karnataka,R Rampaul,Royal Challengers Bengaluru,2,91.42
allrounder,pure_bowler,KC Cariappa,Karnataka,SW Tait,Rajasthan Royals,3,90.77
allrounder,pure_bowler,Karan Lal,Bengal,LA Carseldine,Rajasthan Royals,1,96.4
allrounder,pure_bowler,Karan Lal,Bengal,R Rampaul,Royal Challengers Bengaluru,2,92.22
allrounder,pure_bowler,Karan Lal,Bengal,DJ Thornely,Mumbai Indians,3,85.24
allrounder,pure_bowler,Kartik Tyagi,Uttar Pradesh,ND Doshi,Rajasthan Royals,1,99.81
allrounder,pure_bowler,Kartik Tyagi,Uttar Pradesh,SSB Magala,Chennai Super Kings,2,99.22
allrounder,pure_bowler,Kartik Tyagi,Uttar Pradesh,S Kaushik,Gujarat Lions,3,99.12
allrounder,pure_bowler,LI Meriwala,Baroda,JR Hazlewood,Royal Challengers Bengaluru,1,97.04
allrounder,pure_bowler,LI Meriwala,Baroda,A Zampa,Rajasthan Royals,2,92.19
allrounder,pure_bowler,LI Meriwala,Baroda,Imran Tahir,Delhi Capitals,3,91.14
allrounder,pure_bowler,M Markande,Punjab,LH Ferguson,Kolkata Knight Riders,1,91.74
allrounder,pure_bowler,M Markande,Punjab,NM Coulter-Nile,Delhi Capitals,2,90.63
allrounder,pure_bowler,M Markande,Punjab,S Aravind,Royal Challengers Bengaluru,3,90.03
allrounder,pure_bowler,M Prasidh Krishna,Karnataka,IC Pandey,Pune Warriors,1,96.57
allrounder,pure_bowler,M Prasidh Krishna,Karnataka,AM Salvi,Delhi Capitals,2,93.68
allrounder,pure_bowler,M Prasidh Krishna,Karnataka,Anand Rajan,Sunrisers Hyderabad,3,93.56
allrounder,pure_bowler,Mohit Avasthi,Mumbai,BW Hilfenhaus,Chennai Super Kings,1,99.28
allrounder,pure_bowler,Mohit Avasthi,Mumbai,S Lamichhane,Delhi Capitals,2,98.61
allrounder,pure_bowler,Mohit Avasthi,Mumbai,YA Abdulla,Punjab Kings,3,96.7
allrounder,pure_bowler,Mohit Jangra,Mizoram,JM Kemp,Chennai Super Kings,1,94.6
allrounder,pure_bowler,Mohit Jangra,Mizoram,B Akhil,Royal Challengers Bengaluru,2,94.34
allrounder,pure_bowler,Mohit Jangra,Mizoram,J Yadav,Delhi Capitals,3,93.3
allrounder,pure_bowler,Mohsin Khan,Uttar Pradesh,WPUJC Vaas,Sunrisers Hyderabad,1,94.86
allrounder,pure_bowler,Mohsin Khan,Uttar Pradesh,A Kamboj,Chennai Super Kings,2,94.63
allrounder,pure_bowler,Mohsin Khan,Uttar Pradesh,NM Coulter-Nile,Delhi Capitals,3,94.34
allrounder,pure_bowler,Mrinmoy Dutta,Assam,AM Salvi,Delhi Capitals,1,93.0
allrounder,pure_bowler,Mrinmoy Dutta,Assam,Anand Rajan,Sunrisers Hyderabad,2,92.88
allrounder,pure_bowler,Mrinmoy Dutta,Assam,SM Boland,Rising Pune Supergiant,3,92.18
allrounder,pure_bowler,Mukhtar Hussain,Assam,A Kamboj,Chennai Super Kings,1,91.74
allrounder,pure_bowler,Mukhtar Hussain,Assam,Shahid Afridi,Sunrisers Hyderabad,2,91.28
allrounder,pure_bowler,Mukhtar Hussain,Assam,MG Bracewell,Royal Challengers Bengaluru,3,90.5
allrounder,pure_bowler,Navdeep Saini,Delhi,NB Singh,Gujarat Lions,1,92.65
allrounder,pure_bowler,Navdeep Saini,Delhi,AG Murtaza,Pune Warriors,2,91.8
allrounder,pure_bowler,Navdeep Saini,Delhi,BAW Mendis,Kolkata Knight Riders,3,90.79
allrounder,pure_bowler,PS Painkra,Chhattisgarh,K Khejroliya,Royal Challengers Bengaluru,1,99.54
allrounder,pure_bowler,PS Painkra,Chhattisgarh,Gagandeep Singh,Punjab Kings,2,99.27
allrounder,pure_bowler,PS Painkra,Chhattisgarh,B Geeves,Delhi Capitals,3,98.63
allrounder,pure_bowler,R Sai Kishore,Tamil Nadu,A Kumble,Royal Challengers Bengaluru,1,94.9
allrounder,pure_bowler,R Sai Kishore,Tamil Nadu,GB Hogg,Rajasthan Royals,2,83.9
allrounder,pure_bowler,R Sai Kishore,Tamil Nadu,DE Bollinger,Chennai Super Kings,3,82.91
allrounder,pure_bowler,Rahul Batham,Madhya Pradesh,PHKD Mendis,Sunrisers Hyderabad,1,94.8
allrounder,pure_bowler,Rahul Batham,Madhya Pradesh,B Akhil,Royal Challengers Bengaluru,2,93.73
allrounder,pure_bowler,Rahul Batham,Madhya Pradesh,AS Roy,Kolkata Knight Riders,3,92.2
allrounder,pure_bowler,Rasikh Salam,Jammu & Kashmir,SS Mundhe,Pune Warriors,1,97.59
allrounder,pure_bowler,Rasikh Salam,Jammu & Kashmir,JW Hastings,Kolkata Knight Riders,2,95.44
allrounder,pure_bowler,Rasikh Salam,Jammu & Kashmir,PH Solanki,Chennai Super Kings,3,94.84
allrounder,pure_bowler,Ravi Bishnoi,Rajasthan,DE Bollinger,Chennai Super Kings,1,94.72
allrounder,pure_bowler,Ravi Bishnoi,Rajasthan,Sohail Tanvir,Rajasthan Royals,2,92.26
allrounder,pure_bowler,Ravi Bishnoi,Rajasthan,SW Tait,Rajasthan Royals,3,91.03
allrounder,pure_bowler,Remruatdika Ralte,Mizoram,CJ McKay,Mumbai Indians,1,98.35
allrounder,pure_bowler,Remruatdika Ralte,Mizoram,SB Joshi,Royal Challengers Bengaluru,2,97.11
allrounder,pure_bowler,Remruatdika Ralte,Mizoram,PM Sarvesh Kumar,Sunrisers Hyderabad,3,97.0
allrounder,pure_bowler,S Hegde,Karnataka,Mayank Dagar,Royal Challengers Bengaluru,1,99.53
allrounder,pure_bowler,S Hegde,Karnataka,SSB Magala,Chennai Super Kings,2,99.48
allrounder,pure_bowler,S Hegde,Karnataka,SS Sarkar,Kolkata Knight Riders,3,99.37
allrounder,pure_bowler,S Kaul,Punjab,Imran Tahir,Delhi Capitals,1,95.54
allrounder,pure_bowler,S Kaul,Punjab,JR Hazlewood,Royal Challengers Bengaluru,2,93.28
allrounder,pure_bowler,S Kaul,Punjab,MM Patel,Rajasthan Royals,3,91.06
allrounder,pure_bowler,SI Sopariya,Baroda,C Nanda,Mumbai Indians,1,97.37
allrounder,pure_bowler,SI Sopariya,Baroda,DJ Muthuswami,Delhi Capitals,2,96.16
allrounder,pure_bowler,SI Sopariya,Baroda,PH Solanki,Chennai Super Kings,3,95.99
allrounder,pure_bowler,SN Patel,Gujarat,RS Hangargekar,Chennai Super Kings,1,98.08
allrounder,pure_bowler,SN Patel,Gujarat,BE Hendricks,Punjab Kings,2,96.86
allrounder,pure_bowler,SN Patel,Gujarat,Sakib Hussain,Sunrisers Hyderabad,3,96.24
allrounder,pure_bowler,SN Thakur,Mumbai,MJ McClenaghan,Mumbai Indians,1,92.97
allrounder,pure_bowler,SN Thakur,Mumbai,S Aravind,Royal Challengers Bengaluru,2,92.94
allrounder,pure_bowler,SN Thakur,Mumbai,NM Coulter-Nile,Delhi Capitals,3,92.89
allrounder,pure_bowler,SS Agarwal,Chhattisgarh,GR Napier,Mumbai Indians,1,93.95
allrounder,pure_bowler,SS Agarwal,Chhattisgarh,GB Hogg,Rajasthan Royals,2,89.77
allrounder,pure_bowler,SS Agarwal,Chhattisgarh,AC Thomas,Pune Warriors,3,88.77
allrounder,pure_bowler,Sahil Lotra,Jammu & Kashmir,VS Malik,Punjab Kings,1,97.74
allrounder,pure_bowler,Sahil Lotra,Jammu & Kashmir,BMAJ Mendis,Delhi Capitals,2,96.24
allrounder,pure_bowler,Sahil Lotra,Jammu & Kashmir,DP Vijaykumar,Sunrisers Hyderabad,3,95.24
allrounder,pure_bowler,Saransh Jain,Madhya Pradesh,T Henderson,Rajasthan Royals,1,93.62
allrounder,pure_bowler,Saransh Jain,Madhya Pradesh,AG Murtaza,Pune Warriors,2,92.36
allrounder,pure_bowler,Saransh Jain,Madhya Pradesh,BMAJ Mendis,Delhi Capitals,3,91.6
allrounder,pure_bowler,Shiva Singh,Uttar Pradesh,JM Kemp,Chennai Super Kings,1,97.59
allrounder,pure_bowler,Shiva Singh,Uttar Pradesh,AA Chavan,Rajasthan Royals,2,94.21
allrounder,pure_bowler,Shiva Singh,Uttar Pradesh,J Yadav,Delhi Capitals,3,92.6
allrounder,pure_bowler,Shivam Shukla,Madhya Pradesh,S Randiv,Chennai Super Kings,1,98.81
allrounder,pure_bowler,Shivam Shukla,Madhya Pradesh,DJ Muthuswami,Delhi Capitals,2,98.21
allrounder,pure_bowler,Shivam Shukla,Madhya Pradesh,BAW Mendis,Kolkata Knight Riders,3,96.87
allrounder,pure_bowler,Sourabh Majumdar,Chhattisgarh,BAW Mendis,Kolkata Knight Riders,1,98.9
allrounder,pure_bowler,Sourabh Majumdar,Chhattisgarh,DJ Muthuswami,Delhi Capitals,2,98.59
allrounder,pure_bowler,Sourabh Majumdar,Chhattisgarh,NB Singh,Gujarat Lions,3,96.31
allrounder,pure_bowler,Sourav Dey,Assam,SS Sarkar,Kolkata Knight Riders,1,97.41
allrounder,pure_bowler,Sourav Dey,Assam,KP Appanna,Royal Challengers Bengaluru,2,96.58
allrounder,pure_bowler,Sourav Dey,Assam,C Nanda,Mumbai Indians,3,96.38
allrounder,pure_bowler,Suryansh Shedge,Mumbai,AP Dole,Rajasthan Royals,1,94.58
allrounder,pure_bowler,Suryansh Shedge,Mumbai,A Choudhary,Royal Challengers Bengaluru,2,91.94
allrounder,pure_bowler,Suryansh Shedge,Mumbai,Umran Malik,Sunrisers Hyderabad,3,91.8
allrounder,pure_bowler,Suyash Sharma,Delhi,Shoaib Akhtar,Kolkata Knight Riders,1,98.24
allrounder,pure_bowler,Suyash Sharma,Delhi,V Kaverappa,Punjab Kings,2,95.11
allrounder,pure_bowler,Suyash Sharma,Delhi,VY Mahesh,Delhi Capitals,3,93.81
allrounder,pure_bowler,T Natarajan,Tamil Nadu,Anand Rajan,Sunrisers Hyderabad,1,97.78
allrounder,pure_bowler,T Natarajan,Tamil Nadu,AM Salvi,Delhi Capitals,2,97.69
allrounder,pure_bowler,T Natarajan,Tamil Nadu,IC Pandey,Pune Warriors,3,97.16
allrounder,pure_bowler,TC Vanlalremruata,Mizoram,SM Boland,Rising Pune Supergiant,1,98.55
allrounder,pure_bowler,TC Vanlalremruata,Mizoram,PH Solanki,Chennai Super Kings,2,98.2
allrounder,pure_bowler,TC Vanlalremruata,Mizoram,JW Hastings,Kolkata Knight Riders,3,97.02
allrounder,pure_bowler,TU Deshpande,Mumbai,Mohsin Khan,Lucknow Super Giants,1,97.07
allrounder,pure_bowler,TU Deshpande,Mumbai,A Zampa,Rajasthan Royals,2,95.09
allrounder,pure_bowler,TU Deshpande,Mumbai,DE Bollinger,Chennai Super Kings,3,94.57
allrounder,pure_bowler,Tanush Kotian,Mumbai,R Rampaul,Royal Challengers Bengaluru,1,96.59
allrounder,pure_bowler,Tanush Kotian,Mumbai,LA Carseldine,Rajasthan Royals,2,92.38
allrounder,pure_bowler,Tanush Kotian,Mumbai,GB Hogg,Rajasthan Royals,3,91.42
allrounder,pure_bowler,Tripuresh Singh,Madhya Pradesh,Yash Raj Punja,Rajasthan Royals,1,98.84
