team,recommendation_type,target_role,domestic_player,domestic_team,quality_score,similarity_score,gap_score,reliability_score,recent_form_score,role_fit_score,ml_suitability_score,archetype_role_match_score,cluster_label,archetype_role,final_recommendation_score,closest_ipl_benchmark,closest_ipl_benchmark_team,current_role_count,target_role_count,role_deficit,role_rank,overall_team_rank
Gujarat Titans,allrounder,batting_allrounder,NA Rathva,Baroda,72.89,87.29,100.0,0.0,52.12,100.0,85.4,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,66.42,Shakib Al Hasan,Kolkata Knight Riders,0,2,2,4,49
Gujarat Titans,allrounder,batting_allrounder,R Parag,Assam,88.15,74.48,100.0,0.0,60.83,65.38,92.52,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,65.67,PD Collingwood,Delhi Capitals,0,2,2,5,56
Gujarat Titans,allrounder,batting_allrounder,N Rana,Delhi,85.62,73.3,100.0,0.0,68.59,61.54,93.81,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,65.51,PD Collingwood,Delhi Capitals,0,2,2,6,58
Gujarat Titans,allrounder,batting_allrounder,KH Pandya,Baroda,76.94,89.33,100.0,0.0,67.7,53.85,88.2,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,64.76,SM Pollock,Mumbai Indians,0,2,2,7,62
Gujarat Titans,allrounder,batting_allrounder,VR Iyer,Madhya Pradesh,80.31,91.26,100.0,0.0,59.28,38.46,89.42,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,63.47,PD Collingwood,Delhi Capitals,0,2,2,8,66
Gujarat Titans,allrounder,batting_allrounder,R Tewatia,Haryana,79.51,79.37,100.0,0.0,55.78,53.85,91.47,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,62.92,ST Jayasuriya,Mumbai Indians,0,2,2,9,70
Gujarat Titans,allrounder,batting_allrounder,KV Sharma,Railways,76.29,88.4,100.0,0.0,44.87,53.85,94.12,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,62.8,SM Pollock,Mumbai Indians,0,2,2,10,72
Gujarat Titans,allrounder,batting_allrounder,Lalit Yadav,Delhi,79.05,61.82,100.0,0.0,69.48,34.62,91.48,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,59.64,MM Ali,Chennai Super Kings,0,2,2,11,87
Gujarat Titans,allrounder,batting_allrounder,S Dube,Mumbai,70.9,82.93,100.0,0.0,61.35,26.92,83.55,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,58.8,BA Stokes,Rajasthan Royals,0,2,2,12,90
Gujarat Titans,allrounder,batting_allrounder,Manisankar Murasingh,Tripura,74.2,79.15,100.0,0.0,37.37,11.54,87.52,0.0,allrounder_pure_bowler_cluster_4,pure_bowler,55.36,SM Pollock,Mumbai Indians,0,2,2,13,102
Gujarat Titans,bowling,death_bowler,JD Unadkat,Saurashtra,81.52,93.8,50.0,100.0,83.64,92.86,98.94,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,75.42,Sohail Tanvir,Rajasthan Royals,1,2,1,1,12
Gujarat Titans,bowling,death_bowler,B Kumar,Uttar Pradesh,88.45,95.2,50.0,100.0,90.97,64.29,98.79,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,74.88,SL Malinga,Mumbai Indians,1,2,1,2,14
Gujarat Titans,bowling,death_bowler,LI Meriwala,Baroda,66.94,85.6,50.0,100.0,74.22,78.57,97.95,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,68.8,SL Malinga,Mumbai Indians,1,2,1,3,40
Gujarat Titans,bowling,death_bowler,V Kaverappa,Karnataka,74.11,90.46,50.0,58.8,59.55,85.71,97.51,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,66.05,T Thushara,Chennai Super Kings,1,2,1,4,52
Gujarat Titans,bowling,death_bowler,DS Kulkarni,Mumbai,65.36,93.01,50.0,100.0,52.73,57.14,99.65,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,65.48,DE Bollinger,Chennai Super Kings,1,2,1,5,59
Gujarat Titans,bowling,death_bowler,TU Deshpande,Mumbai,69.07,92.34,50.0,100.0,46.2,50.0,98.72,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,64.66,CK Langeveldt,Kolkata Knight Riders,1,2,1,6,64
Gujarat Titans,bowling,death_bowler,A Sheth,Baroda,61.22,83.58,50.0,100.0,65.13,42.86,99.59,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,63.04,MA Starc,Royal Challengers Bengaluru,1,2,1,7,69
Gujarat Titans,bowling,death_bowler,N Rana,Delhi,62.2,66.03,50.0,100.0,60.91,71.43,88.95,0.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,61.97,L Balaji,Kolkata Knight Riders,1,2,1,8,77
Gujarat Titans,bowling,death_bowler,A Nagwaswalla,Gujarat,70.08,88.97,50.0,100.0,60.68,3.57,97.33,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,61.02,RJ Harris,Punjab Kings,1,2,1,9,83
Gujarat Titans,bowling,death_bowler,Mohit Avasthi,Mumbai,61.74,79.23,50.0,100.0,63.08,28.57,98.91,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,60.79,A Singh,Rajasthan Royals,1,2,1,10,84
Gujarat Titans,bowling,death_bowler,S Kaul,Punjab,58.4,77.27,50.0,100.0,66.17,14.29,95.6,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,58.38,SL Malinga,Mumbai Indians,1,2,1,11,91
Gujarat Titans,bowling,death_bowler,SN Thakur,Mumbai,53.1,85.15,50.0,100.0,37.56,3.57,98.03,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,54.81,WD Parnell,Pune Warriors,1,2,1,12,104
Gujarat Titans,bowling,death_bowler,T Natarajan,Tamil Nadu,46.67,88.42,50.0,100.0,9.03,21.43,93.79,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,52.52,Mustafizur Rahman,Sunrisers Hyderabad,1,2,1,13,108
Gujarat Titans,bowling,death_bowler,Akash Sengupta,Assam,45.4,78.51,50.0,57.9,67.37,35.71,58.13,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,50.27,Umar Gul,Kolkata Knight Riders,1,2,1,14,111
Gujarat Titans,batting,finisher,RK Singh,Uttar Pradesh,83.26,94.57,100.0,100.0,96.01,94.74,70.13,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,81.93,T Stubbs,Delhi Capitals,0,2,2,1,4
Gujarat Titans,batting,finisher,Sanvir Singh,Punjab,68.97,92.73,100.0,97.9,68.45,89.47,55.59,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.84,TH David,Mumbai Indians,0,2,2,2,17
Gujarat Titans,batting,finisher,KH Pandya,Baroda,59.71,95.77,100.0,100.0,76.49,63.16,71.82,0.0,batting_tailender_cluster_1,tailender,72.45,CL White,Sunrisers Hyderabad,0,2,2,3,24
Gujarat Titans,batting,finisher,A Manohar,Karnataka,87.95,79.32,100.0,100.0,47.58,42.11,86.95,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,72.15,H Klaasen,Sunrisers Hyderabad,0,2,2,4,26
Gujarat Titans,batting,finisher,Rajat Dey,Tripura,62.25,78.9,100.0,100.0,78.4,73.68,71.89,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,71.68,JP Duminy,Delhi Capitals,0,2,2,5,28
Gujarat Titans,batting,finisher,N Wadhera,Punjab,80.71,78.95,100.0,57.9,86.3,52.63,87.8,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,71.45,H Klaasen,Sunrisers Hyderabad,0,2,2,6,30
Gujarat Titans,batting,finisher,Jay Gohil,Saurashtra,53.46,76.13,100.0,92.1,72.01,100.0,44.52,0.0,batting_tailender_cluster_1,tailender,67.97,KK Cooper,Rajasthan Royals,0,2,2,7,43
Gujarat Titans,batting,finisher,Vishnu Solanki,Baroda,50.3,73.01,100.0,100.0,65.08,78.95,56.92,0.0,batting_tailender_cluster_1,tailender,66.11,MC Henriques,Sunrisers Hyderabad,0,2,2,8,50
Gujarat Titans,batting,finisher,R Tewatia,Haryana,71.95,83.33,100.0,100.0,47.83,21.05,72.29,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,66.01,Shashank Singh,Punjab Kings,0,2,2,9,53
Gujarat Titans,batting,finisher,Vishvaraj Jadeja,Saurashtra,42.8,86.43,100.0,100.0,58.48,84.21,51.38,0.0,batting_tailender_cluster_1,tailender,65.93,SW Billings,Delhi Capitals,0,2,2,10,54
Gujarat Titans,batting,finisher,VR Iyer,Madhya Pradesh,72.9,74.44,100.0,100.0,59.46,36.84,52.88,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,65.66,KK Nair,Delhi Capitals,0,2,2,11,57
Gujarat Titans,batting,finisher,Subhransu Senapati,Odisha,66.48,93.51,100.0,100.0,50.71,0.0,73.55,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,64.75,KK Nair,Delhi Capitals,0,2,2,12,63
Gujarat Titans,batting,finisher,S Dube,Mumbai,51.04,80.8,100.0,100.0,52.2,68.42,42.76,0.0,batting_tailender_cluster_1,tailender,63.67,Sachin Baby,Royal Challengers Bengaluru,0,2,2,13,65
Gujarat Titans,batting,finisher,Sumit Kumar,Haryana,45.74,90.1,100.0,100.0,52.61,47.37,49.5,0.0,batting_tailender_cluster_1,tailender,62.61,AM Nayar,Mumbai Indians,0,2,2,14,74
Gujarat Titans,batting,finisher,Chirag Gandhi,Gujarat,45.95,85.84,100.0,100.0,37.36,31.58,72.49,0.0,batting_tailender_cluster_1,tailender,61.21,AC Voges,Rajasthan Royals,0,2,2,15,82
Gujarat Titans,batting,finisher,Shubham Pundir,Jammu & Kashmir,43.54,87.81,100.0,100.0,35.0,5.26,57.48,0.0,batting_tailender_cluster_1,tailender,56.65,S Badrinath,Chennai Super Kings,0,2,2,16,98
Gujarat Titans,batting,finisher,BA Roy,Assam,65.3,37.58,100.0,42.1,64.57,57.89,59.73,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,56.13,TR Birt,Delhi Capitals,0,2,2,17,100
Gujarat Titans,batting,finisher,M Shahrukh Khan,Tamil Nadu,57.42,53.43,100.0,100.0,47.69,10.53,49.85,0.0,batting_tailender_cluster_1,tailender,55.31,MP Stoinis,Lucknow Super Giants,0,2,2,18,103
Gujarat Titans,batting,finisher,K L Shrijith,Karnataka,28.58,83.68,100.0,83.8,26.36,15.79,35.49,0.0,batting_tailender_cluster_1,tailender,49.41,AM Nayar,Mumbai Indians,0,2,2,19,112
Gujarat Titans,batting,finisher,Fazil Rashid,Jammu & Kashmir,21.93,89.25,100.0,40.4,41.85,26.32,56.34,0.0,batting_tailender_cluster_2,tailender,49.26,TR Birt,Delhi Capitals,0,2,2,20,113
Gujarat Titans,batting,middle_order,YBK Jaiswal,Mumbai,63.81,88.31,50.0,100.0,68.59,100.0,24.79,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,62.85,RA Tripathi,Sunrisers Hyderabad,1,2,1,1,71
Gujarat Titans,batting,middle_order,SS Sharma,Baroda,58.75,79.22,50.0,67.9,72.36,80.0,82.64,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,61.42,PHKD Mendis,Sunrisers Hyderabad,1,2,1,2,81
Gujarat Titans,batting,middle_order,UR Kumar,Gujarat,68.39,66.97,50.0,52.5,69.32,86.67,70.24,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,59.1,PHKD Mendis,Sunrisers Hyderabad,1,2,1,3,88
Gujarat Titans,batting,middle_order,B Sai Sudharsan,Tamil Nadu,52.85,83.33,50.0,100.0,46.33,40.0,79.55,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,57.16,SS Tiwary,Mumbai Indians,1,2,1,4,96
Gujarat Titans,batting,middle_order,Sudip Chatterjee,Bengal,42.96,92.4,50.0,100.0,14.48,26.67,76.62,0.0,batting_tailender_cluster_1,tailender,51.73,FY Fazal,Rajasthan Royals,1,2,1,5,109
Gujarat Titans,batting,middle_order,Rex Rajkumar,Manipur,23.28,86.29,50.0,100.0,28.91,73.33,52.7,0.0,batting_tailender_cluster_1,tailender,50.59,M Kaif,Rajasthan Royals,1,2,1,6,110
Gujarat Titans,batting,middle_order,Ganesh Satish,Vidarbha,32.31,76.0,50.0,100.0,46.3,46.67,45.36,0.0,batting_tailender_cluster_1,tailender,49.19,MC Juneja,Delhi Capitals,1,2,1,7,114
Gujarat Titans,batting,middle_order,Joseph Lalthankhuma,Mizoram,12.15,89.78,50.0,85.4,24.54,93.33,18.53,0.0,batting_tailender_cluster_1,tailender,45.58,CJ Ferguson,Pune Warriors,1,2,1,8,117
Gujarat Titans,batting,middle_order,Bhanu Pania,Baroda,25.18,84.32,50.0,100.0,29.7,13.33,59.63,0.0,batting_tailender_cluster_1,tailender,45.45,DT Christian,Sunrisers Hyderabad,1,2,1,9,118
Gujarat Titans,batting,middle_order,Karan Lal,Bengal,21.64,60.56,50.0,69.2,45.87,53.33,40.62,0.0,batting_tailender_cluster_1,tailender,41.81,LA Carseldine,Rajasthan Royals,1,2,1,10,120
Gujarat Titans,batting,middle_order,Sanjeet Desai,Chhattisgarh,24.74,49.27,50.0,87.9,24.54,66.67,38.85,0.0,batting_tailender_cluster_1,tailender,41.63,KS Bharat,Royal Challengers Bengaluru,1,2,1,11,121
Gujarat Titans,batting,middle_order,Mohit Jangra,Mizoram,23.79,71.08,50.0,40.0,29.16,60.0,44.8,0.0,batting_tailender_cluster_1,tailender,40.32,AJ Turner,Rajasthan Royals,1,2,1,12,122
Gujarat Titans,batting,middle_order,Kangabam Singh,Manipur,17.65,85.64,50.0,100.0,32.88,6.67,23.69,0.0,batting_tailender_cluster_1,tailender,40.2,CJ Ferguson,Pune Warriors,1,2,1,13,123
Gujarat Titans,batting,middle_order,Henan Nazir,Jammu & Kashmir,19.08,64.23,50.0,52.9,34.4,33.33,35.99,0.0,batting_tailender_cluster_1,tailender,36.61,MC Juneja,Delhi Capitals,1,2,1,14,124
Gujarat Titans,batting,middle_order,Lalhruaizela,Mizoram,13.01,84.73,50.0,100.0,5.98,0.0,19.33,0.0,batting_tailender_cluster_2,tailender,35.34,CJ Ferguson,Pune Warriors,1,2,1,15,125
Gujarat Titans,batting,middle_order,J Anderson,Mizoram,11.85,73.79,50.0,45.8,24.46,20.0,16.98,0.0,batting_tailender_cluster_2,tailender,31.66,MS Wade,Gujarat Titans,1,2,1,16,126
Gujarat Titans,batting,middle_order,SK Gharami,Bengal,1.77,73.29,50.0,22.9,6.9,0.0,14.31,0.0,batting_tailender_cluster_2,tailender,23.26,AA Bilakhia,Sunrisers Hyderabad,1,2,1,17,127
Gujarat Titans,bowling,middle_overs_bowler,Tanush Kotian,Mumbai,73.76,87.25,50.0,100.0,85.52,78.12,96.97,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,81.4,PP Chawla,Punjab Kings,1,2,1,1,5
Gujarat Titans,bowling,middle_overs_bowler,K Kartikeya,Madhya Pradesh,72.65,92.06,50.0,100.0,76.79,71.88,97.95,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,80.5,R Sharma,Pune Warriors,1,2,1,2,6
Gujarat Titans,bowling,middle_overs_bowler,Abid Mushtaq,Jammu & Kashmir,71.53,85.47,50.0,100.0,55.55,81.25,89.96,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,77.3,M Muralitharan,Chennai Super Kings,1,2,1,3,8
Gujarat Titans,bowling,middle_overs_bowler,KH Pandya,Baroda,50.66,96.16,50.0,100.0,62.21,87.5,79.32,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,74.96,R Ashwin,Chennai Super Kings,1,2,1,4,13
Gujarat Titans,bowling,middle_overs_bowler,Lalit Yadav,Delhi,48.78,91.15,50.0,100.0,80.52,75.0,83.54,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,74.83,J Botha,Rajasthan Royals,1,2,1,5,15
Gujarat Titans,bowling,middle_overs_bowler,K Gowtham,Karnataka,53.74,92.01,50.0,100.0,76.95,46.88,95.04,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,73.94,PP Ojha,Sunrisers Hyderabad,1,2,1,6,16
Gujarat Titans,bowling,middle_overs_bowler,R Parag,Assam,56.89,84.34,50.0,100.0,42.73,84.38,89.54,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,73.19,A Kumble,Royal Challengers Bengaluru,1,2,1,7,21
Gujarat Titans,bowling,middle_overs_bowler,Chirag Jani,Saurashtra,44.74,90.05,50.0,100.0,83.93,67.19,78.27,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,72.89,JH Kallis,Kolkata Knight Riders,1,2,1,8,22
Gujarat Titans,bowling,middle_overs_bowler,KC Cariappa,Karnataka,82.87,98.42,50.0,100.0,43.25,96.88,98.34,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,72.68,SP Narine,Kolkata Knight Riders,1,2,1,9,23
Gujarat Titans,bowling,middle_overs_bowler,YS Chahal,Haryana,44.6,69.85,50.0,100.0,83.77,90.62,79.4,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,72.28,MJ Santner,Chennai Super Kings,1,2,1,10,25
Gujarat Titans,bowling,middle_overs_bowler,Saransh Jain,Madhya Pradesh,42.59,76.82,50.0,100.0,71.66,93.75,75.7,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,71.65,IS Sodhi,Rajasthan Royals,1,2,1,11,29
Gujarat Titans,bowling,middle_overs_bowler,M Markande,Punjab,47.14,92.92,50.0,100.0,63.9,28.12,97.84,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.85,RD Chahar,Mumbai Indians,1,2,1,12,35
Gujarat Titans,bowling,middle_overs_bowler,VR Iyer,Madhya Pradesh,49.79,85.89,50.0,100.0,60.52,40.62,93.4,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.8,J Botha,Rajasthan Royals,1,2,1,13,36
Gujarat Titans,bowling,middle_overs_bowler,SS Agarwal,Chhattisgarh,60.9,93.39,50.0,100.0,32.34,25.0,97.81,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,69.2,Rashid Khan,Sunrisers Hyderabad,1,2,1,14,39
Gujarat Titans,bowling,middle_overs_bowler,Dharmendrasinh Jadeja,Saurashtra,43.9,81.92,50.0,100.0,39.19,67.19,86.34,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.84,MM Ali,Chennai Super Kings,1,2,1,15,44
Gujarat Titans,bowling,middle_overs_bowler,Shiva Singh,Uttar Pradesh,47.29,83.77,50.0,100.0,49.25,57.81,74.11,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.64,M Kartik,Kolkata Knight Riders,1,2,1,16,45
Gujarat Titans,bowling,middle_overs_bowler,PP Chawla,Gujarat,86.69,94.53,50.0,100.0,52.89,34.38,97.43,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,67.49,PP Ojha,Sunrisers Hyderabad,1,2,1,17,46
Gujarat Titans,bowling,middle_overs_bowler,Jasmer Dhankhar,Uttar Pradesh,50.91,80.72,50.0,55.0,70.91,57.81,89.9,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,67.15,MJ Clarke,Pune Warriors,1,2,1,18,47
Gujarat Titans,bowling,middle_overs_bowler,J Yadav,Haryana,53.08,93.99,50.0,100.0,17.66,37.5,83.58,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,66.09,AR Patel,Delhi Capitals,1,2,1,19,51
Gujarat Titans,bowling,middle_overs_bowler,NA Rathva,Baroda,58.36,86.42,50.0,100.0,14.71,15.62,98.47,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,65.02,PP Ojha,Sunrisers Hyderabad,1,2,1,20,60
Gujarat Titans,bowling,middle_overs_bowler,KV Sharma,Railways,49.69,90.54,50.0,100.0,22.34,12.5,85.97,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,63.1,P Negi,Royal Challengers Bengaluru,1,2,1,21,68
Gujarat Titans,bowling,middle_overs_bowler,S Dube,Mumbai,31.7,78.52,50.0,100.0,61.98,50.0,46.41,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,61.46,CR Brathwaite,Delhi Capitals,1,2,1,22,80
Gujarat Titans,bowling,middle_overs_bowler,TC Vanlalremruata,Mizoram,42.38,75.45,50.0,43.8,59.16,43.75,70.85,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,59.05,Gurkeerat Singh,Punjab Kings,1,2,1,23,89
Gujarat Titans,bowling,middle_overs_bowler,Shivam Chaudhary,Railways,27.84,89.74,50.0,100.0,30.52,21.88,63.0,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,58.07,TM Dilshan,Delhi Capitals,1,2,1,24,92
Gujarat Titans,bowling,middle_overs_bowler,Harsh Tyagi,Railways,38.76,85.82,50.0,100.0,15.06,0.0,77.18,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,57.35,M Kartik,Kolkata Knight Riders,1,2,1,25,95
Gujarat Titans,bowling,middle_overs_bowler,Sahil Lotra,Jammu & Kashmir,35.65,81.51,50.0,46.2,41.43,62.5,39.99,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,55.87,P Dubey,Delhi Capitals,1,2,1,26,101
Gujarat Titans,bowling,middle_overs_bowler,Shivam Shukla,Madhya Pradesh,32.72,68.13,50.0,43.8,47.95,53.12,50.21,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.77,Gurkeerat Singh,Punjab Kings,1,2,1,27,105
Gujarat Titans,bowling,middle_overs_bowler,AV Rajput,Baroda,29.0,89.22,50.0,60.0,58.7,6.25,41.86,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.36,V Puthur,Mumbai Indians,1,2,1,28,106
Gujarat Titans,bowling,middle_overs_bowler,L Kishan Singha,Manipur,31.62,62.32,50.0,100.0,33.64,18.75,47.28,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,53.14,Harpreet Brar,Punjab Kings,1,2,1,29,107
Gujarat Titans,bowling,middle_overs_bowler,Rahul Batham,Madhya Pradesh,21.37,54.65,50.0,85.0,38.73,9.38,41.07,100.0,bowling_middle_overs_bowler_cluster_1,middle_overs_bowler,47.39,PD Collingwood,Delhi Capitals,1,2,1,30,115
Gujarat Titans,bowling,middle_overs_bowler,Akash Pandey,Railways,44.94,82.3,50.0,50.0,60.13,3.12,67.35,0.0,bowling_powerplay_bowler_cluster_0,powerplay_bowler,46.89,DG Nalkande,Gujarat Titans,1,2,1,31,116
Gujarat Titans,bowling,middle_overs_bowler,S Hegde,Karnataka,12.56,79.53,50.0,43.8,24.61,31.25,28.05,100.0,bowling_middle_overs_bowler_cluster_2,middle_overs_bowler,44.71,MK Lomror,Rajasthan Royals,1,2,1,32,119
Gujarat Titans,batting,top_order_anchor,RM Patidar,Madhya Pradesh,89.81,78.34,100.0,100.0,96.17,100.0,95.54,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,83.88,C Connolly,Punjab Kings,0,1,1,1,3
Gujarat Titans,batting,top_order_anchor,N Rana,Delhi,83.66,84.24,100.0,100.0,79.7,57.14,92.6,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,77.31,D Brevis,Mumbai Indians,0,1,1,2,7
Gujarat Titans,batting,top_order_anchor,Anmolpreet Singh,Punjab,74.57,74.03,100.0,100.0,98.7,92.86,70.17,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,77.19,AB de Villiers,Royal Challengers Bengaluru,0,1,1,3,9
Gujarat Titans,batting,top_order_anchor,Mandeep Singh,Punjab,80.64,63.68,100.0,100.0,76.96,85.71,93.41,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,76.29,C Green,Mumbai Indians,0,1,1,4,10
Gujarat Titans,batting,top_order_anchor,SS Iyer,Mumbai,85.88,76.28,100.0,100.0,61.68,64.29,96.79,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,75.89,C Connolly,Punjab Kings,0,1,1,5,11
Gujarat Titans,batting,top_order_anchor,R Parag,Assam,81.7,60.81,100.0,100.0,61.33,78.57,93.82,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,73.83,RM Patidar,Royal Challengers Bengaluru,0,1,1,6,18
Gujarat Titans,batting,top_order_anchor,Harpreet Singh,Chhattisgarh,75.28,66.96,100.0,100.0,72.91,50.0,86.1,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,71.0,SE Marsh,Punjab Kings,0,1,1,7,31
Gujarat Titans,batting,top_order_anchor,SA Yadav,Mumbai,84.78,64.84,100.0,100.0,45.87,71.43,74.64,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,70.88,RR Pant,Delhi Capitals,0,1,1,8,32
Gujarat Titans,batting,top_order_anchor,A Badoni,Delhi,51.9,72.69,100.0,100.0,84.81,35.71,65.49,0.0,batting_tailender_cluster_1,tailender,64.88,PD Collingwood,Delhi Capitals,0,1,1,9,61
Gujarat Titans,batting,top_order_anchor,YV Dhull,Delhi,51.42,67.73,100.0,100.0,53.23,42.86,83.35,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,63.39,KS Williamson,Sunrisers Hyderabad,0,1,1,10,67
Gujarat Titans,batting,top_order_anchor,Himanshu Rana,Haryana,57.37,82.74,100.0,100.0,35.3,21.43,70.08,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,61.57,D Padikkal,Royal Challengers Bengaluru,0,1,1,11,79
Gujarat Titans,batting,top_order_anchor,MK Pandey,Karnataka,71.14,60.27,100.0,100.0,23.59,14.29,79.8,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,60.04,PD Collingwood,Delhi Capitals,0,1,1,12,85
Gujarat Titans,batting,top_order_anchor,Amandeep Khare,Chhattisgarh,48.3,87.46,100.0,100.0,27.77,7.14,67.1,0.0,batting_tailender_cluster_1,tailender,57.98,KS Williamson,Sunrisers Hyderabad,0,1,1,13,94
Gujarat Titans,batting,top_order_anchor,N Sindhu,Haryana,58.37,57.15,100.0,60.4,45.27,28.57,80.45,0.0,batting_aggressive_opener_cluster_0,aggressive_opener,56.72,MN van Wyk,Kolkata Knight Riders,0,1,1,14,97
Kolkata Knight Riders,batting,aggressive_opener,AM Rahane,Mumbai,84.08,98.36,100.0,100.0,92.61,82.35,94.69,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,93.54,Shubman Gill,Gujarat Titans,0,2,2,1,1
Kolkata Knight Riders,batting,aggressive_opener,PP Shaw,Mumbai,89.28,94.38,100.0,100.0,64.73,94.12,86.71,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,91.57,P Simran Singh,Punjab Kings,0,2,2,2,2
Kolkata Knight Riders,batting,aggressive_opener,Tarang Gohel,Saurashtra,73.21,87.3,100.0,77.9,82.88,100.0,24.66,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,81.28,JG Bethell,Royal Challengers Bengaluru,0,2,2,3,7
Kolkata Knight Riders,batting,aggressive_opener,HV Patel,Haryana,85.9,75.85,100.0,100.0,65.22,41.18,66.82,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,80.88,J Fraser-McGurk,Delhi Capitals,0,2,2,4,8
Kolkata Knight Riders,batting,aggressive_opener,P Simran Singh,Punjab,79.34,81.01,100.0,100.0,64.1,52.94,48.88,100.0,batting_aggressive_opener_cluster_0,aggressive_opener,79.61,DR Smith,Chennai Super Kings,0,2,2,5,10
