player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_economy,mid_economy,death_economy,pp_wicket_contribution,mid_wicket_contribution,death_wicket_contribution,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,team
Saurabh Kumar,23,28,548,651,9,0,7.13,28.3,23.83,0.821,1.25,5,0.179,0.33,0.321,0.0,8.15,6.69,8.31,0.219,0.71,0.071,middle,middle_overs_bowler,1.2,0.38,Uttar Pradesh
Sayan Ghosh,32,25,534,681,25,1,7.65,21.28,16.69,1.28,1.4,7,0.28,0.382,1.0,0.04,7.0,7.06,8.47,0.213,0.36,0.427,powerplay,death_bowler,1.56,0.78,Bengal
Sayan Mondal,3,6,102,165,7,1,9.71,55.0,34.0,0.5,0.84,1,0.167,0.265,1.167,0.167,13.5,8.67,7.0,0.235,0.706,0.059,death,middle_overs_bowler,1.0,0.25,Bengal
Shahbaz Ahmed,27,29,594,670,8,1,6.77,24.81,22.0,0.931,0.8,6,0.207,0.37,0.276,0.034,6.82,6.24,11.5,0.172,0.747,0.081,middle,middle_overs_bowler,0.89,1.0,Bengal
Shakeeb Ahmed,17,14,270,403,9,2,8.96,23.71,15.88,1.214,0.97,6,0.429,0.363,0.643,0.143,7.92,8.25,10.59,0.533,0.089,0.378,powerplay,powerplay_bowler,1.67,0.88,Chhattisgarh
Shanu Saini,6,5,114,107,2,0,5.63,17.83,19.0,1.2,0.84,2,0.4,0.386,0.4,0.0,,4.73,9.0,0.0,0.789,0.211,middle,middle_overs_bowler,1.5,1.0,Uttar Pradesh
Sharafuddeen,1,3,48,84,0,0,10.5,84.0,48.0,0.333,0.58,0,0.0,0.354,0.0,0.0,10.8,11.5,7.0,0.625,0.25,0.125,death,powerplay_bowler,0.5,0.0,Kerala
Shashank Singh,11,15,228,319,5,0,8.39,29.0,20.73,0.733,1.1,3,0.2,0.276,0.333,0.0,9.25,8.19,8.62,0.105,0.684,0.211,middle,middle_overs_bowler,1.0,0.5,Chhattisgarh
Shasheem Rathour,7,10,162,149,4,0,5.52,21.29,23.14,0.7,0.67,1,0.1,0.451,0.4,0.0,4.33,5.25,7.75,0.111,0.741,0.148,powerplay,middle_overs_bowler,0.88,0.0,Bihar
Shashi Shekhar,3,4,81,89,1,1,6.59,29.67,27.0,0.75,0.96,1,0.25,0.481,0.25,0.25,5.83,22.0,8.0,0.889,0.037,0.074,powerplay,powerplay_bowler,,0.75,Bihar
Shiva Singh,7,15,307,346,2,0,6.76,49.43,43.86,0.467,0.64,1,0.067,0.375,0.133,0.0,7.33,6.36,11.05,0.117,0.821,0.062,middle,middle_overs_bowler,0.56,0.33,Uttar Pradesh
Shivam Chaudhary,3,14,184,227,4,0,7.4,75.67,61.33,0.214,0.43,0,0.0,0.337,0.286,0.0,8.19,7.33,2.0,0.283,0.685,0.033,death,middle_overs_bowler,0.33,0.12,Railways
Shivam Kumar,1,6,89,131,0,0,8.83,131.0,89.0,0.167,0.41,0,0.0,0.258,0.0,0.0,,8.83,,0.0,1.0,0.0,middle,middle_overs_bowler,,0.17,Bihar
Shivam Mavi,8,8,167,245,8,1,8.8,30.62,20.88,1.0,1.51,3,0.375,0.359,1.0,0.125,6.89,8.0,11.29,0.323,0.323,0.353,powerplay,all_phases_bowler,2.0,0.4,Uttar Pradesh
Shivam Sharma,7,6,109,108,1,0,5.94,15.43,15.57,1.167,1.33,3,0.5,0.468,0.167,0.0,13.0,5.65,5.0,0.055,0.78,0.165,death,middle_overs_bowler,1.25,1.0,Delhi
Shivam Shukla,2,3,60,71,2,0,7.1,35.5,30.0,0.667,0.58,0,0.0,0.317,0.667,0.0,8.33,6.57,,0.3,0.7,0.0,middle,middle_overs_bowler,0.5,1.0,Madhya Pradesh
Shivank Vashisth,16,8,174,166,0,0,5.72,10.38,10.88,2.0,1.69,4,0.5,0.46,0.0,0.0,4.67,5.8,7.0,0.103,0.862,0.034,powerplay,middle_overs_bowler,2.2,1.67,Delhi
Shivendra Singh,8,12,237,316,1,0,8.0,39.5,29.62,0.667,0.89,3,0.25,0.27,0.083,0.0,8.0,7.52,9.53,0.101,0.684,0.215,middle,middle_overs_bowler,0.67,0.67,Chhattisgarh
Shoaib Mohammed Khan,5,11,210,237,3,0,6.77,47.4,42.0,0.455,0.52,0,0.0,0.343,0.273,0.0,6.4,7.0,6.0,0.286,0.657,0.057,death,middle_overs_bowler,0.75,0.29,Andhra
Shreshth Nirmohi,5,8,156,238,2,1,9.15,47.6,31.2,0.625,0.74,1,0.125,0.359,0.25,0.125,7.11,8.75,18.75,0.692,0.154,0.154,powerplay,powerplay_bowler,0.5,0.67,Chandigarh
Shubham Kamal Sharma,4,4,90,85,1,0,5.67,21.25,22.5,1.0,1.41,1,0.25,0.422,0.25,0.0,4.0,6.5,,0.333,0.667,0.0,powerplay,middle_overs_bowler,1.33,0.0,Rajasthan
Shubham Ranjane,16,24,363,442,4,0,7.31,27.62,22.69,0.667,0.92,5,0.208,0.298,0.167,0.0,,7.11,8.92,0.0,0.893,0.107,middle,middle_overs_bowler,0.76,0.43,Mumbai
Shubham Sharma,1,3,30,24,0,0,4.8,24.0,30.0,0.333,0.58,0,0.0,0.4,0.0,0.0,,4.8,,0.0,1.0,0.0,middle,middle_overs_bowler,0.0,0.5,Madhya Pradesh
Shubham Singh,5,9,174,246,1,0,8.48,49.2,34.8,0.556,0.73,1,0.111,0.385,0.111,0.0,7.43,8.42,11.33,0.241,0.655,0.103,powerplay,middle_overs_bowler,0.33,1.0,Chhattisgarh
Sibsankar Roy,6,8,84,93,1,0,6.64,15.5,14.0,0.75,0.46,0,0.0,0.31,0.125,0.0,5.0,6.77,,0.071,0.929,0.0,powerplay,middle_overs_bowler,0.5,0.83,Assam
Sijomon Joseph,2,5,102,136,3,0,8.0,68.0,51.0,0.4,0.89,1,0.2,0.324,0.6,0.0,7.2,7.67,10.33,0.294,0.529,0.176,powerplay,middle_overs_bowler,0.0,0.5,Kerala
Simarjeet Singh,22,17,342,443,13,2,7.77,20.14,15.55,1.294,0.85,7,0.412,0.494,0.765,0.118,7.16,8.11,9.55,0.649,0.158,0.193,powerplay,powerplay_bowler,1.36,1.17,Delhi
Sinan Khadir,7,7,160,269,3,0,10.09,38.43,22.86,1.0,0.58,1,0.143,0.288,0.429,0.0,9.14,10.3,12.4,0.525,0.288,0.188,powerplay,powerplay_bowler,,1.0,Mizoram
Sirla Srinivas,5,6,101,118,0,0,7.01,23.6,20.2,0.833,0.98,2,0.333,0.376,0.0,0.0,5.5,7.01,10.0,0.119,0.822,0.059,powerplay,middle_overs_bowler,2.0,0.6,Andhra
Soaeb Tai,13,14,207,280,8,0,8.12,21.54,15.92,0.929,0.92,3,0.214,0.295,0.571,0.0,7.0,8.68,6.46,0.087,0.725,0.188,death,middle_overs_bowler,1.09,0.33,Baroda
Sohraab Dhaliwal,0,5,42,71,0,0,10.14,,,0.0,0.0,0,0.0,0.333,0.0,0.0,8.0,11.33,9.67,0.143,0.429,0.429,powerplay,death_bowler,0.0,0.0,Madhya Pradesh
Somorjit Salam,0,3,37,70,2,1,11.35,,,0.0,0.0,0,0.0,0.297,0.667,0.333,9.36,14.0,17.0,0.676,0.162,0.162,powerplay,powerplay_bowler,,0.0,Manipur
Sonu Singh,10,7,151,189,1,0,7.51,18.9,15.1,1.429,1.13,4,0.571,0.397,0.143,0.0,,7.81,4.0,0.0,0.921,0.079,death,middle_overs_bowler,1.33,1.5,Jharkhand
Sonu Yadav,9,5,114,146,7,1,7.68,16.22,12.67,1.8,1.1,2,0.4,0.5,1.4,0.2,6.25,2.5,10.11,0.421,0.105,0.474,middle,powerplay_bowler,1.8,,Tamil Nadu
Sourabh Majumdar,8,11,190,219,5,1,6.92,27.38,23.75,0.727,1.01,2,0.182,0.416,0.455,0.091,6.68,7.0,7.38,0.558,0.189,0.253,powerplay,powerplay_bowler,0.33,0.88,Chhattisgarh
Sourav Dey,1,3,48,55,1,1,6.88,55.0,48.0,0.333,0.58,0,0.0,0.271,0.333,0.333,,6.29,11.0,0.0,0.875,0.125,middle,middle_overs_bowler,0.5,0.0,Assam
Srinivas Fadte,2,5,60,94,2,0,9.4,47.0,30.0,0.4,0.55,0,0.0,0.383,0.4,0.0,6.5,9.33,12.5,0.2,0.6,0.2,powerplay,middle_overs_bowler,,0.4,Goa
Suboth Bhati,43,33,709,918,14,1,7.77,21.35,16.49,1.303,1.31,10,0.303,0.386,0.424,0.03,7.04,6.62,9.03,0.203,0.355,0.441,middle,death_bowler,1.55,0.82,Delhi
Sujit Nayak,2,5,78,70,0,0,5.38,35.0,39.0,0.4,0.55,0,0.0,0.423,0.0,0.0,,5.09,7.0,0.0,0.846,0.154,middle,middle_overs_bowler,0.5,0.0,Mumbai
Sultan Karim,8,10,141,224,3,2,9.53,28.0,17.62,0.8,0.92,1,0.1,0.298,0.3,0.2,,9.32,11.0,0.0,0.872,0.128,middle,middle_overs_bowler,1.0,0.78,Manipur
Sumanta Gupta,2,3,36,45,0,0,7.5,22.5,18.0,0.667,0.58,0,0.0,0.222,0.0,0.0,,7.5,,0.0,1.0,0.0,middle,middle_overs_bowler,0.67,,Bengal
Sumit Kumar,36,30,506,627,6,3,7.43,17.42,14.06,1.2,1.16,9,0.3,0.364,0.2,0.1,5.92,6.86,10.75,0.285,0.498,0.217,powerplay,all_phases_bowler,1.25,1.1,Haryana
Sumit Lama,7,7,114,179,3,1,9.42,25.57,16.29,1.0,1.15,2,0.286,0.368,0.429,0.143,9.73,8.8,9.33,0.579,0.263,0.158,middle,powerplay_bowler,,1.0,Mizoram
Sumit Ruikar,14,19,375,450,3,0,7.2,32.14,26.79,0.737,0.87,5,0.263,0.355,0.158,0.0,7.2,6.82,9.2,0.24,0.64,0.12,middle,middle_overs_bowler,1.0,0.64,Chhattisgarh
Sumit Singh,8,9,187,243,6,0,7.8,30.38,23.38,0.889,0.93,3,0.333,0.289,0.667,0.0,7.11,6.71,10.41,0.289,0.449,0.262,middle,all_phases_bowler,0.33,1.17,Services
Sunil Yadav,0,5,77,119,1,0,9.27,,,0.0,0.0,0,0.0,0.195,0.2,0.0,,7.73,18.55,0.0,0.857,0.143,middle,middle_overs_bowler,0.0,0.0,Maharashtra
Sunny Kashyap,5,5,96,116,2,0,7.25,23.2,19.2,1.0,0.71,1,0.2,0.333,0.4,0.0,7.4,6.83,7.6,0.312,0.375,0.312,middle,all_phases_bowler,1.25,0.0,Uttarakhand
Sunny Rana,13,10,204,264,2,0,7.76,20.31,15.69,1.3,0.95,6,0.6,0.368,0.2,0.0,7.18,4.0,8.93,0.5,0.059,0.441,middle,powerplay_bowler,1.83,0.5,Uttarakhand
Supriyo Chakraborty,2,3,60,84,1,0,8.4,42.0,30.0,0.667,0.58,0,0.0,0.333,0.333,0.0,8.0,9.83,4.5,0.2,0.6,0.2,death,middle_overs_bowler,0.67,,Jharkhand
Suryakant Pradhan,16,19,374,467,10,2,7.49,29.19,23.38,0.842,1.12,3,0.158,0.444,0.526,0.105,7.67,6.75,7.65,0.642,0.193,0.166,middle,powerplay_bowler,1.38,0.45,Odisha
Suryansh Shedge,5,3,48,79,0,1,9.88,15.8,9.6,1.667,0.58,2,0.667,0.271,0.0,0.333,,9.0,10.75,0.0,0.5,0.5,middle,death_bowler,1.67,,Mumbai
Susheel Kumar,3,5,104,154,1,1,8.88,51.33,34.67,0.6,0.55,0,0.0,0.346,0.2,0.2,8.0,3.5,11.32,0.462,0.115,0.423,middle,powerplay_bowler,0.5,0.67,Railways
Suyash Sharma,14,6,142,165,5,0,6.97,11.79,10.14,2.333,1.86,4,0.667,0.408,0.833,0.0,6.83,6.79,7.91,0.254,0.592,0.155,middle,middle_overs_bowler,3.0,1.0,Delhi
Swapnil Singh,32,33,694,800,12,0,6.92,25.0,21.69,0.97,0.81,8,0.242,0.38,0.364,0.0,7.11,6.41,9.55,0.156,0.718,0.127,middle,middle_overs_bowler,1.05,0.86,Baroda
Swarajeet Das,3,10,154,265,5,0,10.32,88.33,51.33,0.3,0.67,1,0.1,0.182,0.5,0.0,9.0,10.18,10.83,0.039,0.662,0.299,powerplay,middle_overs_bowler,1.0,0.12,Meghalaya
Swarupam Purkayastha,7,6,95,135,2,1,8.53,19.29,13.57,1.167,1.17,2,0.333,0.347,0.333,0.167,11.38,5.17,7.09,0.505,0.379,0.116,middle,powerplay_bowler,,1.17,Assam
Syed Sagar,1,4,66,86,1,3,7.82,86.0,66.0,0.25,0.5,0,0.0,0.288,0.25,0.75,,8.25,6.67,0.0,0.727,0.273,death,middle_overs_bowler,,0.25,Jammu & Kashmir
T Kohli,8,17,232,395,10,1,10.22,49.38,29.0,0.471,0.87,2,0.118,0.237,0.588,0.059,7.62,9.23,12.11,0.207,0.336,0.457,powerplay,death_bowler,0.0,0.5,Mizoram
T Natarajan,16,17,333,432,13,0,7.78,27.0,20.81,0.941,1.09,3,0.176,0.393,0.765,0.0,6.14,7.7,9.36,0.396,0.18,0.423,powerplay,death_bowler,1.25,0.2,Tamil Nadu
T Pradeep,15,17,366,555,15,1,9.1,37.0,24.4,0.882,0.78,2,0.118,0.363,0.882,0.059,7.35,8.0,12.68,0.557,0.131,0.311,powerplay,powerplay_bowler,0.86,0.9,Railways
TC Vanlalremruata,3,3,60,71,0,0,7.1,23.67,20.0,1.0,1.0,1,0.333,0.233,0.0,0.0,,7.1,,0.0,1.0,0.0,middle,middle_overs_bowler,,1.0,Mizoram
TS Saha,6,6,107,152,4,1,8.52,25.33,17.83,1.0,0.89,2,0.333,0.308,0.667,0.167,6.75,8.1,21.0,0.224,0.72,0.056,powerplay,middle_overs_bowler,,1.0,Tripura
TU Deshpande,51,30,662,867,19,6,7.86,17.0,12.98,1.7,1.21,17,0.567,0.408,0.633,0.2,7.93,7.28,8.28,0.39,0.284,0.326,middle,all_phases_bowler,1.82,1.38,Mumbai
Tahmeed Rahman,12,21,339,487,7,0,8.62,40.58,28.25,0.571,0.68,2,0.095,0.304,0.333,0.0,7.0,8.39,12.4,0.088,0.823,0.088,powerplay,middle_overs_bowler,0.75,0.53,Nagaland
Tajinder Singh,9,9,150,144,2,0,5.76,16.0,16.67,1.0,0.87,3,0.333,0.327,0.222,0.0,,5.92,2.0,0.0,0.96,0.04,death,middle_overs_bowler,1.14,0.5,Rajasthan
Tanay Thyagarajan,9,16,342,382,1,2,6.7,42.44,38.0,0.562,0.63,1,0.062,0.348,0.062,0.125,10.88,5.91,7.25,0.14,0.789,0.07,middle,middle_overs_bowler,0.89,0.14,Hyderabad (India)
Tanush Kotian,18,15,289,310,12,0,6.44,17.22,16.06,1.2,1.32,5,0.333,0.412,0.8,0.0,6.67,6.57,4.42,0.062,0.872,0.066,death,middle_overs_bowler,1.33,0.67,Mumbai
Tanveer Ul-Haq,13,12,234,250,8,0,6.41,19.23,18.0,1.083,1.24,2,0.167,0.47,0.667,0.0,5.96,5.71,10.75,0.718,0.179,0.103,middle,powerplay_bowler,1.67,0.5,Rajasthan
Techi Doria,7,9,138,193,9,4,8.39,27.57,19.71,0.778,1.3,2,0.222,0.261,1.0,0.444,,7.79,11.25,0.0,0.826,0.174,middle,middle_overs_bowler,,0.78,Arunachal Pradesh
Techi Neri,3,11,204,265,0,0,7.79,88.33,68.0,0.273,0.47,0,0.0,0.309,0.0,0.0,10.0,7.66,,0.059,0.941,0.0,middle,middle_overs_bowler,0.0,0.3,Arunachal Pradesh
Tejas Patel,9,11,209,287,6,4,8.24,31.89,23.22,0.818,1.08,3,0.273,0.435,0.545,0.364,8.44,7.86,8.14,0.517,0.201,0.282,middle,powerplay_bowler,1.12,0.0,Gujarat
Thomas Moirangthem,4,4,66,84,2,0,7.64,21.0,16.5,1.0,1.41,1,0.25,0.47,0.5,0.0,7.14,,8.5,0.636,0.0,0.364,powerplay,powerplay_bowler,,1.0,Manipur
Tilak Varma,2,6,60,78,1,0,7.8,39.0,30.0,0.333,0.52,0,0.0,0.233,0.167,0.0,7.5,7.29,12.0,0.2,0.7,0.1,middle,middle_overs_bowler,0.5,0.0,Hyderabad (India)
Toni Chishi,1,3,24,48,1,0,12.0,48.0,24.0,0.333,0.58,0,0.0,0.167,0.333,0.0,,16.5,7.5,0.0,0.5,0.5,death,death_bowler,,0.33,Nagaland
Tripuresh Singh,4,3,59,81,0,0,8.24,20.25,14.75,1.333,0.58,1,0.333,0.458,0.0,0.0,6.5,,15.82,0.814,0.0,0.186,powerplay,powerplay_bowler,1.0,2.0,Madhya Pradesh
Tukuna Sahoo,2,4,60,67,0,0,6.7,33.5,30.0,0.5,1.0,1,0.25,0.267,0.0,0.0,,6.7,,0.0,1.0,0.0,middle,middle_overs_bowler,,0.5,Odisha
U U Bose,2,5,50,69,0,0,8.28,34.5,25.0,0.4,0.55,0,0.0,0.24,0.0,0.0,,7.71,8.5,0.0,0.28,0.72,middle,death_bowler,,0.4,Tripura
UT Yadav,8,12,242,292,13,0,7.24,36.5,30.25,0.667,0.98,2,0.167,0.434,1.083,0.0,7.16,5.86,8.02,0.471,0.174,0.355,middle,powerplay_bowler,0.78,0.33,Vidarbha
Umar Alam,5,3,66,73,1,0,6.64,14.6,13.2,1.667,0.58,2,0.667,0.455,0.333,0.0,5.0,8.0,9.0,0.545,0.182,0.273,powerplay,powerplay_bowler,,1.67,Jammu & Kashmir
Umar Nazir,6,9,191,273,6,0,8.58,45.5,31.83,0.667,0.87,2,0.222,0.366,0.667,0.0,7.47,8.0,10.98,0.471,0.251,0.277,powerplay,powerplay_bowler,1.0,0.25,Jammu & Kashmir
Umran Malik,13,7,168,193,5,1,6.89,14.85,12.92,1.857,1.57,4,0.571,0.44,0.714,0.143,6.6,7.79,5.67,0.179,0.5,0.321,death,middle_overs_bowler,2.5,1.0,Jammu & Kashmir
Unnikrishnan Manukrishnan,19,14,300,349,3,4,6.98,18.37,15.79,1.357,1.08,5,0.357,0.427,0.214,0.286,6.47,4.67,10.27,0.6,0.18,0.22,middle,powerplay_bowler,1.12,1.67,Kerala
Utkarsh Singh,20,16,289,306,3,0,6.35,15.3,14.45,1.25,0.93,5,0.312,0.422,0.188,0.0,5.38,7.4,3.69,0.436,0.519,0.045,death,powerplay_bowler,1.75,0.75,Jharkhand
V Athisayaraj Davidson,12,9,180,237,10,0,7.9,19.75,15.0,1.333,1.5,2,0.222,0.328,1.111,0.0,8.0,8.38,7.57,0.267,0.267,0.467,death,death_bowler,1.0,1.75,Tamil Nadu
V Kaverappa,5,4,81,87,4,0,6.44,17.4,16.2,1.25,1.5,2,0.5,0.519,1.0,0.0,4.67,,10.0,0.667,0.0,0.333,powerplay,powerplay_bowler,2.0,1.0,Karnataka
V M Jivrajani,6,5,114,140,1,1,7.37,23.33,19.0,1.2,0.45,1,0.2,0.342,0.2,0.2,5.75,8.0,5.0,0.211,0.737,0.053,death,middle_overs_bowler,1.5,1.0,Saurashtra
V Pratap Singh,3,7,126,189,4,0,9.0,63.0,42.0,0.429,0.53,0,0.0,0.333,0.571,0.0,8.38,6.0,12.4,0.619,0.143,0.238,middle,powerplay_bowler,,0.43,Chhattisgarh
V Shankar,6,15,193,241,8,1,7.49,40.17,32.17,0.4,0.83,1,0.067,0.409,0.533,0.067,8.77,6.52,7.5,0.404,0.534,0.062,middle,powerplay_bowler,0.67,0.0,Tamil Nadu
V Tokas,2,3,37,65,0,1,10.54,32.5,18.5,0.667,1.15,1,0.333,0.351,0.0,0.333,13.33,8.5,6.86,0.486,0.324,0.189,death,powerplay_bowler,1.0,0.0,Delhi
VA Jagadeesh,6,7,114,145,2,0,7.63,24.17,19.0,0.857,0.69,1,0.143,0.281,0.286,0.0,,7.94,5.0,0.0,0.895,0.105,death,middle_overs_bowler,1.2,0.0,Kerala
VG Arora,19,15,328,387,19,0,7.08,20.37,17.26,1.267,1.16,6,0.4,0.494,1.267,0.0,6.36,6.83,10.14,0.713,0.11,0.177,powerplay,powerplay_bowler,1.1,1.6,Himachal
VK Saha,2,4,84,88,0,0,6.29,44.0,42.0,0.5,1.0,1,0.25,0.512,0.0,0.0,7.6,4.25,16.0,0.357,0.571,0.071,middle,middle_overs_bowler,2.0,0.0,Tripura
VR Aaron,26,22,457,707,23,2,9.28,27.19,17.58,1.182,1.05,8,0.364,0.409,1.045,0.091,8.12,9.3,11.32,0.446,0.302,0.252,powerplay,powerplay_bowler,1.25,1.14,Jharkhand
VR Iyer,22,30,462,547,18,0,7.1,24.86,21.0,0.733,0.74,5,0.167,0.39,0.6,0.0,7.07,6.75,9.0,0.195,0.675,0.13,middle,middle_overs_bowler,0.94,0.46,Madhya Pradesh
VV Gite,6,7,121,178,8,1,8.83,29.67,20.17,0.857,0.9,2,0.286,0.372,1.143,0.143,9.3,7.0,10.32,0.496,0.298,0.207,middle,powerplay_bowler,1.2,0.0,Maharashtra
Varun Choudhary,19,11,257,377,11,0,8.8,19.84,13.53,1.727,0.9,7,0.636,0.319,1.0,0.0,7.81,11.0,9.63,0.49,0.047,0.463,powerplay,powerplay_bowler,2.0,1.4,Services
Varun Sood,7,11,222,271,0,0,7.32,38.71,31.71,0.636,0.67,1,0.091,0.387,0.0,0.0,6.91,6.47,10.29,0.297,0.514,0.189,middle,middle_overs_bowler,1.0,0.56,Delhi
Vasuki Koushik,29,24,523,703,19,3,8.07,24.24,18.03,1.208,1.06,7,0.292,0.411,0.792,0.125,6.24,8.17,10.44,0.528,0.069,0.403,powerplay,powerplay_bowler,1.33,0.33,Karnataka
Vidyadhar Patil,5,6,132,181,3,0,8.23,36.2,26.4,0.833,0.41,0,0.0,0.235,0.5,0.0,4.71,8.14,11.38,0.318,0.318,0.364,powerplay,all_phases_bowler,0.75,1.0,Karnataka
Vijaykumar Vyshak,11,10,216,315,6,1,8.75,28.64,19.64,1.1,1.29,4,0.4,0.38,0.6,0.1,9.8,7.54,9.15,0.278,0.361,0.361,middle,all_phases_bowler,2.0,0.2,Karnataka
Vijesh Prabhudessai,7,8,147,273,10,1,11.14,39.0,21.0,0.875,0.99,1,0.125,0.313,1.25,0.125,11.67,7.75,12.0,0.49,0.163,0.347,middle,powerplay_bowler,2.0,0.5,Goa
Vikas Hathwala,1,3,54,54,0,0,6.0,54.0,54.0,0.333,0.58,0,0.0,0.389,0.0,0.0,,5.75,8.0,0.0,0.889,0.111,middle,middle_overs_bowler,0.0,0.5,Services
Vikas Yadav,20,20,462,506,4,0,6.57,25.3,23.1,1.0,1.21,3,0.15,0.331,0.2,0.0,5.2,6.8,5.43,0.065,0.844,0.091,powerplay,middle_overs_bowler,1.1,0.9,Services
Vikash Singh,14,20,408,582,22,6,8.56,41.57,29.14,0.7,0.92,4,0.2,0.409,1.1,0.3,6.97,8.47,11.05,0.471,0.221,0.309,powerplay,powerplay_bowler,0.62,0.86,Jharkhand
Vinod Kumar,0,3,60,96,3,0,9.6,,,0.0,0.0,0,0.0,0.2,1.0,0.0,8.5,10.2,9.33,0.2,0.5,0.3,powerplay,middle_overs_bowler,,0.0,Kerala
Vinoop Manoharan,7,6,114,148,0,0,7.79,21.14,16.29,1.167,0.75,2,0.333,0.307,0.0,0.0,,7.93,7.25,0.0,0.789,0.211,death,middle_overs_bowler,1.5,0.5,Kerala
Virat Singh,1,5,60,87,1,0,8.7,87.0,60.0,0.2,0.45,0,0.0,0.25,0.2,0.0,,9.33,3.0,0.0,0.9,0.1,death,middle_overs_bowler,0.25,0.0,Jharkhand
Vishal Das,4,4,78,101,0,0,7.77,25.25,19.5,1.0,0.82,1,0.25,0.397,0.0,0.0,6.88,6.5,11.0,0.615,0.154,0.231,middle,powerplay_bowler,1.0,1.0,Bihar
Vishal Kushwah,14,13,222,350,6,1,9.46,25.0,15.86,1.077,0.95,4,0.308,0.275,0.462,0.077,8.8,9.0,11.0,0.135,0.622,0.243,powerplay,middle_overs_bowler,0.5,1.33,Chhattisgarh
Vivek Kumar,4,8,161,230,2,2,8.57,57.5,40.25,0.5,0.76,1,0.125,0.354,0.25,0.25,7.72,9.0,11.38,0.671,0.149,0.18,powerplay,powerplay_bowler,0.0,0.57,Bihar
Vivek Singh,1,8,84,109,0,0,7.79,109.0,84.0,0.125,0.35,0,0.0,0.333,0.0,0.0,,7.79,,0.0,1.0,0.0,middle,middle_overs_bowler,0.2,0.0,Bengal
Vivekanand Tiwari,6,6,96,142,2,5,8.88,23.67,16.0,1.0,1.26,2,0.333,0.438,0.333,0.833,8.29,9.2,9.5,0.438,0.312,0.25,powerplay,powerplay_bowler,0.67,1.33,Jharkhand
Waseem Raza,11,14,255,337,1,0,7.93,30.64,23.18,0.786,1.19,3,0.214,0.31,0.071,0.0,8.4,7.59,9.33,0.118,0.741,0.141,middle,middle_overs_bowler,1.67,0.55,Jammu & Kashmir
Washington Sundar,21,27,570,599,8,0,6.31,28.52,27.14,0.778,0.97,6,0.222,0.416,0.296,0.0,6.26,5.74,8.29,0.358,0.495,0.147,middle,all_phases_bowler,0.94,0.55,Tamil Nadu
Writtick Chatterjee,15,15,276,291,2,0,6.33,19.4,18.4,1.0,0.85,3,0.2,0.395,0.133,0.0,3.71,6.15,11.2,0.152,0.739,0.109,powerplay,middle_overs_bowler,0.91,1.25,Bengal
YK Pathan,5,7,89,99,3,0,6.67,19.8,17.8,0.714,0.76,1,0.143,0.326,0.429,0.0,,7.0,4.36,0.0,0.876,0.124,death,middle_overs_bowler,0.5,1.0,Baroda
YS Chahal,20,27,555,685,14,0,7.41,34.25,27.75,0.741,0.98,3,0.111,0.377,0.519,0.0,8.77,6.75,10.2,0.141,0.751,0.108,middle,middle_overs_bowler,0.88,0.5,Haryana
Yab Niya,2,9,129,216,2,0,10.05,108.0,64.5,0.222,0.44,0,0.0,0.318,0.222,0.0,10.5,7.35,17.0,0.713,0.24,0.047,middle,powerplay_bowler,,0.22,Arunachal Pradesh
Yash Dayal,16,19,336,411,23,5,7.34,25.69,21.0,0.842,0.83,5,0.263,0.417,1.211,0.263,6.57,9.0,8.53,0.625,0.071,0.304,powerplay,powerplay_bowler,0.82,0.88,Uttar Pradesh
Yash Thakur,48,31,602,679,21,5,6.77,14.15,12.54,1.548,1.29,15,0.484,0.419,0.677,0.161,6.26,7.19,7.09,0.419,0.234,0.347,powerplay,powerplay_bowler,1.84,1.08,Vidarbha
Yashpal Singh,5,9,125,146,4,0,7.01,29.2,25.0,0.556,1.01,1,0.111,0.344,0.444,0.0,3.0,6.33,15.82,0.048,0.864,0.088,powerplay,middle_overs_bowler,0.0,0.62,Manipur
Yudhvir Singh,10,10,204,280,10,2,8.24,28.0,20.4,1.0,1.25,3,0.3,0.426,1.0,0.2,5.89,11.75,11.0,0.559,0.118,0.324,powerplay,powerplay_bowler,1.25,0.83,Hyderabad (India)
Yuvraj Chudasama,7,9,157,203,2,0,7.76,29.0,22.43,0.778,0.97,3,0.333,0.299,0.222,0.0,,7.65,24.0,0.0,0.994,0.006,middle,middle_overs_bowler,1.2,0.25,Saurashtra
Yuvraj Singh,16,20,284,379,4,0,8.01,23.69,17.75,0.8,1.2,5,0.25,0.405,0.2,0.0,5.0,10.34,8.89,0.359,0.356,0.285,powerplay,all_phases_bowler,1.12,0.58,Punjab
Zahoor Sofi,2,4,57,74,0,0,7.79,37.0,28.5,0.5,0.58,0,0.0,0.351,0.0,0.0,2.0,8.47,,0.105,0.895,0.0,powerplay,middle_overs_bowler,,0.5,Jammu & Kashmir
