player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,cluster_id,cluster_label,archetype_role
A Ashish Reddy,Sunrisers Hyderabad,2016.0,57.65,75.8,66.72,False,True,bowling_allrounder,280.0,23.0,193.0,12.17,145.08,tailender,18.0,20.0,262.0,0.9,9.07,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Badoni,Lucknow Super Giants,2026.0,64.32,59.31,61.82,False,False,utility_player,1135.0,54.0,817.0,21.02,138.92,finisher,4.0,8.0,41.0,0.5,9.22,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Chandila,Rajasthan Royals,2013.0,20.7,80.84,50.77,False,False,pure_bowler,4.0,2.0,7.0,2.0,57.14,tailender,11.0,12.0,234.0,0.917,6.21,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
A Chopra,Kolkata Knight Riders,2009.0,29.22,0.0,14.61,False,False,pure_batter,53.0,6.0,71.0,8.83,74.65,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
A Choudhary,Royal Challengers Bengaluru,2017.0,46.67,81.98,64.32,False,False,pure_bowler,25.0,3.0,20.0,8.33,125.0,tailender,5.0,5.0,101.0,1.0,8.55,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Dananjaya,Mumbai Indians,2018.0,29.4,41.55,35.47,False,False,pure_batter,4.0,1.0,5.0,4.0,80.0,tailender,0.0,1.0,24.0,0.0,11.75,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
A Flintoff,Chennai Super Kings,2009.0,48.18,67.47,57.82,False,False,pure_bowler,62.0,3.0,53.0,20.67,116.98,middle_order,2.0,3.0,66.0,0.667,9.55,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Kamboj,Chennai Super Kings,2026.0,45.89,91.29,68.59,False,False,pure_bowler,55.0,9.0,44.0,6.11,125.0,tailender,24.0,19.0,355.0,1.263,8.84,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Kumble,Royal Challengers Bengaluru,2010.0,26.88,85.13,56.0,False,False,pure_bowler,35.0,15.0,47.0,2.33,74.47,tailender,45.0,42.0,965.0,1.071,6.58,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
A Manohar,Gujarat Titans,2025.0,54.6,0.0,27.3,False,False,pure_batter,292.0,20.0,235.0,14.6,124.26,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
A Mhatre,Chennai Super Kings,2026.0,96.94,0.0,48.47,False,False,pure_batter,441.0,13.0,240.0,33.92,183.75,top_order_anchor,,,,,,,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Mishra,Delhi Capitals,2023.0,35.33,83.69,59.51,False,True,bowling_allrounder,381.0,55.0,419.0,6.93,90.93,tailender,174.0,162.0,3371.0,1.074,7.38,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
A Mithun,Royal Challengers Bengaluru,2013.0,47.75,59.65,53.7,False,False,pure_bowler,34.0,6.0,26.0,5.67,130.77,tailender,7.0,16.0,288.0,0.438,9.83,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Mukund,Chennai Super Kings,2013.0,33.55,0.0,16.77,False,False,pure_batter,19.0,2.0,22.0,9.5,86.36,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
A Nehra,Delhi Capitals,2016.0,23.99,89.88,56.93,False,False,pure_bowler,41.0,17.0,62.0,2.41,66.13,tailender,106.0,88.0,1908.0,1.205,7.85,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
A Nel,Mumbai Indians,2008.0,0.0,80.59,40.3,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,10.33,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
A Nortje,Delhi Capitals,2026.0,35.52,90.04,62.78,False,False,pure_bowler,49.0,14.0,50.0,3.5,98.0,tailender,61.0,49.0,1120.0,1.245,9.09,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
A Raghuvanshi,Kolkata Knight Riders,2026.0,71.99,0.0,35.99,False,False,pure_batter,672.0,26.0,468.0,25.85,143.59,top_order_anchor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
A Singh,Rajasthan Royals,2012.0,7.14,90.03,48.58,False,False,pure_bowler,2.0,5.0,10.0,0.4,20.0,tailender,28.0,23.0,473.0,1.217,7.86,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
A Symonds,Sunrisers Hyderabad,2011.0,66.6,70.05,68.32,True,True,batting_allrounder,974.0,36.0,750.0,27.06,129.87,top_order_anchor,20.0,30.0,527.0,0.667,7.67,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
A Tomar,Kolkata Knight Riders,2022.0,18.9,0.0,9.45,False,False,pure_batter,4.0,1.0,8.0,4.0,50.0,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
A Uniyal,Rajasthan Royals,2010.0,20.7,76.85,48.78,False,False,pure_bowler,4.0,2.0,7.0,2.0,57.14,tailender,2.0,2.0,36.0,1.0,11.0,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
A Zampa,Rajasthan Royals,2023.0,22.92,93.61,58.26,False,False,pure_bowler,15.0,5.0,24.0,3.0,62.5,tailender,31.0,22.0,467.0,1.409,8.38,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AA Bilakhia,Sunrisers Hyderabad,2010.0,31.86,0.0,15.93,False,False,pure_batter,69.0,7.0,85.0,9.86,81.18,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AA Chavan,Rajasthan Royals,2012.0,39.58,69.47,54.52,False,False,pure_bowler,12.0,3.0,11.0,4.0,109.09,tailender,8.0,13.0,248.0,0.615,7.89,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AA Jhunjhunwala,Rajasthan Royals,2012.0,45.22,48.08,46.65,False,False,pure_bowler,217.0,15.0,210.0,14.47,103.33,middle_order,1.0,10.0,85.0,0.1,9.11,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AA Kazi,Royal Challengers Bengaluru,2011.0,0.0,39.98,19.99,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,10.5,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
AA Kulkarni,Lucknow Super Giants,2024.0,40.95,0.0,20.48,False,False,pure_batter,9.0,2.0,8.0,4.5,112.5,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AA Noffke,Royal Challengers Bengaluru,2008.0,34.65,78.3,56.47,False,False,pure_bowler,9.0,1.0,10.0,9.0,90.0,tailender,1.0,1.0,24.0,1.0,10.0,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AB Agarkar,Kolkata Knight Riders,2013.0,45.84,69.34,57.59,False,True,bowling_allrounder,179.0,18.0,154.0,9.94,116.23,tailender,29.0,42.0,782.0,0.69,8.83,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AB Barath,Punjab Kings,2010.0,49.89,0.0,24.94,False,False,pure_batter,42.0,3.0,42.0,14.0,100.0,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AB Dinda,Pune Warriors,2017.0,19.53,79.59,49.56,False,False,pure_bowler,26.0,16.0,48.0,1.62,54.17,tailender,69.0,75.0,1516.0,0.92,8.2,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AB McDonald,Delhi Capitals,2013.0,54.49,82.13,68.31,False,False,utility_player,123.0,9.0,100.0,13.67,123.0,middle_order,11.0,10.0,186.0,1.1,8.42,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AB de Villiers,Royal Challengers Bengaluru,2021.0,75.36,0.0,37.68,False,False,pure_batter,5162.0,170.0,3403.0,30.36,151.69,top_order_anchor,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
AC Blizzard,Mumbai Indians,2012.0,61.24,0.0,30.62,False,False,pure_batter,120.0,7.0,90.0,17.14,133.33,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AC Gilchrist,Sunrisers Hyderabad,2013.0,67.24,100.0,83.62,False,False,pure_batter,2069.0,80.0,1495.0,25.86,138.39,aggressive_opener,1.0,1.0,1.0,1.0,0.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AC Thomas,Pune Warriors,2012.0,38.59,80.11,59.35,False,False,pure_bowler,20.0,4.0,19.0,5.0,105.26,tailender,14.0,15.0,315.0,0.933,7.73,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AC Voges,Rajasthan Royals,2010.0,61.93,43.57,52.75,False,False,pure_batter,181.0,7.0,143.0,25.86,126.57,finisher,0.0,7.0,54.0,0.0,8.44,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AD Hales,Sunrisers Hyderabad,2018.0,67.53,0.0,33.76,False,False,pure_batter,148.0,6.0,118.0,24.67,125.42,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AD Mascarenhas,Rajasthan Royals,2013.0,37.96,98.94,68.45,False,False,pure_bowler,79.0,11.0,78.0,7.18,101.28,tailender,19.0,13.0,308.0,1.462,6.94,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AD Mathews,Pune Warriors,2017.0,56.1,65.72,60.91,True,True,batting_allrounder,724.0,41.0,575.0,17.66,125.91,finisher,27.0,44.0,791.0,0.614,8.18,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AD Nath,Royal Challengers Bengaluru,2019.0,35.29,0.0,17.64,False,False,pure_batter,90.0,10.0,98.0,9.0,91.84,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AD Russell,Kolkata Knight Riders,2025.0,79.36,80.72,80.04,True,True,batting_allrounder,2651.0,114.0,1522.0,23.25,174.18,finisher,123.0,121.0,1806.0,1.017,9.51,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
AF Milne,Royal Challengers Bengaluru,2021.0,29.1,70.01,49.56,False,False,pure_bowler,23.0,6.0,29.0,3.83,79.31,tailender,7.0,10.0,207.0,0.7,9.48,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AG Murtaza,Pune Warriors,2013.0,26.17,73.46,49.82,False,False,pure_bowler,10.0,3.0,14.0,3.33,71.43,tailender,9.0,12.0,264.0,0.75,7.11,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AG Paunikar,Rajasthan Royals,2011.0,33.0,0.0,16.5,False,False,pure_batter,49.0,5.0,58.0,9.8,84.48,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AJ Finch,Gujarat Lions,2022.0,62.0,50.81,56.4,False,False,pure_batter,2091.0,90.0,1631.0,23.23,128.2,anchor_opener,1.0,5.0,43.0,0.2,9.35,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AJ Hosein,Sunrisers Hyderabad,2026.0,55.65,94.83,75.24,False,False,pure_bowler,18.0,2.0,12.0,9.0,150.0,tailender,7.0,5.0,106.0,1.4,8.43,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AJ Turner,Rajasthan Royals,2024.0,31.4,0.0,15.7,False,False,pure_batter,24.0,6.0,28.0,4.0,85.71,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AJ Tye,Punjab Kings,2020.0,44.36,93.74,69.05,False,False,pure_bowler,91.0,13.0,76.0,7.0,119.74,tailender,42.0,30.0,684.0,1.4,8.59,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
AK Markram,Sunrisers Hyderabad,2026.0,68.61,51.74,60.18,True,False,batting_allrounder,1633.0,63.0,1200.0,25.92,136.08,top_order_anchor,6.0,23.0,221.0,0.261,9.31,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AL Menaria,Rajasthan Royals,2013.0,52.03,54.71,53.37,False,False,utility_player,401.0,23.0,356.0,17.43,112.64,middle_order,3.0,12.0,110.0,0.25,7.85,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AM Ghazanfar,Mumbai Indians,2026.0,0.0,102.58,51.29,False,False,pure_bowler,,,,,,,10.0,6.0,125.0,1.667,9.41,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AM Nayar,Mumbai Indians,2014.0,49.06,60.86,54.96,False,False,utility_player,672.0,50.0,577.0,13.44,116.46,finisher,9.0,19.0,229.0,0.474,8.44,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AM Rahane,Rajasthan Royals,2026.0,64.84,81.32,73.08,False,False,pure_batter,5194.0,191.0,4145.0,27.19,125.31,aggressive_opener,1.0,1.0,6.0,1.0,5.0,part_time_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
AM Salvi,Delhi Capitals,2011.0,0.0,81.98,40.99,False,False,pure_bowler,,,,,,,7.0,7.0,150.0,1.0,8.0,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AN Ahmed,Royal Challengers Bengaluru,2015.0,50.56,70.76,60.66,False,False,pure_bowler,36.0,6.0,26.0,6.0,138.46,tailender,12.0,17.0,344.0,0.706,8.69,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AN Ghosh,Kolkata Knight Riders,2009.0,31.85,0.0,15.92,False,False,pure_batter,7.0,2.0,8.0,3.5,87.5,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AP Dole,Rajasthan Royals,2010.0,75.04,102.22,88.63,False,False,pure_bowler,34.0,2.0,22.0,17.0,154.55,tailender,5.0,3.0,66.0,1.667,10.18,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AP Majumdar,Pune Warriors,2012.0,62.68,0.0,31.34,False,False,pure_batter,87.0,4.0,76.0,21.75,114.47,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AP Tare,Mumbai Indians,2017.0,50.08,0.0,25.04,False,False,pure_batter,339.0,27.0,273.0,12.56,124.18,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AR Bawne,Delhi Capitals,2017.0,39.2,0.0,19.6,False,False,pure_batter,12.0,1.0,12.0,12.0,100.0,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AR Patel,Delhi Capitals,2026.0,56.33,73.63,64.98,True,True,batting_allrounder,1947.0,129.0,1461.0,15.09,133.26,tailender,136.0,169.0,3483.0,0.805,7.42,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
AS Joseph,Gujarat Titans,2023.0,31.42,79.5,55.46,False,False,pure_bowler,27.0,5.0,32.0,5.4,84.38,tailender,21.0,22.0,434.0,0.955,9.55,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AS Rajpoot,Punjab Kings,2020.0,23.49,75.36,49.42,False,False,pure_bowler,26.0,7.0,41.0,3.71,63.41,tailender,24.0,29.0,529.0,0.828,9.23,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
AS Raut,Rajasthan Royals,2011.0,48.65,42.31,45.48,False,False,pure_batter,194.0,16.0,167.0,12.12,116.17,tailender,0.0,5.0,30.0,0.0,8.8,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AS Roy,Kolkata Knight Riders,2026.0,45.65,69.13,57.39,False,False,pure_bowler,65.0,12.0,52.0,5.42,125.0,tailender,11.0,16.0,251.0,0.688,8.56,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AS Yadav,Sunrisers Hyderabad,2008.0,46.83,0.0,23.42,False,False,pure_batter,49.0,6.0,39.0,8.17,125.64,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AT Carey,Delhi Capitals,2020.0,42.35,0.0,21.18,False,False,pure_batter,32.0,3.0,29.0,10.67,110.34,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
AT Rayudu,Mumbai Indians,2023.0,62.58,0.0,31.29,False,False,pure_batter,4348.0,185.0,3409.0,23.5,127.54,finisher,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
AU Rashid,Sunrisers Hyderabad,2023.0,51.98,68.03,60.0,False,False,pure_bowler,22.0,2.0,16.0,11.0,137.5,tailender,2.0,3.0,60.0,0.667,9.1,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
AUK Pathan,Royal Challengers Bengaluru,2012.0,61.3,41.9,51.6,False,False,pure_batter,39.0,7.0,23.0,5.57,169.57,middle_order,0.0,3.0,39.0,0.0,9.69,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Abdul Basith,Rajasthan Royals,2023.0,35.35,0.0,17.68,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Abdul Samad,Sunrisers Hyderabad,2026.0,60.29,50.02,55.16,False,False,utility_player,813.0,56.0,553.0,14.52,147.02,tailender,2.0,7.0,57.0,0.286,13.16,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Abdur Razzak,Royal Challengers Bengaluru,2008.0,0.0,44.62,22.31,False,False,unknown,0.0,1.0,2.0,0.0,0.0,tailender,0.0,1.0,12.0,0.0,14.5,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Abhinandan Singh,Royal Challengers Bengaluru,2026.0,0.0,76.43,38.22,False,False,pure_bowler,,,,,,,3.0,3.0,58.0,1.0,12.62,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Abhishek Sharma,Sunrisers Hyderabad,2026.0,81.67,54.42,68.04,True,False,batting_allrounder,2241.0,83.0,1317.0,27.0,170.16,aggressive_opener,11.0,35.0,353.0,0.314,9.11,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
Abishek Porel,Delhi Capitals,2026.0,72.07,0.0,36.03,False,False,pure_batter,691.0,30.0,474.0,23.03,145.78,top_order_aggressor,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Akash Deep,Royal Challengers Bengaluru,2025.0,64.25,68.53,66.39,False,False,pure_bowler,25.0,5.0,14.0,5.0,178.57,tailender,10.0,14.0,278.0,0.714,11.83,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Akash Madhwal,Mumbai Indians,2025.0,21.4,93.35,57.38,False,False,pure_bowler,8.0,2.0,14.0,4.0,57.14,tailender,24.0,17.0,352.0,1.412,10.06,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Akash Singh,Chennai Super Kings,2025.0,0.0,76.58,38.29,False,False,pure_bowler,,,,,,,9.0,10.0,205.0,0.9,9.54,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Aman Hakim Khan,Delhi Capitals,2023.0,45.73,38.98,42.36,False,False,pure_batter,115.0,10.0,104.0,11.5,110.58,tailender,0.0,1.0,6.0,0.0,13.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Anand Rajan,Sunrisers Hyderabad,2013.0,0.0,82.16,41.08,False,False,pure_bowler,,,,,,,8.0,8.0,149.0,1.0,8.09,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Aniket Verma,Sunrisers Hyderabad,2026.0,67.96,0.0,33.98,False,False,pure_batter,309.0,19.0,188.0,16.26,164.36,finisher,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Anirudh Singh,Sunrisers Hyderabad,2010.0,46.42,0.0,23.21,False,False,pure_batter,63.0,4.0,66.0,15.75,95.45,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Ankit Sharma,Sunrisers Hyderabad,2017.0,51.49,66.52,59.0,False,False,pure_bowler,87.0,10.0,67.0,8.7,129.85,tailender,12.0,21.0,367.0,0.571,7.36,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Ankit Soni,Gujarat Lions,2017.0,28.04,57.21,42.62,False,False,pure_bowler,7.0,3.0,9.0,2.33,77.78,tailender,2.0,6.0,109.0,0.333,7.93,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Anmolpreet Singh,Sunrisers Hyderabad,2024.0,57.7,0.0,28.85,False,False,pure_batter,139.0,9.0,115.0,15.44,120.87,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Anuj Rawat,Royal Challengers Bengaluru,2024.0,49.83,0.0,24.92,False,False,pure_batter,318.0,21.0,267.0,15.14,119.1,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Anureet Singh,Punjab Kings,2018.0,28.38,74.23,51.3,False,False,pure_bowler,36.0,8.0,47.0,4.5,76.6,tailender,18.0,22.0,412.0,0.818,9.07,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Arjun Tendulkar,Mumbai Indians,2023.0,55.1,68.55,61.82,False,False,pure_bowler,13.0,1.0,9.0,13.0,144.44,tailender,3.0,5.0,73.0,0.6,9.37,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Arshad Khan,Gujarat Titans,2025.0,56.75,75.09,65.92,False,False,utility_player,119.0,10.0,84.0,11.9,141.67,tailender,17.0,20.0,304.0,0.85,11.09,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Arshad Khan (2),Lucknow Super Giants,2024.0,45.5,45.62,45.56,False,False,pure_batter,5.0,1.0,4.0,5.0,125.0,tailender,0.0,1.0,12.0,0.0,12.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Arshdeep Singh,Punjab Kings,2025.0,24.42,86.85,55.64,False,False,pure_bowler,31.0,13.0,46.0,2.38,67.39,tailender,105.0,89.0,1894.0,1.18,9.18,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Ashok Sharma,Gujarat Titans,2026.0,8.93,81.18,45.06,False,False,pure_bowler,1.0,2.0,4.0,0.5,25.0,tailender,6.0,6.0,126.0,1.0,10.86,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Ashutosh Sharma,Delhi Capitals,2026.0,74.91,0.0,37.46,False,False,pure_batter,451.0,21.0,275.0,21.48,164.0,lower_order_hitter,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Ashwani Kumar,Mumbai Indians,2026.0,6.18,103.17,54.68,False,False,pure_bowler,1.0,1.0,6.0,1.0,16.67,tailender,17.0,10.0,183.0,1.7,10.95,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Atharva Taide,Punjab Kings,2025.0,69.51,30.4,49.96,False,False,pure_batter,260.0,10.0,177.0,26.0,146.89,top_order_anchor,0.0,1.0,1.0,0.0,24.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Auqib Nabi,Delhi Capitals,2026.0,71.4,40.58,55.99,False,False,pure_batter,4.0,1.0,2.0,4.0,200.0,tailender,0.0,3.0,42.0,0.0,13.43,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Avesh Khan,Lucknow Super Giants,2026.0,56.84,86.1,71.47,False,False,pure_bowler,68.0,16.0,43.0,4.25,158.14,lower_order_hitter,93.0,80.0,1721.0,1.162,9.18,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Azhar Mahmood,Punjab Kings,2015.0,58.43,90.61,74.52,True,True,batting_allrounder,388.0,21.0,303.0,18.48,128.05,middle_order,29.0,23.0,537.0,1.261,7.82,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Azmatullah Omarzai,Punjab Kings,2025.0,50.67,73.07,61.87,False,False,pure_bowler,99.0,9.0,74.0,11.0,133.78,middle_order,12.0,15.0,288.0,0.8,9.69,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
B Akhil,Royal Challengers Bengaluru,2011.0,50.78,61.58,56.18,False,False,pure_bowler,76.0,11.0,55.0,6.91,138.18,tailender,6.0,13.0,188.0,0.462,7.72,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
B Chipli,Sunrisers Hyderabad,2013.0,46.56,36.17,41.36,False,False,pure_batter,280.0,21.0,251.0,13.33,111.55,finisher,0.0,1.0,6.0,0.0,20.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
B Geeves,Delhi Capitals,2008.0,0.0,60.75,30.38,False,False,pure_bowler,,,,,,,1.0,2.0,48.0,0.5,11.38,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
B Indrajith,Kolkata Knight Riders,2022.0,26.95,0.0,13.48,False,False,pure_batter,21.0,3.0,30.0,7.0,70.0,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
B Kumar,Sunrisers Hyderabad,2026.0,34.03,85.65,59.84,False,True,bowling_allrounder,347.0,74.0,375.0,4.69,92.53,tailender,215.0,199.0,4432.0,1.08,7.68,death_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
B Laughlin,Chennai Super Kings,2018.0,13.9,81.41,47.66,False,False,pure_bowler,5.0,4.0,13.0,1.25,38.46,tailender,10.0,9.0,168.0,1.111,10.07,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
B Lee,Punjab Kings,2013.0,47.03,71.45,59.24,False,False,utility_player,124.0,19.0,97.0,6.53,127.84,tailender,25.0,38.0,875.0,0.658,7.51,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
B Muzarabani,Kolkata Knight Riders,2026.0,0.0,113.47,56.74,False,False,pure_bowler,,,,,,,4.0,2.0,42.0,2.0,10.71,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
B Sai Sudharsan,Gujarat Titans,2026.0,86.62,0.0,43.31,False,False,pure_batter,2121.0,49.0,1431.0,43.29,148.22,aggressive_opener,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
B Stanlake,Sunrisers Hyderabad,2018.0,89.25,88.61,88.93,False,False,pure_bowler,5.0,1.0,2.0,5.0,250.0,tailender,7.0,6.0,144.0,1.167,8.33,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
B Sumanth,Sunrisers Hyderabad,2010.0,36.17,0.0,18.08,False,False,pure_batter,35.0,4.0,37.0,8.75,94.59,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
BA Bhatt,Punjab Kings,2012.0,31.05,73.06,52.06,False,False,pure_bowler,6.0,2.0,7.0,3.0,85.71,tailender,12.0,15.0,296.0,0.8,8.05,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
BA Stokes,Rajasthan Royals,2023.0,62.17,71.41,66.79,True,True,batting_allrounder,935.0,43.0,698.0,21.74,133.95,finisher,28.0,38.0,689.0,0.737,8.64,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
BAW Mendis,Kolkata Knight Riders,2013.0,17.85,73.38,45.61,False,False,pure_bowler,3.0,3.0,6.0,1.0,50.0,tailender,8.0,10.0,240.0,0.8,7.12,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
