player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,team,typical_position,avg_position,position_role,batting_role
KC Sangakkara,1687,68,1392,195,27,65,24.81,94,0,0.044,4,0.059,21.43,23,10,0.338,0.147,121.19,0.159,0.019,0.14,0.558,0.374,0.309,0.571,0.12,116.0,118.6,155.38,death,34.96,18.12,Kings XI Punjab,3,3.235294117647059,top_order,finisher
KD Karthik,4843,233,3580,466,161,184,20.79,97,0,0.21,18,0.077,18.74,64,22,0.275,0.094,135.28,0.175,0.045,0.13,0.584,0.341,0.082,0.525,0.393,98.02,122.39,173.41,death,20.84,20.73,Kolkata Knight Riders,5,4.851694915254237,middle_order,finisher
KH Pandya,1757,115,1332,153,65,82,15.28,86,0,0.287,7,0.061,15.84,21,2,0.183,0.017,131.91,0.164,0.049,0.115,0.57,0.369,0.044,0.554,0.402,104.0,120.27,157.59,death,17.19,13.4,Mumbai Indians,7,5.882352941176471,lower_order,tailender
KK Ahmed,2,6,9,0,0,5,0.33,1,0,0.167,4,0.667,0.52,0,0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.778,0.0,0.0,1.0,,,22.22,death,,0.33,Sunrisers Hyderabad,11,10.857142857142858,tailender,tailender
KK Cooper,116,12,68,9,8,9,9.67,32,0,0.25,1,0.083,9.92,1,0,0.083,0.0,170.59,0.25,0.118,0.132,0.724,0.397,0.06,0.259,0.681,350.0,136.36,179.55,pp,10.0,9.43,Rajasthan Royals,6,6.928571428571429,middle_order,finisher
KK Nair,1694,76,1286,185,49,71,22.29,89,0,0.066,5,0.066,21.47,23,11,0.303,0.145,131.73,0.182,0.038,0.144,0.61,0.382,0.362,0.476,0.162,129.05,122.87,177.42,death,30.13,16.89,Rajasthan Royals,3,3.3552631578947367,top_order,finisher
KL Nagarkoti,22,7,33,1,0,4,3.14,8,0,0.429,2,0.286,3.08,0,0,0.0,0.0,66.67,0.03,0.0,0.03,0.182,0.485,0.0,0.273,0.727,,46.15,80.0,death,3.0,3.25,Kolkata Knight Riders,9,8.571428571428571,tailender,tailender
KL Rahul,5346,140,3914,466,213,119,38.19,132,0,0.15,5,0.036,30.18,68,46,0.486,0.329,136.59,0.173,0.054,0.119,0.588,0.335,0.419,0.421,0.16,126.9,135.44,175.72,death,42.61,34.67,Kings XI Punjab,1,1.951048951048951,opener,aggressive_opener
KM Jadhav,1208,81,981,102,40,54,14.91,69,0,0.333,6,0.074,14.73,11,4,0.136,0.049,123.14,0.145,0.041,0.104,0.536,0.351,0.055,0.477,0.468,82.72,116.84,138.82,death,16.74,14.19,Delhi Daredevils,6,5.45679012345679,middle_order,middle_order
KMA Paul,18,6,24,1,1,5,3.0,7,0,0.167,2,0.333,2.76,0,0,0.0,0.0,75.0,0.083,0.042,0.042,0.556,0.625,0.0,0.0,1.0,,,75.0,death,5.0,1.0,Delhi Capitals,8,7.333333333333333,lower_order,tailender
KP Pietersen,1001,36,743,91,40,28,27.81,103,0,0.222,4,0.111,22.02,15,5,0.417,0.139,134.72,0.176,0.054,0.122,0.603,0.37,0.392,0.486,0.123,133.33,127.89,178.26,death,37.29,21.77,Delhi Daredevils,3,3.0555555555555554,top_order,top_order_anchor
KR Mayers,379,13,263,38,22,13,29.15,73,0,0.0,2,0.154,24.19,5,4,0.385,0.308,144.11,0.228,0.084,0.144,0.749,0.487,0.744,0.256,0.0,137.56,167.24,,mid,32.17,26.57,Lucknow Super Giants,2,1.5384615384615385,opener,aggressive_opener
KS Bharat,199,8,163,12,8,7,24.88,78,0,0.125,1,0.125,25.74,3,1,0.375,0.125,122.09,0.123,0.049,0.074,0.482,0.35,0.327,0.513,0.161,110.17,120.0,168.42,death,38.5,11.25,Royal Challengers Bangalore,3,3.2222222222222223,top_order,finisher
KS Williamson,2132,77,1697,187,64,60,27.69,89,0,0.221,2,0.026,23.59,28,18,0.364,0.234,125.63,0.148,0.038,0.11,0.531,0.345,0.227,0.558,0.216,100.63,126.49,166.06,death,28.24,27.18,Sunrisers Hyderabad,3,3.076923076923077,top_order,top_order_anchor
KV Sharma,352,40,295,20,17,26,8.8,39,0,0.35,1,0.025,9.24,2,0,0.05,0.0,119.32,0.125,0.058,0.068,0.517,0.383,0.02,0.276,0.705,77.78,92.38,137.02,death,6.92,9.61,Sunrisers Hyderabad,8,7.634146341463414,lower_order,tailender
Kamran Akmal,128,6,78,13,8,5,21.33,53,6,0.167,0,0.0,16.63,1,1,0.167,0.167,164.1,0.269,0.103,0.167,0.781,0.423,0.398,0.398,0.203,124.39,255.0,152.94,mid,20.8,24.0,Rajasthan Royals,1,2.6666666666666665,opener,aggressive_opener
Kartik Tyagi,18,7,21,2,0,5,2.57,7,0,0.286,1,0.143,2.51,0,0,0.0,0.0,85.71,0.095,0.0,0.095,0.444,0.476,0.0,0.222,0.778,,200.0,73.68,mid,1.0,2.83,Rajasthan Royals,10,9.625,tailender,tailender
Kuldeep Yadav,206,40,240,18,3,17,5.15,35,0,0.575,5,0.125,6.65,1,0,0.025,0.0,85.83,0.088,0.012,0.075,0.437,0.488,0.0,0.097,0.903,,55.56,91.18,death,3.33,5.47,Delhi Capitals,9,9.475,tailender,tailender
L Balaji,36,14,49,2,1,8,2.57,15,0,0.429,5,0.357,4.31,0,0,0.0,0.0,73.47,0.061,0.02,0.041,0.389,0.571,0.0,0.028,0.972,,25.0,77.78,death,1.6,3.11,Chennai Super Kings,9,9.8,tailender,tailender
L Ronchi,34,5,34,6,1,5,6.8,13,0,0.0,1,0.2,5.63,0,0,0.0,0.0,100.0,0.206,0.029,0.176,0.882,0.676,1.0,0.0,0.0,100.0,,,pp,,6.8,Mumbai Indians,1,1.0,opener,anchor_opener
LA Carseldine,81,5,68,11,0,4,16.2,39,8,0.2,0,0.0,13.14,1,0,0.2,0.0,119.12,0.162,0.0,0.162,0.543,0.412,0.469,0.284,0.247,108.57,115.0,153.85,death,21.33,8.5,Rajasthan Royals,3,4.0,top_order,finisher
LA Pomersbach,302,16,246,25,13,11,18.88,79,1,0.312,0,0.0,19.75,3,1,0.188,0.062,122.76,0.154,0.053,0.102,0.589,0.423,0.344,0.434,0.222,130.0,111.97,136.73,death,20.0,17.0,Kings XI Punjab,3,3.6875,top_order,middle_order
LH Ferguson,72,8,47,7,2,3,9.0,24,0,0.625,1,0.125,9.68,0,0,0.0,0.0,153.19,0.191,0.043,0.149,0.556,0.255,0.0,0.0,1.0,,,153.19,death,0.0,10.29,Kolkata Knight Riders,9,9.272727272727273,tailender,lower_order_hitter
LJ Wright,106,5,60,16,3,5,21.2,44,2,0.0,0,0.0,17.74,2,0,0.4,0.0,176.67,0.317,0.05,0.267,0.774,0.317,0.075,0.132,0.792,100.0,93.33,227.03,death,44.0,15.5,Pune Warriors,4,5.0,top_order,top_order_aggressor
LMP Simmons,1079,29,852,109,44,27,37.21,100,0,0.069,2,0.069,29.24,17,12,0.586,0.414,126.64,0.18,0.052,0.128,0.649,0.441,0.502,0.446,0.052,117.83,135.11,155.56,death,42.16,27.8,Mumbai Indians,1,1.103448275862069,opener,anchor_opener
LR Shukla,405,33,350,33,16,27,12.27,48,0,0.182,3,0.091,12.16,3,0,0.091,0.0,115.71,0.14,0.046,0.094,0.563,0.411,0.005,0.454,0.541,40.0,101.66,133.54,death,12.4,12.22,Kolkata Knight Riders,6,6.323529411764706,middle_order,middle_order
LRPL Taylor,1017,54,822,66,46,40,18.83,81,0,0.259,3,0.056,16.73,11,3,0.204,0.056,123.72,0.136,0.056,0.08,0.531,0.376,0.152,0.541,0.307,128.1,109.56,156.78,death,17.83,19.63,Royal Challengers Bangalore,5,4.62962962962963,middle_order,finisher
LS Livingstone,1065,48,682,70,76,41,22.19,94,0,0.146,3,0.062,23.5,12,7,0.25,0.146,156.16,0.214,0.111,0.103,0.691,0.352,0.168,0.509,0.323,132.59,137.91,223.38,death,24.26,20.83,Punjab Kings,4,4.229166666666667,top_order,top_order_aggressor
Lalit Yadav,305,21,290,27,7,16,14.52,48,0,0.238,1,0.048,13.93,3,0,0.143,0.0,105.17,0.117,0.024,0.093,0.492,0.407,0.082,0.61,0.308,78.12,104.49,117.5,death,18.38,12.15,Delhi Capitals,6,5.9523809523809526,middle_order,middle_order
M Ashwin,35,12,50,2,1,9,2.92,9,0,0.25,2,0.167,3.12,0,0,0.0,0.0,70.0,0.06,0.02,0.04,0.4,0.54,0.0,0.143,0.857,,38.46,81.08,death,2.5,3.0,Mumbai Indians,8,8.384615384615385,lower_order,tailender
M Jansen,150,21,139,8,7,12,7.14,34,0,0.429,3,0.143,9.18,1,0,0.048,0.0,107.91,0.108,0.05,0.058,0.493,0.403,0.0,0.22,0.78,,103.12,109.35,death,8.5,6.6,Sunrisers Hyderabad,8,7.863636363636363,lower_order,tailender
M Kaif,259,22,250,22,6,18,11.77,34,1,0.182,0,0.0,8.94,2,0,0.091,0.0,103.6,0.112,0.024,0.088,0.479,0.448,0.085,0.707,0.208,57.89,109.58,120.0,death,13.43,8.88,Rajasthan Royals,5,4.7727272727272725,middle_order,middle_order
M Kartik,113,14,108,7,1,7,8.07,21,0,0.5,1,0.071,6.51,0,0,0.0,0.0,104.63,0.074,0.009,0.065,0.301,0.287,0.0,0.31,0.69,,109.38,102.63,mid,15.5,6.83,Kolkata Knight Riders,9,9.0625,tailender,tailender
M Manhas,514,38,470,43,10,23,13.53,42,0,0.395,6,0.158,12.11,5,0,0.132,0.0,109.36,0.113,0.021,0.091,0.451,0.385,0.089,0.436,0.475,86.79,96.55,131.89,death,15.18,12.85,Pune Warriors,6,5.7631578947368425,middle_order,middle_order
M Markande,48,10,42,5,1,3,4.8,18,0,0.7,0,0.0,5.22,0,0,0.0,0.0,114.29,0.143,0.024,0.119,0.542,0.429,0.0,0.0,1.0,,0.0,117.07,death,6.5,4.38,Mumbai Indians,9,9.454545454545455,tailender,tailender
M Morkel,126,21,90,11,5,11,6.0,23,0,0.476,5,0.238,6.77,0,0,0.0,0.0,140.0,0.178,0.056,0.122,0.587,0.356,0.0,0.079,0.921,,111.11,143.21,death,7.0,5.95,Delhi Daredevils,9,9.130434782608695,tailender,tailender
M Muralitharan,20,9,30,1,0,6,2.22,6,0,0.333,2,0.222,2.33,0,0,0.0,0.0,66.67,0.033,0.0,0.033,0.2,0.567,0.0,0.0,1.0,,,66.67,death,2.0,2.29,Chennai Super Kings,10,10.333333333333334,tailender,tailender
M Prasidh Krishna,9,7,24,0,0,3,1.29,4,0,0.571,2,0.286,1.5,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,,,37.5,death,2.0,1.17,Kolkata Knight Riders,11,10.3,tailender,tailender
M Rawat,55,11,69,4,1,5,5.0,23,0,0.545,1,0.091,6.4,0,0,0.0,0.0,79.71,0.072,0.014,0.058,0.4,0.478,0.0,0.273,0.727,0.0,68.18,88.89,death,2.0,6.71,Rajasthan Royals,9,7.583333333333333,tailender,tailender
M Shahrukh Khan,747,50,501,47,51,36,14.94,58,0,0.28,3,0.06,13.76,6,2,0.12,0.04,149.1,0.196,0.102,0.094,0.661,0.353,0.031,0.44,0.529,109.52,135.95,165.97,death,11.48,17.45,Punjab Kings,6,6.078431372549019,middle_order,finisher
M Theekshana,17,6,34,0,1,3,2.83,7,0,0.5,1,0.167,2.64,0,0,0.0,0.0,50.0,0.029,0.029,0.0,0.353,0.647,0.0,0.118,0.882,,16.67,68.18,death,2.0,3.0,Rajasthan Royals,10,9.666666666666666,tailender,tailender
M Vijay,2619,106,2149,247,91,101,24.71,127,0,0.047,5,0.047,24.13,36,15,0.34,0.142,121.87,0.157,0.042,0.115,0.586,0.432,0.601,0.351,0.048,114.47,130.87,176.06,death,29.12,21.05,Chennai Super Kings,1,1.6037735849056605,opener,anchor_opener
M Vohra,1083,51,829,104,43,49,21.24,95,0,0.039,3,0.059,19.54,15,3,0.294,0.059,130.64,0.177,0.052,0.125,0.622,0.433,0.638,0.305,0.057,127.96,126.44,221.43,death,26.15,18.06,Kings XI Punjab,2,2.4313725490196076,opener,aggressive_opener
MA Agarwal,2764,125,2066,275,100,120,22.11,106,0,0.04,7,0.056,21.7,33,14,0.264,0.112,133.79,0.182,0.048,0.133,0.615,0.374,0.513,0.396,0.091,122.45,139.19,206.56,death,20.0,23.52,Kings XI Punjab,2,2.4126984126984126,opener,aggressive_opener
MA Starc,111,21,119,11,0,11,5.29,29,0,0.476,3,0.143,7.11,0,0,0.0,0.0,93.28,0.092,0.0,0.092,0.396,0.42,0.0,0.333,0.667,,105.71,88.1,mid,2.67,6.33,Royal Challengers Bangalore,9,8.478260869565217,tailender,tailender
MC Henriques,1000,54,788,87,28,36,18.52,74,0,0.333,2,0.037,17.09,12,5,0.222,0.093,126.9,0.146,0.036,0.11,0.516,0.344,0.161,0.504,0.335,115.0,113.26,165.02,death,20.32,16.58,Sunrisers Hyderabad,3,4.462962962962963,top_order,finisher
MC Juneja,125,7,128,11,1,7,17.86,49,2,0.0,0,0.0,14.98,1,0,0.143,0.0,97.66,0.094,0.008,0.086,0.4,0.375,0.16,0.704,0.136,111.11,93.62,106.25,pp,,17.86,Delhi Daredevils,4,3.857142857142857,top_order,middle_order
MD Choudhary,127,5,85,8,10,3,25.4,54,2,0.4,0,0.0,20.83,2,1,0.4,0.2,149.41,0.212,0.118,0.094,0.724,0.412,0.0,0.307,0.693,,121.88,166.04,death,28.0,23.67,Lucknow Super Giants,7,7.0,lower_order,tailender
MD Mishra,237,17,208,24,8,16,13.94,41,0,0.059,1,0.059,12.81,2,0,0.118,0.0,113.94,0.154,0.038,0.115,0.608,0.466,0.544,0.342,0.114,104.03,124.62,142.11,death,22.0,8.3,Deccan Chargers,2,3.235294117647059,opener,anchor_opener
MEK Hussey,1977,58,1612,198,52,51,34.09,116,0,0.121,1,0.017,29.16,28,16,0.483,0.276,122.64,0.155,0.032,0.123,0.558,0.377,0.419,0.449,0.132,107.95,125.25,191.91,death,44.03,16.57,Chennai Super Kings,1,1.6724137931034482,opener,anchor_opener
MF Maharoof,177,14,123,12,9,10,12.64,39,0,0.286,2,0.143,11.75,1,0,0.071,0.0,143.9,0.171,0.073,0.098,0.576,0.35,0.0,0.237,0.763,,123.53,151.69,death,13.25,12.4,Delhi Daredevils,7,6.857142857142857,lower_order,tailender
MG Johnson,167,28,164,10,7,13,5.96,16,0,0.536,2,0.071,5.07,0,0,0.0,0.0,101.83,0.104,0.043,0.061,0.491,0.463,0.0,0.06,0.94,,50.0,109.03,death,6.42,5.62,Kings XI Punjab,8,8.2,lower_order,tailender
MJ Clarke,98,6,94,12,0,6,16.33,41,1,0.0,0,0.0,13.2,1,0,0.167,0.0,104.26,0.128,0.0,0.128,0.49,0.436,0.776,0.224,0.0,118.75,73.33,,pp,,16.33,Pune Warriors,2,2.3333333333333335,opener,anchor_opener
MJ Guptill,271,13,197,24,15,12,20.85,50,0,0.077,1,0.077,17.59,5,1,0.385,0.077,137.56,0.198,0.076,0.122,0.686,0.447,0.808,0.192,0.0,139.49,130.0,,pp,31.0,14.5,Kings XI Punjab,1,1.5714285714285714,opener,aggressive_opener
MJ Lumb,278,12,194,45,6,12,23.17,83,0,0.0,3,0.25,25.03,5,1,0.417,0.083,143.3,0.263,0.031,0.232,0.777,0.474,0.809,0.191,0.0,146.1,132.5,,pp,30.57,12.8,Rajasthan Royals,1,1.0833333333333333,opener,aggressive_opener
MJ McClenaghan,85,21,70,5,7,13,4.05,20,0,0.381,6,0.286,5.73,0,0,0.0,0.0,121.43,0.171,0.1,0.071,0.729,0.514,0.0,0.341,0.659,0.0,152.63,112.0,mid,4.25,3.92,Mumbai Indians,9,8.583333333333334,tailender,tailender
MJ Santner,136,21,123,9,6,8,6.48,22,0,0.619,1,0.048,6.86,0,0,0.0,0.0,110.57,0.122,0.049,0.073,0.529,0.407,0.147,0.162,0.691,83.33,73.33,136.23,death,5.5,6.87,Chennai Super Kings,8,7.333333333333333,lower_order,tailender
MK Lomror,527,35,373,33,30,29,15.06,54,0,0.171,3,0.086,15.25,7,1,0.2,0.029,141.29,0.169,0.08,0.088,0.592,0.322,0.059,0.505,0.436,81.58,137.82,161.97,death,13.57,16.05,Royal Challengers Bangalore,5,5.4,middle_order,finisher
MK Pandey,3951,161,3248,340,116,135,24.54,114,0,0.161,14,0.087,22.51,54,23,0.335,0.143,121.64,0.14,0.036,0.105,0.52,0.358,0.287,0.533,0.18,114.21,117.93,151.38,death,25.12,24.07,Kolkata Knight Riders,3,3.3841463414634148,top_order,finisher
MK Tiwary,1695,83,1449,156,40,59,20.42,75,0,0.289,8,0.096,17.95,25,7,0.301,0.084,116.98,0.135,0.028,0.108,0.51,0.366,0.132,0.516,0.352,97.39,108.3,144.9,death,22.11,19.0,Kolkata Knight Riders,4,4.6117647058823525,top_order,middle_order
ML Hayden,1107,32,806,121,44,31,34.59,93,0,0.031,1,0.031,26.46,17,8,0.531,0.25,137.34,0.205,0.055,0.15,0.676,0.414,0.541,0.372,0.087,129.65,140.14,192.0,death,36.5,31.42,Chennai Super Kings,2,2.0,opener,aggressive_opener
MM Ali,1167,59,835,95,67,53,19.78,93,0,0.102,6,0.102,20.08,15,6,0.254,0.102,139.76,0.194,0.08,0.114,0.67,0.392,0.2,0.561,0.239,121.35,135.33,175.47,death,20.12,19.53,Chennai Super Kings,3,4.186440677966102,top_order,finisher
MM Patel,39,12,41,5,0,6,3.25,23,0,0.5,5,0.417,6.54,0,0,0.0,0.0,95.12,0.122,0.0,0.122,0.513,0.439,0.0,0.0,1.0,,0.0,102.63,death,4.0,3.18,Rajasthan Royals,11,10.466666666666667,tailender,tailender
MM Sharma,125,31,136,9,4,18,4.03,21,0,0.419,5,0.161,5.4,0,0,0.0,0.0,91.91,0.096,0.029,0.066,0.48,0.493,0.0,0.288,0.712,,76.6,100.0,death,2.0,4.74,Kings XI Punjab,9,9.393939393939394,tailender,tailender
MN Samuels,161,14,172,9,7,13,11.5,46,0,0.071,1,0.071,15.08,2,0,0.143,0.0,93.6,0.093,0.041,0.052,0.484,0.488,0.056,0.789,0.155,36.0,97.69,147.06,death,17.2,8.33,Pune Warriors,5,4.714285714285714,middle_order,middle_order
MN van Wyk,167,5,132,19,1,3,33.4,74,0,0.4,1,0.2,27.82,3,1,0.6,0.2,126.52,0.152,0.008,0.144,0.491,0.311,0.168,0.437,0.395,112.0,114.06,153.49,death,,33.4,Kolkata Knight Riders,4,3.8,top_order,top_order_anchor
MP Stoinis,2045,102,1410,162,106,73,20.05,124,0,0.284,10,0.098,21.34,23,10,0.225,0.098,145.04,0.19,0.075,0.115,0.628,0.343,0.145,0.427,0.428,123.33,129.14,177.33,death,25.54,15.17,Lucknow Super Giants,5,4.892156862745098,middle_order,finisher
MR Marsh,1407,54,991,113,82,52,26.06,117,0,0.037,7,0.13,26.73,19,10,0.352,0.185,141.98,0.197,0.083,0.114,0.671,0.384,0.426,0.426,0.148,145.28,135.21,154.07,death,32.68,22.46,Delhi Capitals,3,3.5,top_order,top_order_anchor
MS Bisla,798,39,702,93,23,38,20.46,92,0,0.026,3,0.077,22.96,6,4,0.154,0.103,113.68,0.165,0.033,0.132,0.639,0.484,0.594,0.341,0.065,109.22,115.74,157.58,death,23.73,18.42,Kolkata Knight Riders,1,1.8205128205128205,opener,anchor_opener
MS Dhoni,5439,241,3957,375,264,142,22.57,84,0,0.411,6,0.025,18.03,68,24,0.282,0.1,137.45,0.161,0.067,0.095,0.567,0.338,0.011,0.352,0.638,81.94,100.47,174.97,death,24.02,20.96,Chennai Super Kings,5,5.305785123966942,middle_order,finisher
MS Gony,99,16,71,6,8,10,6.19,42,0,0.375,3,0.188,10.58,1,0,0.062,0.0,139.44,0.197,0.113,0.085,0.727,0.479,0.0,0.111,0.889,,64.71,162.96,death,15.5,3.08,Chennai Super Kings,8,7.764705882352941,lower_order,tailender
MS Wade,183,14,177,23,2,14,13.07,35,1,0.0,0,0.0,10.02,2,0,0.143,0.0,103.39,0.141,0.011,0.13,0.568,0.48,0.617,0.383,0.0,115.31,88.61,,pp,12.9,13.5,Gujarat Titans,3,2.5714285714285716,top_order,middle_order
MV Boucher,394,23,309,32,13,14,17.13,50,1,0.391,0,0.0,15.72,6,1,0.261,0.043,127.51,0.146,0.042,0.104,0.523,0.346,0.056,0.348,0.596,91.67,99.28,159.86,death,15.33,18.29,Royal Challengers Bangalore,6,5.75,middle_order,finisher
MW Short,119,7,99,15,4,7,17.0,36,1,0.0,0,0.0,14.99,2,0,0.286,0.0,120.2,0.192,0.04,0.152,0.706,0.505,0.916,0.084,0.0,128.24,71.43,,pp,22.5,14.8,Punjab Kings,3,2.857142857142857,top_order,middle_order
Mandeep Singh,1706,98,1388,176,38,82,17.41,77,0,0.163,15,0.153,17.29,18,6,0.184,0.061,122.91,0.154,0.027,0.127,0.546,0.378,0.371,0.389,0.24,114.26,118.39,149.64,death,21.7,14.45,Kings XI Punjab,2,3.63265306122449,opener,anchor_opener
Misbah-ul-Haq,117,8,81,10,6,7,14.62,47,0,0.125,2,0.25,17.66,2,0,0.25,0.0,144.44,0.198,0.074,0.123,0.65,0.37,0.231,0.41,0.359,142.11,114.29,210.0,death,13.67,15.2,Royal Challengers Bangalore,3,4.125,top_order,top_order_aggressor
Mohammad Hafeez,64,8,83,7,2,7,8.0,16,2,0.125,0,0.0,5.18,0,0,0.0,0.0,77.11,0.108,0.024,0.084,0.625,0.602,0.438,0.406,0.156,77.78,68.42,111.11,death,9.0,7.67,Kolkata Knight Riders,6,4.125,middle_order,middle_order
Mohammad Nabi,221,19,152,18,12,17,11.63,37,0,0.105,1,0.053,9.41,1,0,0.053,0.0,145.39,0.197,0.079,0.118,0.652,0.362,0.118,0.299,0.584,173.33,132.0,148.28,pp,9.5,12.62,Sunrisers Hyderabad,7,6.1,lower_order,tailender
Mohammed Shami,98,31,100,8,3,17,3.16,21,0,0.452,5,0.161,4.45,0,0,0.0,0.0,98.0,0.11,0.03,0.08,0.51,0.47,0.0,0.163,0.837,,106.67,96.47,mid,1.17,3.64,Delhi Daredevils,9,9.484848484848484,tailender,tailender
Mohammed Siraj,112,22,123,10,4,10,5.09,14,0,0.545,2,0.091,4.91,0,0,0.0,0.0,91.06,0.114,0.033,0.081,0.571,0.545,0.0,0.0,1.0,,,91.06,death,0.25,6.17,Royal Challengers Bangalore,10,10.076923076923077,tailender,tailender
Mohsin Khan,25,6,25,2,1,4,4.17,13,0,0.333,2,0.333,5.49,0,0,0.0,0.0,100.0,0.12,0.04,0.08,0.56,0.52,0.0,0.04,0.96,,33.33,109.09,death,7.5,2.5,Lucknow Super Giants,9,9.666666666666666,tailender,tailender
Mujeeb Ur Rahman,12,6,15,2,0,3,2.0,10,0,0.5,2,0.333,3.95,0,0,0.0,0.0,80.0,0.133,0.0,0.133,0.667,0.6,0.0,0.083,0.917,,33.33,91.67,death,0.0,2.4,Kings XI Punjab,11,9.571428571428571,tailender,tailender
Mukesh Kumar,10,5,18,0,0,1,2.0,6,0,0.8,0,0.0,2.55,0,0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.444,0.0,0.0,1.0,,,55.56,death,,2.0,Delhi Capitals,11,10.6,tailender,tailender
Mustafizur Rahman,13,7,24,0,1,2,1.86,8,0,0.714,1,0.143,2.91,0,0,0.0,0.0,54.17,0.042,0.042,0.0,0.462,0.667,0.0,0.0,1.0,,,54.17,death,,1.86,Rajasthan Royals,11,11.0,tailender,tailender
N Jagadeesan,162,10,147,21,2,9,16.2,39,0,0.1,2,0.2,16.36,3,0,0.3,0.0,110.2,0.156,0.014,0.143,0.593,0.442,0.395,0.537,0.068,104.92,119.18,84.62,mid,16.5,16.12,Kolkata Knight Riders,2,2.6,opener,anchor_opener
N Pooran,2335,92,1414,159,170,74,25.38,87,0,0.196,8,0.087,22.8,37,14,0.402,0.152,165.13,0.233,0.12,0.112,0.709,0.347,0.077,0.564,0.359,148.76,161.99,174.58,death,29.1,22.52,Lucknow Super Giants,5,4.4361702127659575,middle_order,finisher
N Rana,2873,115,2112,264,142,106,24.98,87,0,0.078,8,0.07,22.56,37,20,0.322,0.174,136.03,0.192,0.067,0.125,0.664,0.398,0.261,0.591,0.149,121.39,134.68,181.7,death,28.77,21.86,Kolkata Knight Riders,4,3.5739130434782607,top_order,finisher
N Saini,140,10,141,16,0,10,14.0,50,1,0.0,0,0.0,15.65,2,1,0.2,0.1,99.29,0.113,0.0,0.113,0.457,0.468,0.571,0.379,0.05,95.24,108.16,87.5,mid,15.33,12.0,Kings XI Punjab,3,2.7,top_order,middle_order
N Wadhera,746,34,532,60,41,30,21.94,70,0,0.118,1,0.029,20.72,10,4,0.294,0.118,140.23,0.19,0.077,0.113,0.651,0.374,0.071,0.74,0.189,115.22,136.97,169.88,death,22.44,21.5,Punjab Kings,5,5.117647058823529,middle_order,finisher
NK Patel,121,6,119,14,1,4,20.17,57,2,0.333,0,0.0,22.98,2,1,0.333,0.167,101.68,0.126,0.008,0.118,0.512,0.471,0.372,0.322,0.306,81.82,92.86,168.18,death,15.33,25.0,Rajasthan Royals,1,4.166666666666667,opener,anchor_opener
NLTC Perera,424,30,309,23,26,22,14.13,40,0,0.267,1,0.033,11.61,5,0,0.167,0.0,137.22,0.159,0.084,0.074,0.585,0.362,0.047,0.323,0.63,125.0,117.09,151.7,death,14.7,13.85,Sunrisers Hyderabad,6,5.870967741935484,middle_order,finisher
NM Coulter-Nile,82,16,72,7,4,11,5.12,24,1,0.312,0,0.0,5.58,0,0,0.0,0.0,113.89,0.153,0.056,0.097,0.634,0.5,0.0,0.11,0.89,,56.25,130.36,death,2.0,5.85,Delhi Daredevils,8,8.176470588235293,lower_order,tailender
NT Ellis,19,5,25,0,1,4,3.8,12,0,0.2,2,0.4,5.22,0,0,0.0,0.0,76.0,0.04,0.04,0.0,0.316,0.52,0.0,0.0,1.0,,0.0,105.56,death,12.0,1.75,Punjab Kings,8,8.8,lower_order,tailender
NV Ojha,1554,94,1313,121,79,75,16.53,94,0,0.202,8,0.085,18.07,11,6,0.117,0.064,118.35,0.152,0.06,0.092,0.616,0.458,0.318,0.418,0.264,102.49,120.86,139.8,death,17.83,15.53,Sunrisers Hyderabad,3,4.223404255319149,top_order,middle_order
Naman Dhir,501,24,286,46,28,18,20.88,62,0,0.25,3,0.125,16.71,6,2,0.25,0.083,175.17,0.259,0.098,0.161,0.703,0.287,0.23,0.248,0.523,157.53,158.97,194.07,death,14.43,23.53,Mumbai Indians,7,5.666666666666667,lower_order,lower_order_hitter
Navdeep Saini,33,7,37,3,0,4,4.71,12,0,0.429,0,0.0,4.42,0,0,0.0,0.0,89.19,0.081,0.0,0.081,0.364,0.432,0.0,0.152,0.848,0.0,55.56,103.7,death,2.0,5.17,Royal Challengers Bangalore,9,8.571428571428571,tailender,tailender
Nithish Kumar Reddy,609,27,442,38,35,21,22.56,76,0,0.222,1,0.037,19.65,9,3,0.333,0.111,137.78,0.165,0.079,0.086,0.594,0.339,0.118,0.631,0.251,90.0,137.63,184.34,death,29.83,16.73,Sunrisers Hyderabad,4,4.925925925925926,top_order,finisher
Noor Ahmad,29,13,52,2,1,10,2.23,8,0,0.231,2,0.154,2.59,0,0,0.0,0.0,55.77,0.058,0.019,0.038,0.483,0.692,0.0,0.069,0.931,,16.67,67.5,death,1.0,2.45,Chennai Super Kings,10,9.8,tailender,tailender
