player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,team,typical_position,avg_position,position_role,batting_role
CL White,971,45,760,76,38,36,21.58,78,0,0.2,4,0.089,22.58,15,6,0.333,0.133,127.76,0.15,0.05,0.1,0.548,0.342,0.11,0.516,0.374,92.24,111.09,188.08,death,19.38,22.79,Deccan Chargers,4,4.217391304347826,top_order,finisher
CM Gautam,169,13,150,17,6,10,13.0,33,1,0.231,0,0.0,11.55,3,0,0.231,0.0,112.67,0.153,0.04,0.113,0.615,0.507,0.402,0.272,0.325,109.68,104.55,125.0,death,21.33,10.5,Mumbai Indians,2,4.538461538461538,opener,anchor_opener
CR Brathwaite,181,14,111,10,16,13,12.93,43,1,0.071,0,0.0,12.54,2,0,0.143,0.0,163.06,0.234,0.144,0.09,0.751,0.396,0.0,0.133,0.867,,75.0,198.73,death,15.75,11.8,Delhi Daredevils,7,6.571428571428571,lower_order,lower_order_hitter
CR Woakes,78,12,77,7,2,6,6.5,18,0,0.5,0,0.0,5.89,0,0,0.0,0.0,101.3,0.117,0.026,0.091,0.513,0.429,0.0,0.192,0.808,,71.43,112.5,death,5.75,6.88,Kolkata Knight Riders,8,7.666666666666667,lower_order,tailender
CV Varun,26,12,48,2,0,5,2.17,10,0,0.583,2,0.167,3.1,0,0,0.0,0.0,54.17,0.042,0.0,0.042,0.308,0.604,0.0,0.0,1.0,,0.0,57.78,death,1.0,2.4,Kolkata Knight Riders,11,10.642857142857142,tailender,tailender
D Brevis,496,17,326,34,35,17,29.18,57,0,0.0,2,0.118,19.4,10,2,0.588,0.118,152.15,0.212,0.107,0.104,0.698,0.377,0.169,0.7,0.131,120.0,152.19,232.14,death,46.75,23.77,Mumbai Indians,3,3.9411764705882355,top_order,top_order_anchor
D Ferreira,79,5,61,8,3,5,15.8,69,1,0.0,0,0.0,29.85,1,1,0.2,0.2,129.51,0.18,0.049,0.131,0.633,0.426,0.177,0.709,0.114,127.27,155.56,64.29,mid,1.0,19.5,Rajasthan Royals,7,7.2,lower_order,tailender
D Padikkal,1941,78,1503,208,62,75,24.88,101,0,0.038,6,0.077,21.78,28,14,0.359,0.179,129.14,0.18,0.041,0.138,0.62,0.389,0.461,0.468,0.071,127.71,128.75,142.27,death,27.69,21.06,Royal Challengers Bangalore,2,2.6538461538461537,opener,aggressive_opener
D Pretorius,44,5,28,3,3,4,8.8,22,0,0.2,1,0.2,9.09,0,0,0.0,0.0,157.14,0.214,0.107,0.107,0.682,0.357,0.0,0.0,1.0,,,157.14,death,22.0,5.5,Chennai Super Kings,8,8.2,lower_order,lower_order_hitter
D Wiese,148,11,101,12,7,5,13.45,47,1,0.545,0,0.0,12.6,1,0,0.091,0.0,146.53,0.188,0.069,0.119,0.608,0.297,0.0,0.155,0.845,,95.83,162.34,death,10.5,14.11,Royal Challengers Bangalore,7,7.0,lower_order,tailender
DA Miller,3156,137,2273,228,142,88,23.04,101,0,0.358,4,0.029,20.08,40,14,0.292,0.102,138.85,0.163,0.062,0.1,0.559,0.313,0.031,0.516,0.453,89.09,121.93,172.79,death,26.94,19.19,Kings XI Punjab,5,4.870503597122302,middle_order,finisher
DA Warner,6567,184,4702,663,236,164,35.69,126,0,0.109,11,0.06,28.97,96,66,0.522,0.359,139.66,0.191,0.05,0.141,0.619,0.367,0.505,0.399,0.096,138.08,134.83,176.9,death,46.96,27.21,Sunrisers Hyderabad,1,1.5668449197860963,opener,aggressive_opener
DB Das,304,22,261,23,16,14,13.82,35,0,0.364,1,0.045,10.45,2,0,0.091,0.0,116.48,0.149,0.061,0.088,0.618,0.452,0.191,0.424,0.385,109.43,116.22,120.62,death,6.33,16.62,Kolkata Knight Riders,6,5.681818181818182,middle_order,middle_order
DB Ravi Teja,375,25,317,35,9,19,15.0,60,0,0.24,1,0.04,14.9,5,1,0.2,0.04,118.3,0.139,0.028,0.11,0.517,0.366,0.141,0.408,0.451,91.38,111.68,138.52,death,14.29,15.28,Deccan Chargers,7,5.96,lower_order,tailender
DH Yagnik,170,17,137,23,2,10,10.0,34,0,0.412,1,0.059,9.48,2,0,0.118,0.0,124.09,0.182,0.015,0.168,0.612,0.416,0.0,0.435,0.565,,119.35,128.0,death,14.75,8.54,Rajasthan Royals,8,6.529411764705882,lower_order,tailender
DJ Bravo,1560,110,1204,120,66,69,14.18,70,0,0.373,5,0.045,15.05,15,5,0.136,0.045,129.57,0.154,0.055,0.1,0.562,0.378,0.079,0.338,0.583,111.82,92.31,174.14,death,14.18,14.18,Chennai Super Kings,6,5.991150442477876,middle_order,finisher
DJ Hooda,1497,101,1173,98,62,85,14.82,64,0,0.158,5,0.05,15.46,14,8,0.139,0.079,127.62,0.136,0.053,0.084,0.51,0.331,0.11,0.579,0.311,100.0,125.83,145.62,death,17.23,12.96,Sunrisers Hyderabad,5,4.911764705882353,middle_order,middle_order
DJ Hussey,1322,61,1075,90,60,49,21.67,71,0,0.197,4,0.066,18.48,19,5,0.311,0.082,122.98,0.14,0.056,0.084,0.545,0.371,0.101,0.589,0.31,116.52,107.02,175.97,death,20.52,22.59,Kings XI Punjab,4,4.459016393442623,top_order,finisher
DJ Jacobs,92,7,98,10,4,7,13.14,32,0,0.0,1,0.143,11.32,1,0,0.143,0.0,93.88,0.143,0.041,0.102,0.696,0.602,0.902,0.098,0.0,91.21,128.57,,mid,16.25,9.0,Mumbai Indians,1,1.1428571428571428,opener,anchor_opener
DJ Mitchell,351,15,267,28,10,13,23.4,63,1,0.133,0,0.0,16.53,4,2,0.267,0.133,131.46,0.142,0.037,0.105,0.49,0.281,0.276,0.593,0.131,124.36,137.75,121.05,mid,26.0,20.43,Chennai Super Kings,3,4.2,top_order,middle_order
DJ Willey,53,5,62,7,0,2,10.6,20,0,0.6,1,0.2,8.65,0,0,0.0,0.0,85.48,0.113,0.0,0.113,0.528,0.548,0.113,0.434,0.453,54.55,79.31,109.09,death,7.33,15.5,Royal Challengers Bangalore,9,7.0,tailender,tailender
DJG Sammy,295,20,241,15,18,15,14.75,60,0,0.25,2,0.1,13.9,1,1,0.05,0.05,122.41,0.137,0.075,0.062,0.569,0.407,0.027,0.512,0.461,160.0,107.86,141.67,pp,9.56,19.0,Sunrisers Hyderabad,5,5.65,middle_order,middle_order
DJM Short,115,7,99,11,5,7,16.43,44,2,0.0,0,0.0,19.04,2,0,0.286,0.0,116.16,0.162,0.051,0.111,0.643,0.455,0.435,0.565,0.0,83.33,166.67,,mid,7.0,23.5,Rajasthan Royals,2,1.7142857142857142,opener,anchor_opener
DL Chahar,123,17,89,6,8,8,7.24,39,0,0.529,4,0.235,10.88,1,0,0.059,0.0,138.2,0.157,0.09,0.067,0.585,0.371,0.0,0.496,0.504,,156.41,124.0,mid,7.71,6.9,Chennai Super Kings,9,8.61111111111111,tailender,tailender
DL Vettori,121,16,113,11,2,8,7.56,29,0,0.5,1,0.062,9.02,0,0,0.0,0.0,107.08,0.115,0.018,0.097,0.463,0.363,0.0,0.388,0.612,,87.04,125.42,death,10.5,6.58,Royal Challengers Bangalore,7,7.470588235294118,lower_order,tailender
DP Conway,1080,28,773,117,34,25,38.57,92,0,0.107,3,0.107,32.17,16,11,0.571,0.393,139.72,0.195,0.044,0.151,0.622,0.345,0.429,0.482,0.089,125.82,152.34,152.38,death,51.07,26.07,Chennai Super Kings,2,1.9285714285714286,opener,aggressive_opener
DPMD Jayawardene,1808,78,1464,200,40,64,23.18,110,0,0.179,2,0.026,22.16,23,11,0.295,0.141,123.5,0.164,0.027,0.137,0.575,0.383,0.338,0.455,0.207,121.96,113.05,159.15,death,25.47,21.41,Kings XI Punjab,5,3.278481012658228,middle_order,finisher
DR Sams,44,13,44,1,3,9,3.38,15,0,0.308,3,0.231,4.23,0,0,0.0,0.0,100.0,0.091,0.068,0.023,0.5,0.5,0.023,0.364,0.614,16.67,114.29,112.5,mid,2.0,4.25,Mumbai Indians,7,6.538461538461538,lower_order,tailender
DR Smith,2385,88,1764,245,117,84,27.1,87,0,0.045,8,0.091,23.22,35,17,0.398,0.193,135.2,0.205,0.066,0.139,0.705,0.45,0.509,0.421,0.07,124.28,148.3,151.35,death,33.61,19.98,Chennai Super Kings,1,2.3707865168539324,opener,aggressive_opener
DS Kulkarni,104,20,108,7,2,9,5.2,28,1,0.55,0,0.0,6.07,0,0,0.0,0.0,96.3,0.083,0.019,0.065,0.385,0.417,0.0,0.048,0.952,,50.0,101.02,death,6.0,5.16,Rajasthan Royals,10,9.565217391304348,tailender,tailender
DT Christian,460,41,398,23,19,31,11.22,39,0,0.244,2,0.049,10.51,2,0,0.049,0.0,115.58,0.106,0.048,0.058,0.448,0.339,0.007,0.322,0.672,37.5,88.62,138.57,death,6.33,14.04,Deccan Chargers,6,5.7560975609756095,middle_order,middle_order
DW Steyn,167,33,160,14,3,22,5.06,19,0,0.333,5,0.152,5.38,0,0,0.0,0.0,104.38,0.106,0.019,0.088,0.443,0.431,0.0,0.024,0.976,,44.44,107.95,death,4.6,5.14,Sunrisers Hyderabad,9,9.243243243243244,tailender,tailender
Dhruv Jurel,856,40,541,68,46,28,21.4,81,0,0.3,4,0.1,22.58,13,6,0.325,0.15,158.23,0.211,0.085,0.126,0.64,0.29,0.061,0.397,0.542,185.71,133.33,179.84,pp,21.42,21.38,Rajasthan Royals,5,5.4,middle_order,finisher
E Lewis,654,26,477,62,36,24,25.15,65,0,0.077,2,0.077,21.74,10,4,0.385,0.154,137.11,0.205,0.075,0.13,0.709,0.444,0.642,0.309,0.049,146.85,118.82,152.38,death,29.0,21.86,Mumbai Indians,2,2.3076923076923075,opener,aggressive_opener
EJG Morgan,1406,75,1148,112,64,62,18.75,68,0,0.173,6,0.08,17.55,19,5,0.253,0.067,122.47,0.153,0.056,0.098,0.592,0.417,0.125,0.508,0.367,91.67,111.21,164.33,death,20.37,17.67,Kolkata Knight Riders,5,4.578947368421052,middle_order,finisher
F du Plessis,4773,147,3515,440,174,136,32.47,96,0,0.075,7,0.048,25.18,68,39,0.463,0.265,135.79,0.175,0.05,0.125,0.587,0.341,0.478,0.403,0.119,136.34,126.08,179.75,death,36.14,28.21,Chennai Super Kings,2,2.238095238095238,opener,aggressive_opener
FH Allen,81,5,42,13,4,5,16.2,37,1,0.0,0,0.0,15.48,1,0,0.2,0.0,192.86,0.405,0.095,0.31,0.938,0.476,1.0,0.0,0.0,192.86,,,pp,,16.2,Kolkata Knight Riders,2,1.8,opener,aggressive_opener
FY Fazal,183,11,173,22,1,10,16.64,45,0,0.091,1,0.091,14.63,3,0,0.273,0.0,105.78,0.133,0.006,0.127,0.514,0.393,0.415,0.377,0.208,96.2,111.29,118.75,death,27.4,7.67,Rajasthan Royals,3,3.5454545454545454,top_order,middle_order
G Coetzee,31,7,33,2,2,6,4.43,12,0,0.143,1,0.143,4.35,0,0,0.0,0.0,93.94,0.121,0.061,0.061,0.645,0.545,0.0,0.258,0.742,,88.89,95.83,death,12.0,3.17,Mumbai Indians,9,8.571428571428571,tailender,tailender
G Gambhir,4217,152,3404,492,59,136,27.74,93,0,0.105,12,0.079,24.18,58,36,0.382,0.237,123.88,0.162,0.017,0.145,0.551,0.363,0.54,0.396,0.064,121.9,123.7,145.16,death,33.4,20.57,Kolkata Knight Riders,2,1.9342105263157894,opener,aggressive_opener
GC Smith,739,29,668,94,9,26,25.48,91,0,0.103,3,0.103,25.82,9,4,0.31,0.138,110.63,0.154,0.013,0.141,0.582,0.445,0.506,0.405,0.089,96.64,124.07,165.0,death,36.47,9.92,Rajasthan Royals,1,1.4482758620689655,opener,anchor_opener
GD Phillips,107,11,85,5,8,9,9.73,25,0,0.182,1,0.091,8.83,0,0,0.0,0.0,125.88,0.153,0.094,0.059,0.636,0.459,0.0,0.449,0.551,0.0,104.35,184.38,death,17.67,6.75,Sunrisers Hyderabad,6,5.181818181818182,middle_order,finisher
GH Vihari,284,23,321,23,1,20,12.35,46,1,0.13,0,0.0,13.98,3,0,0.13,0.0,88.47,0.075,0.003,0.072,0.345,0.424,0.208,0.511,0.282,65.56,90.06,114.29,death,14.36,10.5,Sunrisers Hyderabad,3,4.608695652173913,top_order,middle_order
GJ Bailey,663,36,544,59,19,27,18.42,61,0,0.25,1,0.028,15.46,8,2,0.222,0.056,121.88,0.143,0.035,0.108,0.528,0.366,0.198,0.309,0.493,102.34,89.52,174.87,death,16.88,19.65,Kings XI Punjab,5,4.891891891891892,middle_order,finisher
GJ Maxwell,2820,134,1818,238,161,118,21.04,95,0,0.119,19,0.142,23.39,38,18,0.284,0.134,155.12,0.219,0.089,0.131,0.68,0.36,0.154,0.631,0.215,140.13,152.27,178.53,death,27.69,15.32,Kings XI Punjab,4,4.138686131386861,top_order,top_order_aggressor
Gurkeerat Singh,511,32,422,55,11,24,15.97,65,0,0.25,4,0.125,14.91,3,2,0.094,0.062,121.09,0.156,0.026,0.13,0.56,0.37,0.068,0.44,0.491,94.59,100.9,154.94,death,16.2,15.86,Kings XI Punjab,7,5.78125,lower_order,tailender
H Klaasen,1704,50,1029,111,97,42,34.08,105,0,0.16,1,0.02,24.13,27,11,0.54,0.22,165.6,0.202,0.094,0.108,0.602,0.235,0.055,0.586,0.36,129.17,156.67,191.56,death,36.76,32.14,Sunrisers Hyderabad,5,4.78,middle_order,finisher
HC Brook,190,11,154,23,4,9,17.27,100,0,0.182,3,0.273,28.72,1,1,0.091,0.091,123.38,0.175,0.026,0.149,0.611,0.422,0.505,0.305,0.189,114.29,128.89,144.0,death,37.67,9.62,Sunrisers Hyderabad,1,3.1818181818181817,opener,anchor_opener
HH Gibbs,886,36,807,83,31,32,24.61,69,0,0.111,4,0.111,20.5,11,6,0.306,0.167,109.79,0.141,0.038,0.103,0.585,0.471,0.505,0.414,0.081,107.45,106.38,156.52,death,30.2,20.62,Deccan Chargers,2,2.0555555555555554,opener,anchor_opener
HH Pandya,2839,144,1927,218,152,101,19.72,91,0,0.299,6,0.042,17.56,33,10,0.229,0.069,147.33,0.192,0.079,0.113,0.628,0.331,0.063,0.423,0.514,99.44,134.75,170.44,death,20.34,18.94,Mumbai Indians,6,5.190476190476191,middle_order,finisher
HM Amla,577,16,407,60,21,13,36.06,104,0,0.188,2,0.125,37.49,6,5,0.375,0.312,141.77,0.199,0.052,0.147,0.634,0.342,0.452,0.336,0.211,131.16,124.36,234.62,death,24.14,45.33,Kings XI Punjab,1,1.5625,opener,aggressive_opener
HR Shokeen,66,5,65,9,0,3,13.2,25,0,0.4,0,0.0,10.33,0,0,0.0,0.0,101.54,0.138,0.0,0.138,0.545,0.477,0.015,0.636,0.348,20.0,97.67,135.29,death,9.0,16.0,Mumbai Indians,9,7.833333333333333,tailender,tailender
HV Patel,274,44,233,17,15,31,6.23,36,0,0.295,10,0.227,7.96,2,0,0.045,0.0,117.6,0.137,0.064,0.073,0.577,0.421,0.0,0.245,0.755,,88.16,131.85,death,7.67,5.69,Royal Challengers Bangalore,9,8.25,tailender,tailender
Harbhajan Singh,833,89,604,79,42,55,9.36,64,0,0.382,13,0.146,11.71,6,1,0.067,0.011,137.91,0.2,0.07,0.131,0.682,0.419,0.074,0.176,0.749,121.57,104.26,151.46,death,9.06,9.56,Mumbai Indians,8,7.344444444444444,lower_order,tailender
Harmeet Singh,18,5,12,3,0,4,3.6,14,0,0.2,2,0.4,5.94,0,0,0.0,0.0,150.0,0.25,0.0,0.25,0.667,0.417,0.0,0.0,1.0,,,150.0,death,14.0,1.0,Kings XI Punjab,10,9.833333333333334,tailender,lower_order_hitter
Harpreet Brar,244,26,203,19,10,12,9.38,29,0,0.538,1,0.038,8.41,0,0,0.0,0.0,120.2,0.143,0.049,0.094,0.557,0.404,0.0,0.164,0.836,,74.07,136.91,death,8.25,9.89,Punjab Kings,8,8.153846153846153,lower_order,tailender
Harpreet Singh,123,8,119,10,3,7,15.38,41,1,0.125,0,0.0,12.03,1,0,0.125,0.0,103.36,0.109,0.025,0.084,0.472,0.412,0.244,0.35,0.407,103.45,82.69,131.58,death,31.5,10.0,Punjab Kings,5,5.75,middle_order,middle_order
Harshit Rana,59,10,56,5,3,6,5.9,34,0,0.4,1,0.1,10.34,1,0,0.1,0.0,105.36,0.143,0.054,0.089,0.644,0.571,0.0,0.492,0.508,,131.82,88.24,mid,0.0,7.38,Kolkata Knight Riders,9,9.8,tailender,tailender
I Sharma,57,21,69,4,2,6,2.71,10,0,0.714,1,0.048,2.94,0,0,0.0,0.0,82.61,0.087,0.029,0.058,0.491,0.536,0.0,0.211,0.789,,85.71,81.82,mid,0.5,2.95,Kolkata Knight Riders,10,10.107142857142858,tailender,tailender
IK Pathan,1150,82,950,88,38,53,14.02,60,0,0.354,3,0.037,12.59,10,1,0.122,0.012,121.05,0.133,0.04,0.093,0.504,0.356,0.08,0.343,0.577,133.33,90.39,149.32,death,13.5,14.27,Delhi Daredevils,6,5.845238095238095,middle_order,middle_order
IR Jaggi,76,7,97,6,0,5,10.86,28,2,0.286,0,0.0,11.04,0,0,0.0,0.0,78.35,0.062,0.0,0.062,0.316,0.495,0.329,0.5,0.171,67.57,82.61,92.86,death,7.5,12.2,Deccan Chargers,2,4.142857142857143,opener,anchor_opener
Imran Tahir,33,8,37,5,0,4,4.12,13,0,0.5,0,0.0,3.91,0,0,0.0,0.0,89.19,0.135,0.0,0.135,0.606,0.568,0.0,0.121,0.879,,66.67,93.55,death,2.0,4.43,Delhi Daredevils,10,10.222222222222221,tailender,tailender
Iqbal Abdulla,88,13,84,9,1,2,6.77,33,0,0.846,1,0.077,9.71,1,0,0.077,0.0,104.76,0.119,0.012,0.107,0.477,0.405,0.0,0.205,0.795,,72.0,118.64,death,13.0,4.9,Kolkata Knight Riders,8,9.153846153846153,lower_order,tailender
Ishan Kishan,3211,117,2290,310,146,108,27.44,106,0,0.077,9,0.077,24.78,44,20,0.376,0.171,140.22,0.199,0.064,0.135,0.659,0.375,0.435,0.453,0.112,135.11,136.4,189.47,death,33.19,22.69,Mumbai Indians,2,2.8119658119658117,opener,aggressive_opener
J Botha,409,28,359,39,5,20,14.61,67,1,0.286,0,0.0,15.32,4,1,0.143,0.036,113.93,0.123,0.014,0.109,0.455,0.37,0.11,0.501,0.389,86.54,111.41,129.27,death,20.42,10.25,Rajasthan Royals,6,5.428571428571429,middle_order,middle_order
J Fraser-McGurk,385,15,193,39,30,15,25.67,84,0,0.0,3,0.2,26.74,5,4,0.333,0.267,199.48,0.358,0.155,0.202,0.873,0.43,0.774,0.226,0.0,206.94,177.55,,pp,27.8,21.4,Delhi Capitals,1,1.6,opener,aggressive_opener
J Overton,102,5,65,8,5,2,20.4,43,4,0.6,0,0.0,18.19,2,0,0.4,0.0,156.92,0.2,0.077,0.123,0.608,0.277,0.0,0.461,0.539,,156.67,157.14,death,7.0,23.75,Chennai Super Kings,8,7.6,lower_order,lower_order_hitter
J Suchith,70,9,61,6,3,4,7.78,34,0,0.556,1,0.111,10.87,1,0,0.111,0.0,114.75,0.148,0.049,0.098,0.6,0.475,0.0,0.2,0.8,,46.67,180.65,death,5.0,8.57,Mumbai Indians,8,7.8,lower_order,tailender
J Syed Mohammad,29,5,26,4,0,2,5.8,13,1,0.6,0,0.0,5.07,0,0,0.0,0.0,111.54,0.154,0.0,0.154,0.552,0.385,0.0,0.31,0.69,,81.82,133.33,death,8.5,4.0,Royal Challengers Bangalore,7,8.0,lower_order,tailender
JA Morkel,975,67,687,61,55,40,14.55,73,0,0.403,3,0.045,15.46,7,3,0.104,0.045,141.92,0.169,0.08,0.089,0.589,0.33,0.018,0.328,0.653,138.46,120.3,156.13,death,12.03,16.47,Chennai Super Kings,5,5.869565217391305,middle_order,finisher
JC Archer,265,32,185,14,18,20,8.28,30,0,0.375,5,0.156,9.48,1,0,0.031,0.0,143.24,0.173,0.097,0.076,0.619,0.362,0.0,0.17,0.83,0.0,118.42,153.85,death,9.5,7.88,Rajasthan Royals,8,7.823529411764706,lower_order,tailender
JC Buttler,4297,123,2871,430,192,108,34.93,124,0,0.122,8,0.065,30.7,54,33,0.439,0.268,149.67,0.217,0.067,0.15,0.668,0.364,0.408,0.422,0.171,141.29,144.61,193.92,death,41.9,27.62,Rajasthan Royals,2,2.588709677419355,opener,aggressive_opener
JD Ryder,604,29,458,69,19,28,20.83,86,0,0.034,4,0.138,22.28,8,4,0.276,0.138,131.88,0.192,0.041,0.151,0.646,0.419,0.728,0.197,0.075,134.97,114.42,160.71,death,28.9,16.58,Pune Warriors,1,1.3103448275862069,opener,aggressive_opener
JD Unadkat,201,28,169,16,7,16,7.18,26,0,0.429,2,0.071,7.35,0,0,0.0,0.0,118.93,0.136,0.041,0.095,0.527,0.396,0.0,0.114,0.886,,82.14,126.24,death,4.71,8.0,Rajasthan Royals,10,9.454545454545455,tailender,tailender
JDP Oram,106,11,108,6,5,8,9.64,41,0,0.273,1,0.091,11.62,1,0,0.091,0.0,98.15,0.102,0.046,0.056,0.509,0.444,0.0,0.415,0.585,,75.86,124.0,death,6.83,13.0,Chennai Super Kings,6,5.833333333333333,middle_order,middle_order
JDS Neesham,92,10,93,6,2,9,9.2,22,0,0.1,2,0.2,7.33,0,0,0.0,0.0,98.92,0.086,0.022,0.065,0.391,0.43,0.0,0.543,0.457,,108.7,89.36,mid,6.4,12.0,Kings XI Punjab,7,6.8,lower_order,tailender
JEC Franklin,327,16,301,25,9,11,20.44,79,1,0.312,0,0.0,19.98,3,1,0.188,0.062,108.64,0.113,0.03,0.083,0.471,0.385,0.242,0.462,0.297,84.95,107.86,142.65,death,17.5,25.33,Mumbai Indians,1,3.8125,opener,anchor_opener
JH Kallis,2427,96,2222,255,44,85,25.28,89,0,0.115,9,0.094,22.46,34,17,0.354,0.177,109.23,0.135,0.02,0.115,0.529,0.411,0.427,0.411,0.162,105.5,98.52,172.81,death,28.29,22.27,Kolkata Knight Riders,1,2.3125,opener,anchor_opener
JJ Bumrah,73,29,81,6,1,7,2.52,16,0,0.759,5,0.172,3.52,0,0,0.0,0.0,90.12,0.086,0.012,0.074,0.411,0.444,0.0,0.137,0.863,,142.86,85.14,mid,1.25,2.72,Mumbai Indians,10,10.25,tailender,tailender
JJ Roy,614,21,443,75,21,19,29.24,91,1,0.095,0,0.0,24.07,10,4,0.476,0.19,138.6,0.217,0.047,0.169,0.694,0.406,0.619,0.314,0.067,131.03,148.46,178.26,death,45.86,20.93,Kolkata Knight Riders,1,1.5714285714285714,opener,aggressive_opener
JM Bairstow,1674,52,1146,173,74,48,32.19,114,0,0.077,3,0.058,27.6,24,11,0.462,0.212,146.07,0.216,0.065,0.151,0.679,0.387,0.564,0.391,0.045,151.04,140.56,136.36,pp,44.05,24.16,Sunrisers Hyderabad,2,2.0943396226415096,opener,aggressive_opener
JM Sharma,1029,51,658,80,64,43,20.18,85,0,0.157,3,0.059,15.99,11,1,0.216,0.02,156.38,0.219,0.097,0.122,0.684,0.357,0.013,0.566,0.422,56.52,143.7,188.7,death,20.17,20.18,Punjab Kings,5,5.490196078431373,middle_order,finisher
JO Holder,259,27,211,13,18,21,9.59,47,0,0.222,2,0.074,10.36,1,0,0.037,0.0,122.75,0.147,0.085,0.062,0.618,0.436,0.046,0.282,0.672,66.67,123.73,129.85,death,11.22,8.78,Sunrisers Hyderabad,7,6.962962962962963,lower_order,tailender
JP Duminy,2029,75,1636,126,79,51,27.05,78,0,0.32,1,0.013,20.47,27,14,0.36,0.187,124.02,0.125,0.048,0.077,0.482,0.317,0.116,0.449,0.435,98.33,103.99,169.62,death,28.04,26.5,Delhi Daredevils,5,4.454545454545454,middle_order,finisher
JP Faulkner,527,45,390,36,23,26,11.71,46,1,0.422,0,0.0,11.62,6,0,0.133,0.0,135.13,0.151,0.059,0.092,0.535,0.331,0.027,0.14,0.833,70.0,86.05,154.58,death,12.22,11.37,Rajasthan Royals,7,6.782608695652174,lower_order,tailender
JP Inglis,278,11,171,26,16,9,25.27,73,2,0.182,0,0.0,20.99,5,1,0.455,0.091,162.57,0.246,0.094,0.152,0.719,0.368,0.46,0.439,0.101,166.23,160.53,155.56,pp,27.17,23.0,Punjab Kings,3,3.8181818181818183,top_order,top_order_anchor
JR Hazlewood,19,7,29,1,0,0,2.71,7,0,1.0,0,0.0,3.09,0,0,0.0,0.0,65.52,0.034,0.0,0.034,0.211,0.483,0.0,0.105,0.895,,18.18,94.44,death,1.0,3.0,Royal Challengers Bangalore,11,10.714285714285714,tailender,tailender
JR Hopes,417,19,306,49,11,16,21.95,71,0,0.158,1,0.053,20.6,4,4,0.211,0.211,136.27,0.196,0.036,0.16,0.628,0.366,0.4,0.448,0.151,125.56,146.09,140.0,mid,16.88,25.64,Kings XI Punjab,2,3.5789473684210527,opener,aggressive_opener
JR Philippe,78,5,77,9,1,4,15.6,33,0,0.2,1,0.2,16.13,2,0,0.4,0.0,101.3,0.13,0.013,0.117,0.538,0.455,0.654,0.333,0.013,92.73,130.0,50.0,mid,1.0,19.25,Royal Challengers Bangalore,1,2.4,opener,anchor_opener
Joginder Sharma,36,5,30,1,2,4,7.2,16,0,0.2,2,0.4,8.2,0,0,0.0,0.0,120.0,0.1,0.067,0.033,0.444,0.333,0.0,0.0,1.0,,0.0,128.57,death,,7.2,Chennai Super Kings,8,8.333333333333334,lower_order,tailender
K Goel,218,17,231,17,9,15,12.82,38,0,0.118,2,0.118,11.33,1,0,0.059,0.0,94.37,0.113,0.039,0.074,0.56,0.528,0.734,0.128,0.138,99.38,66.67,107.14,death,9.33,14.73,Kings XI Punjab,2,3.176470588235294,opener,anchor_opener
K Gowtham,247,27,148,15,17,18,9.15,33,0,0.333,2,0.074,8.55,1,0,0.037,0.0,166.89,0.216,0.115,0.101,0.656,0.345,0.032,0.304,0.664,160.0,136.36,186.36,death,10.88,8.42,Rajasthan Royals,8,7.037037037037037,lower_order,lower_order_hitter
K Rabada,238,32,217,17,11,18,7.44,44,0,0.438,4,0.125,9.41,1,0,0.031,0.0,109.68,0.129,0.051,0.078,0.563,0.447,0.004,0.223,0.773,33.33,84.13,121.85,death,3.86,8.44,Delhi Capitals,8,8.941176470588236,lower_order,tailender
KA Jamieson,65,9,60,5,3,4,7.22,16,0,0.556,0,0.0,6.55,0,0,0.0,0.0,108.33,0.133,0.05,0.083,0.585,0.5,0.0,0.185,0.815,,54.55,139.47,death,7.25,7.2,Royal Challengers Bangalore,8,8.11111111111111,lower_order,tailender
KA Pollard,3437,168,2329,221,224,121,20.46,87,0,0.28,5,0.03,18.53,36,16,0.214,0.095,147.57,0.191,0.096,0.095,0.648,0.365,0.015,0.393,0.591,108.16,124.49,170.18,death,23.25,17.39,Mumbai Indians,5,5.388571428571429,middle_order,finisher
KB Arun Karthik,51,8,51,4,1,5,6.38,19,0,0.375,1,0.125,6.28,0,0,0.0,0.0,100.0,0.098,0.02,0.078,0.431,0.431,0.0,0.51,0.49,,118.18,86.21,mid,10.0,5.17,Royal Challengers Bangalore,7,6.625,lower_order,tailender
KC Cariappa,24,5,21,0,2,3,4.8,12,1,0.4,0,0.0,5.31,0,0,0.0,0.0,114.29,0.095,0.095,0.0,0.5,0.381,0.0,0.5,0.5,,150.0,92.31,mid,1.0,5.75,Kings XI Punjab,10,9.6,tailender,tailender
