player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
SB Kurkalang,Meghalaya,2023.0,0.0,34.8,17.4,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,13.0,part_time_bowler
SB Wagh,Vidarbha,2021.0,32.98,96.46,64.72,False,False,pure_bowler,64.0,12.0,72.0,5.33,88.89,tailender,32.0,23.0,451.0,1.391,7.06,powerplay_bowler
SC Das,Tripura,2015.0,23.62,57.92,40.77,False,False,pure_bowler,15.0,3.0,24.0,5.0,62.5,middle_order,1.0,2.0,30.0,0.5,9.4,part_time_bowler
SD Chitnis,Mumbai,2015.0,27.3,0.0,13.65,False,False,pure_batter,3.0,1.0,4.0,3.0,75.0,middle_order,,,,,,
SD Lad,Mumbai,2022.0,59.86,68.94,64.4,True,True,batting_allrounder,764.0,36.0,630.0,21.22,121.27,middle_order,17.0,26.0,324.0,0.654,7.24,middle_overs_bowler
SD Patel,Baroda,2022.0,0.0,36.17,18.08,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,20.0,part_time_bowler
SF Khan,Rajasthan,2022.0,56.04,0.0,28.02,False,False,pure_batter,184.0,11.0,144.0,16.73,127.78,finisher,,,,,,
SG Rohilla,Haryana,2017.0,41.72,0.0,20.86,False,False,pure_batter,43.0,3.0,41.0,14.33,104.88,anchor_opener,,,,,,
SI Sopariya,Baroda,2023.0,0.0,75.26,37.63,False,False,pure_bowler,,,,,,,3.0,4.0,90.0,0.75,6.67,powerplay_bowler
SJ Barman,Assam,2017.0,36.05,61.05,48.55,False,False,pure_bowler,3.0,1.0,3.0,3.0,100.0,tailender,2.0,4.0,90.0,0.5,7.13,middle_overs_bowler
SK Das,Arunachal Pradesh,2023.0,32.92,38.17,35.54,False,False,pure_batter,20.0,1.0,27.0,20.0,74.07,tailender,0.0,1.0,6.0,0.0,15.0,part_time_bowler
SK Gharami,Bengal,2024.0,10.85,0.0,5.42,False,False,pure_batter,3.0,3.0,10.0,1.0,30.0,middle_order,,,,,,
SK Ismail,Andhra,2018.0,0.0,70.76,35.38,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,4.0,5.0,110.0,0.8,9.05,middle_overs_bowler
SK Patel,Baroda,2020.0,64.99,0.0,32.49,False,False,pure_batter,282.0,10.0,246.0,28.2,114.63,anchor_opener,,,,,,
SK Raina,Uttar Pradesh,2020.0,66.12,50.99,58.56,False,False,utility_player,630.0,23.0,465.0,27.39,135.48,top_order_anchor,2.0,10.0,108.0,0.2,6.22,death_bowler
SK Rasheed,Andhra,2023.0,60.04,43.05,51.54,False,False,pure_batter,84.0,4.0,78.0,21.0,107.69,middle_order,0.0,2.0,24.0,0.0,8.0,part_time_bowler
SL Verma,Himachal,2022.0,57.56,67.7,62.63,False,False,pure_batter,133.0,11.0,92.0,12.09,144.57,top_order_aggressor,2.0,3.0,30.0,0.667,5.8,part_time_bowler
SM Fallah,Maharashtra,2020.0,16.34,79.26,47.8,False,False,pure_bowler,5.0,4.0,11.0,1.25,45.45,tailender,26.0,28.0,604.0,0.929,7.45,death_bowler
SM Gugale,Maharashtra,2020.0,35.32,75.34,55.33,False,False,utility_player,75.0,9.0,81.0,8.33,92.59,anchor_opener,4.0,4.0,51.0,1.0,11.41,part_time_bowler
SM Kazi,Maharashtra,2020.0,29.32,90.05,59.68,False,False,pure_bowler,21.0,7.0,26.0,3.0,80.77,tailender,18.0,14.0,288.0,1.286,7.33,middle_overs_bowler
SM Patidar,Madhya Pradesh,2022.0,54.8,0.0,27.4,False,False,pure_batter,25.0,1.0,19.0,25.0,131.58,top_order_anchor,,,,,,
SM Rohilla,Haryana,2023.0,30.92,0.0,15.46,False,False,pure_batter,5.0,1.0,6.0,5.0,83.33,middle_order,,,,,,
SM Singha,Tripura,2021.0,40.03,0.0,20.02,False,False,pure_batter,165.0,11.0,197.0,15.0,83.76,anchor_opener,,,,,,
SN Khan,Mumbai,2023.0,54.17,41.78,47.98,False,False,pure_batter,280.0,18.0,233.0,15.56,120.17,finisher,0.0,1.0,6.0,0.0,6.0,part_time_bowler
SN Mandal,Assam,2022.0,78.65,0.0,39.33,False,False,pure_batter,39.0,1.0,39.0,39.0,100.0,top_order_anchor,,,,,,
SN Patel,Gujarat,2023.0,0.0,93.68,46.84,False,False,pure_bowler,,,,,,,4.0,3.0,60.0,1.333,9.5,powerplay_bowler
SN Thakur,Mumbai,2019.0,26.96,84.78,55.87,False,False,pure_bowler,44.0,9.0,61.0,4.89,72.13,tailender,35.0,32.0,675.0,1.094,8.22,death_bowler
SP Goswami,Bengal,2022.0,73.72,0.0,36.86,False,False,pure_batter,1131.0,35.0,799.0,32.31,141.55,aggressive_opener,,,,,,
SP Jackson,Saurashtra,2023.0,67.78,0.0,33.89,False,False,pure_batter,1069.0,37.0,822.0,28.89,130.05,top_order_anchor,,,,,,
SP Tari,Goa,2023.0,0.0,65.2,32.6,False,False,pure_bowler,,,,,,,1.0,2.0,36.0,0.5,8.5,part_time_bowler
SR Swain,Services,2015.0,50.31,0.0,25.16,False,False,pure_batter,52.0,5.0,39.0,10.4,133.33,middle_order,,,,,,
SS Agarwal,Chhattisgarh,2023.0,38.55,85.8,62.18,False,False,pure_bowler,15.0,5.0,14.0,3.0,107.14,tailender,9.0,8.0,137.0,1.125,6.74,middle_overs_bowler
SS Bandekar,Goa,2015.0,44.55,107.5,76.03,False,False,pure_bowler,59.0,5.0,60.0,11.8,98.33,middle_order,10.0,6.0,132.0,1.667,6.5,powerplay_bowler
SS Bandiwar,Vidarbha,2015.0,0.0,82.79,41.4,False,False,pure_bowler,0.0,1.0,4.0,0.0,0.0,tailender,3.0,3.0,60.0,1.0,7.6,powerplay_bowler
SS Dobal,Rajasthan,2015.0,92.15,81.73,86.94,False,False,pure_bowler,75.0,2.0,41.0,37.5,182.93,top_order_anchor,1.0,1.0,6.0,1.0,4.0,part_time_bowler
SS Dubhashi,Goa,2022.0,21.19,0.0,10.6,False,False,pure_batter,6.0,1.0,11.0,6.0,54.55,middle_order,,,,,,
SS Ghosh,Tripura,2023.0,27.63,45.07,36.35,False,False,pure_batter,15.0,2.0,21.0,7.5,71.43,middle_order,0.0,3.0,42.0,0.0,6.71,part_time_bowler
SS Iyer,Mumbai,2024.0,77.43,55.31,66.37,False,False,pure_batter,1213.0,34.0,821.0,35.68,147.75,top_order_anchor,1.0,3.0,41.0,0.333,10.68,part_time_bowler
SS Majumder,Tripura,2023.0,33.88,74.88,54.38,False,False,utility_player,99.0,13.0,111.0,7.62,89.19,tailender,14.0,16.0,274.0,0.875,6.92,middle_overs_bowler
SS Mundhe,Nagaland,2022.0,62.69,63.88,63.28,True,True,batting_allrounder,598.0,26.0,461.0,23.0,129.72,finisher,12.0,23.0,367.0,0.522,8.29,powerplay_bowler
SS Prabhudessai,Goa,2023.0,68.83,51.11,59.97,False,False,utility_player,466.0,22.0,323.0,21.18,144.27,finisher,2.0,9.0,102.0,0.222,7.59,middle_overs_bowler
SS Sharma,Baroda,2024.0,67.66,0.0,33.83,False,False,pure_batter,119.0,5.0,88.0,23.8,135.23,middle_order,,,,,,
SS Shinde,Gujarat,2017.0,31.44,67.05,49.24,False,False,pure_bowler,7.0,3.0,8.0,2.33,87.5,tailender,3.0,4.0,68.0,0.75,9.0,middle_overs_bowler
SS Tiwary,Jharkhand,2021.0,57.9,49.3,53.6,False,False,pure_batter,656.0,31.0,514.0,21.16,127.63,finisher,0.0,1.0,6.0,0.0,8.0,part_time_bowler
SSK Bal,Bengal,2020.0,64.99,0.0,32.49,False,False,pure_batter,53.0,3.0,38.0,17.67,139.47,middle_order,,,,,,
SSK Chaudhary,Bengal,2024.0,26.95,85.1,56.02,False,False,pure_bowler,7.0,1.0,10.0,7.0,70.0,tailender,1.0,1.0,24.0,1.0,6.0,part_time_bowler
ST Suwalka,Rajasthan,2015.0,27.7,0.0,13.85,False,False,pure_batter,23.0,2.0,34.0,11.5,67.65,anchor_opener,,,,,,
STR Binny,Karnataka,2020.0,58.0,80.29,69.15,True,True,batting_allrounder,388.0,23.0,316.0,16.87,122.78,finisher,23.0,24.0,409.0,0.958,7.73,powerplay_bowler
SU Shrivastava,Vidarbha,2019.0,47.2,0.0,23.6,False,False,pure_batter,195.0,12.0,187.0,16.25,104.28,middle_order,,,,,,
SU Yadav,Haryana,2015.0,36.4,0.0,18.2,False,False,pure_batter,4.0,1.0,4.0,4.0,100.0,middle_order,,,,,,
SV Samson,Kerala,2023.0,72.23,0.0,36.12,False,False,pure_batter,946.0,31.0,704.0,30.52,134.38,top_order_anchor,,,,,,
SZ Mulani,Mumbai,2023.0,49.91,87.58,68.74,False,False,utility_player,111.0,11.0,89.0,10.09,124.72,tailender,35.0,31.0,679.0,1.129,6.53,powerplay_bowler
Saahil Jain,Assam,2021.0,43.37,0.0,21.68,False,False,pure_batter,135.0,11.0,130.0,12.27,103.85,middle_order,,,,,,
Sabin Chettri,Sikkim,2019.0,22.05,0.0,11.02,False,False,pure_batter,3.0,1.0,5.0,3.0,60.0,tailender,,,,,,
Sachidanand Pandey,Services,2021.0,44.69,73.35,59.02,False,False,pure_bowler,35.0,5.0,29.0,7.0,120.69,tailender,10.0,12.0,235.0,0.833,9.19,death_bowler
Sachin Baby,Kerala,2022.0,74.19,64.79,69.49,True,True,batting_allrounder,1111.0,35.0,831.0,31.74,133.69,top_order_anchor,5.0,9.0,106.0,0.556,7.3,middle_overs_bowler
Sachin Kumar,Bihar,2022.0,48.99,71.59,60.29,False,False,utility_player,121.0,8.0,106.0,15.12,114.15,middle_order,6.0,8.0,131.0,0.75,7.15,middle_overs_bowler
Sagar Trivedi,Puducherry,2021.0,35.78,78.9,57.34,False,False,utility_player,92.0,11.0,98.0,8.36,93.88,middle_order,17.0,17.0,354.0,1.0,9.32,death_bowler
Sagar Udeshi,Puducherry,2022.0,21.02,75.63,48.32,False,False,pure_bowler,17.0,5.0,30.0,3.4,56.67,tailender,15.0,19.0,438.0,0.789,6.08,powerplay_bowler
Sagun Kamat,Goa,2018.0,54.1,0.0,27.05,False,False,pure_batter,400.0,16.0,389.0,25.0,102.83,anchor_opener,,,,,,
Sahban Khan,Chhattisgarh,2022.0,5.35,50.25,27.8,False,False,pure_batter,1.0,1.0,7.0,1.0,14.29,tailender,0.0,1.0,16.0,0.0,5.62,part_time_bowler
Sahil Gupta,Chhattisgarh,2017.0,36.42,0.0,18.21,False,False,pure_batter,31.0,2.0,35.0,15.5,88.57,anchor_opener,,,,,,
Sahil Lotra,Jammu & Kashmir,2023.0,37.1,56.65,46.88,False,False,pure_bowler,6.0,1.0,6.0,6.0,100.0,tailender,1.0,3.0,66.0,0.333,6.45,middle_overs_bowler
Saidingliana Sailo,Mizoram,2019.0,17.41,0.0,8.7,False,False,pure_batter,18.0,5.0,39.0,3.6,46.15,middle_order,,,,,,
Sairaj Patil,Mumbai,2022.0,59.17,42.28,50.72,False,False,pure_batter,31.0,2.0,28.0,15.5,110.71,middle_order,0.0,2.0,18.0,0.0,11.67,part_time_bowler
Sakib Hussain,Bihar,2022.0,0.0,113.63,56.82,False,False,pure_bowler,,,,,,,4.0,2.0,24.0,2.0,11.75,part_time_bowler
Salman Baig,Madhya Pradesh,2018.0,30.04,39.98,35.01,False,False,pure_batter,5.0,2.0,6.0,2.5,83.33,anchor_opener,0.0,2.0,12.0,0.0,10.5,part_time_bowler
Salman Nizar,Kerala,2023.0,62.05,0.0,31.02,False,False,pure_batter,188.0,10.0,133.0,18.8,141.35,finisher,,,,,,
Samar Quadri,Bihar,2020.0,22.1,73.2,47.65,False,False,pure_bowler,8.0,5.0,13.0,1.6,61.54,tailender,8.0,11.0,231.0,0.727,6.05,middle_overs_bowler
Samarpit Joshi,Rajasthan,2022.0,94.2,0.0,47.1,False,False,pure_batter,39.0,1.0,27.0,39.0,144.44,middle_order,,,,,,
Samarth Seth,Arunachal Pradesh,2019.0,57.14,54.78,55.96,False,False,utility_player,275.0,12.0,246.0,22.92,111.79,anchor_opener,2.0,5.0,50.0,0.4,10.56,part_time_bowler
Samarth Singh,Uttar Pradesh,2019.0,55.79,0.0,27.9,False,False,pure_batter,609.0,25.0,532.0,24.36,114.47,anchor_opener,,,,,,
Samarth Vyas,Saurashtra,2023.0,68.59,0.0,34.3,False,False,pure_batter,512.0,22.0,352.0,23.27,145.45,top_order_aggressor,,,,,,
Sameer Choudhary,Uttar Pradesh,2021.0,21.18,77.95,49.56,False,False,pure_bowler,16.0,3.0,29.0,5.33,55.17,middle_order,1.0,1.0,24.0,1.0,8.25,part_time_bowler
Sameer Rizvi,Uttar Pradesh,2024.0,71.0,0.0,35.5,False,False,pure_batter,213.0,7.0,157.0,30.43,135.67,top_order_anchor,,,,,,
Samit Gohel,Tripura,2021.0,39.46,0.0,19.73,False,False,pure_batter,18.0,1.0,19.0,18.0,94.74,middle_order,,,,,,
Sammar Gajjar,Saurashtra,2024.0,33.47,38.28,35.88,False,False,pure_batter,11.0,1.0,13.0,11.0,84.62,middle_order,0.0,1.0,5.0,0.0,16.8,part_time_bowler
Sams Alam,Arunachal Pradesh,2018.0,47.37,52.78,50.08,False,False,pure_bowler,4.0,2.0,3.0,2.0,133.33,tailender,1.0,3.0,52.0,0.333,12.81,part_time_bowler
Sanatombaroy Laiphangbam,Manipur,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,middle_order,,,,,,
Sandeep Pattnaik,Odisha,2021.0,52.99,0.0,26.5,False,False,pure_batter,193.0,9.0,174.0,21.44,110.92,anchor_opener,,,,,,
Sandeep Sharma,Punjab,2020.0,28.09,80.73,54.41,False,False,pure_bowler,20.0,6.0,26.0,3.33,76.92,tailender,24.0,25.0,540.0,0.96,7.29,death_bowler
Sanidhya Hurkat,Chhattisgarh,2023.0,27.63,0.0,13.82,False,False,pure_batter,15.0,2.0,21.0,7.5,71.43,anchor_opener,,,,,,
Sanjay Budhwar,Haryana,2015.0,0.0,43.57,21.78,False,False,unknown,0.0,1.0,3.0,0.0,0.0,tailender,0.0,2.0,39.0,0.0,7.08,part_time_bowler
Sanjay Raghunath,Vidarbha,2022.0,65.75,52.58,59.16,False,False,pure_batter,116.0,4.0,100.0,29.0,116.0,anchor_opener,0.0,1.0,12.0,0.0,5.0,part_time_bowler
Sanjeet Desai,Chhattisgarh,2023.0,48.77,0.0,24.38,False,False,pure_batter,117.0,7.0,106.0,16.71,110.38,middle_order,,,,,,
Sankar Paul,Tripura,2021.0,37.24,73.79,55.52,False,False,pure_bowler,71.0,5.0,77.0,14.2,92.21,middle_order,9.0,12.0,192.0,0.75,6.84,middle_overs_bowler
Santha Moorthy,Puducherry,2020.0,18.9,116.6,67.75,False,False,pure_bowler,4.0,1.0,8.0,4.0,50.0,tailender,6.0,3.0,60.0,2.0,8.5,powerplay_bowler
Sanvir Singh,Punjab,2023.0,80.38,65.18,72.78,False,True,bowling_allrounder,226.0,12.0,115.0,18.83,196.52,finisher,4.0,6.0,78.0,0.667,9.85,middle_overs_bowler
Sarang Rawat,Delhi,2015.0,0.0,77.95,38.98,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,10.0,part_time_bowler
Saransh Jain,Madhya Pradesh,2023.0,27.17,73.23,50.2,False,False,pure_bowler,23.0,4.0,32.0,5.75,71.88,tailender,7.0,9.0,174.0,0.778,7.24,middle_overs_bowler
Sarbeswar Mohanty,Odisha,2021.0,28.67,55.45,42.06,False,False,pure_bowler,30.0,6.0,39.0,5.0,76.92,tailender,1.0,4.0,54.0,0.25,7.56,part_time_bowler
Sarfaraz Ashraf,Bihar,2019.0,22.16,72.73,47.44,False,False,pure_bowler,34.0,6.0,59.0,5.67,57.63,middle_order,5.0,6.0,96.0,0.833,8.62,middle_overs_bowler
Sarthak Ranjan,Delhi,2017.0,58.26,0.0,29.13,False,False,pure_batter,61.0,4.0,47.0,15.25,129.79,aggressive_opener,,,,,,
Saruk Hossain,Tripura,2021.0,0.0,58.84,29.42,False,False,pure_bowler,,,,,,,1.0,3.0,42.0,0.333,5.86,part_time_bowler
Sarul Kanwar,Chandigarh,2021.0,51.79,34.8,43.3,False,False,pure_batter,148.0,8.0,137.0,18.5,108.03,anchor_opener,0.0,1.0,6.0,0.0,13.0,part_time_bowler
Satender Thakran,Railways,2017.0,0.0,39.97,19.98,False,False,unknown,,,,,,,0.0,2.0,30.0,0.0,8.4,part_time_bowler
Satish Jangir,Puducherry,2018.0,24.72,72.2,48.46,False,False,pure_bowler,7.0,1.0,11.0,7.0,63.64,tailender,3.0,4.0,60.0,0.75,7.0,middle_overs_bowler
Satyajeet Bachhav,Maharashtra,2021.0,35.3,88.55,61.92,False,False,pure_bowler,51.0,11.0,53.0,4.64,96.23,tailender,41.0,34.0,786.0,1.206,6.71,middle_overs_bowler
Saurabh Das,Tripura,2021.0,43.39,53.3,48.34,False,False,utility_player,107.0,9.0,115.0,11.89,93.04,tailender,3.0,12.0,177.0,0.25,7.69,powerplay_bowler
Saurabh Dubey,Uttar Pradesh,2015.0,105.77,45.13,75.45,False,False,pure_batter,45.0,2.0,19.0,22.5,236.84,middle_order,0.0,2.0,12.0,0.0,8.0,part_time_bowler
Saurabh Kumar,Uttar Pradesh,2021.0,51.15,74.13,62.64,False,False,utility_player,115.0,13.0,88.0,8.85,130.68,tailender,23.0,28.0,548.0,0.821,7.13,middle_overs_bowler
Saurabh Rawat,Uttarakhand,2021.0,51.48,38.57,45.02,False,False,pure_batter,300.0,19.0,265.0,15.79,113.21,finisher,0.0,1.0,6.0,0.0,14.0,part_time_bowler
Saurabh Wakaskar,Railways,2017.0,70.9,41.78,56.34,False,False,pure_batter,239.0,8.0,158.0,29.88,151.27,top_order_anchor,0.0,1.0,6.0,0.0,6.0,part_time_bowler
Saurav Chauhan,Gujarat,2023.0,57.69,39.78,48.74,False,False,pure_batter,242.0,13.0,202.0,18.62,119.8,anchor_opener,0.0,1.0,6.0,0.0,11.0,part_time_bowler
Sayan Ghosh,Bengal,2024.0,41.15,91.29,66.22,False,False,pure_bowler,17.0,4.0,15.0,4.25,113.33,tailender,32.0,25.0,534.0,1.28,7.65,death_bowler
Sayan Mondal,Bengal,2015.0,58.12,60.24,59.18,False,False,utility_player,146.0,6.0,129.0,24.33,113.18,anchor_opener,3.0,6.0,102.0,0.5,9.71,middle_overs_bowler
Sedezhalie Rupero,Nagaland,2023.0,33.8,0.0,16.9,False,False,pure_batter,166.0,15.0,224.0,11.07,74.11,anchor_opener,,,,,,
Shahbaz Ahmed,Bengal,2024.0,54.51,79.13,66.82,True,True,batting_allrounder,294.0,18.0,235.0,16.33,125.11,middle_order,27.0,29.0,594.0,0.931,6.77,middle_overs_bowler
Shakeeb Ahmed,Chhattisgarh,2019.0,56.98,87.98,72.48,False,False,pure_bowler,87.0,7.0,63.0,12.43,138.1,finisher,17.0,14.0,270.0,1.214,8.96,death_bowler
Shantanu Mishra,Odisha,2020.0,46.99,0.0,23.5,False,False,pure_batter,14.0,2.0,11.0,7.0,127.27,anchor_opener,,,,,,
Shanu Saini,Uttar Pradesh,2020.0,18.2,89.4,53.8,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,6.0,5.0,114.0,1.2,5.63,middle_overs_bowler
Sharad Lumba,Punjab,2019.0,56.51,0.0,28.26,False,False,pure_batter,134.0,8.0,100.0,16.75,134.0,finisher,,,,,,
Sharafuddeen,Kerala,2021.0,16.05,56.31,36.18,False,False,pure_bowler,3.0,1.0,7.0,3.0,42.86,middle_order,1.0,3.0,48.0,0.333,10.5,part_time_bowler
Sharukh Dar,Jammu & Kashmir,2018.0,0.0,81.38,40.69,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,7.5,part_time_bowler
Shashank Chandrakar,Chhattisgarh,2023.0,63.48,0.0,31.74,False,False,pure_batter,614.0,27.0,450.0,22.74,136.44,aggressive_opener,,,,,,
Shashank Singh,Chhattisgarh,2023.0,52.22,69.2,60.71,True,True,batting_allrounder,366.0,24.0,297.0,15.25,123.23,finisher,11.0,15.0,228.0,0.733,8.39,middle_overs_bowler
Shasheem Rathour,Bihar,2020.0,54.12,73.57,63.84,False,True,bowling_allrounder,260.0,12.0,249.0,21.67,104.42,anchor_opener,7.0,10.0,162.0,0.7,5.52,middle_overs_bowler
Shashi Anand,Bihar,2021.0,0.0,39.05,19.52,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,0.0,1.0,4.0,0.0,18.0,part_time_bowler
Shashi Shekhar,Bihar,2019.0,8.87,75.64,42.26,False,False,pure_bowler,1.0,3.0,4.0,0.33,25.0,tailender,3.0,4.0,81.0,0.75,6.59,powerplay_bowler
Shashidhar Reddy,Hyderabad (India),2019.0,21.4,0.0,10.7,False,False,pure_batter,4.0,1.0,7.0,4.0,57.14,middle_order,,,,,,
Shashwat Kohli,Arunachal Pradesh,2019.0,29.6,0.0,14.8,False,False,pure_batter,51.0,7.0,66.0,7.29,77.27,anchor_opener,,,,,,
Shashwat Rawat,Baroda,2024.0,62.02,80.3,71.16,False,False,pure_bowler,81.0,4.0,71.0,20.25,114.08,anchor_opener,1.0,1.0,2.0,1.0,18.0,part_time_bowler
Shekhar Kumar Singh,Bihar,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,5.0,0.0,0.0,middle_order,,,,,,
Shiva Chauhan,Rajasthan,2021.0,72.1,42.85,57.47,False,False,pure_batter,6.0,1.0,3.0,6.0,200.0,tailender,0.0,1.0,12.0,0.0,8.5,part_time_bowler
Shiva Singh,Uttar Pradesh,2023.0,52.37,63.02,57.7,False,False,pure_bowler,26.0,5.0,18.0,5.2,144.44,tailender,7.0,15.0,307.0,0.467,6.76,middle_overs_bowler
Shivam Bhambri,Chandigarh,2024.0,68.12,0.0,34.06,False,False,pure_batter,394.0,13.0,300.0,30.31,131.33,top_order_anchor,,,,,,
Shivam Chaudhary,Railways,2023.0,61.5,52.96,57.23,False,False,utility_player,586.0,23.0,502.0,25.48,116.73,anchor_opener,3.0,14.0,184.0,0.214,7.4,middle_overs_bowler
Shivam Chauhan,Haryana,2021.0,69.44,0.0,34.72,False,False,pure_batter,627.0,22.0,509.0,28.5,123.18,top_order_anchor,,,,,,
Shivam Khurana,Uttarakhand,2018.0,42.42,0.0,21.21,False,False,pure_batter,50.0,4.0,46.0,12.5,108.7,middle_order,,,,,,
Shivam Kumar,Bihar,2019.0,30.58,48.76,39.67,False,False,pure_bowler,19.0,4.0,23.0,4.75,82.61,tailender,1.0,6.0,89.0,0.167,8.83,middle_overs_bowler
Shivam Mavi,Uttar Pradesh,2024.0,13.82,80.46,47.14,False,False,pure_bowler,6.0,3.0,16.0,2.0,37.5,tailender,8.0,8.0,167.0,1.0,8.8,death_bowler
Shivam Sharma,Delhi,2021.0,29.38,90.17,59.78,False,False,pure_bowler,15.0,3.0,19.0,5.0,78.95,tailender,7.0,6.0,109.0,1.167,5.94,middle_overs_bowler
Shivam Shukla,Madhya Pradesh,2024.0,12.02,68.43,40.22,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,2.0,3.0,60.0,0.667,7.1,middle_overs_bowler
Shivank Vashisth,Delhi,2022.0,20.49,119.21,69.85,False,False,pure_bowler,12.0,3.0,22.0,4.0,54.55,tailender,16.0,8.0,174.0,2.0,5.72,middle_overs_bowler
Shivendra Singh,Chhattisgarh,2019.0,34.97,66.9,50.94,False,False,pure_bowler,44.0,7.0,47.0,6.29,93.62,tailender,8.0,12.0,237.0,0.667,8.0,middle_overs_bowler
Shoaib Mohammed Khan,Andhra,2022.0,43.04,61.79,52.42,False,False,pure_bowler,81.0,6.0,74.0,13.5,109.46,tailender,5.0,11.0,210.0,0.455,6.77,middle_overs_bowler
Shourabh Kharwar,Chhattisgarh,2020.0,0.0,37.38,18.69,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,17.0,part_time_bowler
Shreshth Nirmohi,Chandigarh,2019.0,17.85,67.19,42.52,False,False,pure_bowler,1.0,1.0,2.0,1.0,50.0,tailender,5.0,8.0,156.0,0.625,9.15,powerplay_bowler
Shubham Arora,Himachal,2021.0,52.16,0.0,26.08,False,False,pure_batter,40.0,2.0,31.0,20.0,129.03,middle_order,,,,,,
Shubham Chaubey,Uttar Pradesh,2023.0,48.44,37.4,42.92,False,False,pure_batter,182.0,15.0,151.0,12.13,120.53,finisher,0.0,2.0,18.0,0.0,10.0,part_time_bowler
Shubham Kamal Sharma,Rajasthan,2021.0,22.2,83.28,52.74,False,False,pure_bowler,13.0,3.0,22.0,4.33,59.09,tailender,4.0,4.0,90.0,1.0,5.67,powerplay_bowler
Shubham Khajuria,Jammu & Kashmir,2023.0,53.24,0.0,26.62,False,False,pure_batter,322.0,19.0,275.0,16.95,117.09,anchor_opener,,,,,,
Shubham Kumar Singh,Jharkhand,2021.0,0.0,62.79,31.4,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,36.0,0.5,9.33,part_time_bowler
Shubham Pundir,Jammu & Kashmir,2023.0,54.12,41.24,47.68,False,False,pure_batter,452.0,21.0,401.0,21.52,112.72,finisher,0.0,1.0,18.0,0.0,7.33,part_time_bowler
Shubham Ranjane,Mumbai,2021.0,57.64,67.87,62.76,False,True,bowling_allrounder,256.0,12.0,223.0,21.33,114.8,tailender,16.0,24.0,363.0,0.667,7.31,middle_overs_bowler
Shubham Sharma,Madhya Pradesh,2023.0,50.99,59.74,55.36,False,False,pure_batter,203.0,9.0,195.0,22.56,104.1,anchor_opener,1.0,3.0,30.0,0.333,4.8,part_time_bowler
Shubham Singh,Chhattisgarh,2018.0,0.0,65.69,32.84,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,5.0,9.0,174.0,0.556,8.48,middle_overs_bowler
Shubman Gill,Punjab,2022.0,76.19,0.0,38.1,False,False,pure_batter,635.0,18.0,455.0,35.28,139.56,anchor_opener,,,,,,
Sibsankar Roy,Assam,2023.0,64.93,71.34,68.14,True,True,batting_allrounder,528.0,20.0,423.0,26.4,124.82,top_order_anchor,6.0,8.0,84.0,0.75,6.64,middle_overs_bowler
Siddhant Sharma,Delhi,2020.0,0.0,48.9,24.45,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,9.0,part_time_bowler
Siddhesh Neral,Vidarbha,2021.0,0.0,89.94,44.97,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,4.33,part_time_bowler
Siddhesh Wath,Vidarbha,2021.0,50.36,0.0,25.18,False,False,pure_batter,166.0,9.0,156.0,18.44,106.41,anchor_opener,,,,,,
Sidharth Sharma,Himachal Pradesh,2022.0,0.0,47.72,23.86,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,6.75,part_time_bowler
Sijomon Joseph,Kerala,2017.0,0.0,58.9,29.45,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,2.0,5.0,102.0,0.4,8.0,middle_overs_bowler
Simarjeet Singh,Delhi,2019.0,14.23,94.53,54.38,False,False,pure_bowler,2.0,3.0,5.0,0.67,40.0,tailender,22.0,17.0,342.0,1.294,7.77,powerplay_bowler
Sinan Khadir,Mizoram,2018.0,33.91,78.16,56.04,False,False,pure_bowler,56.0,7.0,63.0,8.0,88.89,middle_order,7.0,7.0,160.0,1.0,10.09,powerplay_bowler
Sirla Srinivas,Andhra,2015.0,45.64,75.75,60.7,False,False,utility_player,105.0,6.0,93.0,17.5,112.9,tailender,5.0,6.0,101.0,0.833,7.01,middle_overs_bowler
