player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,team,typical_position,avg_position,position_role,batting_role
RK Singh,910,35,570,76,43,23,26.0,79,0,0.343,2,0.057,23.19,13,8,0.371,0.229,159.65,0.209,0.075,0.133,0.618,0.272,0.058,0.384,0.558,123.26,118.71,218.03,death,30.71,21.56,Uttar Pradesh,5,4.771428571428571,middle_order,finisher
RL Jangid,235,19,203,16,5,16,12.37,34,0,0.158,2,0.105,9.39,1,0,0.053,0.0,115.76,0.103,0.025,0.079,0.4,0.296,0.0,0.749,0.251,0.0,110.69,137.21,death,16.2,8.11,Vidarbha,4,5.631578947368421,top_order,middle_order
RM Patidar,1132,33,742,96,55,29,34.3,96,0,0.121,3,0.091,27.89,17,12,0.515,0.364,152.56,0.204,0.074,0.129,0.631,0.303,0.309,0.543,0.148,121.11,162.27,225.68,death,33.33,35.47,Madhya Pradesh,3,2.8823529411764706,top_order,top_order_anchor
RN Gurbani,14,4,27,1,0,4,3.5,12,0,0.0,2,0.5,5.74,0,0,0.0,0.0,51.85,0.037,0.0,0.037,0.286,0.593,0.0,0.071,0.929,,20.0,59.09,death,,3.5,Vidarbha,9,8.833333333333334,tailender,tailender
RP Sharma,309,21,244,26,8,14,14.71,50,0,0.333,1,0.048,15.43,3,1,0.143,0.048,126.64,0.139,0.033,0.107,0.492,0.291,0.029,0.573,0.398,69.23,117.22,153.75,death,16.4,10.5,Haryana,5,5.666666666666667,middle_order,finisher
RR Biswa,167,13,190,25,3,13,12.85,36,0,0.0,2,0.154,11.42,1,0,0.077,0.0,87.89,0.147,0.016,0.132,0.707,0.626,0.796,0.204,0.0,90.48,79.07,,pp,20.33,10.6,Meghalaya,1,1.0,opener,anchor_opener
RR Pant,443,8,254,43,26,7,55.38,116,28,0.125,0,0.0,27.97,7,5,0.875,0.625,174.41,0.272,0.102,0.169,0.74,0.323,0.558,0.442,0.0,180.29,167.52,,pp,69.4,32.0,Delhi,2,1.625,opener,aggressive_opener
RR Rathod,213,11,163,13,11,9,19.36,51,0,0.182,1,0.091,17.79,3,1,0.273,0.091,130.67,0.147,0.067,0.08,0.554,0.319,0.028,0.469,0.502,30.0,113.64,194.55,death,21.2,17.83,Vidarbha,6,5.545454545454546,middle_order,finisher
RR Singh,57,4,45,4,5,3,14.25,29,0,0.25,1,0.25,13.94,0,0,0.0,0.0,126.67,0.2,0.111,0.089,0.807,0.578,0.263,0.246,0.491,71.43,175.0,175.0,mid,,14.25,Goa,3,4.25,top_order,finisher
RT Arothe,12,7,19,0,0,6,1.71,5,0,0.143,4,0.571,2.21,0,0,0.0,0.0,63.16,0.0,0.0,0.0,0.0,0.526,0.0,0.333,0.667,0.0,133.33,53.33,mid,0.0,3.0,Baroda,10,8.428571428571429,tailender,tailender
RV Gomez,124,10,92,8,8,6,12.4,47,0,0.4,1,0.1,14.97,1,0,0.1,0.0,134.78,0.174,0.087,0.087,0.645,0.391,0.0,0.298,0.702,,105.71,152.63,death,17.33,5.0,Kerala,6,6.1,middle_order,finisher
RV Patel,295,17,198,22,17,13,17.35,41,0,0.235,1,0.059,13.3,3,0,0.176,0.0,148.99,0.197,0.086,0.111,0.644,0.328,0.173,0.193,0.634,175.86,73.08,205.49,death,17.6,17.0,Gujarat,6,5.764705882352941,middle_order,finisher
RV Uthappa,766,29,584,69,34,28,26.41,91,0,0.034,3,0.103,25.39,9,6,0.31,0.207,131.16,0.176,0.058,0.118,0.627,0.399,0.426,0.427,0.148,126.85,131.33,144.87,death,34.4,17.86,Kerala,1,2.793103448275862,opener,aggressive_opener
Raghav Dhawan,123,3,104,11,3,3,41.0,65,1,0.0,0,0.0,34.87,2,2,0.667,0.667,118.27,0.135,0.029,0.106,0.504,0.375,0.057,0.577,0.366,28.0,142.0,155.17,death,57.0,33.0,Himachal,1,2.3333333333333335,opener,anchor_opener
Rahul Batham,53,3,45,2,3,3,17.67,32,2,0.0,0,0.0,15.04,1,0,0.333,0.0,117.78,0.111,0.067,0.044,0.491,0.311,0.0,0.736,0.264,,105.41,175.0,death,,17.67,Madhya Pradesh,7,7.5,lower_order,tailender
Rahul Buddhi,237,15,188,22,6,10,15.8,38,2,0.333,0,0.0,10.96,2,0,0.133,0.0,126.06,0.149,0.032,0.117,0.523,0.33,0.034,0.443,0.523,266.67,98.13,158.97,pp,14.22,18.17,Hyderabad (India),6,5.4375,middle_order,finisher
Rahul Dalal,294,11,241,22,13,10,26.73,75,3,0.091,0,0.0,23.42,4,2,0.364,0.182,121.99,0.145,0.054,0.091,0.565,0.373,0.156,0.622,0.221,112.2,108.28,209.68,death,,26.73,Arunachal Pradesh,4,3.8181818181818183,top_order,top_order_anchor
Rahul Khajan Singh,19,3,24,1,0,1,6.33,13,1,0.667,0,0.0,6.11,0,0,0.0,0.0,79.17,0.042,0.0,0.042,0.211,0.375,0.0,0.263,0.737,,71.43,82.35,death,,6.33,Services,8,9.666666666666666,lower_order,tailender
Rahul Singh,613,24,407,66,22,19,25.54,76,1,0.208,0,0.0,20.45,8,4,0.333,0.167,150.61,0.216,0.054,0.162,0.646,0.327,0.424,0.449,0.127,162.5,132.85,195.0,death,18.67,32.42,Services,3,3.375,top_order,top_order_anchor
Rajashekhar Harikant,75,10,79,6,3,7,7.5,26,0,0.3,1,0.1,8.18,0,0,0.0,0.0,94.94,0.114,0.038,0.076,0.56,0.494,0.507,0.213,0.28,105.56,57.14,140.0,death,14.5,5.75,Goa,2,5.3,opener,anchor_opener
Rajat Dey,488,21,357,29,25,15,23.24,82,1,0.286,0,0.0,23.33,7,2,0.333,0.095,136.69,0.151,0.07,0.081,0.545,0.308,0.123,0.459,0.418,122.45,118.52,171.43,death,25.71,22.0,Tripura,4,4.904761904761905,top_order,finisher
Rajat Paliwal,521,27,446,42,3,21,19.3,54,3,0.222,0,0.0,12.83,4,1,0.148,0.037,116.82,0.101,0.007,0.094,0.357,0.242,0.081,0.716,0.203,105.0,112.69,141.33,death,17.85,20.64,Services,4,4.185185185185185,top_order,middle_order
Rajendran Vivek,65,5,49,6,3,3,13.0,36,0,0.4,1,0.2,14.25,1,0,0.2,0.0,132.65,0.184,0.061,0.122,0.646,0.388,0.092,0.123,0.785,100.0,57.14,175.86,death,16.0,8.5,Tamil Nadu,3,5.4,top_order,finisher
Rajesh Dhuper,392,19,383,34,10,17,20.63,90,0,0.105,1,0.053,20.74,4,1,0.211,0.053,102.35,0.115,0.026,0.089,0.5,0.444,0.503,0.406,0.092,97.52,103.92,128.57,death,20.75,20.55,Odisha,1,2.526315789473684,opener,anchor_opener
Rajesh Mohanty,69,7,69,4,4,7,9.86,36,0,0.0,2,0.286,14.29,1,0,0.143,0.0,100.0,0.116,0.058,0.058,0.58,0.507,0.0,0.275,0.725,,126.67,92.59,mid,0.0,11.5,Odisha,9,9.142857142857142,tailender,tailender
Rajesh Singh,106,6,78,7,7,6,17.67,64,0,0.0,1,0.167,25.56,2,1,0.333,0.167,135.9,0.179,0.09,0.09,0.66,0.385,0.028,0.745,0.226,100.0,114.49,400.0,death,,17.67,Bihar,5,4.666666666666667,middle_order,finisher
Rajjakuddin Ahmed,342,25,233,29,18,20,13.68,39,0,0.2,1,0.04,12.41,6,0,0.24,0.0,146.78,0.202,0.077,0.124,0.655,0.365,0.041,0.474,0.485,350.0,133.88,153.7,pp,15.12,13.0,Assam,7,6.2,lower_order,tailender
Rakesh Thakur,86,9,95,3,4,6,9.56,32,1,0.333,0,0.0,10.06,1,0,0.111,0.0,90.53,0.074,0.042,0.032,0.419,0.442,0.012,0.628,0.36,33.33,81.82,119.23,death,13.25,6.6,Madhya Pradesh,6,5.222222222222222,middle_order,middle_order
Ram Dayal,28,6,46,1,0,4,4.67,8,2,0.333,0,0.0,2.5,0,0,0.0,0.0,60.87,0.022,0.0,0.022,0.143,0.522,0.0,0.536,0.464,,68.18,54.17,mid,,4.67,Jammu & Kashmir,8,8.833333333333334,lower_order,tailender
Ramachandran Ragupathy,118,5,116,12,4,5,23.6,39,0,0.0,1,0.2,16.8,3,0,0.6,0.0,101.72,0.138,0.034,0.103,0.61,0.534,0.678,0.322,0.0,100.0,105.56,,mid,39.0,19.75,Puducherry,1,1.4,opener,anchor_opener
Ramandeep Singh,169,15,114,11,10,10,11.27,32,0,0.333,1,0.067,10.18,1,0,0.067,0.0,148.25,0.184,0.088,0.096,0.615,0.307,0.041,0.278,0.68,140.0,134.29,155.41,death,9.67,13.67,Punjab,5,5.733333333333333,middle_order,finisher
Rana Dutta,76,8,79,5,1,4,9.5,18,2,0.5,0,0.0,6.23,0,0,0.0,0.0,96.2,0.076,0.013,0.063,0.342,0.329,0.0,0.276,0.724,,72.41,110.0,death,15.0,7.67,Tripura,10,8.625,tailender,tailender
Ranjeet Nikam,55,6,56,0,3,6,9.17,20,4,0.0,0,0.0,5.6,0,0,0.0,0.0,98.21,0.054,0.054,0.0,0.327,0.446,0.0,0.364,0.636,,125.0,87.5,mid,6.5,10.5,Maharashtra,6,5.666666666666667,middle_order,middle_order
Rasikh Salam,11,4,21,0,0,3,2.75,4,1,0.25,0,0.0,1.26,0,0,0.0,0.0,52.38,0.0,0.0,0.0,0.0,0.571,0.0,0.273,0.727,,30.0,72.73,death,,2.75,Jammu & Kashmir,9,10.0,tailender,tailender
Raushan Raj,23,3,23,2,0,1,7.67,10,4,0.667,0,0.0,3.21,0,0,0.0,0.0,100.0,0.087,0.0,0.087,0.348,0.304,0.0,0.0,1.0,,0.0,104.55,death,4.0,9.5,Services,9,9.666666666666666,tailender,tailender
Ravi Bishnoi,31,7,35,4,1,6,4.43,15,0,0.143,3,0.429,5.44,0,0,0.0,0.0,88.57,0.143,0.029,0.114,0.71,0.629,0.484,0.032,0.484,166.67,16.67,75.0,pp,6.33,3.0,Rajasthan,9,8.571428571428571,tailender,tailender
Ravi Chauhan,739,23,617,80,11,20,32.13,86,0,0.13,2,0.087,27.03,10,8,0.435,0.348,119.77,0.147,0.018,0.13,0.522,0.337,0.49,0.441,0.069,121.48,113.99,154.55,death,43.55,21.67,Services,2,1.8695652173913044,opener,aggressive_opener
Ravi Kiran,7,5,19,0,0,0,1.4,3,0,1.0,0,0.0,1.14,0,0,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.632,0.0,0.143,0.857,,100.0,33.33,mid,1.0,1.5,Hyderabad (India),10,10.2,tailender,tailender
Ravi Teja,155,16,128,11,6,14,9.69,31,0,0.125,2,0.125,10.08,1,0,0.062,0.0,121.09,0.133,0.047,0.086,0.516,0.359,0.058,0.245,0.697,81.82,92.68,142.11,death,2.6,12.91,Hyderabad (India),7,6.176470588235294,lower_order,tailender
Ravikumar Samarth,153,9,146,15,2,9,17.0,31,4,0.0,0,0.0,10.61,1,0,0.111,0.0,104.79,0.116,0.014,0.103,0.471,0.397,0.471,0.497,0.033,90.0,122.58,125.0,death,15.67,19.67,Karnataka,3,2.7777777777777777,top_order,middle_order
Reagan Pinto,17,3,35,1,0,3,5.67,11,3,0.0,0,0.0,4.62,0,0,0.0,0.0,48.57,0.029,0.0,0.029,0.235,0.6,0.706,0.294,0.0,57.14,35.71,,pp,,5.67,Goa,3,4.0,top_order,middle_order
Remruatdika Ralte,10,4,18,1,0,2,2.5,5,0,0.5,1,0.25,2.08,0,0,0.0,0.0,55.56,0.056,0.0,0.056,0.4,0.611,0.0,0.0,1.0,,0.0,83.33,death,,2.5,Mizoram,10,10.25,tailender,tailender
Rex Rajkumar,167,15,157,8,6,14,11.13,30,0,0.067,2,0.133,11.84,1,0,0.067,0.0,106.37,0.089,0.038,0.051,0.407,0.408,0.0,0.754,0.246,0.0,105.0,113.89,death,7.67,12.0,Manipur,6,6.466666666666667,middle_order,middle_order
Rishabh Chouhan,225,16,190,17,9,13,14.06,63,0,0.188,2,0.125,15.88,1,1,0.062,0.062,118.42,0.137,0.047,0.089,0.542,0.395,0.0,0.4,0.6,0.0,108.43,137.76,death,20.0,8.12,Madhya Pradesh,7,5.625,lower_order,tailender
Rishabh Tiwari,356,14,272,43,7,13,25.43,85,0,0.071,1,0.071,28.72,5,3,0.357,0.214,130.88,0.184,0.026,0.158,0.601,0.357,0.545,0.438,0.017,127.63,136.84,100.0,mid,55.5,13.4,Chhattisgarh,1,1.4285714285714286,opener,aggressive_opener
Rishav Das,353,17,319,41,2,16,20.76,56,0,0.059,2,0.118,18.86,5,2,0.294,0.118,110.66,0.135,0.006,0.129,0.499,0.386,0.572,0.394,0.034,124.69,93.29,150.0,death,19.25,22.11,Assam,1,2.2941176470588234,opener,aggressive_opener
Ritesh Negi,17,3,18,3,0,2,5.67,10,0,0.333,1,0.333,5.13,0,0,0.0,0.0,94.44,0.167,0.0,0.167,0.706,0.556,0.0,0.059,0.941,,50.0,100.0,death,10.0,3.5,Services,7,8.0,lower_order,tailender
Ritwik Roy Chowdhury,237,16,184,23,7,9,14.81,36,1,0.438,0,0.0,10.05,2,0,0.125,0.0,128.8,0.163,0.038,0.125,0.565,0.353,0.131,0.485,0.384,163.16,116.16,137.88,pp,9.12,20.5,Bengal,6,5.352941176470588,middle_order,middle_order
Robin Bist,186,12,188,18,2,11,15.5,45,0,0.083,1,0.083,15.89,3,0,0.25,0.0,98.94,0.106,0.011,0.096,0.452,0.426,0.258,0.403,0.339,66.67,93.75,175.0,death,16.67,15.11,Rajasthan,3,3.5833333333333335,top_order,finisher
Rohan Kadam,995,25,761,112,27,22,39.8,89,0,0.12,2,0.08,28.1,16,9,0.64,0.36,130.75,0.183,0.035,0.147,0.613,0.371,0.44,0.45,0.11,120.99,130.99,191.23,death,40.25,38.0,Karnataka,1,1.64,opener,aggressive_opener
Rohan Kunnummal,361,13,322,41,7,11,27.77,56,3,0.154,0,0.0,17.38,6,3,0.462,0.231,112.11,0.149,0.022,0.127,0.571,0.432,0.623,0.335,0.042,109.22,114.15,150.0,death,28.71,26.67,Kerala,1,1.5384615384615385,opener,anchor_opener
Rohan Prem,394,15,348,37,11,14,26.27,69,0,0.067,2,0.133,24.06,7,3,0.467,0.2,113.22,0.138,0.032,0.106,0.543,0.385,0.317,0.591,0.091,100.81,121.99,109.09,mid,27.11,25.0,Kerala,3,3.2,top_order,top_order_anchor
Rohit Dahiya,102,8,74,10,3,7,12.75,40,3,0.125,0,0.0,12.19,1,0,0.125,0.0,137.84,0.176,0.041,0.135,0.569,0.311,0.353,0.078,0.569,276.92,88.89,111.54,pp,17.67,9.8,Gujarat,7,6.375,lower_order,tailender
Rohit Rayudu,124,7,106,8,5,6,17.71,47,1,0.143,0,0.0,18.51,2,0,0.286,0.0,116.98,0.123,0.047,0.075,0.5,0.387,0.282,0.452,0.266,134.62,96.55,150.0,death,19.67,16.25,Hyderabad (India),2,3.7142857142857144,opener,aggressive_opener
Rohit Shah,84,5,117,6,0,4,16.8,38,2,0.2,0,0.0,14.86,1,0,0.2,0.0,71.79,0.051,0.0,0.051,0.286,0.479,0.321,0.679,0.0,57.45,81.43,,mid,19.25,7.0,Meghalaya,1,2.6,opener,anchor_opener
Rohit Sharma,5,3,14,1,0,1,1.67,5,0,0.667,1,0.333,2.89,0,0,0.0,0.0,35.71,0.071,0.0,0.071,0.8,0.857,0.0,0.0,1.0,,0.0,41.67,death,,1.67,Jammu & Kashmir,11,11.0,tailender,tailender
Rojith Ganesh,17,3,22,1,0,2,5.67,9,1,0.333,0,0.0,4.16,0,0,0.0,0.0,77.27,0.045,0.0,0.045,0.235,0.455,0.0,0.118,0.882,,33.33,93.75,death,1.0,8.0,Kerala,7,5.666666666666667,lower_order,tailender
Romario Sharma,37,3,30,1,3,2,12.33,20,0,0.333,1,0.333,10.79,0,0,0.0,0.0,123.33,0.133,0.1,0.033,0.595,0.467,0.0,0.459,0.541,,100.0,153.85,death,,12.33,Assam,5,6.0,middle_order,finisher
Rongsen Jonathan,493,21,474,44,14,20,23.48,66,0,0.048,1,0.048,19.87,8,3,0.381,0.143,104.01,0.122,0.03,0.093,0.527,0.435,0.353,0.533,0.114,92.55,111.44,112.0,death,29.33,21.13,Nagaland,3,2.8095238095238093,top_order,middle_order
Roosh Kalaria,87,14,71,6,5,8,6.21,15,0,0.429,1,0.071,5.12,0,0,0.0,0.0,122.54,0.155,0.07,0.085,0.621,0.423,0.0,0.241,0.759,,110.53,126.92,death,7.17,5.5,Gujarat,8,8.285714285714286,lower_order,tailender
Rosan Kumar Rao,39,3,55,2,0,2,13.0,31,1,0.333,0,0.0,15.87,1,0,0.333,0.0,70.91,0.036,0.0,0.036,0.205,0.455,0.026,0.615,0.359,12.5,70.59,107.69,death,,13.0,Odisha,3,5.333333333333333,top_order,middle_order
Roshan Alam,18,3,18,2,0,1,6.0,14,2,0.667,0,0.0,6.93,0,0,0.0,0.0,100.0,0.111,0.0,0.111,0.444,0.389,0.0,0.0,1.0,,,100.0,death,2.0,8.0,Assam,9,9.5,tailender,tailender
S Anirudha,147,6,113,16,3,2,24.5,54,3,0.667,0,0.0,19.89,3,1,0.5,0.167,130.09,0.168,0.027,0.142,0.558,0.31,0.299,0.265,0.435,122.22,92.86,182.86,death,19.5,34.5,Tamil Nadu,7,5.5,lower_order,tailender
S Aravind,8,5,11,0,0,2,1.6,6,0,0.6,1,0.2,2.51,0,0,0.0,0.0,72.73,0.0,0.0,0.0,0.0,0.364,0.0,0.0,1.0,,,72.73,death,0.5,2.33,Karnataka,11,10.6,tailender,tailender
S Dhawan,194,8,154,25,4,8,24.25,77,0,0.0,1,0.125,24.39,2,1,0.25,0.125,125.97,0.188,0.026,0.162,0.639,0.422,0.727,0.232,0.041,127.03,118.42,160.0,death,16.0,38.0,Delhi,1,1.25,opener,aggressive_opener
S Dube,574,35,423,35,32,21,16.4,63,0,0.4,3,0.086,14.68,4,1,0.114,0.029,135.7,0.158,0.076,0.083,0.578,0.331,0.007,0.416,0.577,30.77,108.64,174.21,death,15.77,17.46,Mumbai,5,5.628571428571429,middle_order,finisher
S Gani,252,11,224,17,11,8,22.91,53,8,0.273,0,0.0,12.32,3,1,0.273,0.091,112.5,0.125,0.049,0.076,0.532,0.411,0.115,0.528,0.357,145.0,83.65,200.0,death,21.6,24.0,Bihar,4,4.181818181818182,top_order,finisher
S Gopal,65,8,54,9,0,8,8.12,20,0,0.0,2,0.25,7.95,0,0,0.0,0.0,120.37,0.167,0.0,0.167,0.554,0.37,0.154,0.262,0.585,142.86,80.95,146.15,death,7.25,9.0,Karnataka,8,7.625,lower_order,tailender
S Karthik,82,10,92,8,2,10,8.2,26,0,0.0,3,0.3,9.45,0,0,0.0,0.0,89.13,0.109,0.022,0.087,0.537,0.554,0.976,0.012,0.012,95.24,25.0,25.0,pp,14.5,4.0,Puducherry,1,2.1,opener,anchor_opener
S Kaul,12,5,13,1,0,4,2.4,6,0,0.2,2,0.4,2.88,0,0,0.0,0.0,92.31,0.077,0.0,0.077,0.333,0.462,0.0,0.0,1.0,,,92.31,death,0.5,3.67,Punjab,10,9.714285714285714,tailender,tailender
S Midhun,23,6,22,0,2,4,3.83,17,0,0.333,2,0.333,6.55,0,0,0.0,0.0,104.55,0.091,0.091,0.0,0.522,0.455,0.0,0.0,1.0,,0.0,109.52,death,8.5,1.5,Kerala,8,8.5,lower_order,tailender
S Nadeem,66,8,66,4,2,6,8.25,27,0,0.25,1,0.125,8.97,0,0,0.0,0.0,100.0,0.091,0.03,0.061,0.424,0.439,0.121,0.303,0.576,61.54,117.65,105.56,mid,,8.25,Jharkhand,8,7.625,lower_order,tailender
S Sanandia,53,6,39,5,2,4,8.83,18,0,0.333,1,0.167,7.52,0,0,0.0,0.0,135.9,0.179,0.051,0.128,0.604,0.359,0.0,0.038,0.962,,66.67,141.67,death,6.67,11.0,Saurashtra,8,8.166666666666666,lower_order,tailender
S Sandeep Warrier,1,3,3,0,0,2,0.33,1,0,0.333,2,0.667,0.58,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0.0,0.0,1.0,,0.0,50.0,death,1.0,0.0,Kerala,11,11.0,tailender,tailender
SA Asnodkar,169,10,141,19,5,10,16.9,72,0,0.0,1,0.1,20.9,1,1,0.1,0.1,119.86,0.17,0.035,0.135,0.627,0.447,0.675,0.296,0.03,110.68,142.86,166.67,death,0.0,18.78,Goa,2,1.9,opener,anchor_opener
SA Yadav,1124,40,726,117,44,27,28.1,94,0,0.325,5,0.125,26.43,15,8,0.375,0.2,154.82,0.222,0.061,0.161,0.651,0.304,0.109,0.577,0.315,104.27,162.0,169.38,death,33.0,19.93,Mumbai,4,4.3,top_order,top_order_anchor
SB Dubey,224,10,170,15,10,8,22.4,43,5,0.2,0,0.0,12.19,2,0,0.2,0.0,131.76,0.147,0.059,0.088,0.536,0.306,0.0,0.612,0.388,,110.48,189.13,death,19.71,28.67,Vidarbha,4,4.5,top_order,finisher
SB Jakati,38,7,47,2,2,6,5.43,20,0,0.143,1,0.143,6.9,0,0,0.0,0.0,80.85,0.085,0.043,0.043,0.526,0.574,0.0,0.026,0.974,,11.11,97.37,death,,5.43,Goa,7,7.857142857142857,lower_order,tailender
SB Wagh,64,12,72,4,2,5,5.33,13,1,0.583,0,0.0,4.68,0,0,0.0,0.0,88.89,0.083,0.028,0.056,0.438,0.458,0.0,0.25,0.75,,88.89,88.89,mid,8.75,3.62,Vidarbha,8,8.615384615384615,lower_order,tailender
SC Das,15,3,24,2,0,3,5.0,8,0,0.0,1,0.333,4.36,0,0,0.0,0.0,62.5,0.083,0.0,0.083,0.533,0.667,0.0,0.533,0.467,,50.0,87.5,death,,5.0,Tripura,6,7.0,middle_order,middle_order
SD Lad,764,36,630,66,27,29,21.22,82,0,0.194,4,0.111,19.83,12,3,0.333,0.083,121.27,0.148,0.043,0.105,0.558,0.367,0.187,0.623,0.19,110.85,118.11,147.96,death,22.84,19.41,Mumbai,4,4.25,top_order,middle_order
SF Khan,184,11,144,13,5,8,16.73,47,0,0.273,3,0.273,15.51,2,0,0.182,0.0,127.78,0.125,0.035,0.09,0.446,0.264,0.179,0.571,0.25,143.48,112.9,164.29,death,17.12,15.67,Rajasthan,3,4.181818181818182,top_order,finisher
SG Rohilla,43,3,41,6,0,3,14.33,29,1,0.0,0,0.0,14.05,0,0,0.0,0.0,104.88,0.146,0.0,0.146,0.558,0.512,0.767,0.233,0.0,106.45,100.0,,pp,15.0,13.0,Haryana,2,2.0,opener,anchor_opener
SK Gharami,3,3,10,0,0,3,1.0,2,0,0.0,1,0.333,1.0,0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,30.0,,,pp,0.0,1.5,Bengal,3,3.0,top_order,middle_order
SK Patel,282,10,246,33,7,10,28.2,73,0,0.0,1,0.1,23.68,5,1,0.5,0.1,114.63,0.163,0.028,0.134,0.617,0.419,0.461,0.426,0.113,106.56,112.15,188.24,death,26.5,30.75,Baroda,1,2.4,opener,anchor_opener
SK Raina,630,23,465,53,25,18,27.39,126,1,0.217,0,0.0,29.12,7,5,0.304,0.217,135.48,0.168,0.054,0.114,0.575,0.305,0.322,0.525,0.152,149.26,123.97,154.84,death,29.5,22.57,Uttar Pradesh,3,3.0,top_order,top_order_anchor
SK Rasheed,84,4,78,8,0,3,21.0,37,1,0.25,0,0.0,16.25,2,0,0.5,0.0,107.69,0.103,0.0,0.103,0.381,0.282,0.036,0.655,0.31,33.33,105.77,152.94,death,27.67,1.0,Andhra,4,5.0,top_order,finisher
SL Verma,133,11,92,9,7,10,12.09,51,0,0.091,2,0.182,15.43,1,1,0.091,0.091,144.57,0.174,0.076,0.098,0.586,0.326,0.286,0.714,0.0,108.57,166.67,,mid,16.14,5.0,Himachal,3,3.090909090909091,top_order,top_order_aggressor
SM Fallah,5,4,11,0,0,1,1.25,2,0,0.75,1,0.25,0.96,0,0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,0.545,0.0,0.0,1.0,,0.0,50.0,death,,1.25,Maharashtra,11,10.8,tailender,tailender
SM Gugale,75,9,81,12,0,9,8.33,19,0,0.0,1,0.111,6.93,0,0,0.0,0.0,92.59,0.148,0.0,0.148,0.64,0.556,0.92,0.08,0.0,95.83,66.67,,pp,3.75,12.0,Maharashtra,1,1.8888888888888888,opener,anchor_opener
SM Kazi,21,7,26,2,0,3,3.0,6,0,0.571,1,0.143,2.16,0,0,0.0,0.0,80.77,0.077,0.0,0.077,0.381,0.423,0.0,0.19,0.81,,57.14,89.47,death,2.5,3.2,Maharashtra,8,8.571428571428571,lower_order,tailender
SM Singha,165,11,197,19,2,10,15.0,45,0,0.091,1,0.091,14.09,2,0,0.182,0.0,83.76,0.107,0.01,0.096,0.533,0.548,0.624,0.376,0.0,79.23,95.38,0.0,mid,19.2,11.5,Tripura,2,1.6363636363636365,opener,anchor_opener
SN Khan,280,18,233,24,9,12,15.56,53,0,0.333,2,0.111,14.94,4,1,0.222,0.056,120.17,0.142,0.039,0.103,0.536,0.352,0.025,0.532,0.443,58.33,105.67,155.0,death,17.8,12.75,Mumbai,6,5.222222222222222,middle_order,finisher
SN Thakur,44,9,61,2,0,7,4.89,10,0,0.222,2,0.222,4.04,0,0,0.0,0.0,72.13,0.033,0.0,0.033,0.182,0.459,0.0,0.136,0.864,,42.86,80.85,death,0.0,6.29,Mumbai,9,8.272727272727273,tailender,tailender
SP Goswami,1131,35,799,136,24,31,32.31,86,0,0.114,2,0.057,26.66,15,10,0.429,0.286,141.55,0.2,0.03,0.17,0.608,0.325,0.557,0.386,0.057,140.94,144.22,130.61,mid,37.35,25.6,Bengal,1,1.25,opener,aggressive_opener
SP Jackson,1069,37,822,94,47,30,28.89,106,0,0.189,3,0.081,27.19,15,9,0.405,0.243,130.05,0.172,0.057,0.114,0.616,0.369,0.202,0.523,0.275,98.18,131.22,167.05,death,34.19,21.94,Saurashtra,4,3.324324324324324,top_order,top_order_anchor
SR Swain,52,5,39,7,0,5,10.4,27,2,0.0,0,0.0,11.84,0,0,0.0,0.0,133.33,0.179,0.0,0.179,0.538,0.308,0.0,0.577,0.423,,130.43,137.5,death,10.5,10.33,Services,6,6.6,middle_order,middle_order
SS Agarwal,15,5,14,1,0,2,3.0,8,1,0.6,0,0.0,2.83,0,0,0.0,0.0,107.14,0.071,0.0,0.071,0.267,0.214,0.0,0.0,1.0,,,107.14,death,,3.0,Chhattisgarh,9,8.6,tailender,tailender
SS Bandekar,59,5,60,4,2,4,11.8,31,0,0.2,1,0.2,14.58,1,0,0.2,0.0,98.33,0.1,0.033,0.067,0.475,0.433,0.0,0.458,0.542,,77.14,128.0,death,,11.8,Goa,6,6.4,middle_order,middle_order
SS Iyer,1213,34,821,101,64,30,35.68,147,1,0.118,0,0.0,34.03,15,8,0.441,0.235,147.75,0.201,0.078,0.123,0.65,0.337,0.293,0.547,0.16,131.48,145.61,204.21,death,38.52,27.78,Mumbai,3,3.0,top_order,top_order_anchor
SS Majumder,99,13,111,4,5,11,7.62,27,1,0.154,0,0.0,7.26,0,0,0.0,0.0,89.19,0.081,0.045,0.036,0.465,0.495,0.313,0.182,0.505,124.0,60.0,89.29,pp,9.0,7.36,Tripura,8,7.538461538461538,lower_order,tailender
SS Mundhe,598,26,461,56,19,18,23.0,91,0,0.308,1,0.038,26.07,8,5,0.308,0.192,129.72,0.163,0.041,0.121,0.565,0.345,0.125,0.604,0.271,72.12,138.85,167.01,death,26.3,20.94,Nagaland,3,4.730769230769231,top_order,finisher
