player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
RS Hangargekar,0,2,42,62,2,1,8.86,,,0.0,0.0,0,0.0,0.333,1.0,0.5,24,5,33,18,6,18,8.0,5.0,11.0,0.429,0.143,0.429,middle,part_time_bowler,,0.0,21.0,0.3,Maharashtra,2020,False
RS Jaganath Sinivas,4,2,48,65,0,0,8.12,16.25,12.0,2.0,1.41,1,0.5,0.396,0.0,0.0,21,6,38,24,6,18,5.25,6.0,12.67,0.5,0.125,0.375,powerplay,part_time_bowler,,2.0,24.0,0.325,Nagaland,2023,False
RT Arothe,28,29,525,721,12,3,8.24,25.75,18.75,0.966,1.05,6,0.207,0.314,0.414,0.103,220,207,294,168,168,189,7.86,7.39,9.33,0.32,0.32,0.36,middle,death_bowler,1.15,0.56,18.1,1.0,Baroda,2019,True
RV Gomez,5,7,96,109,2,0,6.81,21.8,19.2,0.714,0.76,1,0.143,0.365,0.286,0.0,6,92,11,6,78,12,6.0,7.08,5.5,0.062,0.812,0.125,death,middle_overs_bowler,0.8,0.5,13.71,0.838,Kerala,2015,True
RV Patel,0,3,18,33,0,0,11.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,33,0,0,18,0,,11.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,6.0,0.262,Gujarat,2021,True
Rachit Bhatia,2,2,36,52,2,0,8.67,26.0,18.0,1.0,1.41,1,0.5,0.389,1.0,0.0,37,0,15,30,0,6,7.4,,15.0,0.833,0.0,0.167,powerplay,part_time_bowler,,1.0,18.0,0.275,Nagaland,2018,False
Raghav Dhawan,0,1,12,16,1,0,8.0,,,0.0,0.0,0,0.0,0.25,1.0,0.0,0,10,6,0,6,6,,10.0,6.0,0.0,0.5,0.5,death,part_time_bowler,,0.0,12.0,0.112,Himachal,2015,False
Raghu Sharma,3,3,66,89,1,1,8.09,29.67,22.0,1.0,1.0,1,0.333,0.303,0.333,0.333,0,89,0,0,66,0,,8.09,,0.0,1.0,0.0,middle,middle_overs_bowler,,1.0,22.0,0.462,Puducherry,2021,True
Ragupathy Silambarasan,0,1,22,31,0,0,8.45,,,0.0,0.0,0,0.0,0.227,0.0,0.0,5,4,22,6,6,10,5.0,4.0,13.2,0.273,0.273,0.455,middle,part_time_bowler,,0.0,22.0,0.154,Tamil Nadu,2021,False
Rahil Sambyal,2,1,24,43,0,1,10.75,21.5,12.0,2.0,0.0,1,1.0,0.417,0.0,1.0,13,16,14,6,12,6,13.0,8.0,14.0,0.25,0.5,0.25,middle,part_time_bowler,,2.0,24.0,0.162,Jammu & Kashmir,2015,False
Rahil Shah,18,18,361,366,6,0,6.08,20.33,20.06,1.0,1.33,6,0.333,0.424,0.333,0.0,78,230,58,90,222,49,5.2,6.22,7.1,0.249,0.615,0.136,powerplay,middle_overs_bowler,1.45,0.29,20.06,1.0,Tamil Nadu,2021,True
Rahul Batham,4,6,114,148,6,0,7.79,37.0,28.5,0.667,0.82,1,0.167,0.254,1.0,0.0,15,112,21,18,78,18,5.0,8.62,7.0,0.158,0.684,0.158,powerplay,middle_overs_bowler,0.8,0.0,19.0,0.85,Madhya Pradesh,2024,True
Rahul Buddhi,0,1,2,4,0,0,12.0,,,0.0,0.0,0,0.0,0.5,0.0,0.0,0,0,4,0,0,2,,,12.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,2.0,0.071,Hyderabad (India),2020,False
Rahul Khajan Singh,6,7,162,207,0,0,7.67,34.5,27.0,0.857,0.69,1,0.143,0.241,0.0,0.0,25,152,30,18,132,12,8.33,6.91,15.0,0.111,0.815,0.074,middle,middle_overs_bowler,1.0,0.83,23.14,0.938,Services,2021,True
Rahul Kumar,0,2,30,39,2,5,7.8,,,0.0,0.0,0,0.0,0.667,1.0,2.5,35,0,4,24,0,6,8.75,,4.0,0.8,0.0,0.2,death,part_time_bowler,0.0,,15.0,0.25,Bihar,2020,False
Rahul Sharma,0,1,12,19,0,0,9.5,,,0.0,0.0,0,0.0,0.5,0.0,0.0,19,0,0,12,0,0,9.5,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,12.0,0.112,Nagaland,2018,False
Rahul Singh,1,5,96,125,0,0,7.81,125.0,96.0,0.2,0.45,0,0.0,0.26,0.0,0.0,0,113,12,0,90,6,,7.53,12.0,0.0,0.938,0.062,middle,middle_overs_bowler,0.5,0.0,19.2,0.712,Assam,2020,True
Rajan Kumar,6,4,90,89,3,0,5.93,14.83,15.0,1.5,1.0,3,0.75,0.522,0.75,0.0,37,32,20,54,18,18,4.11,10.67,6.67,0.6,0.2,0.2,powerplay,powerplay_bowler,1.33,2.0,22.5,0.625,Uttarakhand,2022,True
Rajat Dey,1,2,18,29,0,0,9.67,29.0,18.0,0.5,0.71,0,0.0,0.111,0.0,0.0,0,29,0,0,18,0,,9.67,,0.0,1.0,0.0,middle,part_time_bowler,,0.5,9.0,0.2,Tripura,2023,False
Rajat Paliwal,5,10,132,158,4,0,7.18,31.6,26.4,0.5,0.71,1,0.1,0.28,0.4,0.0,0,123,35,0,114,18,,6.47,11.67,0.0,0.864,0.136,middle,middle_overs_bowler,0.67,0.25,13.2,1.0,Services,2019,True
Rajesh Mohanty,8,12,195,243,4,2,7.48,30.38,24.38,0.667,0.78,2,0.167,0.441,0.333,0.167,175,24,44,150,14,31,7.0,10.29,8.52,0.769,0.072,0.159,powerplay,powerplay_bowler,1.0,0.5,16.25,1.0,Odisha,2021,True
Rajesh Singh,2,5,66,99,0,0,9.0,49.5,33.0,0.4,0.55,0,0.0,0.258,0.0,0.0,41,33,25,24,30,12,10.25,6.6,12.5,0.364,0.455,0.182,middle,powerplay_bowler,,0.4,13.2,0.588,Bihar,2019,True
Rajiv Darjee,1,4,54,81,1,0,9.0,81.0,54.0,0.25,0.5,0,0.0,0.204,0.25,0.0,0,81,0,0,54,0,,9.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.25,13.5,0.475,Sikkim,2020,True
Rajjakuddin Ahmed,17,25,348,484,4,4,8.34,28.47,20.47,0.68,0.75,2,0.08,0.307,0.16,0.16,83,294,107,54,228,66,9.22,7.74,9.73,0.155,0.655,0.19,middle,middle_overs_bowler,1.0,0.43,13.92,1.0,Assam,2022,True
Rakesh Kumar,2,4,83,85,1,0,6.14,42.5,41.5,0.5,0.58,0,0.0,0.289,0.25,0.0,0,85,0,0,83,0,,6.14,,0.0,1.0,0.0,middle,middle_overs_bowler,,0.5,20.75,0.596,Arunachal Pradesh,2020,True
Rakshan Readdi,9,9,188,267,0,1,8.52,29.67,20.89,1.0,0.87,3,0.333,0.372,0.0,0.111,139,39,89,114,26,48,7.32,9.0,11.12,0.606,0.138,0.255,powerplay,powerplay_bowler,0.8,1.25,20.89,1.0,Hyderabad (India),2023,True
Ram Dayal,11,14,270,356,4,1,7.91,32.36,24.55,0.786,0.89,4,0.286,0.393,0.286,0.071,213,23,120,186,18,66,6.87,7.67,10.91,0.689,0.067,0.244,powerplay,powerplay_bowler,0.83,0.75,19.29,1.0,Jammu & Kashmir,2021,True
Ram Gurung,1,3,54,49,0,0,5.44,49.0,54.0,0.333,0.58,0,0.0,0.333,0.0,0.0,0,45,4,0,48,6,,5.62,4.0,0.0,0.889,0.111,death,part_time_bowler,0.5,0.0,18.0,0.412,Meghalaya,2021,True
Ramandeep Singh,7,10,114,161,7,0,8.47,23.0,16.29,0.7,0.95,3,0.3,0.298,0.7,0.0,0,155,6,0,108,6,,8.61,6.0,0.0,0.947,0.053,death,middle_overs_bowler,1.0,0.0,11.4,0.975,Punjab,2023,True
Rana Dutta,12,16,303,373,7,0,7.39,31.08,25.25,0.75,1.13,3,0.188,0.393,0.438,0.0,219,49,105,198,36,69,6.64,8.17,9.13,0.653,0.119,0.228,powerplay,powerplay_bowler,1.5,0.3,18.94,1.0,Tripura,2022,True
Ranjeet Mali,10,5,98,117,4,1,7.16,11.7,9.8,2.0,2.0,3,0.6,0.49,0.8,0.2,50,20,47,48,18,32,6.25,6.67,8.81,0.49,0.184,0.327,powerplay,death_bowler,4.0,0.67,19.6,0.721,Railways,2015,True
Rasikh Salam,9,9,202,265,4,2,7.87,29.44,22.44,1.0,1.22,2,0.222,0.416,0.444,0.222,110,67,88,90,42,70,7.33,9.57,7.54,0.446,0.208,0.347,powerplay,death_bowler,1.5,0.6,22.44,1.0,Jammu & Kashmir,2023,True
Raushan Raj,10,5,120,135,5,0,6.75,13.5,12.0,2.0,1.0,3,0.6,0.45,1.0,0.0,86,0,49,84,0,36,6.14,,8.17,0.7,0.0,0.3,powerplay,death_bowler,2.0,2.0,24.0,0.812,Services,2015,True
Ravi Bishnoi,29,19,438,427,16,0,5.85,14.72,15.1,1.526,0.9,9,0.474,0.427,0.842,0.0,30,312,85,30,336,72,6.0,5.57,7.08,0.068,0.767,0.164,middle,middle_overs_bowler,1.5,1.57,23.05,1.0,Rajasthan,2023,True
Ravi Kiran,20,19,411,531,10,1,7.75,26.55,20.55,1.053,1.22,7,0.368,0.35,0.526,0.053,234,54,243,204,48,159,6.88,6.75,9.17,0.496,0.117,0.387,middle,death_bowler,2.2,0.64,21.63,1.0,Hyderabad (India),2022,True
Ravi Teja,28,20,413,526,12,1,7.64,18.79,14.75,1.4,1.6,7,0.35,0.344,0.6,0.05,127,257,142,108,204,101,7.06,7.56,8.44,0.262,0.494,0.245,powerplay,middle_overs_bowler,2.22,0.73,20.65,1.0,Hyderabad (India),2023,True
Ravikant Singh,2,1,24,31,0,0,7.75,15.5,12.0,2.0,0.0,1,1.0,0.167,0.0,0.0,7,12,12,6,6,12,7.0,12.0,6.0,0.25,0.25,0.5,death,part_time_bowler,2.0,,24.0,0.162,Bengal,2019,False
Ravikumar Thakur,22,12,269,366,5,0,8.16,16.64,12.23,1.833,1.27,7,0.583,0.338,0.417,0.0,88,91,187,66,72,131,8.0,7.58,8.56,0.245,0.268,0.487,middle,death_bowler,2.17,1.5,22.42,1.0,Vidarbha,2017,True
Remruatdika Ralte,3,8,124,166,3,0,8.03,55.33,41.33,0.375,0.74,1,0.125,0.363,0.375,0.0,61,54,51,48,48,28,7.62,6.75,10.93,0.387,0.387,0.226,middle,powerplay_bowler,2.0,0.14,15.5,1.0,Mizoram,2023,True
Reuben Lalhruaizela,1,2,18,41,1,0,13.67,41.0,18.0,0.5,0.71,0,0.0,0.111,0.5,0.0,0,24,17,0,12,6,,12.0,17.0,0.0,0.667,0.333,middle,part_time_bowler,,0.5,9.0,0.2,Mizoram,2019,False
Rex Rajkumar,8,16,269,360,5,1,8.03,45.0,33.62,0.5,0.97,3,0.188,0.413,0.312,0.062,241,62,57,198,46,25,7.3,8.09,13.68,0.736,0.171,0.093,powerplay,powerplay_bowler,1.0,0.38,16.81,1.0,Manipur,2023,True
Rinsangzela Hmamte,3,5,85,100,1,0,7.06,33.33,28.33,0.6,0.55,0,0.0,0.224,0.2,0.0,6,83,11,6,67,12,6.0,7.43,5.5,0.071,0.788,0.141,death,middle_overs_bowler,0.0,0.75,17.0,0.667,Mizoram,2022,True
Rinzing Bhutia,1,2,30,40,1,0,8.0,40.0,30.0,0.5,0.71,0,0.0,0.167,0.5,0.0,0,35,5,0,24,6,,8.75,5.0,0.0,0.8,0.2,death,part_time_bowler,,0.5,15.0,0.25,Sikkim,2018,False
Rishabh Chouhan,1,1,6,4,0,0,4.0,4.0,6.0,1.0,0.0,0,0.0,0.833,0.0,0.0,0,0,4,0,0,6,,,4.0,0.0,0.0,1.0,death,part_time_bowler,1.0,,6.0,0.088,Madhya Pradesh,2018,False
Ritesh Negi,1,3,54,90,1,0,10.0,90.0,54.0,0.333,0.58,0,0.0,0.352,0.333,0.0,49,12,29,30,12,12,9.8,6.0,14.5,0.556,0.222,0.222,middle,part_time_bowler,1.0,0.0,18.0,0.412,Services,2015,True
Ritwik Roy Chowdhury,0,1,6,7,0,0,7.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,7,0,0,6,0,,7.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Bengal,2018,False
Rohan Prem,3,6,78,61,0,0,4.69,20.33,26.0,0.5,0.84,1,0.167,0.474,0.0,0.0,0,61,0,0,78,0,,4.69,,0.0,1.0,0.0,middle,middle_overs_bowler,0.5,,13.0,0.7,Kerala,2018,True
Rohit Dahiya,5,8,126,204,3,1,9.71,40.8,25.2,0.625,1.06,1,0.125,0.278,0.375,0.125,14,142,48,6,102,18,14.0,8.35,16.0,0.048,0.81,0.143,middle,middle_overs_bowler,1.0,0.25,15.75,1.0,Gujarat,2017,True
Rohit Dangwal,4,5,102,130,2,0,7.65,32.5,25.5,0.8,1.3,1,0.2,0.294,0.4,0.0,68,62,0,60,42,0,6.8,8.86,,0.588,0.412,0.0,powerplay,powerplay_bowler,1.33,0.0,20.4,0.738,Uttarakhand,2018,True
Rohit Rayudu,1,2,12,17,0,0,8.5,17.0,12.0,0.5,0.71,0,0.0,0.333,0.0,0.0,0,17,0,0,12,0,,8.5,,0.0,1.0,0.0,middle,part_time_bowler,0.5,,6.0,0.175,Hyderabad (India),2021,False
Rohit Sharma,0,5,84,97,6,1,6.93,,,0.0,0.0,0,0.0,0.488,1.2,0.2,80,10,7,72,6,6,6.67,10.0,7.0,0.857,0.071,0.071,powerplay,powerplay_bowler,,0.0,16.8,0.662,Jammu & Kashmir,2015,True
Rojith Ganesh,0,1,6,16,0,0,16.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,16,0,0,6,0,,16.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Kerala,2021,False
Rongsen Jonathan,2,6,83,103,4,0,7.45,51.5,41.5,0.333,0.52,0,0.0,0.313,0.667,0.0,0,75,28,0,66,17,,6.82,9.88,0.0,0.795,0.205,middle,middle_overs_bowler,1.0,0.2,13.83,0.721,Nagaland,2023,True
Roosh Kalaria,28,24,498,610,10,0,7.35,21.79,17.79,1.167,0.76,7,0.292,0.398,0.417,0.0,255,57,298,240,66,192,6.38,5.18,9.31,0.482,0.133,0.386,middle,death_bowler,1.2,1.11,20.75,1.0,Gujarat,2022,True
Roshan Alam,10,12,246,264,6,0,6.44,26.4,24.6,0.833,0.94,2,0.167,0.366,0.5,0.0,5,182,77,6,198,42,5.0,5.52,11.0,0.024,0.805,0.171,powerplay,middle_overs_bowler,1.0,0.71,20.5,1.0,Assam,2022,True
Royston Dias,3,4,82,142,3,0,10.39,47.33,27.33,0.75,0.96,1,0.25,0.341,0.75,0.0,66,36,40,42,18,22,9.43,12.0,10.91,0.512,0.22,0.268,powerplay,powerplay_bowler,1.0,0.5,20.5,0.592,Mumbai,2024,True
S Akhil,0,1,12,10,1,0,5.0,,,0.0,0.0,0,0.0,0.5,1.0,0.0,0,10,0,0,12,0,,5.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,12.0,0.112,Andhra,2023,False
S Aravind,20,12,254,300,6,1,7.09,15.0,12.7,1.667,0.98,5,0.417,0.394,0.5,0.083,150,39,111,132,36,86,6.82,6.5,7.74,0.52,0.142,0.339,middle,death_bowler,1.43,2.0,21.17,1.0,Karnataka,2017,True
S Ashish,1,1,24,24,0,0,6.0,24.0,24.0,1.0,0.0,0,0.0,0.292,0.0,0.0,0,24,0,0,24,0,,6.0,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,24.0,0.162,Andhra,2020,False
S Baliyan,1,2,36,42,0,0,7.0,42.0,36.0,0.5,0.71,0,0.0,0.222,0.0,0.0,0,33,9,0,30,6,,6.6,9.0,0.0,0.833,0.167,middle,part_time_bowler,1.0,0.0,18.0,0.275,Uttarakhand,2022,False
S Dube,29,34,596,842,21,5,8.48,29.03,20.55,0.853,0.89,7,0.206,0.29,0.618,0.147,100,502,240,78,384,134,7.69,7.84,10.75,0.131,0.644,0.225,powerplay,middle_overs_bowler,1.1,0.46,17.53,1.0,Mumbai,2024,True
S Gani,0,1,6,8,0,0,8.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,8,0,0,6,0,,8.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Bihar,2020,False
S Gopal,38,27,500,563,5,0,6.76,14.82,13.16,1.407,1.53,11,0.407,0.408,0.185,0.0,30,497,36,18,434,48,10.0,6.87,4.5,0.036,0.868,0.096,death,middle_overs_bowler,1.68,0.2,18.52,1.0,Karnataka,2023,True
S Hegde,1,3,60,84,0,0,8.4,84.0,60.0,0.333,0.58,0,0.0,0.283,0.0,0.0,13,71,0,6,54,0,13.0,7.89,,0.1,0.9,0.0,middle,middle_overs_bowler,1.0,0.0,20.0,0.438,Karnataka,2023,True
S Kaul,60,47,1028,1360,23,2,7.94,22.67,17.13,1.277,1.21,17,0.362,0.407,0.489,0.043,485,227,648,456,162,410,6.38,8.41,9.48,0.444,0.158,0.399,powerplay,death_bowler,1.31,1.22,21.87,1.0,Punjab,2023,True
S Ladda,3,1,24,30,0,1,7.5,10.0,8.0,3.0,0.0,1,1.0,0.583,0.0,1.0,6,24,0,6,18,0,6.0,8.0,,0.25,0.75,0.0,powerplay,part_time_bowler,3.0,,24.0,0.162,Punjab,2015,False
S Midhun,24,24,530,588,8,0,6.66,24.5,22.08,1.0,1.1,5,0.208,0.355,0.333,0.0,58,432,98,42,404,84,8.29,6.42,7.0,0.079,0.762,0.158,middle,middle_overs_bowler,1.13,0.78,22.08,1.0,Kerala,2022,True
S Nadeem,29,28,647,692,12,1,6.42,23.86,22.31,1.036,0.96,7,0.25,0.368,0.429,0.036,132,432,128,114,414,119,6.95,6.26,6.45,0.176,0.64,0.184,middle,middle_overs_bowler,1.33,0.69,23.11,1.0,Jharkhand,2021,True
S Sanandia,21,10,212,227,1,2,6.42,10.81,10.1,2.1,0.88,8,0.8,0.467,0.1,0.2,132,18,77,120,18,74,6.6,6.0,6.24,0.566,0.085,0.349,middle,death_bowler,2.33,1.75,21.2,1.0,Saurashtra,2017,True
S Sandeep Warrier,35,37,785,968,33,6,7.4,27.66,22.43,0.946,0.91,10,0.27,0.462,0.892,0.162,497,119,352,468,114,203,6.37,6.26,10.4,0.596,0.145,0.259,middle,powerplay_bowler,1.04,0.73,21.22,1.0,Kerala,2023,True
S Santhosh Kumaran,0,1,4,11,1,0,16.5,,,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,11,0,0,4,,,16.5,0.0,0.0,1.0,death,part_time_bowler,,0.0,4.0,0.079,Puducherry,2018,False
S Solanki,0,2,24,36,0,0,9.0,,,0.0,0.0,0,0.0,0.375,0.0,0.0,0,18,18,0,18,6,,6.0,18.0,0.0,0.75,0.25,middle,part_time_bowler,,0.0,12.0,0.225,Madhya Pradesh,2023,False
S Sreesanth,4,4,84,136,5,0,9.71,34.0,21.0,1.0,0.82,1,0.25,0.345,1.25,0.0,58,50,28,36,36,12,9.67,8.33,14.0,0.429,0.429,0.143,middle,powerplay_bowler,1.5,0.5,21.0,0.6,Kerala,2020,True
SB Jakati,13,11,248,306,4,0,7.4,23.54,19.08,1.182,1.54,4,0.364,0.355,0.364,0.0,11,174,121,6,168,74,11.0,6.21,9.81,0.024,0.677,0.298,middle,middle_overs_bowler,0.0,1.3,22.55,1.0,Goa,2017,True
SB Kurkalang,0,1,6,13,1,0,13.0,,,0.0,0.0,0,0.0,0.0,1.0,0.0,0,13,0,0,6,0,,13.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Meghalaya,2023,False
SB Wagh,32,23,451,531,19,1,7.06,16.59,14.09,1.391,1.16,10,0.435,0.424,0.826,0.043,332,4,195,306,12,133,6.51,2.0,8.8,0.678,0.027,0.295,middle,powerplay_bowler,1.53,1.12,19.61,1.0,Vidarbha,2021,True
SC Das,1,2,30,47,0,0,9.4,47.0,30.0,0.5,0.71,0,0.0,0.167,0.0,0.0,0,22,25,0,18,12,,7.33,12.5,0.0,0.6,0.4,middle,part_time_bowler,,0.5,15.0,0.25,Tripura,2015,False
SD Lad,17,26,324,391,16,1,7.24,23.0,19.06,0.654,1.2,4,0.154,0.358,0.615,0.038,68,285,38,54,234,36,7.56,7.31,6.33,0.167,0.722,0.111,death,middle_overs_bowler,0.75,0.5,12.46,1.0,Mumbai,2022,True
SD Patel,0,1,6,20,1,0,20.0,,,0.0,0.0,0,0.0,0.167,1.0,0.0,0,20,0,0,6,0,,20.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Baroda,2022,False
SI Sopariya,3,4,90,100,0,0,6.67,33.33,30.0,0.75,0.5,0,0.0,0.467,0.0,0.0,29,42,29,48,30,12,3.62,8.4,14.5,0.533,0.333,0.133,powerplay,powerplay_bowler,0.67,1.0,22.5,0.625,Baroda,2023,True
SJ Barman,2,4,90,107,0,0,7.13,53.5,45.0,0.5,0.58,0,0.0,0.256,0.0,0.0,14,92,1,6,78,6,14.0,7.08,1.0,0.067,0.867,0.067,death,middle_overs_bowler,,0.5,22.5,0.625,Assam,2017,True
SK Das,0,1,6,15,0,0,15.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,15,0,0,6,0,0,15.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,6.0,0.088,Arunachal Pradesh,2023,False
SK Ismail,4,5,110,166,4,0,9.05,41.5,27.5,0.8,1.3,1,0.2,0.255,0.8,0.0,16,126,24,12,90,8,8.0,8.4,18.0,0.109,0.818,0.073,powerplay,middle_overs_bowler,1.5,0.33,22.0,0.771,Andhra,2020,True
SK Raina,2,10,108,112,2,0,6.22,56.0,54.0,0.2,0.42,0,0.0,0.259,0.2,0.0,0,68,44,0,66,42,,6.18,6.29,0.0,0.611,0.389,middle,death_bowler,0.25,0.0,10.8,0.95,Uttar Pradesh,2020,True
SK Rasheed,0,2,24,32,0,0,8.0,,,0.0,0.0,0,0.0,0.25,0.0,0.0,0,32,0,0,24,0,,8.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,12.0,0.225,Andhra,2022,False
SL Verma,2,3,30,29,0,0,5.8,14.5,15.0,0.667,0.58,0,0.0,0.267,0.0,0.0,0,25,4,0,24,6,,6.25,4.0,0.0,0.8,0.2,death,part_time_bowler,0.5,1.0,10.0,0.312,Himachal,2022,True
SM Fallah,26,28,604,750,23,0,7.45,28.85,23.23,0.929,0.6,4,0.143,0.389,0.821,0.0,335,34,381,348,32,224,5.78,6.38,10.21,0.576,0.053,0.371,powerplay,death_bowler,1.19,0.58,21.57,1.0,Maharashtra,2020,True
SM Gugale,4,4,51,97,1,2,11.41,24.25,12.75,1.0,1.41,1,0.25,0.196,0.25,0.5,0,62,35,0,30,21,,12.4,10.0,0.0,0.588,0.412,death,part_time_bowler,2.0,0.0,12.75,0.462,Maharashtra,2017,True
SM Kazi,18,14,288,352,2,0,7.33,19.56,16.0,1.286,0.83,5,0.357,0.319,0.143,0.0,52,258,42,36,216,36,8.67,7.17,7.0,0.125,0.75,0.125,death,middle_overs_bowler,1.25,1.33,20.57,1.0,Maharashtra,2020,True
SN Khan,0,1,6,6,0,0,6.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,0,6,0,0,6,,,6.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,6.0,0.088,Mumbai,2020,False
SN Patel,4,3,60,95,1,0,9.5,23.75,15.0,1.333,2.31,1,0.333,0.433,0.333,0.0,35,27,33,24,24,12,8.75,6.75,16.5,0.4,0.4,0.2,middle,powerplay_bowler,1.33,,20.0,0.438,Gujarat,2023,True
SN Thakur,35,32,675,925,35,2,8.22,26.43,19.29,1.094,0.86,11,0.344,0.391,1.094,0.062,471,143,311,348,120,207,8.12,7.15,9.01,0.516,0.178,0.307,middle,death_bowler,1.26,0.67,21.09,1.0,Mumbai,2024,True
SP Tari,1,2,36,51,0,0,8.5,51.0,36.0,0.5,0.71,0,0.0,0.444,0.0,0.0,26,6,19,18,6,12,8.67,6.0,9.5,0.5,0.167,0.333,middle,part_time_bowler,0.0,1.0,18.0,0.275,Goa,2023,False
SS Agarwal,9,8,137,154,3,0,6.74,17.11,15.22,1.125,1.73,2,0.25,0.365,0.375,0.0,12,114,28,12,102,23,6.0,6.71,7.3,0.088,0.745,0.168,powerplay,middle_overs_bowler,1.67,0.8,17.12,1.0,Chhattisgarh,2023,True
SS Bandekar,10,6,132,143,5,0,6.5,14.3,13.2,1.667,1.37,3,0.5,0.47,0.833,0.0,57,32,54,72,24,36,4.75,8.0,9.0,0.545,0.182,0.273,powerplay,powerplay_bowler,2.0,1.6,22.0,0.875,Goa,2015,True
SS Bandiwar,3,3,60,76,3,1,7.6,25.33,20.0,1.0,0.0,0,0.0,0.433,1.0,0.333,63,13,0,54,6,0,7.0,13.0,,0.9,0.1,0.0,powerplay,powerplay_bowler,,1.0,20.0,0.438,Vidarbha,2015,True
SS Dobal,1,1,6,4,0,0,4.0,4.0,6.0,1.0,0.0,0,0.0,0.333,0.0,0.0,0,4,0,0,6,0,,4.0,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,6.0,0.088,Rajasthan,2015,False
SS Ghosh,0,3,42,47,0,0,6.71,,,0.0,0.0,0,0.0,0.31,0.0,0.0,29,18,0,24,18,0,7.25,6.0,,0.571,0.429,0.0,middle,part_time_bowler,0.0,0.0,14.0,0.362,Tripura,2023,True
SS Iyer,1,3,41,73,1,0,10.68,73.0,41.0,0.333,0.58,0,0.0,0.317,0.333,0.0,0,73,0,0,41,0,,10.68,,0.0,1.0,0.0,middle,part_time_bowler,0.5,0.0,13.67,0.358,Mumbai,2019,True
SS Majumder,14,16,274,316,6,0,6.92,22.57,19.57,0.875,1.02,5,0.312,0.281,0.375,0.0,33,187,96,30,162,82,6.6,6.93,7.02,0.109,0.591,0.299,powerplay,middle_overs_bowler,1.5,0.67,17.12,1.0,Tripura,2023,True
SS Mundhe,12,23,367,507,20,0,8.29,42.25,30.58,0.522,0.73,3,0.13,0.357,0.87,0.0,192,181,134,156,132,79,7.38,8.23,10.18,0.425,0.36,0.215,powerplay,powerplay_bowler,0.89,0.29,15.96,1.0,Nagaland,2022,True
SS Prabhudessai,2,9,102,129,3,1,7.59,64.5,51.0,0.222,0.44,0,0.0,0.255,0.333,0.111,0,101,28,0,90,12,,6.73,14.0,0.0,0.882,0.118,middle,middle_overs_bowler,0.25,0.2,11.33,0.925,Goa,2022,True
SS Shinde,3,4,68,102,2,1,9.0,34.0,22.67,0.75,0.5,0,0.0,0.176,0.5,0.25,0,80,22,0,54,14,,8.89,9.43,0.0,0.794,0.206,middle,middle_overs_bowler,1.0,0.67,17.0,0.533,Gujarat,2017,True
SS Tiwary,0,1,6,8,0,0,8.0,,,0.0,0.0,0,0.0,0.5,0.0,0.0,0,0,8,0,0,6,,,8.0,0.0,0.0,1.0,death,part_time_bowler,0.0,,6.0,0.088,Jharkhand,2018,False
SSK Chaudhary,1,1,24,24,0,0,6.0,24.0,24.0,1.0,0.0,0,0.0,0.5,0.0,0.0,0,24,0,0,24,0,,6.0,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,24.0,0.162,Bengal,2024,False
STR Binny,23,24,409,527,9,3,7.73,22.91,17.78,0.958,1.04,6,0.25,0.394,0.375,0.125,212,219,96,168,180,61,7.57,7.3,9.44,0.411,0.44,0.149,middle,powerplay_bowler,1.23,0.64,17.04,1.0,Karnataka,2020,True
