player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
SZ Mulani,35,31,679,739,17,0,6.53,21.11,19.4,1.129,0.99,11,0.355,0.427,0.548,0.0,239,453,47,222,421,36,6.46,6.46,7.83,0.327,0.62,0.053,powerplay,powerplay_bowler,1.08,1.29,21.9,1.0,Mumbai,2023,True
Sachidanand Pandey,10,12,235,360,9,0,9.19,36.0,23.5,0.833,0.94,2,0.167,0.315,0.75,0.0,138,71,151,84,72,79,9.86,5.92,11.47,0.357,0.306,0.336,middle,death_bowler,1.0,0.71,19.58,1.0,Services,2021,True
Sachin Baby,5,9,106,129,0,0,7.3,25.8,21.2,0.556,0.73,1,0.111,0.33,0.0,0.0,6,102,21,6,84,16,6.0,7.29,7.88,0.057,0.792,0.151,powerplay,middle_overs_bowler,0.4,0.75,11.78,0.942,Kerala,2021,True
Sachin Kumar,6,8,131,156,3,0,7.15,26.0,21.83,0.75,1.04,1,0.125,0.328,0.375,0.0,13,108,35,6,90,35,13.0,7.2,6.0,0.046,0.687,0.267,death,middle_overs_bowler,1.25,0.25,16.38,1.0,Bihar,2022,True
Sagar Trivedi,17,17,354,550,15,4,9.32,32.35,20.82,1.0,1.17,4,0.235,0.305,0.882,0.235,214,158,178,132,102,120,9.73,9.29,8.9,0.373,0.288,0.339,death,death_bowler,1.29,0.8,20.82,1.0,Puducherry,2021,True
Sagar Udeshi,15,19,438,444,1,1,6.08,29.6,29.2,0.789,0.79,4,0.211,0.418,0.053,0.053,159,212,73,138,228,72,6.91,5.58,6.08,0.315,0.521,0.164,middle,powerplay_bowler,1.14,0.58,23.05,1.0,Puducherry,2022,True
Sahban Khan,0,1,16,15,2,0,5.62,,,0.0,0.0,0,0.0,0.5,2.0,0.0,0,3,12,0,6,10,,3.0,7.2,0.0,0.375,0.625,middle,part_time_bowler,,0.0,16.0,0.129,Chhattisgarh,2022,False
Sahil Lotra,1,3,66,71,1,0,6.45,71.0,66.0,0.333,0.58,0,0.0,0.303,0.333,0.0,0,71,0,0,66,0,,6.45,,0.0,1.0,0.0,middle,middle_overs_bowler,0.0,1.0,22.0,0.462,Jammu & Kashmir,2023,True
Sairaj Patil,0,2,18,35,1,1,11.67,,,0.0,0.0,0,0.0,0.278,0.5,0.5,12,0,23,6,0,12,12.0,,11.5,0.333,0.0,0.667,death,part_time_bowler,0.0,,9.0,0.2,Mumbai,2022,False
Sakib Hussain,4,2,24,47,5,0,11.75,11.75,6.0,2.0,2.83,1,0.5,0.333,2.5,0.0,0,47,0,0,24,0,,11.75,,0.0,1.0,0.0,middle,part_time_bowler,,2.0,12.0,0.225,Bihar,2022,False
Salman Baig,0,2,12,21,0,0,10.5,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,21,0,0,12,0,,10.5,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.175,Madhya Pradesh,2018,False
Samar Quadri,8,11,231,233,0,0,6.05,29.12,28.88,0.727,0.79,2,0.182,0.407,0.0,0.0,0,177,56,0,201,30,,5.28,11.2,0.0,0.87,0.13,middle,middle_overs_bowler,1.0,0.4,21.0,1.0,Bihar,2021,True
Samarth Seth,2,5,50,88,2,0,10.56,44.0,25.0,0.4,0.55,0,0.0,0.2,0.4,0.0,19,30,39,6,30,14,19.0,6.0,16.71,0.12,0.6,0.28,middle,part_time_bowler,,0.4,10.0,0.521,Arunachal Pradesh,2019,True
Sameer Choudhary,1,1,24,33,0,0,8.25,33.0,24.0,1.0,0.0,0,0.0,0.25,0.0,0.0,29,4,0,18,6,0,9.67,4.0,,0.75,0.25,0.0,middle,part_time_bowler,,1.0,24.0,0.162,Uttar Pradesh,2021,False
Sammar Gajjar,0,1,5,14,0,0,16.8,,,0.0,0.0,0,0.0,0.2,0.0,0.0,0,7,7,0,3,2,,14.0,21.0,0.0,0.6,0.4,middle,part_time_bowler,,0.0,5.0,0.083,Saurashtra,2024,False
Sams Alam,1,3,52,111,1,0,12.81,111.0,52.0,0.333,0.58,0,0.0,0.25,0.333,0.0,60,17,34,36,4,12,10.0,25.5,17.0,0.692,0.077,0.231,powerplay,part_time_bowler,,0.33,17.33,0.404,Arunachal Pradesh,2018,True
Sandeep Sharma,24,25,540,656,10,0,7.29,27.33,22.5,0.96,0.98,4,0.16,0.402,0.4,0.0,303,38,315,282,42,216,6.45,5.43,8.75,0.522,0.078,0.4,middle,death_bowler,1.07,0.8,21.6,1.0,Punjab,2024,True
Sanjay Budhwar,0,2,39,46,2,0,7.08,,,0.0,0.0,0,0.0,0.256,1.0,0.0,0,33,13,0,30,9,,6.6,8.67,0.0,0.769,0.231,middle,part_time_bowler,,0.0,19.5,0.288,Haryana,2015,False
Sanjay Raghunath,0,1,12,10,0,0,5.0,,,0.0,0.0,0,0.0,0.583,0.0,0.0,0,0,10,0,0,12,,,5.0,0.0,0.0,1.0,death,part_time_bowler,0.0,,12.0,0.112,Vidarbha,2021,False
Sankar Paul,9,12,192,219,7,2,6.84,24.33,21.33,0.75,0.97,2,0.167,0.411,0.583,0.167,40,138,41,30,132,30,8.0,6.27,8.2,0.156,0.688,0.156,middle,middle_overs_bowler,0.6,0.86,16.0,1.0,Tripura,2023,True
Santha Moorthy,6,3,60,85,2,0,8.5,14.17,10.0,2.0,2.65,1,0.333,0.4,0.667,0.0,46,25,14,30,24,6,9.2,6.25,14.0,0.5,0.4,0.1,middle,powerplay_bowler,5.0,0.5,20.0,0.438,Puducherry,2020,True
Sanvir Singh,4,6,78,128,5,0,9.85,32.0,19.5,0.667,0.82,1,0.167,0.231,0.833,0.0,10,100,18,6,66,6,10.0,9.09,18.0,0.077,0.846,0.077,middle,middle_overs_bowler,0.0,1.0,13.0,0.7,Punjab,2023,True
Sarang Rawat,1,1,18,30,0,0,10.0,30.0,18.0,1.0,0.0,0,0.0,0.278,0.0,0.0,0,30,0,0,18,0,,10.0,,0.0,1.0,0.0,middle,part_time_bowler,1.0,,18.0,0.138,Delhi,2015,False
Saransh Jain,7,9,174,210,2,1,7.24,30.0,24.86,0.778,0.97,1,0.111,0.356,0.222,0.111,40,168,2,24,144,6,10.0,7.0,2.0,0.138,0.828,0.034,death,middle_overs_bowler,1.33,0.5,19.33,1.0,Madhya Pradesh,2023,True
Sarbeswar Mohanty,1,4,54,68,6,0,7.56,68.0,54.0,0.25,0.5,0,0.0,0.389,1.5,0.0,0,61,7,0,42,12,,8.71,3.5,0.0,0.778,0.222,death,part_time_bowler,1.0,0.0,13.5,0.475,Odisha,2021,True
Sarfaraz Ashraf,5,6,96,138,5,0,8.62,27.6,19.2,0.833,1.17,1,0.167,0.281,0.833,0.0,16,91,31,18,60,18,5.33,9.1,10.33,0.188,0.625,0.188,powerplay,middle_overs_bowler,,0.83,16.0,0.775,Bihar,2019,True
Saruk Hossain,1,3,42,41,3,0,5.86,41.0,42.0,0.333,0.58,0,0.0,0.381,1.0,0.0,1,32,8,6,30,6,1.0,6.4,8.0,0.143,0.714,0.143,powerplay,part_time_bowler,0.33,,14.0,0.362,Tripura,2021,True
Sarul Kanwar,0,1,6,13,0,0,13.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13,0,0,6,0,,13.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Chandigarh,2021,False
Satender Thakran,0,2,30,42,0,0,8.4,,,0.0,0.0,0,0.0,0.133,0.0,0.0,17,25,0,12,18,0,8.5,8.33,,0.4,0.6,0.0,middle,part_time_bowler,,0.0,15.0,0.25,Railways,2017,False
Satish Jangir,3,4,60,70,0,0,7.0,23.33,20.0,0.75,0.96,1,0.25,0.35,0.0,0.0,0,48,22,0,54,6,,5.33,22.0,0.0,0.9,0.1,middle,middle_overs_bowler,,0.75,15.0,0.5,Puducherry,2022,True
Satyajeet Bachhav,41,34,786,879,12,1,6.71,21.44,19.17,1.206,1.04,13,0.382,0.361,0.353,0.029,202,547,130,180,504,102,6.73,6.51,7.65,0.229,0.641,0.13,middle,middle_overs_bowler,1.38,0.92,23.12,1.0,Maharashtra,2021,True
Saurabh Das,3,12,177,227,2,0,7.69,75.67,59.0,0.25,0.45,0,0.0,0.305,0.167,0.0,73,115,39,60,93,24,7.3,7.42,9.75,0.339,0.525,0.136,powerplay,powerplay_bowler,0.33,0.22,14.75,1.0,Tripura,2021,True
Saurabh Dubey,0,2,12,16,0,0,8.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,7,9,0,6,6,,7.0,9.0,0.0,0.5,0.5,middle,part_time_bowler,0.0,,6.0,0.175,Uttar Pradesh,2015,False
Saurabh Kumar,23,28,548,651,9,0,7.13,28.3,23.83,0.821,1.25,5,0.179,0.33,0.321,0.0,163,434,54,120,389,39,8.15,6.69,8.31,0.219,0.71,0.071,middle,middle_overs_bowler,1.2,0.38,19.57,1.0,Uttar Pradesh,2021,True
Saurabh Rawat,0,1,6,14,1,0,14.0,,,0.0,0.0,0,0.0,0.167,1.0,0.0,0,14,0,0,6,0,,14.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Uttarakhand,2018,False
Saurabh Wakaskar,0,1,6,6,0,0,6.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,6,0,0,6,0,,6.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Railways,2015,False
Saurav Chauhan,0,1,6,11,0,0,11.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,11,0,0,6,0,,11.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Gujarat,2022,False
Sayan Ghosh,32,25,534,681,25,1,7.65,21.28,16.69,1.28,1.4,7,0.28,0.382,1.0,0.04,133,226,322,114,192,228,7.0,7.06,8.47,0.213,0.36,0.427,powerplay,death_bowler,1.56,0.78,21.36,1.0,Bengal,2024,True
Sayan Mondal,3,6,102,165,7,1,9.71,55.0,34.0,0.5,0.84,1,0.167,0.265,1.167,0.167,54,104,7,24,72,6,13.5,8.67,7.0,0.235,0.706,0.059,death,middle_overs_bowler,1.0,0.25,17.0,0.8,Bengal,2015,True
Shahbaz Ahmed,27,29,594,670,8,1,6.77,24.81,22.0,0.931,0.8,6,0.207,0.37,0.276,0.034,116,462,92,102,444,48,6.82,6.24,11.5,0.172,0.747,0.081,middle,middle_overs_bowler,0.89,1.0,20.48,1.0,Bengal,2024,True
Shakeeb Ahmed,17,14,270,403,9,2,8.96,23.71,15.88,1.214,0.97,6,0.429,0.363,0.643,0.143,190,33,180,144,24,102,7.92,8.25,10.59,0.533,0.089,0.378,powerplay,death_bowler,1.67,0.88,19.29,1.0,Chhattisgarh,2019,True
Shanu Saini,6,5,114,107,2,0,5.63,17.83,19.0,1.2,0.84,2,0.4,0.386,0.4,0.0,0,71,36,0,90,24,,4.73,9.0,0.0,0.789,0.211,middle,middle_overs_bowler,1.5,1.0,22.8,0.788,Uttar Pradesh,2020,True
Sharafuddeen,1,3,48,84,0,0,10.5,84.0,48.0,0.333,0.58,0,0.0,0.354,0.0,0.0,54,23,7,30,12,6,10.8,11.5,7.0,0.625,0.25,0.125,death,part_time_bowler,0.5,0.0,16.0,0.388,Kerala,2021,True
Sharukh Dar,1,1,24,30,1,0,7.5,30.0,24.0,1.0,0.0,0,0.0,0.375,1.0,0.0,12,9,9,12,6,6,6.0,9.0,9.0,0.5,0.25,0.25,powerplay,part_time_bowler,1.0,,24.0,0.162,Jammu & Kashmir,2018,False
Shashank Singh,11,15,228,319,5,0,8.39,29.0,20.73,0.733,1.1,3,0.2,0.276,0.333,0.0,37,213,69,24,156,48,9.25,8.19,8.62,0.105,0.684,0.211,middle,middle_overs_bowler,1.0,0.5,15.2,1.0,Chhattisgarh,2023,True
Shasheem Rathour,7,10,162,149,4,0,5.52,21.29,23.14,0.7,0.67,1,0.1,0.451,0.4,0.0,13,105,31,18,120,24,4.33,5.25,7.75,0.111,0.741,0.148,powerplay,middle_overs_bowler,0.88,0.0,16.2,1.0,Bihar,2020,True
Shashi Anand,0,1,4,12,0,0,18.0,,,0.0,0.0,0,0.0,0.25,0.0,0.0,12,0,0,4,0,0,18.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,4.0,0.079,Bihar,2021,False
Shashi Shekhar,3,4,81,89,1,1,6.59,29.67,27.0,0.75,0.96,1,0.25,0.481,0.25,0.25,70,11,8,72,3,6,5.83,22.0,8.0,0.889,0.037,0.074,powerplay,powerplay_bowler,,0.75,20.25,0.588,Bihar,2019,True
Shashwat Rawat,1,1,2,6,0,0,18.0,6.0,2.0,1.0,0.0,0,0.0,0.5,0.0,0.0,0,0,6,0,0,2,,,18.0,0.0,0.0,1.0,death,part_time_bowler,,1.0,2.0,0.071,Baroda,2024,False
Shiva Chauhan,0,1,12,17,0,0,8.5,,,0.0,0.0,0,0.0,0.25,0.0,0.0,0,17,0,0,12,0,,8.5,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,12.0,0.112,Rajasthan,2021,False
Shiva Singh,7,15,307,346,2,0,6.76,49.43,43.86,0.467,0.64,1,0.067,0.375,0.133,0.0,44,267,35,36,252,19,7.33,6.36,11.05,0.117,0.821,0.062,middle,middle_overs_bowler,0.56,0.33,20.47,1.0,Uttar Pradesh,2023,True
Shivam Chaudhary,3,14,184,227,4,0,7.4,75.67,61.33,0.214,0.43,0,0.0,0.337,0.286,0.0,71,154,2,52,126,6,8.19,7.33,2.0,0.283,0.685,0.033,death,middle_overs_bowler,0.33,0.12,13.14,1.0,Railways,2023,True
Shivam Kumar,1,6,89,131,0,0,8.83,131.0,89.0,0.167,0.41,0,0.0,0.258,0.0,0.0,0,131,0,0,89,0,,8.83,,0.0,1.0,0.0,middle,middle_overs_bowler,,0.17,14.83,0.746,Bihar,2019,True
Shivam Mavi,8,8,167,245,8,1,8.8,30.62,20.88,1.0,1.51,3,0.375,0.359,1.0,0.125,62,72,111,54,54,59,6.89,8.0,11.29,0.323,0.323,0.353,powerplay,death_bowler,2.0,0.4,20.88,1.0,Uttar Pradesh,2024,True
Shivam Sharma,7,6,109,108,1,0,5.94,15.43,15.57,1.167,1.33,3,0.5,0.468,0.167,0.0,13,80,15,6,85,18,13.0,5.65,5.0,0.055,0.78,0.165,death,middle_overs_bowler,1.25,1.0,18.17,0.829,Delhi,2021,True
Shivam Shukla,2,3,60,71,2,0,7.1,35.5,30.0,0.667,0.58,0,0.0,0.317,0.667,0.0,25,46,0,18,42,0,8.33,6.57,,0.3,0.7,0.0,middle,middle_overs_bowler,0.5,1.0,20.0,0.438,Madhya Pradesh,2024,True
Shivank Vashisth,16,8,174,166,0,0,5.72,10.38,10.88,2.0,1.69,4,0.5,0.46,0.0,0.0,14,145,7,18,150,6,4.67,5.8,7.0,0.103,0.862,0.034,powerplay,middle_overs_bowler,2.2,1.67,21.75,1.0,Delhi,2022,True
Shivendra Singh,8,12,237,316,1,0,8.0,39.5,29.62,0.667,0.89,3,0.25,0.27,0.083,0.0,32,203,81,24,162,51,8.0,7.52,9.53,0.101,0.684,0.215,middle,middle_overs_bowler,0.67,0.67,19.75,1.0,Chhattisgarh,2020,True
Shoaib Mohammed Khan,5,11,210,237,3,0,6.77,47.4,42.0,0.455,0.52,0,0.0,0.343,0.273,0.0,64,161,12,60,138,12,6.4,7.0,6.0,0.286,0.657,0.057,death,middle_overs_bowler,0.75,0.29,19.09,1.0,Andhra,2022,True
Shourabh Kharwar,0,1,6,17,0,0,17.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,17,0,0,6,0,,17.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Chhattisgarh,2020,False
Shreshth Nirmohi,5,8,156,238,2,1,9.15,47.6,31.2,0.625,0.74,1,0.125,0.359,0.25,0.125,128,35,75,108,24,24,7.11,8.75,18.75,0.692,0.154,0.154,powerplay,powerplay_bowler,0.5,0.67,19.5,1.0,Chandigarh,2021,True
Shubham Chaubey,0,2,18,30,0,0,10.0,,,0.0,0.0,0,0.0,0.056,0.0,0.0,0,30,0,0,18,0,,10.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,9.0,0.2,Railways,2021,False
Shubham Kamal Sharma,4,4,90,85,1,0,5.67,21.25,22.5,1.0,1.41,1,0.25,0.422,0.25,0.0,20,65,0,30,60,0,4.0,6.5,,0.333,0.667,0.0,powerplay,powerplay_bowler,1.33,0.0,22.5,0.625,Rajasthan,2021,True
Shubham Kumar Singh,1,2,36,56,2,0,9.33,56.0,36.0,0.5,0.71,0,0.0,0.361,1.0,0.0,31,0,25,24,0,12,7.75,,12.5,0.667,0.0,0.333,powerplay,part_time_bowler,0.0,1.0,18.0,0.275,Jharkhand,2021,False
Shubham Pundir,0,1,18,22,2,0,7.33,,,0.0,0.0,0,0.0,0.167,2.0,0.0,0,22,0,0,18,0,,7.33,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Jammu & Kashmir,2023,False
Shubham Ranjane,16,24,363,442,4,0,7.31,27.62,22.69,0.667,0.92,5,0.208,0.298,0.167,0.0,0,384,58,0,324,39,,7.11,8.92,0.0,0.893,0.107,middle,middle_overs_bowler,0.76,0.43,15.12,1.0,Mumbai,2021,True
Shubham Sharma,1,3,30,24,0,0,4.8,24.0,30.0,0.333,0.58,0,0.0,0.4,0.0,0.0,0,24,0,0,30,0,,4.8,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.5,10.0,0.312,Madhya Pradesh,2023,True
Shubham Singh,5,9,174,246,1,0,8.48,49.2,34.8,0.556,0.73,1,0.111,0.385,0.111,0.0,52,160,34,42,114,18,7.43,8.42,11.33,0.241,0.655,0.103,powerplay,middle_overs_bowler,0.33,1.0,19.33,1.0,Chhattisgarh,2019,True
Sibsankar Roy,6,8,84,93,1,0,6.64,15.5,14.0,0.75,0.46,0,0.0,0.31,0.125,0.0,5,88,0,6,78,0,5.0,6.77,,0.071,0.929,0.0,powerplay,middle_overs_bowler,0.5,0.83,10.5,0.85,Assam,2023,True
Siddhant Sharma,0,1,6,9,0,0,9.0,,,0.0,0.0,0,0.0,0.5,0.0,0.0,9,0,0,6,0,0,9.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,0.0,,6.0,0.088,Delhi,2020,False
Siddhesh Neral,1,1,18,13,3,0,4.33,13.0,18.0,1.0,0.0,0,0.0,0.667,3.0,0.0,8,0,5,12,0,6,4.0,,5.0,0.667,0.0,0.333,powerplay,part_time_bowler,1.0,,18.0,0.138,Vidarbha,2021,False
Sidharth Sharma,0,1,24,27,1,0,6.75,,,0.0,0.0,0,0.0,0.417,1.0,0.0,14,13,0,12,12,0,7.0,6.5,,0.5,0.5,0.0,middle,part_time_bowler,,0.0,24.0,0.162,Himachal Pradesh,2022,False
Sijomon Joseph,2,5,102,136,3,0,8.0,68.0,51.0,0.4,0.89,1,0.2,0.324,0.6,0.0,36,69,31,30,54,18,7.2,7.67,10.33,0.294,0.529,0.176,powerplay,middle_overs_bowler,0.0,0.5,20.4,0.738,Kerala,2023,True
Simarjeet Singh,22,17,342,443,13,2,7.77,20.14,15.55,1.294,0.85,7,0.412,0.494,0.765,0.118,265,73,105,222,54,66,7.16,8.11,9.55,0.649,0.158,0.193,powerplay,powerplay_bowler,1.36,1.17,20.12,1.0,Delhi,2024,True
Sinan Khadir,7,7,160,269,3,0,10.09,38.43,22.86,1.0,0.58,1,0.143,0.288,0.429,0.0,128,79,62,84,46,30,9.14,10.3,12.4,0.525,0.288,0.188,powerplay,powerplay_bowler,,1.0,22.86,0.938,Mizoram,2018,True
Sirla Srinivas,5,6,101,118,0,0,7.01,23.6,20.2,0.833,0.98,2,0.333,0.376,0.0,0.0,11,97,10,12,83,6,5.5,7.01,10.0,0.119,0.822,0.059,powerplay,middle_overs_bowler,2.0,0.6,16.83,0.796,Andhra,2015,True
Skalzang Kalyan,0,1,6,13,0,0,13.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,13,0,0,6,0,,13.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Jammu & Kashmir,2020,False
Soaeb Tai,13,14,207,280,8,0,8.12,21.54,15.92,0.929,0.92,3,0.214,0.295,0.571,0.0,21,217,42,18,150,39,7.0,8.68,6.46,0.087,0.725,0.188,death,middle_overs_bowler,1.09,0.33,14.79,1.0,Baroda,2017,True
Sohraab Dhaliwal,0,5,42,71,0,0,10.14,,,0.0,0.0,0,0.0,0.333,0.0,0.0,8,34,29,6,18,18,8.0,11.33,9.67,0.143,0.429,0.429,powerplay,part_time_bowler,0.0,0.0,8.4,0.488,Madhya Pradesh,2018,True
Somnath Soni,1,1,6,15,0,0,15.0,15.0,6.0,1.0,0.0,0,0.0,0.167,0.0,0.0,15,0,0,6,0,0,15.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,1.0,6.0,0.088,Arunachal Pradesh,2018,False
Somorjit Salam,0,3,37,70,2,1,11.35,,,0.0,0.0,0,0.0,0.297,0.667,0.333,39,14,17,25,6,6,9.36,14.0,17.0,0.676,0.162,0.162,powerplay,part_time_bowler,,0.0,12.33,0.342,Manipur,2021,True
Sonu Singh,10,7,151,189,1,0,7.51,18.9,15.1,1.429,1.13,4,0.571,0.397,0.143,0.0,0,181,8,0,139,12,,7.81,4.0,0.0,0.921,0.079,death,middle_overs_bowler,1.33,1.5,21.57,0.938,Jharkhand,2019,True
Sonu Yadav,9,5,114,146,7,1,7.68,16.22,12.67,1.8,1.1,2,0.4,0.5,1.4,0.2,50,5,91,48,12,54,6.25,2.5,10.11,0.421,0.105,0.474,middle,death_bowler,1.8,,22.8,0.788,Tamil Nadu,2020,True
Sooraj Rai,1,1,24,26,0,0,6.5,26.0,24.0,1.0,0.0,0,0.0,0.5,0.0,0.0,17,0,9,12,0,12,8.5,,4.5,0.5,0.0,0.5,death,part_time_bowler,1.0,,24.0,0.162,Vidarbha,2021,False
Sourabh Majumdar,8,11,190,219,5,1,6.92,27.38,23.75,0.727,1.01,2,0.182,0.416,0.455,0.091,118,42,59,106,36,48,6.68,7.0,7.38,0.558,0.189,0.253,powerplay,powerplay_bowler,0.33,0.88,17.27,1.0,Chhattisgarh,2023,True
Sourav Dey,1,3,48,55,1,1,6.88,55.0,48.0,0.333,0.58,0,0.0,0.271,0.333,0.333,0,44,11,0,42,6,,6.29,11.0,0.0,0.875,0.125,middle,part_time_bowler,0.5,0.0,16.0,0.388,Assam,2023,True
Srinivas Fadte,2,5,60,94,2,0,9.4,47.0,30.0,0.4,0.55,0,0.0,0.383,0.4,0.0,13,56,25,12,36,12,6.5,9.33,12.5,0.2,0.6,0.2,powerplay,middle_overs_bowler,,0.4,12.0,0.562,Goa,2017,True
Subham Nayak,1,1,18,22,0,0,7.33,22.0,18.0,1.0,0.0,0,0.0,0.278,0.0,0.0,0,22,0,0,18,0,,7.33,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,18.0,0.138,Odisha,2018,False
Subhash Sharma,2,2,43,51,3,0,7.12,25.5,21.5,1.0,0.0,0,0.0,0.442,1.5,0.0,43,4,4,36,6,1,7.17,4.0,24.0,0.837,0.14,0.023,middle,part_time_bowler,1.0,1.0,21.5,0.304,Arunachal Pradesh,2018,False
Suboth Bhati,43,33,709,918,14,1,7.77,21.35,16.49,1.303,1.31,10,0.303,0.386,0.424,0.03,169,278,471,144,252,313,7.04,6.62,9.03,0.203,0.355,0.441,middle,death_bowler,1.55,0.82,21.48,1.0,Delhi,2021,True
Subramanian Anand,2,1,12,14,1,0,7.0,7.0,6.0,2.0,0.0,1,1.0,0.667,1.0,0.0,0,14,0,0,12,0,,7.0,,0.0,1.0,0.0,middle,part_time_bowler,,2.0,12.0,0.112,Puducherry,2019,False
Sujit Nayak,2,5,78,70,0,0,5.38,35.0,39.0,0.4,0.55,0,0.0,0.423,0.0,0.0,0,56,14,0,66,12,,5.09,7.0,0.0,0.846,0.154,middle,middle_overs_bowler,0.5,0.0,15.6,0.638,Mumbai,2020,True
Sujit Yadav,0,1,24,27,1,0,6.75,,,0.0,0.0,0,0.0,0.292,1.0,0.0,0,27,0,0,24,0,,6.75,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,24.0,0.162,Bengal,2021,False
Sultan Karim,8,10,141,224,3,2,9.53,28.0,17.62,0.8,0.92,1,0.1,0.298,0.3,0.2,0,191,33,0,123,18,,9.32,11.0,0.0,0.872,0.128,middle,middle_overs_bowler,1.0,0.78,14.1,1.0,Manipur,2023,True
Sumanta Gupta,2,3,36,45,0,0,7.5,22.5,18.0,0.667,0.58,0,0.0,0.222,0.0,0.0,0,45,0,0,36,0,,7.5,,0.0,1.0,0.0,middle,part_time_bowler,0.67,,12.0,0.338,Bengal,2017,True
Sumit Kumar,36,30,506,627,6,3,7.43,17.42,14.06,1.2,1.16,9,0.3,0.364,0.2,0.1,142,288,197,144,252,110,5.92,6.86,10.75,0.285,0.498,0.217,powerplay,middle_overs_bowler,1.25,1.1,16.87,1.0,Haryana,2023,True
Sumit Lama,7,7,114,179,3,1,9.42,25.57,16.29,1.0,1.15,2,0.286,0.368,0.429,0.143,107,44,28,66,30,18,9.73,8.8,9.33,0.579,0.263,0.158,middle,powerplay_bowler,,1.0,16.29,0.912,Mizoram,2020,True
Sumit Ruikar,14,19,375,450,3,0,7.2,32.14,26.79,0.737,0.87,5,0.263,0.355,0.158,0.0,108,273,69,90,240,45,7.2,6.82,9.2,0.24,0.64,0.12,middle,middle_overs_bowler,1.0,0.64,19.74,1.0,Chhattisgarh,2023,True
Sumit Singh,8,9,187,243,6,0,7.8,30.38,23.38,0.889,0.93,3,0.333,0.289,0.667,0.0,64,94,85,54,84,49,7.11,6.71,10.41,0.289,0.449,0.262,middle,middle_overs_bowler,0.33,1.17,20.78,1.0,Services,2021,True
Sunil Roul,0,2,30,58,0,0,11.6,,,0.0,0.0,0,0.0,0.233,0.0,0.0,22,21,15,12,12,6,11.0,10.5,15.0,0.4,0.4,0.2,middle,part_time_bowler,,0.0,15.0,0.25,Odisha,2020,False
Sunil Salam,0,1,6,18,0,0,18.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,18,0,0,6,0,,18.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Manipur,2021,False
Sunil Yadav,0,5,77,119,1,0,9.27,,,0.0,0.0,0,0.0,0.195,0.2,0.0,0,85,34,0,66,11,,7.73,18.55,0.0,0.857,0.143,middle,middle_overs_bowler,0.0,0.0,15.4,0.633,Maharashtra,2021,True
Sunny Gupta,0,1,12,18,0,0,9.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,18,0,0,12,0,,9.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Jharkhand,2017,False
Sunny Kashyap,5,5,96,116,2,0,7.25,23.2,19.2,1.0,0.71,1,0.2,0.333,0.4,0.0,37,41,38,30,36,30,7.4,6.83,7.6,0.312,0.375,0.312,middle,death_bowler,1.25,0.0,19.2,0.712,Uttarakhand,2018,True
Sunny Rana,13,10,204,264,2,0,7.76,20.31,15.69,1.3,0.95,6,0.6,0.368,0.2,0.0,122,8,134,102,12,90,7.18,4.0,8.93,0.5,0.059,0.441,middle,death_bowler,1.83,0.5,20.4,1.0,Uttarakhand,2019,True
