player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,ml_suitability_score
JJ Bumrah,2,1,3,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.333,0,0,2,0,0,3,0.0,0.0,1.0,,,66.67,death,,2.0,3.0,0.075,Gujarat,2015,11.0,11.0,11,11,11,tailender,tailender,False,10.453189167110095
JJ Lamare,28,5,49,3,1,5,5.6,15,0,0.0,1,0.2,5.98,0,0,0.0,0.0,57.14,0.082,0.02,0.061,0.643,0.714,10,10,8,24,11,14,0.357,0.357,0.286,41.67,90.91,57.14,middle,,5.6,9.8,0.517,Meghalaya,2018,5.2,6.0,2,8,2,opener,anchor_opener,True,11.281387733342694
JM Sharma,979,41,670,100,43,33,23.88,91,0,0.195,2,0.049,21.62,11,5,0.268,0.122,146.12,0.213,0.064,0.149,0.672,0.379,423,311,245,343,212,115,0.432,0.318,0.25,123.32,146.7,213.04,death,27.67,18.53,16.34,1.0,Vidarbha,2024,2.8780487804878048,2.0,1,7,2,opener,aggressive_opener,True,57.71905182644783
JP Zope,10,1,7,1,0,1,10.0,10,10,0.0,0,0.0,0.0,0,0,0.0,0.0,142.86,0.143,0.0,0.143,0.4,0.286,0,10,0,0,7,0,0.0,1.0,0.0,,142.86,,middle,,10.0,7.0,0.092,Maharashtra,2017,9.0,9.0,9,9,9,tailender,tailender,False,55.65367130765482
JR Banik,40,5,69,3,0,5,8.0,22,0,0.0,2,0.4,9.27,0,0,0.0,0.0,57.97,0.043,0.0,0.043,0.3,0.623,27,13,0,49,20,0,0.675,0.325,0.0,55.1,65.0,,middle,,8.0,13.8,0.6,Tripura,2020,1.6,1.0,1,3,1,opener,anchor_opener,True,17.78912208954803
Jafar Jamal,14,3,12,1,1,3,4.67,7,1,0.0,0,0.0,3.21,0,0,0.0,0.0,116.67,0.167,0.083,0.083,0.714,0.5,0,1,13,0,4,8,0.0,0.071,0.929,,25.0,162.5,death,6.5,1.0,4.0,0.238,Kerala,2015,6.666666666666667,7.0,5,8,5,middle_order,middle_order,True,64.98596784476861
Jagjit Singh,17,2,10,1,1,1,8.5,12,5,0.5,0,0.0,4.95,0,0,0.0,0.0,170.0,0.2,0.1,0.1,0.588,0.3,0,0,17,0,0,10,0.0,0.0,1.0,,,170.0,death,,8.5,5.0,0.167,Chandigarh,2024,9.5,9.5,9,10,9,tailender,tailender,False,62.15657025865404
Jahan Uddin,7,3,19,0,0,2,2.33,5,1,0.333,0,0.0,2.31,0,0,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.737,0,6,1,0,17,2,0.0,0.857,0.143,,35.29,50.0,death,,2.33,6.33,0.267,Sikkim,2019,7.333333333333333,8.0,6,8,8,lower_order,tailender,True,4.6209817000070315
Jaideep Bhambhu,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,,1.0,1.0,0.067,Haryana,2021,11.0,11.0,11,11,11,tailender,tailender,False,41.51740200857325
Jalaj S Saxena,165,14,208,14,0,9,11.79,37,0,0.357,1,0.071,11.24,1,0,0.071,0.0,79.33,0.067,0.0,0.067,0.339,0.471,67,57,41,87,82,39,0.406,0.345,0.248,77.01,69.51,105.13,death,13.86,9.71,14.86,1.0,Kerala,2021,4.214285714285714,2.5,2,8,2,opener,anchor_opener,True,22.70400755954266
Jaskaran Singh,152,13,93,6,13,7,11.69,31,0,0.462,1,0.077,8.39,1,0,0.077,0.0,163.44,0.204,0.14,0.065,0.671,0.323,0,31,121,0,26,67,0.0,0.204,0.796,,119.23,180.6,death,11.0,12.0,7.15,0.888,Chandigarh,2021,6.538461538461538,6.0,5,9,6,middle_order,finisher,True,59.98327047471251
Jaskaranvir Singh Sohi,63,7,57,4,2,3,9.0,20,1,0.571,0,0.0,6.38,0,0,0.0,0.0,110.53,0.105,0.035,0.07,0.444,0.316,13,26,24,11,30,16,0.206,0.413,0.381,118.18,86.67,150.0,death,7.67,10.0,8.14,0.675,Chandigarh,2021,5.375,5.5,2,8,5,middle_order,middle_order,True,50.75365228155266
Jatin Saxena,9,1,9,2,0,1,9.0,9,9,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.222,0.0,0.222,0.889,0.667,9,0,0,9,0,0,1.0,0.0,0.0,100.0,,,powerplay,,9.0,9.0,0.1,Chhattisgarh,2017,1.0,1.0,1,1,1,opener,anchor_opener,False,25.81070355235786
Jatin Wadhwan,473,14,382,50,15,14,33.79,69,0,0.0,1,0.071,23.42,8,4,0.571,0.286,123.82,0.17,0.039,0.131,0.613,0.416,218,248,7,198,175,9,0.461,0.524,0.015,110.1,141.71,77.78,middle,41.14,26.43,27.29,1.0,Jammu & Kashmir,2021,1.9285714285714288,2.0,1,2,2,opener,anchor_opener,True,67.76323988353326
Jaweed Ali,50,3,28,7,1,3,16.67,35,1,0.0,0,0.0,17.16,1,0,0.333,0.0,178.57,0.286,0.036,0.25,0.68,0.214,0,16,34,0,11,17,0.0,0.32,0.68,,145.45,200.0,death,1.0,24.5,9.33,0.304,Hyderabad (India),2015,6.333333333333333,6.0,6,7,6,middle_order,middle_order,True,64.70557267478029
Jay Bista,820,26,589,98,25,23,31.54,94,0,0.115,3,0.115,25.13,11,6,0.423,0.231,139.22,0.209,0.042,0.166,0.661,0.368,516,251,53,378,188,23,0.629,0.306,0.065,136.51,133.51,230.43,death,38.42,25.64,22.65,1.0,Mumbai,2021,1.2962962962962965,1.0,1,2,1,opener,aggressive_opener,True,85.22692982312134
Jay Gohil,147,9,101,11,10,4,16.33,42,1,0.556,0,0.0,12.84,1,0,0.111,0.0,145.54,0.208,0.099,0.109,0.707,0.386,10,51,86,8,42,51,0.068,0.347,0.585,125.0,121.43,168.63,death,20.75,12.8,11.22,0.921,Saurashtra,2024,6.555555555555555,7.0,4,8,6,middle_order,finisher,True,44.52251031923749
Jayanta Behera,1,1,7,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.857,0,0,1,0,0,7,0.0,0.0,1.0,,,14.29,death,1.0,,7.0,0.092,Odisha,2017,11.0,11.0,11,11,11,tailender,tailender,False,0.9169589325783635
Jayanta Sagatpam,75,5,102,7,0,5,15.0,36,0,0.0,1,0.2,13.75,1,0,0.2,0.0,73.53,0.069,0.0,0.069,0.373,0.52,22,45,8,28,60,14,0.293,0.6,0.107,78.57,75.0,57.14,powerplay,9.0,19.0,20.4,0.738,Manipur,2021,4.6,5.0,3,6,5,middle_order,middle_order,True,18.329448288257026
Jaydev Shah,68,5,85,6,3,5,13.6,35,2,0.0,0,0.0,12.52,1,0,0.2,0.0,80.0,0.106,0.035,0.071,0.618,0.624,29,39,0,40,45,0,0.426,0.574,0.0,72.5,86.67,,middle,19.0,5.5,17.0,0.667,Saurashtra,2015,3.4,3.0,3,4,3,top_order,middle_order,True,24.75496251654661
Jayveer Parmar,5,3,7,0,0,0,1.67,3,1,1.0,0,0.0,1.15,0,0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.286,0,0,5,0,0,7,0.0,0.0,1.0,,,71.43,death,,1.67,2.33,0.217,Gujarat,2019,10.0,10.0,10,10,10,tailender,tailender,True,10.52664988897846
Jitumoni Kalita,35,2,25,1,2,1,17.5,31,4,0.5,0,0.0,19.09,1,0,0.5,0.0,140.0,0.12,0.08,0.04,0.457,0.32,0,5,30,0,8,17,0.0,0.143,0.857,,62.5,176.47,death,,17.5,12.5,0.229,Assam,2018,8.0,8.0,8,8,8,lower_order,tailender,False,75.35348494041116
Jiwanjot Singh,103,3,85,13,0,2,34.33,77,6,0.333,0,0.0,37.61,1,1,0.333,0.333,121.18,0.153,0.0,0.153,0.505,0.282,31,47,25,36,34,15,0.301,0.456,0.243,86.11,138.24,166.67,death,77.0,13.0,28.33,0.542,Uttarakhand,2022,1.6666666666666667,2.0,1,2,2,opener,anchor_opener,True,74.31586564281429
Jiyaad Magrey,20,1,19,2,0,1,20.0,20,20,0.0,0,0.0,0.0,0,0,0.0,0.0,105.26,0.105,0.0,0.105,0.4,0.368,15,5,0,13,6,0,0.75,0.25,0.0,115.38,83.33,,powerplay,20.0,,19.0,0.142,Jammu & Kashmir,2020,2.0,2.0,2,2,2,opener,anchor_opener,False,31.393155229037433
Johnson Singh,155,13,212,12,4,12,11.92,43,0,0.077,4,0.308,14.0,1,0,0.077,0.0,73.11,0.075,0.019,0.057,0.465,0.571,10,96,49,19,140,53,0.065,0.619,0.316,52.63,68.57,92.45,death,,11.92,16.31,1.0,Manipur,2023,4.923076923076923,4.0,3,8,4,top_order,middle_order,True,22.935646188563947
Jonty Sidhu,21,1,12,3,0,1,21.0,21,21,0.0,0,0.0,0.0,0,0,0.0,0.0,175.0,0.25,0.0,0.25,0.571,0.25,3,18,0,3,9,0,0.143,0.857,0.0,100.0,200.0,,middle,21.0,,12.0,0.112,Delhi,2020,5.0,5.0,5,5,5,middle_order,middle_order,False,50.15542105583067
Joseph Lalthankhuma,76,7,100,6,1,7,10.86,24,4,0.0,0,0.0,7.1,0,0,0.0,0.0,76.0,0.07,0.01,0.06,0.395,0.53,25,45,6,33,61,6,0.329,0.592,0.079,75.76,73.77,100.0,death,,10.86,14.29,0.854,Mizoram,2023,4.428571428571429,4.0,4,6,4,top_order,middle_order,True,18.532358239919756
Joshua Ozukum,219,10,181,26,6,9,21.9,91,0,0.1,0,0.0,27.58,2,1,0.2,0.1,120.99,0.177,0.033,0.144,0.639,0.459,121,72,26,109,62,10,0.553,0.329,0.119,111.01,116.13,260.0,death,53.5,14.0,18.1,1.0,Nagaland,2023,2.1,1.0,1,9,1,opener,anchor_opener,True,48.618316114767914
Jyothi Sai Krishna,58,5,72,5,0,5,11.6,20,1,0.0,0,0.0,7.83,0,0,0.0,0.0,80.56,0.069,0.0,0.069,0.345,0.472,2,46,10,2,61,9,0.034,0.793,0.172,100.0,75.41,111.11,death,18.0,10.0,14.4,0.612,Andhra,2015,5.8,6.0,5,6,6,middle_order,middle_order,True,29.038852223528405
Jyotsnil Singh,103,4,87,8,5,4,25.75,45,4,0.0,0,0.0,18.68,2,0,0.5,0.0,118.39,0.149,0.057,0.092,0.602,0.448,77,26,0,63,24,0,0.748,0.252,0.0,122.22,108.33,,powerplay,33.0,4.0,21.75,0.612,Baroda,2023,1.0,1.0,1,1,1,opener,aggressive_opener,True,44.735719443671954
K Bhagath Varma,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,1.0,,1.0,0.067,Hyderabad (India),2022,10.0,10.0,10,10,10,tailender,tailender,False,41.51740200857325
K Bharath Shankar,93,7,79,15,2,7,13.29,30,1,0.0,0,0.0,11.04,1,0,0.143,0.0,117.72,0.215,0.025,0.19,0.774,0.544,93,0,0,79,0,0,1.0,0.0,0.0,117.72,,,powerplay,15.0,11.0,11.29,0.767,Tamil Nadu,2017,1.1428571428571428,1.0,1,2,1,opener,anchor_opener,True,23.499336727706595
K D Patel,19,4,14,3,0,1,4.75,9,2,0.75,0,0.0,3.4,0,0,0.0,0.0,135.71,0.214,0.0,0.214,0.632,0.429,0,0,19,0,0,14,0.0,0.0,1.0,,,135.71,death,2.0,5.67,3.5,0.308,Saurashtra,2022,10.75,11.0,10,11,11,tailender,tailender,True,75.04360504401537
K Gadhavi,1,1,5,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,1,0,0,5,0,0,1.0,0.0,0.0,20.0,,,powerplay,1.0,,5.0,0.083,Gujarat,2015,2.0,2.0,2,2,2,opener,anchor_opener,False,14.571604802042676
K Gowtham,229,18,161,18,12,13,12.72,57,0,0.278,1,0.056,13.88,2,1,0.111,0.056,142.24,0.186,0.075,0.112,0.629,0.329,46,56,127,36,41,84,0.201,0.245,0.555,127.78,136.59,151.19,death,14.22,11.22,8.94,1.0,Karnataka,2023,6.052631578947368,6.0,3,10,3,top_order,top_order_aggressor,True,52.50490706708541
K Kartikeya,6,4,8,0,0,1,1.5,4,0,0.75,1,0.25,1.73,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.375,0,0,6,0,0,8,0.0,0.0,1.0,,,75.0,death,1.0,1.67,2.0,0.283,Madhya Pradesh,2024,10.25,10.0,10,11,10,tailender,tailender,True,10.611081318944295
K Khejroliya,19,2,10,0,2,0,9.5,18,1,1.0,0,0.0,12.02,0,0,0.0,0.0,190.0,0.2,0.2,0.0,0.632,0.3,0,0,19,0,0,10,0.0,0.0,1.0,,,190.0,death,9.5,,5.0,0.167,Delhi,2017,10.5,10.5,10,11,10,tailender,tailender,False,53.97610317243997
K L Shrijith,104,7,96,6,4,5,14.86,48,0,0.286,2,0.286,16.78,1,0,0.143,0.0,108.33,0.104,0.042,0.062,0.462,0.396,17,48,39,23,49,24,0.163,0.462,0.375,73.91,97.96,162.5,death,18.0,10.67,13.71,0.838,Karnataka,2023,4.142857142857143,4.0,3,7,3,top_order,finisher,True,35.49426687374199
K Lalhmingmawia,4,2,3,0,0,1,2.0,3,1,0.5,0,0.0,1.41,0,0,0.0,0.0,133.33,0.0,0.0,0.0,0.0,0.333,0,3,1,0,2,1,0.0,0.75,0.25,,150.0,100.0,middle,,2.0,1.5,0.138,Mizoram,2020,11.0,11.0,11,11,11,tailender,tailender,False,44.926499980480884
K Makwana,6,1,14,0,0,0,6.0,6,6,1.0,0,0.0,0.0,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.571,0,0,6,0,0,14,0.0,0.0,1.0,,,42.86,death,,6.0,14.0,0.121,Saurashtra,2015,10.0,10.0,10,10,10,tailender,tailender,False,14.898570382675091
K Upadhyay,18,4,19,2,1,4,4.5,14,0,0.0,2,0.5,6.61,0,0,0.0,0.0,94.74,0.158,0.053,0.105,0.778,0.632,0,0,18,0,1,18,0.0,0.0,1.0,,0.0,100.0,death,0.0,6.0,4.75,0.329,Railways,2019,9.8,10.0,9,10,10,tailender,tailender,True,15.358833746484219
K V Sasikanth,205,17,178,13,9,14,12.06,47,1,0.176,0,0.0,11.55,1,0,0.059,0.0,115.17,0.124,0.051,0.073,0.517,0.382,0,23,182,0,43,135,0.0,0.112,0.888,,53.49,134.81,death,7.33,13.07,10.47,1.0,Andhra,2022,8.176470588235293,8.0,5,10,8,lower_order,tailender,True,83.57227817841898
K Vanlalruata,25,6,42,2,0,6,4.17,17,0,0.0,1,0.167,6.43,0,0,0.0,0.0,59.52,0.048,0.0,0.048,0.32,0.619,1,23,1,7,33,2,0.04,0.92,0.04,14.29,69.7,50.0,middle,,4.17,7.0,0.55,Mizoram,2020,4.666666666666667,4.5,4,6,4,top_order,middle_order,True,5.832285844960271
KA Vaz,225,11,200,24,2,10,20.45,36,0,0.091,1,0.091,12.14,4,0,0.364,0.0,112.5,0.13,0.01,0.12,0.48,0.325,55,149,21,47,133,20,0.244,0.662,0.093,117.02,112.03,105.0,powerplay,12.0,21.3,18.18,1.0,Goa,2018,4.181818181818182,4.0,4,5,4,top_order,middle_order,True,72.6716996952722
KB Arun Karthik,509,30,431,43,14,26,16.97,89,0,0.133,7,0.233,22.96,7,3,0.233,0.1,118.1,0.132,0.032,0.1,0.503,0.364,177,254,78,149,233,49,0.348,0.499,0.153,118.79,109.01,159.18,death,21.31,12.0,14.37,1.0,Kerala,2022,3.2666666666666666,3.0,1,7,1,opener,anchor_opener,True,55.78491388987433
KB Panchal,10,2,11,1,0,2,5.0,10,0,0.0,1,0.5,7.07,0,0,0.0,0.0,90.91,0.091,0.0,0.091,0.4,0.364,0,4,6,0,6,5,0.0,0.4,0.6,,66.67,120.0,death,,5.0,5.5,0.171,Gujarat,2018,7.5,7.5,7,8,7,lower_order,tailender,False,52.349886638987506
KB Pawan,473,20,418,35,17,15,23.65,72,0,0.25,3,0.15,20.91,7,3,0.35,0.15,113.16,0.124,0.041,0.084,0.512,0.376,72,279,122,65,273,80,0.152,0.59,0.258,110.77,102.2,152.5,death,24.67,23.47,20.9,1.0,Mizoram,2021,3.75,4.0,3,5,4,top_order,finisher,True,75.15194710020675
KC Cariappa,43,7,32,0,5,5,6.14,21,0,0.286,2,0.286,8.63,0,0,0.0,0.0,134.38,0.156,0.156,0.0,0.698,0.469,0,8,35,0,5,27,0.0,0.186,0.814,,160.0,129.63,middle,7.0,5.5,4.57,0.571,Karnataka,2023,8.875,9.0,7,11,7,lower_order,tailender,True,76.79164067301193
KD Karthik,746,23,517,75,27,19,32.43,71,0,0.174,1,0.043,21.62,12,5,0.522,0.217,144.29,0.197,0.052,0.145,0.619,0.319,131,499,116,107,347,63,0.176,0.669,0.155,122.43,143.8,184.13,death,32.74,31.0,22.48,1.0,Tamil Nadu,2020,3.869565217391304,4.0,2,6,4,top_order,top_order_anchor,True,97.02954960098133
KH Devdhar,1432,45,1175,165,31,40,31.82,100,0,0.111,1,0.022,24.06,20,9,0.444,0.2,121.87,0.167,0.026,0.14,0.591,0.391,777,499,156,660,430,85,0.543,0.348,0.109,117.73,116.05,183.53,death,37.31,21.88,26.11,1.0,Baroda,2021,1.0,1.0,1,1,1,opener,anchor_opener,True,86.37902452757817
KH Pandya,598,28,482,55,15,23,21.36,76,0,0.179,1,0.036,21.5,10,4,0.357,0.143,124.07,0.145,0.031,0.114,0.518,0.34,75,311,212,93,275,114,0.125,0.52,0.355,80.65,113.09,185.96,death,20.06,23.08,17.21,1.0,Baroda,2024,3.892857142857143,4.0,3,5,4,top_order,finisher,True,71.82004098182281
KK Acharjee,51,7,64,4,0,6,7.29,18,1,0.143,0,0.0,6.7,0,0,0.0,0.0,79.69,0.062,0.0,0.062,0.314,0.438,7,19,25,14,21,29,0.137,0.373,0.49,50.0,90.48,86.21,middle,1.0,8.33,9.14,0.704,Tripura,2019,5.857142857142857,5.0,4,8,5,middle_order,middle_order,True,27.52731158004685
KK Ahmed,4,3,15,0,0,2,1.33,2,0,0.333,1,0.333,1.15,0,0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.733,0,0,4,0,0,15,0.0,0.0,1.0,,,26.67,death,2.0,1.0,5.0,0.25,Rajasthan,2020,11.0,11.0,11,11,11,tailender,tailender,True,0.8177047730832401
KK Nair,1202,45,830,109,51,39,26.71,111,0,0.133,2,0.044,26.25,13,7,0.289,0.156,144.82,0.193,0.061,0.131,0.617,0.317,404,605,193,271,447,112,0.336,0.503,0.161,149.08,135.35,172.32,death,28.84,21.46,18.44,1.0,Karnataka,2024,3.276595744680851,4.0,1,6,4,top_order,top_order_anchor,True,56.23748140714366
KL Nagarkoti,46,4,56,4,0,2,11.5,39,0,0.5,1,0.25,18.45,1,0,0.25,0.0,82.14,0.071,0.0,0.071,0.348,0.446,2,17,27,6,25,25,0.043,0.37,0.587,33.33,68.0,108.0,death,3.5,19.5,14.0,0.483,Rajasthan,2022,7.0,7.5,5,8,8,lower_order,tailender,True,33.24771856595996
KL Rahul,313,8,201,27,15,6,39.12,84,0,0.25,1,0.125,31.32,5,3,0.625,0.375,155.72,0.209,0.075,0.134,0.633,0.274,191,105,17,113,79,9,0.61,0.335,0.054,169.03,132.91,188.89,death,44.71,0.0,25.12,1.0,Karnataka,2019,1.0,1.0,1,1,1,opener,aggressive_opener,True,90.89854869232585
KM Asif,1,2,3,0,0,0,0.5,1,0,1.0,0,0.0,0.71,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,0,0,3,0.0,0.0,1.0,,,33.33,death,0.0,1.0,1.5,0.138,Kerala,2019,10.333333333333334,10.0,10,11,10,tailender,tailender,False,0.7593967178085519
KM Jadhav,679,23,518,68,22,19,29.52,84,0,0.174,1,0.043,23.25,9,6,0.391,0.261,131.08,0.174,0.042,0.131,0.595,0.355,180,364,135,167,276,75,0.265,0.536,0.199,107.78,131.88,180.0,death,37.08,21.27,22.52,1.0,Maharashtra,2021,3.260869565217391,3.0,3,7,3,top_order,top_order_anchor,True,77.63567820373608
KN Luitel,0,1,1,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Sikkim,2018,11.0,11.0,11,11,11,tailender,tailender,False,4.575844000733318
KP Kakad,0,2,4,0,0,2,0.0,0,0,0.0,2,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,4,0,,,,,0.0,,unknown,0.0,0.0,2.0,0.142,Railways,2019,7.0,7.0,7,7,7,lower_order,tailender,False,20.13556115487721
KR Kakade,71,8,59,7,2,6,8.88,53,0,0.25,2,0.25,17.98,1,1,0.125,0.125,120.34,0.153,0.034,0.119,0.563,0.407,0,40,31,0,35,24,0.0,0.563,0.437,,114.29,129.17,death,53.0,2.57,7.38,0.746,Baroda,2022,7.625,8.0,4,9,9,tailender,tailender,True,74.04514323534589
KR Sen,1,4,9,0,0,2,0.25,1,0,0.5,1,0.25,0.5,0,0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.889,0,0,1,0,4,5,0.0,0.0,1.0,,0.0,20.0,death,0.0,0.33,2.25,0.288,Madhya Pradesh,2023,9.75,11.0,6,11,11,tailender,tailender,True,0.7047142813773042
KR Singh,144,12,124,8,7,9,12.0,33,0,0.25,3,0.25,12.1,1,0,0.083,0.0,116.13,0.121,0.056,0.065,0.514,0.363,0,33,111,1,46,77,0.0,0.229,0.771,0.0,71.74,144.16,death,27.33,6.89,10.33,1.0,Jharkhand,2021,5.916666666666667,6.0,4,7,6,middle_order,middle_order,True,75.35844696472034
KS Bharat,524,32,481,47,21,30,16.38,76,0,0.062,2,0.062,18.86,6,2,0.188,0.062,108.94,0.141,0.044,0.098,0.599,0.472,293,207,24,304,163,14,0.559,0.395,0.046,96.38,126.99,171.43,death,19.42,14.55,15.03,1.0,Andhra,2023,2.636363636363636,2.0,1,6,2,opener,anchor_opener,True,38.542522372067936
KS Rathore,40,2,24,4,2,1,20.0,26,14,0.5,0,0.0,8.49,0,0,0.0,0.0,166.67,0.25,0.083,0.167,0.7,0.25,0,17,23,0,11,13,0.0,0.425,0.575,,154.55,176.92,death,14.0,26.0,12.0,0.225,Rajasthan,2022,6.0,6.0,5,7,5,middle_order,middle_order,False,57.85045623625397
KS Sharma,320,14,267,32,10,12,22.86,68,0,0.143,1,0.071,24.8,4,4,0.286,0.286,119.85,0.157,0.037,0.12,0.588,0.386,156,158,6,136,121,10,0.488,0.494,0.019,114.71,130.58,60.0,middle,29.29,16.43,19.07,1.0,Uttar Pradesh,2024,2.357142857142857,2.0,1,6,2,opener,anchor_opener,True,56.33130464516659
KV Sharma,530,34,382,44,24,28,15.59,45,0,0.176,3,0.088,12.3,5,0,0.147,0.0,138.74,0.178,0.063,0.115,0.604,0.343,42,189,299,36,163,183,0.079,0.357,0.564,116.67,115.95,163.39,death,21.07,11.75,11.24,1.0,Railways,2023,5.972222222222222,6.0,1,9,7,lower_order,tailender,True,49.313376070511325
Kaif Ahmad,177,7,162,18,3,5,25.29,63,7,0.286,0,0.0,19.59,3,1,0.429,0.143,109.26,0.13,0.019,0.111,0.508,0.383,0,129,48,6,121,35,0.0,0.729,0.271,0.0,106.61,137.14,death,15.75,38.0,23.14,0.938,Bengal,2021,4.375,5.0,1,5,5,middle_order,middle_order,True,78.6983604118289
Kamal Das,1,1,4,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,0,1,0,0,4,0.0,0.0,1.0,,,25.0,death,,1.0,4.0,0.079,Tripura,2018,11.0,11.0,11,11,11,tailender,tailender,False,0.8177047730832401
Kamsha Yangfo,94,11,156,7,0,10,8.55,22,0,0.091,1,0.091,7.75,0,0,0.0,0.0,60.26,0.045,0.0,0.045,0.298,0.564,8,69,17,8,125,23,0.085,0.734,0.181,100.0,55.2,73.91,powerplay,,8.55,14.18,1.0,Arunachal Pradesh,2021,5.454545454545454,6.0,3,10,6,middle_order,middle_order,True,16.62271713713953
Kangabam Singh,217,18,290,17,5,15,12.06,55,0,0.167,2,0.111,15.45,2,1,0.111,0.056,74.83,0.076,0.017,0.059,0.452,0.552,41,110,66,70,154,66,0.189,0.507,0.304,58.57,71.43,100.0,death,5.0,12.47,16.11,1.0,Manipur,2023,4.944444444444445,5.0,2,8,5,middle_order,middle_order,True,23.68514841808134
Kanishk Seth,24,6,29,2,1,5,4.0,9,1,0.167,0,0.0,3.22,0,0,0.0,0.0,82.76,0.103,0.034,0.069,0.583,0.586,6,11,7,4,10,15,0.25,0.458,0.292,150.0,110.0,46.67,powerplay,1.0,4.6,4.83,0.496,Bengal,2024,8.142857142857142,9.0,3,10,9,tailender,tailender,True,6.104425012204684
Kant Singh,2,1,2,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0.0,0.0,1.0,,,100.0,death,,2.0,2.0,0.071,Chhattisgarh,2018,11.0,11.0,11,11,11,tailender,tailender,False,41.51740200857325
Kanwar Abhinay,1,2,2,0,0,1,0.5,1,0,0.5,1,0.5,0.71,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,0.5,1.0,0.133,Himachal,2019,11.0,11.0,11,11,11,tailender,tailender,False,1.0194809563975211
Karan Kaila,1,2,3,0,0,1,0.5,1,0,0.5,1,0.5,0.71,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,1,0,2,0.0,0.0,1.0,0.0,,50.0,death,,0.5,1.5,0.138,Punjab,2019,7.0,7.0,6,8,6,middle_order,middle_order,False,1.870180728452368
Karan Lal,80,6,76,5,3,6,13.33,33,3,0.0,0,0.0,12.44,1,0,0.167,0.0,105.26,0.105,0.039,0.066,0.475,0.382,32,28,20,34,28,14,0.4,0.35,0.25,94.12,100.0,142.86,death,15.67,11.0,12.67,0.692,Bengal,2024,3.5,3.0,2,8,3,top_order,middle_order,True,40.61624316736739
Karan Patel,56,6,53,2,3,6,9.33,35,0,0.0,2,0.333,13.97,1,0,0.167,0.0,105.66,0.094,0.057,0.038,0.464,0.377,16,29,11,15,30,8,0.286,0.518,0.196,106.67,96.67,137.5,death,,9.33,8.83,0.596,Gujarat,2021,6.166666666666667,6.5,4,8,4,top_order,middle_order,True,50.75485117872961
Karan Shinde,149,7,112,17,5,6,21.29,75,1,0.143,0,0.0,25.61,1,1,0.143,0.143,133.04,0.196,0.045,0.152,0.658,0.384,2,97,50,8,76,28,0.013,0.651,0.336,25.0,127.63,178.57,death,36.33,10.0,16.0,0.904,Andhra,2022,5.285714285714286,4.0,4,7,4,top_order,finisher,True,45.24336650114733
