player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
TA Boult,Rajasthan Royals,2026.0,37.47,88.1,62.78,False,False,utility_player,86.0,25.0,83.0,3.44,103.61,tailender,144.0,122.0,2741.0,1.18,8.57,powerplay_bowler
TD Paine,Pune Warriors,2011.0,15.21,0.0,7.6,False,False,pure_batter,10.0,2.0,26.0,5.0,38.46,anchor_opener,,,,,,
TG Southee,Kolkata Knight Riders,2022.0,43.05,76.19,59.62,False,False,utility_player,120.0,19.0,107.0,6.32,112.15,tailender,47.0,54.0,1206.0,0.87,8.83,powerplay_bowler
TH David,Mumbai Indians,2026.0,78.78,36.98,57.88,False,False,pure_batter,993.0,49.0,556.0,20.27,178.6,finisher,0.0,1.0,6.0,0.0,18.0,part_time_bowler
TK Curran,Rajasthan Royals,2021.0,48.99,76.62,62.81,False,False,utility_player,127.0,10.0,107.0,12.7,118.69,tailender,13.0,13.0,238.0,1.0,10.89,death_bowler
TL Seifert,Delhi Capitals,2022.0,42.6,0.0,21.3,False,False,pure_batter,26.0,3.0,23.0,8.67,113.04,anchor_opener,,,,,,
TL Suman,Deccan Chargers,2013.0,51.83,63.08,57.46,False,True,bowling_allrounder,676.0,39.0,575.0,17.33,117.57,middle_order,6.0,11.0,150.0,0.545,7.92,middle_overs_bowler
TM Dilshan,Delhi Daredevils,2013.0,58.35,51.04,54.7,False,False,utility_player,1153.0,50.0,1007.0,23.06,114.5,anchor_opener,5.0,25.0,271.0,0.2,8.15,middle_overs_bowler
TM Head,Sunrisers Hyderabad,2026.0,82.26,50.85,66.56,False,False,utility_player,1266.0,42.0,753.0,30.14,168.13,aggressive_opener,2.0,6.0,58.0,0.333,11.69,part_time_bowler
TM Srivastava,Kings XI Punjab,2009.0,26.39,0.0,13.2,False,False,pure_batter,8.0,3.0,11.0,2.67,72.73,middle_order,,,,,,
TP Sudhindra,Deccan Chargers,2012.0,0.0,53.38,26.69,False,False,pure_bowler,,,,,,,1.0,3.0,70.0,0.333,11.74,powerplay_bowler
TR Birt,Delhi Daredevils,2011.0,50.51,0.0,25.26,False,False,pure_batter,75.0,5.0,58.0,15.0,129.31,finisher,,,,,,
TS Mills,Royal Challengers Bangalore,2022.0,20.56,82.74,51.65,False,False,pure_bowler,8.0,5.0,14.0,1.6,57.14,tailender,11.0,10.0,209.0,1.1,10.02,death_bowler
TU Deshpande,Rajasthan Royals,2026.0,58.28,83.26,70.77,False,False,pure_bowler,53.0,9.0,33.0,5.89,160.61,tailender,54.0,49.0,1019.0,1.102,10.16,death_bowler
Tanush Kotian,Rajasthan Royals,2024.0,35.5,0.0,17.75,False,False,pure_batter,24.0,1.0,31.0,24.0,77.42,anchor_opener,,,,,,
Tejas Baroka,Gujarat Lions,2017.0,0.0,43.38,21.69,False,False,unknown,,,,,,,0.0,1.0,21.0,0.0,9.43,part_time_bowler
Tilak Varma,Mumbai Indians,2026.0,73.46,46.04,59.75,False,False,pure_batter,1542.0,56.0,1070.0,27.54,144.11,finisher,0.0,4.0,22.0,0.0,7.64,part_time_bowler
U Kaul,Kings XI Punjab,2007.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,tailender,,,,,,
UA Birla,Pune Warriors,2013.0,19.95,0.0,9.98,False,False,pure_batter,7.0,1.0,14.0,7.0,50.0,middle_order,,,,,,
UBT Chand,Delhi Daredevils,2016.0,44.75,0.0,22.38,False,False,pure_batter,300.0,20.0,300.0,15.0,100.0,middle_order,,,,,,
UT Khawaja,Rising Pune Supergiants,2016.0,61.85,0.0,30.92,False,False,pure_batter,127.0,6.0,100.0,21.17,127.0,aggressive_opener,,,,,,
UT Yadav,Kolkata Knight Riders,2024.0,37.73,80.51,59.12,False,True,bowling_allrounder,208.0,48.0,201.0,4.33,103.48,tailender,144.0,147.0,3056.0,0.98,8.72,powerplay_bowler
Umar Gul,Kolkata Knight Riders,2007.0,75.25,115.93,95.59,False,False,pure_bowler,39.0,4.0,19.0,9.75,205.26,tailender,12.0,6.0,135.0,2.0,8.8,death_bowler
Umran Malik,Sunrisers Hyderabad,2023.0,51.65,85.6,68.62,False,False,pure_bowler,23.0,6.0,16.0,3.83,143.75,tailender,29.0,26.0,493.0,1.115,9.55,middle_overs_bowler
Urvil Patel,Chennai Super Kings,2025.0,102.32,0.0,51.16,False,False,pure_batter,68.0,3.0,32.0,22.67,212.5,top_order_aggressor,,,,,,
V Kaverappa,Punjab Kings,2024.0,0.0,117.85,58.92,False,False,pure_bowler,,,,,,,2.0,1.0,24.0,2.0,9.0,part_time_bowler
V Kohli,Royal Challengers Bangalore,2026.0,73.28,47.02,60.15,False,False,utility_player,8899.0,264.0,6667.0,33.71,133.48,top_order_anchor,4.0,26.0,251.0,0.154,8.87,middle_overs_bowler
V Nigam,Delhi Capitals,2026.0,75.32,70.1,72.71,True,False,batting_allrounder,154.0,9.0,86.0,17.11,179.07,lower_order_hitter,12.0,16.0,264.0,0.75,9.55,middle_overs_bowler
V Pratap Singh,Deccan Chargers,2012.0,0.0,84.06,42.03,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,10.0,9.0,204.0,1.111,8.82,powerplay_bowler
V Puthur,Mumbai Indians,2025.0,0.0,86.69,43.34,False,False,pure_bowler,,,,,,,6.0,5.0,72.0,1.2,9.08,middle_overs_bowler
V Sehwag,Delhi Daredevils,2015.0,73.69,57.94,65.82,True,False,batting_allrounder,2728.0,104.0,1755.0,26.23,155.44,aggressive_opener,6.0,15.0,136.0,0.4,10.41,middle_overs_bowler
V Shankar,Sunrisers Hyderabad,2025.0,57.53,59.25,58.39,True,False,batting_allrounder,1233.0,63.0,950.0,19.57,129.79,finisher,9.0,22.0,238.0,0.409,8.67,middle_overs_bowler
V Suryavanshi,Rajasthan Royals,2026.0,113.09,0.0,56.54,False,False,pure_batter,452.0,12.0,198.0,37.67,228.28,aggressive_opener,,,,,,
V Viyaskanth,Sunrisers Hyderabad,2024.0,51.45,54.73,53.09,False,False,pure_bowler,7.0,1.0,5.0,7.0,140.0,tailender,1.0,3.0,60.0,0.333,9.0,middle_overs_bowler
VG Arora,Kolkata Knight Riders,2026.0,13.81,86.07,49.94,False,False,pure_bowler,10.0,10.0,26.0,1.0,38.46,tailender,42.0,36.0,734.0,1.167,10.0,powerplay_bowler
VH Zol,Royal Challengers Bangalore,2014.0,44.11,0.0,22.06,False,False,pure_batter,29.0,2.0,26.0,14.5,111.54,middle_order,,,,,,
VR Aaron,Royal Challengers Bangalore,2020.0,25.76,76.84,51.3,False,False,pure_bowler,50.0,12.0,72.0,4.17,69.44,tailender,44.0,50.0,994.0,0.88,9.22,powerplay_bowler
VR Iyer,Kolkata Knight Riders,2026.0,68.57,51.98,60.27,False,False,utility_player,1497.0,57.0,1084.0,26.26,138.1,aggressive_opener,3.0,9.0,81.0,0.333,10.74,death_bowler
VRV Singh,Kings XI Punjab,2007.0,47.37,67.61,57.49,False,False,pure_bowler,4.0,2.0,3.0,2.0,133.33,tailender,12.0,18.0,360.0,0.667,9.15,death_bowler
VS Malik,Kings XI Punjab,2014.0,36.22,63.28,49.75,False,False,pure_bowler,7.0,2.0,7.0,3.5,100.0,tailender,6.0,13.0,205.0,0.462,7.84,powerplay_bowler
VS Yeligati,Mumbai Indians,2007.0,35.7,40.12,37.91,False,False,pure_batter,2.0,1.0,2.0,2.0,100.0,tailender,0.0,2.0,30.0,0.0,12.2,part_time_bowler
VVS Laxman,Deccan Chargers,2011.0,47.9,0.0,23.95,False,False,pure_batter,282.0,20.0,267.0,14.1,105.62,anchor_opener,,,,,,
VY Mahesh,Delhi Daredevils,2007.0,20.5,88.46,54.48,False,False,pure_bowler,15.0,5.0,27.0,3.0,55.56,tailender,21.0,17.0,339.0,1.235,9.04,middle_overs_bowler
Vijaykumar Vyshak,Royal Challengers Bangalore,2024.0,42.06,81.43,61.74,False,False,pure_bowler,14.0,4.0,12.0,3.5,116.67,tailender,22.0,20.0,411.0,1.1,10.5,middle_overs_bowler
Virat Singh,Sunrisers Hyderabad,2021.0,22.82,0.0,11.41,False,False,pure_batter,15.0,2.0,26.0,7.5,57.69,middle_order,,,,,,
Vishnu Vinod,Mumbai Indians,2023.0,42.66,0.0,21.33,False,False,pure_batter,56.0,6.0,57.0,9.33,98.25,middle_order,,,,,,
Vivrant Sharma,Sunrisers Hyderabad,2023.0,105.53,42.02,73.78,False,False,pure_batter,69.0,1.0,47.0,69.0,146.81,anchor_opener,0.0,2.0,18.0,0.0,12.33,part_time_bowler
W Jaffer,Royal Challengers Bangalore,2009.0,50.79,0.0,25.4,False,False,pure_batter,130.0,8.0,121.0,16.25,107.44,anchor_opener,,,,,,
W O'Rourke,Lucknow Super Giants,2025.0,0.0,110.94,55.47,False,False,pure_bowler,,,,,,,6.0,3.0,62.0,2.0,12.77,powerplay_bowler
WA Mota,Kings XI Punjab,2009.0,28.58,65.04,46.81,False,False,pure_bowler,56.0,8.0,75.0,7.0,74.67,middle_order,4.0,7.0,72.0,0.571,8.17,death_bowler
WD Parnell,Pune Warriors,2023.0,30.19,84.15,57.17,False,False,utility_player,65.0,13.0,80.0,5.0,81.25,tailender,35.0,33.0,723.0,1.061,8.03,death_bowler
WG Jacks,Mumbai Indians,2025.0,69.9,65.28,67.59,True,True,batting_allrounder,463.0,19.0,303.0,24.37,152.81,top_order_aggressor,8.0,13.0,138.0,0.615,9.61,middle_overs_bowler
WP Saha,Kings XI Punjab,2024.0,58.76,0.0,29.38,False,False,pure_batter,2934.0,143.0,2300.0,20.52,127.57,aggressive_opener,,,,,,
WPUJC Vaas,Deccan Chargers,2009.0,41.41,96.73,69.07,False,False,pure_bowler,81.0,11.0,73.0,7.36,110.96,tailender,18.0,13.0,282.0,1.385,7.74,powerplay_bowler
Washington Sundar,Royal Challengers Bangalore,2026.0,53.92,66.66,60.29,False,True,bowling_allrounder,609.0,47.0,468.0,12.96,130.13,tailender,40.0,65.0,1144.0,0.615,7.79,powerplay_bowler
X Thalaivan Sargunam,Sunrisers Hyderabad,2013.0,24.09,0.0,12.04,False,False,pure_batter,10.0,1.0,17.0,10.0,58.82,middle_order,,,,,,
XC Bartlett,Punjab Kings,2026.0,42.35,68.15,55.25,False,False,pure_bowler,22.0,2.0,20.0,11.0,110.0,tailender,6.0,9.0,166.0,0.667,9.8,powerplay_bowler
Y Gnaneswara Rao,Kochi Tuskers Kerala,2011.0,45.77,49.7,47.74,False,False,pure_batter,19.0,1.0,17.0,19.0,111.76,middle_order,0.0,1.0,6.0,0.0,7.0,part_time_bowler
Y Nagar,Delhi Daredevils,2012.0,45.0,59.01,52.0,False,False,utility_player,285.0,20.0,259.0,14.25,110.04,tailender,4.0,8.0,66.0,0.5,11.36,middle_overs_bowler
Y Prithvi Raj,Kolkata Knight Riders,2019.0,0.0,59.61,29.8,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,30.0,0.5,11.4,part_time_bowler
Y Venugopal Rao,Deccan Chargers,2014.0,54.23,53.57,53.9,False,False,utility_player,985.0,52.0,836.0,18.94,117.82,finisher,6.0,20.0,216.0,0.3,9.39,middle_overs_bowler
YA Abdulla,Kings XI Punjab,2009.0,0.0,94.69,47.34,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,15.0,11.0,209.0,1.364,8.93,powerplay_bowler
YBK Jaiswal,Rajasthan Royals,2026.0,79.99,25.6,52.8,False,False,pure_batter,2350.0,71.0,1534.0,33.1,153.19,aggressive_opener,0.0,1.0,1.0,0.0,36.0,part_time_bowler
YK Pathan,Kolkata Knight Riders,2019.0,65.04,63.48,64.26,True,True,batting_allrounder,3222.0,153.0,2245.0,21.06,143.52,finisher,42.0,82.0,1147.0,0.512,7.55,powerplay_bowler
YS Chahal,Royal Challengers Bangalore,2022.0,15.82,89.6,52.71,False,False,utility_player,37.0,17.0,86.0,2.18,43.02,tailender,224.0,176.0,3869.0,1.273,8.13,middle_overs_bowler
YV Dhull,Delhi Capitals,2023.0,26.21,0.0,13.1,False,False,pure_batter,16.0,3.0,23.0,5.33,69.57,middle_order,,,,,,
YV Takawale,Mumbai Indians,2014.0,50.47,0.0,25.24,False,False,pure_batter,192.0,10.0,178.0,19.2,107.87,anchor_opener,,,,,,
Yash Dayal,Royal Challengers Bengaluru,2025.0,15.9,78.26,47.08,False,False,pure_bowler,4.0,4.0,9.0,1.0,44.44,tailender,41.0,43.0,871.0,0.953,9.73,powerplay_bowler
Yash Thakur,Lucknow Super Giants,2025.0,0.0,85.21,42.6,False,False,pure_bowler,,,,,,,25.0,21.0,443.0,1.19,10.59,death_bowler
Yashpal Singh,Kolkata Knight Riders,2009.0,29.04,0.0,14.52,False,False,pure_batter,47.0,4.0,66.0,11.75,71.21,middle_order,,,,,,
Younis Khan,Rajasthan Royals,2007.0,16.05,0.0,8.02,False,False,pure_batter,3.0,1.0,7.0,3.0,42.86,middle_order,,,,,,
Yudhvir Singh,Lucknow Super Giants,2024.0,50.05,76.42,63.24,False,False,pure_bowler,22.0,4.0,16.0,5.5,137.5,tailender,8.0,9.0,138.0,0.889,11.17,powerplay_bowler
Yuvraj Singh,Kings XI Punjab,2019.0,61.65,61.67,61.66,True,False,batting_allrounder,2754.0,126.0,2122.0,21.86,129.78,finisher,36.0,73.0,869.0,0.493,7.53,middle_overs_bowler
Z Khan,Royal Challengers Bangalore,2017.0,30.56,82.86,56.71,False,False,utility_player,117.0,27.0,141.0,4.33,82.98,tailender,102.0,99.0,2200.0,1.03,7.8,powerplay_bowler
Zeeshan Ansari,Sunrisers Hyderabad,2025.0,0.0,62.85,31.42,False,False,pure_bowler,,,,,,,6.0,10.0,203.0,0.6,9.87,middle_overs_bowler
