player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
MF Maharoof,27,20,420,532,16,5,7.6,19.7,15.56,1.35,0.93,11,0.55,0.393,0.8,0.25,212,165,155,168,150,102,7.57,6.6,9.12,0.4,0.357,0.243,middle,powerplay_bowler,1.7,1.0,21.0,1.0,Delhi Daredevils,2009,True
MG Bracewell,6,5,66,95,0,0,8.64,15.83,11.0,1.2,0.84,2,0.4,0.394,0.0,0.0,13,82,0,12,54,0,6.5,9.11,,0.182,0.818,0.0,powerplay,middle_overs_bowler,1.67,0.5,13.2,0.588,Royal Challengers Bangalore,2023,True
MG Johnson,62,54,1235,1740,57,9,8.45,28.06,19.92,1.148,0.94,22,0.407,0.433,1.056,0.167,832,421,487,621,312,302,8.04,8.1,9.68,0.503,0.253,0.245,powerplay,powerplay_bowler,1.42,0.78,22.87,1.0,Kings XI Punjab,2018,True
MG Neser,0,1,24,62,0,1,15.5,,,0.0,0.0,0,0.0,0.208,0.0,1.0,18,11,33,6,6,12,18.0,11.0,16.5,0.25,0.25,0.5,middle,part_time_bowler,0.0,,24.0,0.162,Kings XI Punjab,2013,False
MJ Clarke,2,5,66,72,0,0,6.55,36.0,33.0,0.4,0.55,0,0.0,0.333,0.0,0.0,0,63,9,0,60,6,,6.3,9.0,0.0,0.909,0.091,middle,middle_overs_bowler,,0.4,13.2,0.588,Pune Warriors,2012,True
MJ Henry,4,9,162,314,4,0,11.63,78.5,40.5,0.444,0.73,1,0.111,0.247,0.444,0.0,208,49,57,114,24,24,10.95,12.25,14.25,0.704,0.148,0.148,powerplay,powerplay_bowler,0.4,0.5,18.0,1.0,Lucknow Super Giants,2026,True
MJ McClenaghan,71,56,1274,1839,63,9,8.66,25.9,17.94,1.268,1.04,20,0.357,0.398,1.125,0.161,867,369,603,654,252,368,7.95,8.79,9.83,0.513,0.198,0.289,powerplay,powerplay_bowler,1.41,1.05,22.75,1.0,Mumbai Indians,2019,True
MJ Santner,27,33,645,810,14,1,7.53,30.0,23.89,0.818,0.77,5,0.152,0.35,0.424,0.03,216,512,82,150,444,51,8.64,6.92,9.65,0.233,0.688,0.079,middle,middle_overs_bowler,1.06,0.56,19.55,1.0,Chennai Super Kings,2026,True
MJ Suthar,0,1,12,26,0,0,13.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,26,0,0,12,0,0,13.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,12.0,0.112,Gujarat Titans,2024,False
MK Lomror,1,11,90,127,4,0,8.47,127.0,90.0,0.091,0.3,0,0.0,0.244,0.364,0.0,11,116,0,12,78,0,5.5,8.92,,0.133,0.867,0.0,powerplay,middle_overs_bowler,0.0,0.17,8.18,0.875,Rajasthan Royals,2024,True
MK Tiwary,1,6,42,83,3,0,11.86,83.0,42.0,0.167,0.41,0,0.0,0.214,0.5,0.0,0,55,28,0,30,12,,11.0,14.0,0.0,0.714,0.286,middle,part_time_bowler,0.33,0.0,7.0,0.55,Kolkata Knight Riders,2018,True
MM Ali,41,57,854,1036,14,1,7.28,25.27,20.83,0.719,0.92,9,0.158,0.345,0.246,0.018,89,875,72,96,701,57,5.56,7.49,7.58,0.112,0.821,0.067,powerplay,middle_overs_bowler,1.04,0.5,14.98,1.0,Chennai Super Kings,2025,True
MM Patel,74,63,1355,1733,16,11,7.67,23.42,18.31,1.175,1.19,23,0.365,0.435,0.254,0.175,784,407,542,654,396,305,7.19,6.17,10.66,0.483,0.292,0.225,middle,powerplay_bowler,1.36,0.93,21.51,1.0,Mumbai Indians,2017,True
MM Sharma,134,119,2403,3537,58,10,8.83,26.4,17.93,1.126,1.15,38,0.319,0.338,0.487,0.084,1168,976,1393,858,738,807,8.17,7.93,10.36,0.357,0.307,0.336,middle,death_bowler,1.6,0.59,20.19,1.0,Chennai Super Kings,2025,True
MN Samuels,9,11,214,285,5,0,7.99,31.67,23.78,0.818,0.87,1,0.091,0.369,0.455,0.0,81,116,88,78,84,52,6.23,8.29,10.15,0.364,0.393,0.243,powerplay,powerplay_bowler,0.4,1.17,19.45,1.0,Pune Warriors,2017,True
MP Stoinis,44,72,894,1494,33,2,10.03,33.95,20.32,0.611,0.9,9,0.125,0.268,0.458,0.028,254,883,357,159,571,164,9.58,9.28,13.06,0.178,0.639,0.183,middle,middle_overs_bowler,0.83,0.41,12.42,1.0,Delhi Capitals,2026,True
MP Yadav,9,6,121,188,7,1,9.32,20.89,13.44,1.5,1.38,3,0.5,0.471,1.167,0.167,74,90,24,36,66,19,12.33,8.18,7.58,0.298,0.545,0.157,death,middle_overs_bowler,1.75,1.0,20.17,0.875,Lucknow Super Giants,2025,True
MR Marsh,37,34,560,803,30,3,8.6,21.7,15.14,1.088,1.14,11,0.324,0.323,0.882,0.088,155,424,224,106,333,121,8.77,7.64,11.11,0.189,0.595,0.216,middle,middle_overs_bowler,1.27,0.95,16.47,1.0,Delhi Capitals,2024,True
MS Gony,37,44,888,1317,32,5,8.9,35.59,24.0,0.841,0.83,8,0.182,0.392,0.727,0.114,722,382,213,486,282,120,8.91,8.13,10.65,0.547,0.318,0.135,middle,powerplay_bowler,1.04,0.62,20.18,1.0,Chennai Super Kings,2017,True
MW Short,0,4,25,26,1,0,6.24,,,0.0,0.0,0,0.0,0.44,0.25,0.0,14,12,0,12,13,0,7.0,5.54,,0.48,0.52,0.0,middle,part_time_bowler,0.0,0.0,6.25,0.354,Punjab Kings,2026,False
Mandeep Singh,0,2,12,26,0,0,13.0,,,0.0,0.0,0,0.0,0.083,0.0,0.0,0,26,0,0,12,0,,13.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,6.0,0.175,Kings XI Punjab,2019,False
Mashrafe Mortaza,0,1,24,59,2,2,14.75,,,0.0,0.0,0,0.0,0.25,2.0,2.0,26,0,33,12,0,12,13.0,,16.5,0.5,0.0,0.5,powerplay,part_time_bowler,,0.0,24.0,0.162,Kolkata Knight Riders,2009,False
Mayank Dagar,2,8,137,205,1,0,8.98,102.5,68.5,0.25,0.46,0,0.0,0.314,0.125,0.0,29,154,22,12,108,17,14.5,8.56,7.76,0.088,0.788,0.124,death,middle_overs_bowler,0.0,0.29,17.12,1.0,Royal Challengers Bengaluru,2024,True
Mohammad Asif,8,8,192,307,6,1,9.59,38.38,24.0,1.0,0.76,2,0.25,0.333,0.75,0.125,147,54,106,90,42,60,9.8,7.71,10.6,0.469,0.219,0.312,middle,death_bowler,0.75,1.25,24.0,1.0,Delhi Daredevils,2007,True
Mohammad Hafeez,2,4,60,71,2,1,7.1,35.5,30.0,0.5,0.58,0,0.0,0.367,0.5,0.25,0,71,0,0,60,0,,7.1,,0.0,1.0,0.0,middle,middle_overs_bowler,1.0,0.33,15.0,0.5,Kolkata Knight Riders,2007,False
Mohammad Nabi,15,23,417,527,2,0,7.58,35.13,27.8,0.652,0.98,3,0.13,0.35,0.087,0.0,179,313,35,168,228,21,6.39,8.24,10.0,0.403,0.547,0.05,powerplay,powerplay_bowler,0.9,0.46,18.13,1.0,Sunrisers Hyderabad,2024,True
Mohammed Shami,137,124,2728,3969,91,9,8.73,28.97,19.91,1.105,0.99,36,0.29,0.401,0.734,0.073,2039,698,1232,1550,492,686,7.89,8.51,10.78,0.568,0.18,0.251,powerplay,powerplay_bowler,1.39,0.87,22.0,1.0,Gujarat Titans,2026,True
Mohammed Siraj,112,112,2384,3571,146,8,8.99,31.88,21.29,1.0,1.02,31,0.277,0.412,1.304,0.071,1765,599,1207,1236,456,692,8.57,7.88,10.47,0.518,0.191,0.29,middle,powerplay_bowler,1.27,0.74,21.29,1.0,Royal Challengers Bangalore,2026,True
Mohit Rathee,0,1,12,29,0,0,14.5,,,0.0,0.0,0,0.0,0.25,0.0,0.0,0,29,0,0,12,0,,14.5,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Punjab Kings,2023,False
Mohsin Khan,28,24,510,721,22,0,8.48,25.75,18.21,1.167,1.05,6,0.25,0.433,0.917,0.0,321,149,251,246,120,144,7.83,7.45,10.46,0.482,0.235,0.282,middle,powerplay_bowler,1.67,0.67,21.25,1.0,Lucknow Super Giants,2026,True
Monu Kumar,0,1,12,20,3,1,10.0,,,0.0,0.0,0,0.0,0.333,3.0,1.0,7,0,13,6,0,6,7.0,,13.0,0.5,0.0,0.5,powerplay,part_time_bowler,0.0,,12.0,0.112,Chennai Super Kings,2020,False
Mujeeb Ur Rahman,20,20,446,626,19,0,8.42,31.3,22.3,1.0,0.97,7,0.35,0.339,0.95,0.0,182,302,142,140,234,72,7.8,7.74,11.83,0.314,0.525,0.161,middle,powerplay_bowler,1.1,0.9,22.3,1.0,Kings XI Punjab,2025,True
Mukesh Choudhary,17,16,315,523,18,1,9.96,30.76,18.53,1.062,1.29,4,0.25,0.416,1.125,0.062,349,62,112,222,42,51,9.43,8.86,13.18,0.705,0.133,0.162,middle,powerplay_bowler,2.5,0.58,19.69,1.0,Chennai Super Kings,2025,True
Mukesh Kumar,41,36,720,1257,39,6,10.48,30.66,17.56,1.139,1.02,10,0.278,0.339,1.083,0.167,482,210,565,318,138,264,9.09,9.13,12.84,0.442,0.192,0.367,powerplay,death_bowler,1.42,0.82,20.0,1.0,Delhi Capitals,2026,True
Musheer Khan,1,1,12,27,0,0,13.5,27.0,12.0,1.0,0.0,0,0.0,0.083,0.0,0.0,0,27,0,0,12,0,,13.5,,0.0,1.0,0.0,middle,part_time_bowler,,1.0,12.0,0.112,Punjab Kings,2025,False
Mustafizur Rahman,65,60,1364,1879,47,8,8.27,28.91,20.98,1.083,1.01,16,0.267,0.357,0.783,0.133,561,426,892,462,326,576,7.29,7.84,9.29,0.339,0.239,0.422,powerplay,death_bowler,1.44,0.83,22.73,1.0,Sunrisers Hyderabad,2025,True
N Burger,12,10,198,307,9,1,9.3,25.58,16.5,1.2,0.79,4,0.4,0.429,0.9,0.1,180,97,30,108,60,30,10.0,9.7,6.0,0.545,0.303,0.152,death,powerplay_bowler,1.38,0.5,19.8,1.0,Rajasthan Royals,2026,True
N Rana,10,26,192,271,5,0,8.47,27.1,19.2,0.385,0.7,3,0.115,0.302,0.192,0.0,37,207,27,25,144,23,8.88,8.62,7.04,0.13,0.75,0.12,death,middle_overs_bowler,0.64,0.2,7.38,1.0,Kolkata Knight Riders,2025,True
N Thushara,9,8,180,289,15,3,9.63,32.11,20.0,1.125,1.25,2,0.25,0.322,1.875,0.375,149,33,107,96,18,66,9.31,11.0,9.73,0.533,0.1,0.367,powerplay,death_bowler,0.5,1.33,22.5,1.0,Mumbai Indians,2025,True
N Wadhera,0,2,17,22,0,0,7.76,,,0.0,0.0,0,0.0,0.176,0.0,0.0,0,13,9,0,12,5,,6.5,10.8,0.0,0.706,0.294,middle,part_time_bowler,,0.0,8.5,0.196,Mumbai Indians,2025,False
NA Saini,0,1,12,35,0,3,17.5,,,0.0,0.0,0,0.0,0.167,0.0,3.0,0,12,23,0,6,6,,12.0,23.0,0.0,0.5,0.5,middle,part_time_bowler,0.0,,12.0,0.112,Rajasthan Royals,2023,False
NB Singh,1,2,24,18,1,0,4.5,18.0,24.0,0.5,0.71,0,0.0,0.542,0.5,0.0,18,0,0,24,0,0,4.5,,,1.0,0.0,0.0,powerplay,part_time_bowler,0.0,1.0,12.0,0.225,Gujarat Lions,2017,False
ND Doshi,2,4,56,79,1,0,8.46,39.5,28.0,0.5,0.58,0,0.0,0.429,0.25,0.0,32,36,11,18,26,12,10.67,8.31,5.5,0.321,0.464,0.214,death,part_time_bowler,1.0,0.33,14.0,0.483,Rajasthan Royals,2011,False
NJ Rimmington,0,1,18,20,0,0,6.67,,,0.0,0.0,0,0.0,0.5,0.0,0.0,14,6,0,12,6,0,7.0,6.0,,0.667,0.333,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Kings XI Punjab,2011,False
NL McCullum,0,2,30,35,0,0,7.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,12,23,0,12,18,0,6.0,7.67,,0.4,0.6,0.0,powerplay,part_time_bowler,,0.0,15.0,0.25,Pune Warriors,2011,False
NLTC Perera,31,36,698,1031,14,3,8.86,33.26,22.52,0.861,0.99,9,0.25,0.325,0.389,0.083,223,369,439,180,288,230,7.43,7.69,11.45,0.258,0.413,0.33,powerplay,death_bowler,1.0,0.75,19.39,1.0,Sunrisers Hyderabad,2016,True
NM Coulter-Nile,48,38,857,1125,26,9,7.88,23.44,17.85,1.263,1.22,14,0.368,0.429,0.684,0.237,441,286,398,360,249,248,7.35,6.89,9.63,0.42,0.291,0.289,middle,powerplay_bowler,1.62,0.82,22.55,1.0,Delhi Daredevils,2022,True
NT Ellis,19,17,378,553,9,3,8.78,29.11,19.89,1.118,1.11,4,0.235,0.31,0.529,0.176,121,182,250,102,138,138,7.12,7.91,10.87,0.27,0.365,0.365,powerplay,death_bowler,1.44,0.75,22.24,1.0,Punjab Kings,2025,True
Naman Dhir,0,5,52,76,1,0,8.77,,,0.0,0.0,0,0.0,0.212,0.2,0.0,6,62,8,6,34,12,6.0,10.94,4.0,0.115,0.654,0.231,death,part_time_bowler,0.0,0.0,10.4,0.529,Mumbai Indians,2025,True
Navdeep Saini,24,32,670,1006,22,9,9.01,41.92,27.92,0.75,0.88,7,0.219,0.413,0.688,0.281,418,308,280,288,204,178,8.71,9.06,9.44,0.43,0.304,0.266,powerplay,powerplay_bowler,1.23,0.42,20.94,1.0,Royal Challengers Bangalore,2026,True
Naveen-ul-Haq,25,17,387,602,15,5,9.33,24.08,15.48,1.471,1.28,8,0.471,0.344,0.882,0.294,232,104,266,144,84,159,9.67,7.43,10.04,0.372,0.217,0.411,middle,death_bowler,1.0,2.0,22.76,1.0,Lucknow Super Giants,2024,True
Nithish Kumar Reddy,7,17,193,346,12,2,10.76,49.43,27.57,0.412,0.71,2,0.118,0.264,0.706,0.118,63,205,78,36,126,31,10.5,9.76,15.1,0.187,0.653,0.161,middle,middle_overs_bowler,0.78,0.0,11.35,1.0,Sunrisers Hyderabad,2026,True
Noor Ahmad,52,42,894,1263,34,5,8.48,24.29,17.19,1.238,1.16,16,0.381,0.332,0.81,0.119,96,968,199,60,701,133,9.6,8.29,8.98,0.067,0.784,0.149,middle,middle_overs_bowler,1.67,0.92,21.29,1.0,Gujarat Titans,2026,True
O Thomas,5,4,60,85,1,2,8.5,17.0,12.0,1.25,0.96,2,0.5,0.283,0.25,0.5,58,9,18,36,12,12,9.67,4.5,9.0,0.6,0.2,0.2,middle,powerplay_bowler,1.5,1.0,15.0,0.5,Rajasthan Royals,2019,False
OC McCoy,11,8,161,255,17,2,9.5,23.18,14.64,1.375,1.06,4,0.5,0.304,2.125,0.25,14,144,97,12,84,65,7.0,10.29,8.95,0.075,0.522,0.404,powerplay,death_bowler,2.0,0.33,20.12,1.0,Rajasthan Royals,2023,True
OF Smith,6,6,90,179,4,1,11.93,29.83,15.0,1.0,1.55,1,0.167,0.389,0.667,0.167,21,112,46,18,54,18,7.0,12.44,15.33,0.2,0.6,0.2,powerplay,middle_overs_bowler,1.67,0.33,15.0,0.75,Punjab Kings,2022,True
P Amarnath,7,6,132,241,0,0,10.95,34.43,18.86,1.167,0.75,2,0.333,0.22,0.0,0.0,12,189,40,6,108,18,12.0,10.5,13.33,0.045,0.818,0.136,middle,middle_overs_bowler,1.17,,22.0,0.875,Chennai Super Kings,2007,True
P Awana,39,33,747,1046,23,4,8.4,26.82,19.15,1.182,1.07,11,0.333,0.392,0.697,0.121,363,370,313,270,306,171,8.07,7.25,10.98,0.361,0.41,0.229,middle,powerplay_bowler,1.26,1.07,22.64,1.0,Kings XI Punjab,2014,True
P Dubey,2,5,78,112,1,0,8.62,56.0,39.0,0.4,0.55,0,0.0,0.295,0.2,0.0,0,101,11,0,72,6,,8.42,11.0,0.0,0.923,0.077,middle,middle_overs_bowler,0.0,0.5,15.6,0.638,Delhi Capitals,2025,True
P Kumar,90,119,2524,3342,112,1,7.94,37.13,28.04,0.756,0.84,25,0.21,0.426,0.941,0.008,1813,471,1058,1572,360,592,6.92,7.85,10.72,0.623,0.143,0.235,powerplay,powerplay_bowler,0.98,0.55,21.21,1.0,Kings XI Punjab,2017,True
P Negi,34,42,716,954,17,0,7.99,28.06,21.06,0.81,0.97,9,0.214,0.331,0.405,0.0,64,738,152,42,594,80,9.14,7.45,11.4,0.059,0.83,0.112,middle,middle_overs_bowler,0.93,0.75,17.05,1.0,Royal Challengers Bangalore,2019,True
P Parameswaran,9,8,154,226,4,1,8.81,25.11,17.11,1.125,1.13,3,0.375,0.416,0.5,0.125,65,97,64,36,79,39,10.83,7.37,9.85,0.234,0.513,0.253,middle,middle_overs_bowler,1.6,0.33,19.25,1.0,Kochi Tuskers Kerala,2012,True
P Prasanth,0,1,6,18,0,0,18.0,,,0.0,0.0,0,0.0,0.5,0.0,0.0,0,18,0,0,6,0,,18.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Kochi Tuskers Kerala,2011,False
P Ray Barman,0,1,24,56,0,0,14.0,,,0.0,0.0,0,0.0,0.083,0.0,0.0,0,36,20,0,18,6,,12.0,20.0,0.0,0.75,0.25,middle,part_time_bowler,,0.0,24.0,0.162,Royal Challengers Bangalore,2019,False
P Sahu,3,5,105,152,2,0,8.69,50.67,35.0,0.6,0.89,1,0.2,0.229,0.4,0.0,11,110,31,6,81,18,11.0,8.15,10.33,0.057,0.771,0.171,middle,middle_overs_bowler,0.0,0.75,21.0,0.75,Kings XI Punjab,2016,True
P Suyal,2,5,96,154,7,4,9.62,77.0,48.0,0.4,0.55,0,0.0,0.375,1.4,0.8,93,18,43,60,12,24,9.3,9.0,10.75,0.625,0.125,0.25,middle,powerplay_bowler,1.0,0.0,19.2,0.712,Mumbai Indians,2015,True
PC Valthaty,7,10,151,207,2,0,8.23,29.57,21.57,0.7,1.25,1,0.1,0.291,0.2,0.0,0,176,31,0,132,19,,8.0,9.79,0.0,0.874,0.126,middle,middle_overs_bowler,1.5,0.17,15.1,1.0,Kings XI Punjab,2012,True
PD Collingwood,5,6,89,101,1,0,6.81,20.2,17.8,0.833,0.75,1,0.167,0.27,0.167,0.0,0,80,21,0,66,23,,7.27,5.48,0.0,0.742,0.258,death,middle_overs_bowler,1.0,0.75,14.83,0.746,Delhi Daredevils,2009,True
PH Solanki,2,2,36,39,0,0,6.5,19.5,18.0,1.0,1.41,1,0.5,0.306,0.0,0.0,0,24,15,0,24,12,,6.0,7.5,0.0,0.667,0.333,middle,part_time_bowler,,1.0,18.0,0.275,Chennai Super Kings,2022,False
PHKD Mendis,2,4,42,60,0,0,8.57,30.0,21.0,0.5,0.58,0,0.0,0.262,0.0,0.0,0,60,0,0,42,0,,8.57,,0.0,1.0,0.0,middle,part_time_bowler,1.0,0.33,10.5,0.425,Sunrisers Hyderabad,2025,False
PJ Cummins,79,72,1617,2436,63,2,9.04,30.84,20.47,1.097,1.02,22,0.306,0.357,0.875,0.028,1017,635,784,696,474,447,8.77,8.04,10.52,0.43,0.293,0.276,middle,powerplay_bowler,1.38,0.88,22.46,1.0,Sunrisers Hyderabad,2025,True
PJ Sangwan,38,42,856,1267,43,6,8.88,33.34,22.53,0.905,0.91,9,0.214,0.373,1.024,0.143,521,524,222,354,366,136,8.83,8.59,9.79,0.414,0.428,0.159,middle,powerplay_bowler,1.21,0.65,20.38,1.0,Delhi Daredevils,2022,True
PM Sarvesh Kumar,1,2,30,42,1,0,8.4,42.0,30.0,0.5,0.71,0,0.0,0.367,0.5,0.0,8,34,0,6,24,0,8.0,8.5,,0.2,0.8,0.0,powerplay,part_time_bowler,,0.5,15.0,0.25,Deccan Chargers,2007,False
PP Chawla,192,191,3850,5179,43,2,8.07,26.97,20.05,1.005,0.94,49,0.257,0.344,0.225,0.01,576,3946,657,437,2969,444,7.91,7.97,8.88,0.114,0.771,0.115,powerplay,middle_overs_bowler,1.13,0.87,20.16,1.0,Kings XI Punjab,2024,True
PP Hinge,4,1,24,34,2,0,8.5,8.5,6.0,4.0,0.0,1,1.0,0.583,2.0,0.0,18,0,16,18,0,6,6.0,,16.0,0.75,0.0,0.25,powerplay,part_time_bowler,4.0,,24.0,0.162,Sunrisers Hyderabad,2026,False
PP Ojha,89,90,1899,2399,44,2,7.58,26.96,21.34,0.989,0.93,28,0.311,0.351,0.489,0.022,324,1617,458,240,1373,286,8.1,7.07,9.61,0.126,0.723,0.151,middle,middle_overs_bowler,1.14,0.85,21.1,1.0,Deccan Chargers,2015,True
PV Tambe,28,33,660,866,14,0,7.87,30.93,23.57,0.848,1.0,7,0.212,0.309,0.424,0.0,114,609,143,78,504,78,8.77,7.25,11.0,0.118,0.764,0.118,middle,middle_overs_bowler,1.24,0.44,20.0,1.0,Rajasthan Royals,2016,True
PVD Chameera,13,19,384,640,21,3,10.0,49.23,29.54,0.684,0.75,3,0.158,0.38,1.105,0.158,314,129,197,192,90,102,9.81,8.6,11.59,0.5,0.234,0.266,middle,powerplay_bowler,0.86,0.58,20.21,1.0,Lucknow Super Giants,2025,True
PVSN Raju,1,2,24,54,5,0,13.5,54.0,24.0,0.5,0.71,0,0.0,0.125,2.5,0.0,13,12,29,6,6,12,13.0,12.0,14.5,0.25,0.25,0.5,middle,part_time_bowler,,0.5,12.0,0.225,Mumbai Indians,2025,False
PWA Mulder,0,1,6,16,0,0,16.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,0,16,0,0,6,,,16.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,6.0,0.088,Sunrisers Hyderabad,2025,False
PWH de Silva,46,37,798,1134,10,0,8.53,24.65,17.35,1.243,1.19,12,0.324,0.331,0.27,0.0,99,865,170,60,618,120,9.9,8.4,8.5,0.075,0.774,0.15,middle,middle_overs_bowler,1.53,1.0,21.57,1.0,Royal Challengers Bangalore,2025,True
Pankaj Singh,11,17,300,472,10,1,9.44,42.91,27.27,0.647,0.93,5,0.294,0.37,0.588,0.059,195,167,110,150,102,48,7.8,9.82,13.75,0.5,0.34,0.16,powerplay,powerplay_bowler,0.5,0.78,17.65,1.0,Rajasthan Royals,2012,True
Parvez Rasool,4,11,198,273,2,0,8.27,68.25,49.5,0.364,0.5,0,0.0,0.303,0.182,0.0,101,172,0,66,132,0,9.18,7.82,,0.333,0.667,0.0,middle,powerplay_bowler,0.6,0.17,18.0,1.0,Sunrisers Hyderabad,2016,True
Prince Yadav,12,11,245,393,16,0,9.62,32.75,20.42,1.091,0.94,3,0.273,0.339,1.455,0.0,97,155,141,72,108,65,8.08,8.61,13.02,0.294,0.441,0.265,powerplay,middle_overs_bowler,1.0,1.14,22.27,1.0,Lucknow Super Giants,2026,True
R Ashwin,187,217,4710,5721,154,4,7.29,30.59,25.19,0.862,0.87,48,0.221,0.341,0.71,0.018,1502,3385,834,1252,2857,601,7.2,7.11,8.33,0.266,0.607,0.128,middle,middle_overs_bowler,0.99,0.71,21.71,1.0,Chennai Super Kings,2025,True
R Bhatia,71,91,1636,2059,23,2,7.55,29.0,23.04,0.78,0.92,19,0.209,0.267,0.253,0.022,25,1698,336,12,1393,231,12.5,7.31,8.73,0.007,0.851,0.141,middle,middle_overs_bowler,0.9,0.65,17.98,1.0,Kolkata Knight Riders,2017,True
R Dhawan,25,36,662,922,28,3,8.36,36.88,26.48,0.694,0.75,6,0.167,0.31,0.778,0.083,221,533,168,156,414,92,8.5,7.72,10.96,0.236,0.625,0.139,middle,middle_overs_bowler,0.84,0.53,18.39,1.0,Kings XI Punjab,2024,True
R Goyal,0,1,24,34,0,0,8.5,,,0.0,0.0,0,0.0,0.25,0.0,0.0,0,34,0,0,24,0,,8.5,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,24.0,0.162,Mumbai Indians,2023,False
R McLaren,12,18,354,558,15,3,9.46,46.5,29.5,0.667,0.77,3,0.167,0.328,0.833,0.167,220,182,156,150,120,84,8.8,9.1,11.14,0.424,0.339,0.237,powerplay,powerplay_bowler,0.7,0.62,19.67,1.0,Mumbai Indians,2013,True
R Ninan,3,2,36,65,0,0,10.83,21.67,12.0,1.5,0.71,1,0.5,0.222,0.0,0.0,0,49,16,0,30,6,,9.8,16.0,0.0,0.833,0.167,middle,part_time_bowler,,1.5,18.0,0.275,Royal Challengers Bangalore,2011,False
R Parag,9,32,307,494,14,0,9.65,54.89,34.11,0.281,0.46,0,0.0,0.225,0.438,0.0,16,447,31,12,282,13,8.0,9.51,14.31,0.039,0.919,0.042,powerplay,middle_overs_bowler,0.08,0.4,9.59,1.0,Rajasthan Royals,2026,True
R Powell,1,2,18,35,2,1,11.67,35.0,18.0,0.5,0.71,0,0.0,0.222,1.0,0.5,0,21,14,0,12,6,,10.5,14.0,0.0,0.667,0.333,middle,part_time_bowler,0.0,1.0,9.0,0.2,Delhi Capitals,2023,False
R Rampaul,16,12,268,319,8,2,7.14,19.94,16.75,1.333,0.89,5,0.417,0.485,0.667,0.167,163,54,102,162,54,52,6.04,6.0,11.77,0.604,0.201,0.194,middle,powerplay_bowler,1.25,1.38,22.33,1.0,Royal Challengers Bangalore,2014,True
R Ravindra,0,2,12,7,0,0,3.5,,,0.0,0.0,0,0.0,0.417,0.0,0.0,0,7,0,0,12,0,,3.5,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,6.0,0.175,Chennai Super Kings,2024,False
R Sai Kishore,32,25,441,655,12,0,8.91,20.47,13.78,1.28,0.98,9,0.36,0.295,0.48,0.0,33,477,145,18,342,81,11.0,8.37,10.74,0.041,0.776,0.184,middle,middle_overs_bowler,1.53,0.9,17.64,1.0,Gujarat Titans,2025,True
R Sanjay Yadav,0,1,12,23,2,0,11.5,,,0.0,0.0,0,0.0,0.5,2.0,0.0,8,15,0,6,6,0,8.0,15.0,,0.5,0.5,0.0,powerplay,part_time_bowler,,0.0,12.0,0.112,Mumbai Indians,2022,False
R Sathish,3,14,139,233,5,0,10.06,77.67,46.33,0.214,0.43,0,0.0,0.216,0.357,0.0,0,154,79,0,114,25,,8.11,18.96,0.0,0.82,0.18,middle,middle_overs_bowler,0.5,0.1,9.93,1.0,Mumbai Indians,2016,True
R Sharma,40,44,928,1100,7,0,7.11,27.5,23.2,0.909,0.8,10,0.227,0.36,0.159,0.0,101,769,230,90,684,154,6.73,6.75,8.96,0.097,0.737,0.166,powerplay,middle_overs_bowler,1.15,0.81,21.09,1.0,Pune Warriors,2014,True
R Shepherd,13,19,259,535,16,1,12.39,41.15,19.92,0.684,0.89,3,0.158,0.27,0.842,0.053,37,325,173,24,162,73,9.25,12.04,14.22,0.093,0.625,0.282,powerplay,middle_overs_bowler,0.67,0.71,13.63,1.0,Royal Challengers Bengaluru,2026,True
R Shukla,5,7,120,217,7,3,10.85,43.4,24.0,0.714,0.76,1,0.143,0.317,1.0,0.429,79,65,73,54,36,30,8.78,10.83,14.6,0.45,0.3,0.25,powerplay,powerplay_bowler,1.5,0.4,17.14,0.938,Delhi Daredevils,2014,True
R Tewatia,32,52,843,1117,21,2,7.95,34.91,26.34,0.615,0.89,6,0.115,0.313,0.404,0.038,15,1047,55,12,786,45,7.5,7.99,7.33,0.014,0.932,0.053,death,middle_overs_bowler,0.7,0.55,16.21,1.0,Rajasthan Royals,2023,True
