player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
C Bosch,2,3,61,95,4,0,9.34,47.5,30.5,0.667,0.58,0,0.0,0.475,1.333,0.0,11,68,16,6,36,19,11.0,11.33,5.05,0.098,0.59,0.311,death,middle_overs_bowler,0.5,1.0,20.33,0.442,Mumbai Indians,2026,False
C Ganapathy,0,1,6,13,0,0,13.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,13,0,0,6,0,,13.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Chennai Super Kings,2009,False
C Green,17,31,463,734,24,2,9.51,43.18,27.24,0.548,0.72,4,0.129,0.335,0.774,0.065,174,350,210,108,252,103,9.67,8.33,12.23,0.233,0.544,0.222,middle,middle_overs_bowler,0.5,0.6,14.94,1.0,Mumbai Indians,2026,True
C Munro,0,2,12,15,0,0,7.5,,,0.0,0.0,0,0.0,0.417,0.0,0.0,0,15,0,0,12,0,,7.5,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.175,Kolkata Knight Riders,2016,False
C Nanda,2,3,48,58,2,0,7.25,29.0,24.0,0.667,0.58,0,0.0,0.271,0.667,0.0,0,50,8,0,42,6,,7.14,8.0,0.0,0.875,0.125,middle,part_time_bowler,1.0,0.5,16.0,0.388,Mumbai Indians,2009,False
C Sakariya,20,20,444,649,30,5,8.77,32.45,22.2,1.0,0.97,5,0.25,0.329,1.5,0.25,227,185,237,198,120,126,6.88,9.25,11.29,0.446,0.27,0.284,powerplay,powerplay_bowler,0.86,1.08,22.2,1.0,Rajasthan Royals,2025,True
C de Grandhomme,6,19,216,323,12,2,8.97,53.83,36.0,0.316,0.75,1,0.053,0.269,0.632,0.105,13,280,30,12,190,14,6.5,8.84,12.86,0.056,0.88,0.065,powerplay,middle_overs_bowler,0.45,0.12,11.37,1.0,Royal Challengers Bangalore,2019,True
CH Gayle,18,38,554,755,27,3,8.18,41.94,30.78,0.474,0.76,4,0.105,0.325,0.711,0.079,169,352,234,120,282,152,8.45,7.49,9.24,0.217,0.509,0.274,middle,middle_overs_bowler,0.68,0.26,14.58,1.0,Royal Challengers Bangalore,2020,True
CH Morris,96,81,1726,2377,70,5,8.26,24.76,17.98,1.185,1.15,26,0.321,0.387,0.864,0.062,900,518,959,684,396,646,7.89,7.85,8.91,0.396,0.229,0.374,middle,death_bowler,1.39,1.0,21.31,1.0,Delhi Daredevils,2021,True
CJ Anderson,11,22,297,525,18,0,10.61,47.73,27.0,0.5,0.67,2,0.091,0.266,0.818,0.0,121,203,201,71,138,88,10.23,8.83,13.7,0.239,0.465,0.296,middle,middle_overs_bowler,0.44,0.54,13.5,1.0,Mumbai Indians,2018,True
CJ Dala,0,1,18,34,1,0,11.33,,,0.0,0.0,0,0.0,0.389,1.0,0.0,17,17,0,6,12,0,17.0,8.5,,0.333,0.667,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Delhi Daredevils,2018,False
CJ Green,0,1,17,24,0,0,8.47,,,0.0,0.0,0,0.0,0.353,0.0,0.0,16,0,8,12,0,5,8.0,,9.6,0.706,0.0,0.294,powerplay,part_time_bowler,,0.0,17.0,0.133,Kolkata Knight Riders,2020,False
CJ Jordan,30,34,674,1111,38,5,9.89,37.03,22.47,0.882,1.04,7,0.206,0.306,1.118,0.147,243,326,542,150,246,278,9.72,7.95,11.7,0.223,0.365,0.412,middle,death_bowler,1.18,0.59,19.82,1.0,Kings XI Punjab,2023,True
CJ McKay,1,2,42,60,0,0,8.57,60.0,42.0,0.5,0.71,0,0.0,0.333,0.0,0.0,26,14,20,12,18,12,13.0,4.67,10.0,0.286,0.429,0.286,middle,part_time_bowler,1.0,0.0,21.0,0.3,Mumbai Indians,2012,False
CK Kapugedera,0,3,17,49,0,0,17.29,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34,15,0,11,6,,18.55,15.0,0.0,0.647,0.353,death,part_time_bowler,0.0,0.0,5.67,0.258,Chennai Super Kings,2007,False
CK Langeveldt,13,7,156,199,8,1,7.65,15.31,12.0,1.857,0.69,5,0.714,0.442,1.143,0.143,99,37,63,84,24,48,7.07,9.25,7.88,0.538,0.154,0.308,powerplay,death_bowler,1.8,2.0,22.29,0.938,Kolkata Knight Riders,2011,True
CL White,1,6,42,86,4,0,12.29,86.0,42.0,0.167,0.41,0,0.0,0.19,0.667,0.0,0,86,0,0,42,0,,12.29,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.2,7.0,0.55,Royal Challengers Bangalore,2013,True
CR Brathwaite,13,16,254,384,9,3,9.07,29.54,19.54,0.812,0.98,4,0.25,0.291,0.562,0.188,30,259,95,24,174,56,7.5,8.93,10.18,0.094,0.685,0.22,powerplay,middle_overs_bowler,1.5,0.4,15.88,1.0,Delhi Daredevils,2019,True
CR Woakes,30,21,440,674,22,1,9.19,22.47,14.67,1.429,0.98,10,0.476,0.366,1.048,0.048,249,135,290,162,120,158,9.22,6.75,11.01,0.368,0.273,0.359,middle,death_bowler,1.17,1.78,20.95,1.0,Kolkata Knight Riders,2021,True
CRD Fernando,17,10,234,306,11,4,7.85,18.0,13.76,1.7,1.06,6,0.6,0.423,1.1,0.4,90,84,132,78,72,84,6.92,7.0,9.43,0.333,0.308,0.359,powerplay,death_bowler,2.0,1.25,23.4,1.0,Mumbai Indians,2009,True
CV Varun,100,86,1942,2537,38,8,7.84,25.37,19.42,1.163,1.07,29,0.337,0.365,0.442,0.093,518,1586,433,384,1254,304,8.09,7.59,8.55,0.198,0.646,0.157,middle,middle_overs_bowler,1.6,0.75,22.58,1.0,Kolkata Knight Riders,2026,True
D Brevis,1,1,3,8,0,0,16.0,8.0,3.0,1.0,0.0,0,0.0,0.333,0.0,0.0,0,0,8,0,0,3,,,16.0,0.0,0.0,1.0,death,part_time_bowler,,1.0,3.0,0.075,Mumbai Indians,2022,False
D Jansen,1,1,24,53,4,0,13.25,53.0,24.0,1.0,0.0,0,0.0,0.25,4.0,0.0,16,13,24,6,6,12,16.0,13.0,12.0,0.25,0.25,0.5,death,part_time_bowler,1.0,,24.0,0.162,Mumbai Indians,2023,False
D Kalyankrishna,2,3,48,88,2,0,11.0,44.0,24.0,0.667,0.58,0,0.0,0.208,0.667,0.0,0,71,17,0,42,6,,10.14,17.0,0.0,0.875,0.125,middle,part_time_bowler,0.0,1.0,16.0,0.388,Deccan Chargers,2007,False
D Pretorius,6,7,150,242,16,0,9.68,40.33,25.0,0.857,0.9,2,0.286,0.28,2.286,0.0,0,93,149,0,78,72,,7.15,12.42,0.0,0.52,0.48,middle,death_bowler,0.33,1.25,21.43,0.938,Chennai Super Kings,2023,True
D Salunkhe,1,5,47,80,3,1,10.21,80.0,47.0,0.2,0.45,0,0.0,0.277,0.6,0.2,0,73,7,0,41,6,,10.68,7.0,0.0,0.872,0.128,death,part_time_bowler,0.33,0.0,9.4,0.508,Rajasthan Royals,2007,True
D Wiese,16,15,296,447,10,1,9.06,27.94,18.5,1.067,1.16,5,0.333,0.277,0.667,0.067,87,252,108,72,162,62,7.25,9.33,10.45,0.243,0.547,0.209,powerplay,middle_overs_bowler,1.0,1.12,19.73,1.0,Royal Challengers Bangalore,2023,True
D du Preez,4,2,42,56,0,1,8.0,14.0,10.5,2.0,1.41,1,0.5,0.429,0.0,0.5,12,28,16,18,18,6,4.0,9.33,16.0,0.429,0.429,0.143,powerplay,part_time_bowler,3.0,1.0,21.0,0.3,Royal Challengers Bangalore,2009,False
DA Payne,2,2,30,70,1,0,14.0,35.0,15.0,1.0,1.41,1,0.5,0.167,0.5,0.0,43,27,0,12,18,0,21.5,9.0,,0.4,0.6,0.0,middle,part_time_bowler,0.0,2.0,15.0,0.25,Sunrisers Hyderabad,2026,False
DA Warner,0,1,1,2,1,0,12.0,,,0.0,0.0,0,0.0,0.0,1.0,0.0,0,2,0,0,1,0,,12.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,1.0,0.067,Sunrisers Hyderabad,2020,False
DAJ Bracewell,3,1,24,32,1,0,8.0,10.67,8.0,3.0,0.0,1,1.0,0.417,1.0,0.0,7,15,10,6,12,6,7.0,7.5,10.0,0.25,0.5,0.25,powerplay,part_time_bowler,,3.0,24.0,0.162,Delhi Daredevils,2012,False
DB Ravi Teja,1,2,18,28,0,0,9.33,28.0,18.0,0.5,0.71,0,0.0,0.222,0.0,0.0,0,28,0,0,18,0,,9.33,,0.0,1.0,0.0,middle,part_time_bowler,,0.5,9.0,0.2,Deccan Chargers,2011,False
DE Bollinger,37,27,576,716,22,2,7.46,19.35,15.57,1.37,1.08,11,0.407,0.441,0.815,0.074,404,15,297,324,18,234,7.48,5.0,7.62,0.562,0.031,0.406,middle,death_bowler,1.63,0.75,21.33,1.0,Chennai Super Kings,2012,True
DG Nalkande,6,6,84,150,4,1,10.71,25.0,14.0,1.0,0.89,2,0.333,0.262,0.667,0.167,22,97,31,12,54,18,11.0,10.78,10.33,0.143,0.643,0.214,death,middle_overs_bowler,1.0,1.0,14.0,0.725,Gujarat Titans,2024,True
DJ Bravo,183,158,3120,4436,167,9,8.53,24.24,17.05,1.158,1.0,55,0.348,0.32,1.057,0.057,304,1934,2198,228,1507,1385,8.0,7.7,9.52,0.073,0.483,0.444,middle,death_bowler,1.24,1.05,19.75,1.0,Chennai Super Kings,2022,True
DJ Harris,0,2,18,26,0,0,8.67,,,0.0,0.0,0,0.0,0.222,0.0,0.0,0,16,10,0,12,6,,8.0,10.0,0.0,0.667,0.333,middle,part_time_bowler,,0.0,9.0,0.2,Deccan Chargers,2012,False
DJ Hooda,10,34,379,550,12,0,8.71,55.0,37.9,0.294,0.52,1,0.029,0.269,0.353,0.0,96,359,95,72,264,43,8.0,8.16,13.26,0.19,0.697,0.113,powerplay,middle_overs_bowler,0.2,0.37,11.15,1.0,Sunrisers Hyderabad,2025,True
DJ Hussey,8,26,317,485,6,0,9.18,60.62,39.62,0.308,0.62,2,0.077,0.271,0.231,0.0,58,310,117,36,228,53,9.67,8.16,13.25,0.114,0.719,0.167,middle,middle_overs_bowler,0.31,0.31,12.19,1.0,Kolkata Knight Riders,2014,True
DJ Mitchell,1,4,48,97,3,0,12.12,97.0,48.0,0.25,0.5,0,0.0,0.104,0.75,0.0,0,97,0,0,48,0,,12.12,,0.0,1.0,0.0,middle,part_time_bowler,0.5,0.0,12.0,0.45,Rajasthan Royals,2024,False
DJ Muthuswami,4,6,84,108,0,0,7.71,27.0,21.0,0.667,0.82,1,0.167,0.524,0.0,0.0,99,8,1,72,6,6,8.25,8.0,1.0,0.857,0.071,0.071,death,powerplay_bowler,0.33,1.0,14.0,0.725,Delhi Daredevils,2015,True
DJ Thornely,3,4,42,40,2,0,5.71,13.33,14.0,0.75,0.96,1,0.25,0.452,0.5,0.0,0,40,0,0,42,0,,5.71,,0.0,1.0,0.0,middle,part_time_bowler,0.75,,10.5,0.425,Mumbai Indians,2007,False
DJ Willey,6,11,216,277,5,0,7.69,46.17,36.0,0.545,0.69,1,0.091,0.366,0.455,0.0,155,58,64,138,42,36,6.74,8.29,10.67,0.639,0.194,0.167,powerplay,powerplay_bowler,0.5,0.6,19.64,1.0,Royal Challengers Bangalore,2023,True
DJG Sammy,11,19,236,354,6,2,9.0,32.18,21.45,0.579,1.07,3,0.158,0.305,0.316,0.105,34,208,112,24,162,50,8.5,7.7,13.44,0.102,0.686,0.212,middle,middle_overs_bowler,0.89,0.3,12.42,1.0,Sunrisers Hyderabad,2015,True
DJM Short,1,2,18,23,0,0,7.67,23.0,18.0,0.5,0.71,0,0.0,0.389,0.0,0.0,0,23,0,0,18,0,,7.67,,0.0,1.0,0.0,middle,part_time_bowler,1.0,0.0,9.0,0.2,Rajasthan Royals,2018,False
DL Chahar,89,98,1954,2708,90,7,8.32,30.43,21.96,0.908,1.0,24,0.245,0.423,0.918,0.071,2070,346,292,1527,252,175,8.13,8.24,10.01,0.781,0.129,0.09,powerplay,powerplay_bowler,1.02,0.75,19.94,1.0,Chennai Super Kings,2026,True
DL Vettori,28,34,777,894,8,0,6.9,31.93,27.75,0.824,0.83,5,0.147,0.347,0.235,0.0,98,573,223,90,522,165,6.53,6.59,8.11,0.116,0.672,0.212,powerplay,middle_overs_bowler,1.26,0.27,22.85,1.0,Royal Challengers Bangalore,2012,True
DNT Zoysa,2,3,66,100,1,2,9.09,50.0,33.0,0.667,0.58,0,0.0,0.364,0.333,0.667,45,21,34,36,12,18,7.5,10.5,11.33,0.545,0.182,0.273,powerplay,powerplay_bowler,1.0,0.5,22.0,0.462,Deccan Chargers,2007,False
DP Nannes,28,29,646,815,39,4,7.57,29.11,23.07,0.966,0.91,7,0.241,0.441,1.345,0.138,377,125,313,342,96,208,6.61,7.81,9.03,0.529,0.149,0.322,powerplay,death_bowler,1.11,0.7,22.28,1.0,Delhi Daredevils,2013,True
DP Vijaykumar,4,9,152,205,5,2,8.09,51.25,38.0,0.444,0.53,0,0.0,0.414,0.556,0.222,126,24,55,102,24,26,7.41,6.0,12.69,0.671,0.158,0.171,middle,powerplay_bowler,1.0,0.38,16.89,1.0,Deccan Chargers,2007,True
DR Sams,14,16,360,528,27,2,8.8,37.71,25.71,0.875,1.15,2,0.125,0.394,1.688,0.125,214,163,151,180,114,66,7.13,8.58,13.73,0.5,0.317,0.183,powerplay,powerplay_bowler,0.83,0.9,22.5,1.0,Mumbai Indians,2022,True
DR Smith,26,46,539,825,14,4,9.18,31.73,20.73,0.565,0.89,5,0.109,0.312,0.304,0.087,123,544,158,66,402,71,11.18,8.12,13.35,0.122,0.746,0.132,middle,middle_overs_bowler,0.8,0.38,11.72,1.0,Gujarat Lions,2017,True
DS Kulkarni,86,92,1787,2513,82,7,8.44,29.22,20.78,0.935,0.97,23,0.25,0.415,0.891,0.076,1291,626,596,1018,425,344,7.61,8.84,10.4,0.57,0.238,0.193,powerplay,powerplay_bowler,1.14,0.76,19.42,1.0,Rajasthan Royals,2021,True
DS Rathi,17,17,408,589,9,2,8.66,34.65,24.0,1.0,0.71,4,0.235,0.289,0.529,0.118,162,329,98,114,234,60,8.53,8.44,9.8,0.279,0.574,0.147,middle,middle_overs_bowler,0.86,1.1,24.0,1.0,Lucknow Super Giants,2026,True
DT Christian,38,49,883,1218,36,3,8.28,32.05,23.24,0.776,0.77,10,0.204,0.335,0.735,0.061,256,582,380,180,492,211,8.53,7.1,10.81,0.204,0.557,0.239,middle,middle_overs_bowler,0.78,0.77,18.02,1.0,Deccan Chargers,2021,True
DW Steyn,97,95,2182,2583,93,7,7.1,26.63,22.49,1.021,1.0,32,0.337,0.467,0.979,0.074,1229,459,895,1140,408,634,6.47,6.75,8.47,0.522,0.187,0.291,powerplay,powerplay_bowler,1.36,0.79,22.97,1.0,Sunrisers Hyderabad,2020,True
E Malinga,18,12,250,402,17,0,9.65,22.33,13.89,1.5,0.9,7,0.583,0.328,1.417,0.0,103,169,130,54,114,82,11.44,8.89,9.51,0.216,0.456,0.328,middle,death_bowler,2.17,0.83,20.83,1.0,Sunrisers Hyderabad,2026,True
F du Plessis,0,1,6,16,0,0,16.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,16,0,0,6,,,16.0,0.0,0.0,1.0,death,part_time_bowler,0.0,,6.0,0.088,Chennai Super Kings,2012,False
FA Allen,2,4,90,136,1,0,9.07,68.0,45.0,0.5,0.58,0,0.0,0.289,0.25,0.0,32,104,0,18,72,0,10.67,8.67,,0.2,0.8,0.0,middle,middle_overs_bowler,0.0,1.0,22.5,0.625,Punjab Kings,2022,False
FH Edwards,5,6,140,160,9,1,6.86,32.0,28.0,0.833,0.75,1,0.167,0.5,1.5,0.167,61,14,85,78,12,50,4.69,7.0,10.2,0.557,0.086,0.357,powerplay,death_bowler,1.0,0.5,23.33,0.875,Deccan Chargers,2009,True
FY Fazal,0,2,12,20,0,0,10.0,,,0.0,0.0,0,0.0,0.083,0.0,0.0,0,0,20,0,0,12,,,10.0,0.0,0.0,1.0,death,part_time_bowler,0.0,0.0,6.0,0.175,Rajasthan Royals,2009,False
Fazalhaq Farooqi,6,12,254,440,12,0,10.39,73.33,42.33,0.5,0.8,2,0.167,0.315,1.0,0.0,197,119,124,132,72,50,8.95,9.92,14.88,0.52,0.283,0.197,powerplay,powerplay_bowler,0.0,0.55,21.17,1.0,Sunrisers Hyderabad,2025,True
G Coetzee,15,14,273,490,18,1,10.77,32.67,18.2,1.071,1.21,3,0.214,0.33,1.286,0.071,120,187,183,66,108,99,10.91,10.39,11.09,0.242,0.396,0.363,middle,death_bowler,2.0,0.56,19.5,1.0,Mumbai Indians,2025,True
GB Hogg,23,21,458,585,7,1,7.66,25.43,19.91,1.095,1.09,6,0.286,0.347,0.333,0.048,54,410,121,48,318,92,6.75,7.74,7.89,0.105,0.694,0.201,powerplay,middle_overs_bowler,1.38,0.92,21.81,1.0,Kolkata Knight Riders,2016,True
GC Viljoen,7,6,138,229,8,0,9.96,32.71,19.71,1.167,0.75,2,0.333,0.312,1.333,0.0,55,82,92,36,60,42,9.17,8.2,13.14,0.261,0.435,0.304,middle,death_bowler,1.5,1.0,23.0,0.875,Kings XI Punjab,2019,True
GD McGrath,12,14,324,366,4,1,6.78,30.5,27.0,0.857,1.17,3,0.214,0.472,0.286,0.071,218,28,120,222,24,78,5.89,7.0,9.23,0.685,0.074,0.241,powerplay,powerplay_bowler,1.43,0.29,23.14,1.0,Delhi Daredevils,2007,True
GD Phillips,2,4,30,40,1,0,8.0,20.0,15.0,0.5,0.58,0,0.0,0.333,0.25,0.0,4,36,0,6,24,0,4.0,9.0,,0.2,0.8,0.0,powerplay,part_time_bowler,0.0,0.67,7.5,0.375,Rajasthan Royals,2023,False
GF Linde,0,2,25,37,0,0,8.88,,,0.0,0.0,0,0.0,0.24,0.0,0.0,0,33,4,0,24,1,,8.25,24.0,0.0,0.96,0.04,middle,part_time_bowler,,0.0,12.5,0.229,Lucknow Super Giants,2026,False
GH Vihari,1,6,42,48,1,0,6.86,48.0,42.0,0.167,0.41,0,0.0,0.405,0.167,0.0,34,14,0,24,18,0,8.5,4.67,,0.571,0.429,0.0,middle,part_time_bowler,0.0,0.25,7.0,0.55,Sunrisers Hyderabad,2019,True
GHS Garton,3,5,90,136,5,2,9.07,45.33,30.0,0.6,0.55,0,0.0,0.344,1.0,0.4,108,11,17,60,12,18,10.8,5.5,5.67,0.667,0.133,0.2,middle,powerplay_bowler,0.67,0.5,18.0,0.688,Royal Challengers Bangalore,2021,True
GJ Maxwell,41,85,1022,1422,25,0,8.35,34.68,24.93,0.482,0.65,7,0.082,0.321,0.294,0.0,379,948,95,258,702,62,8.81,8.1,9.19,0.252,0.687,0.061,middle,middle_overs_bowler,0.67,0.3,12.02,1.0,Kings XI Punjab,2025,True
GR Napier,1,1,24,28,0,0,7.0,28.0,24.0,1.0,0.0,0,0.0,0.333,0.0,0.0,3,25,0,6,18,0,3.0,8.33,,0.25,0.75,0.0,powerplay,part_time_bowler,1.0,,24.0,0.162,Mumbai Indians,2009,False
GS Sandhu,1,2,48,86,0,0,10.75,86.0,48.0,0.5,0.71,0,0.0,0.188,0.0,0.0,7,29,50,6,18,24,7.0,9.67,12.5,0.125,0.375,0.5,powerplay,part_time_bowler,1.0,0.0,24.0,0.325,Delhi Daredevils,2015,False
Gagandeep Singh,3,4,84,142,0,0,10.14,47.33,28.0,0.75,0.5,0,0.0,0.298,0.0,0.0,7,71,64,6,54,24,7.0,7.89,16.0,0.071,0.643,0.286,powerplay,middle_overs_bowler,0.75,,21.0,0.6,Kings XI Punjab,2007,False
Gulbadin Naib,0,1,6,12,0,0,12.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,12,0,0,6,0,,12.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Delhi Capitals,2024,False
Gurjapneet Singh,1,2,31,62,2,0,12.0,62.0,31.0,0.5,0.71,0,0.0,0.29,1.0,0.0,0,43,19,0,24,7,,10.75,16.29,0.0,0.774,0.226,middle,part_time_bowler,0.5,,15.5,0.254,Chennai Super Kings,2026,False
Gurkeerat Singh,5,6,78,97,4,0,7.46,19.4,15.6,0.833,0.98,2,0.333,0.333,0.667,0.0,19,78,0,12,66,0,9.5,7.09,,0.154,0.846,0.0,middle,middle_overs_bowler,0.0,1.0,13.0,0.7,Kings XI Punjab,2016,True
Gurnoor Brar,0,1,18,42,1,2,14.0,,,0.0,0.0,0,0.0,0.389,1.0,2.0,18,24,0,12,6,0,9.0,24.0,,0.667,0.333,0.0,powerplay,part_time_bowler,,0.0,18.0,0.138,Punjab Kings,2023,False
H Sharma,0,2,30,62,0,0,12.4,,,0.0,0.0,0,0.0,0.067,0.0,0.0,0,62,0,0,30,0,,12.4,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,15.0,0.25,Royal Challengers Bengaluru,2024,False
HF Gurney,7,8,162,239,6,1,8.85,34.14,23.14,0.875,0.83,2,0.25,0.309,0.75,0.125,66,62,111,66,42,54,6.0,8.86,12.33,0.407,0.259,0.333,powerplay,death_bowler,1.67,0.4,20.25,1.0,Kolkata Knight Riders,2019,True
HH Pandya,80,111,1700,2676,82,9,9.44,33.45,21.25,0.721,0.96,20,0.18,0.332,0.739,0.081,656,1388,632,414,970,316,9.51,8.59,12.0,0.244,0.571,0.186,middle,middle_overs_bowler,0.67,0.79,15.32,1.0,Mumbai Indians,2026,True
HR Shokeen,5,13,204,320,7,2,9.41,64.0,40.8,0.385,0.77,2,0.154,0.382,0.538,0.154,67,229,24,54,144,6,7.44,9.54,24.0,0.265,0.706,0.029,powerplay,middle_overs_bowler,0.71,0.0,15.69,1.0,Mumbai Indians,2023,True
HV Patel,151,119,2470,3747,126,21,9.1,24.81,16.36,1.269,1.13,42,0.353,0.325,1.059,0.176,616,1675,1456,390,1230,850,9.48,8.17,10.28,0.158,0.498,0.344,middle,death_bowler,1.49,1.05,20.76,1.0,Royal Challengers Bangalore,2026,True
Harbhajan Singh,150,160,3416,4101,76,4,7.2,27.34,22.77,0.938,1.0,43,0.269,0.37,0.475,0.025,928,2791,382,773,2370,273,7.2,7.07,8.4,0.226,0.694,0.08,middle,middle_overs_bowler,1.12,0.69,21.35,1.0,Mumbai Indians,2021,True
Harmeet Singh,27,28,549,747,21,4,8.16,27.67,20.33,0.964,0.96,8,0.286,0.366,0.75,0.143,147,422,178,96,324,129,9.19,7.81,8.28,0.175,0.59,0.235,middle,middle_overs_bowler,1.07,0.85,19.61,1.0,Deccan Chargers,2013,True
Harpreet Brar,35,46,811,1097,14,1,8.12,31.34,23.17,0.761,1.04,9,0.196,0.332,0.304,0.022,234,764,99,138,618,55,10.17,7.42,10.8,0.17,0.762,0.068,middle,middle_overs_bowler,1.1,0.48,17.63,1.0,Punjab Kings,2025,True
Harsh Dubey,10,8,150,229,6,0,9.16,22.9,15.0,1.25,0.89,2,0.25,0.3,0.75,0.0,79,139,11,48,90,12,9.88,9.27,5.5,0.32,0.6,0.08,death,powerplay_bowler,1.2,1.33,18.75,1.0,Sunrisers Hyderabad,2026,True
Harshit Rana,40,32,649,1047,26,4,9.68,26.18,16.23,1.25,1.02,15,0.469,0.381,0.812,0.125,481,309,257,294,198,157,9.82,9.36,9.82,0.453,0.305,0.242,middle,powerplay_bowler,1.59,0.87,20.28,1.0,Kolkata Knight Riders,2025,True
I Malhotra,0,1,6,23,0,0,23.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,23,0,0,6,0,,23.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Deccan Chargers,2011,False
I Sharma,96,117,2419,3465,104,23,8.59,36.09,25.2,0.821,0.92,25,0.214,0.413,0.889,0.197,1942,652,871,1521,432,466,7.66,9.06,11.21,0.629,0.179,0.193,powerplay,powerplay_bowler,0.96,0.7,20.68,1.0,Delhi Capitals,2025,True
I Udana,8,10,174,286,8,0,9.86,35.75,21.75,0.8,0.79,2,0.2,0.259,0.8,0.0,104,87,95,54,60,60,11.56,8.7,9.5,0.31,0.345,0.345,middle,death_bowler,0.8,0.8,17.4,1.0,Royal Challengers Bangalore,2020,True
IC Pandey,18,24,462,609,5,2,7.91,33.83,25.67,0.75,0.68,3,0.125,0.459,0.208,0.083,312,230,67,264,162,36,7.09,8.52,11.17,0.571,0.351,0.078,powerplay,powerplay_bowler,0.78,0.67,19.25,1.0,Chennai Super Kings,2015,True
IC Porel,1,1,24,42,2,0,10.5,42.0,24.0,1.0,0.0,0,0.0,0.292,2.0,0.0,26,16,0,12,12,0,13.0,8.0,,0.5,0.5,0.0,middle,part_time_bowler,,1.0,24.0,0.162,Punjab Kings,2021,False
IK Pathan,80,101,2043,2711,69,1,7.96,33.89,25.54,0.792,0.85,20,0.198,0.409,0.683,0.01,1104,831,776,918,636,489,7.22,7.84,9.52,0.449,0.311,0.239,powerplay,powerplay_bowler,1.02,0.61,20.23,1.0,Delhi Daredevils,2017,True
IS Sodhi,9,8,181,204,1,0,6.76,22.67,20.11,1.125,0.83,1,0.125,0.354,0.125,0.0,17,179,8,12,162,7,8.5,6.63,6.86,0.066,0.895,0.039,middle,middle_overs_bowler,1.0,1.2,22.62,1.0,Rajasthan Royals,2019,True
Imran Tahir,82,59,1316,1729,23,1,7.88,21.09,16.05,1.39,1.19,24,0.407,0.332,0.39,0.017,85,1151,493,54,941,321,9.44,7.34,9.21,0.041,0.715,0.244,middle,middle_overs_bowler,1.5,1.28,22.31,1.0,Chennai Super Kings,2021,True
Iqbal Abdulla,40,48,920,1125,23,0,7.34,28.12,23.0,0.833,0.95,10,0.208,0.36,0.479,0.0,293,658,174,276,525,119,6.37,7.52,8.77,0.3,0.571,0.129,powerplay,powerplay_bowler,1.04,0.57,19.17,1.0,Kolkata Knight Riders,2017,True
Ishan Kishan,0,1,1,4,0,0,24.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,4,0,0,1,,,24.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,1.0,0.067,Sunrisers Hyderabad,2025,False
J Botha,25,34,694,818,15,0,7.07,32.72,27.76,0.735,0.79,5,0.147,0.366,0.441,0.0,255,425,138,192,396,106,7.97,6.44,7.81,0.277,0.571,0.153,middle,middle_overs_bowler,0.76,0.71,20.41,1.0,Rajasthan Royals,2015,True
J Little,11,11,228,341,8,0,8.97,31.0,20.73,1.0,1.18,2,0.182,0.36,0.727,0.0,122,129,90,78,96,54,9.38,8.06,10.0,0.342,0.421,0.237,middle,powerplay_bowler,0.86,1.25,20.73,1.0,Gujarat Titans,2024,True
J Overton,5,7,102,192,9,0,11.29,38.4,20.4,0.714,1.5,1,0.143,0.314,1.286,0.0,59,73,60,24,48,30,14.75,9.12,12.0,0.235,0.471,0.294,middle,middle_overs_bowler,1.33,0.25,14.57,0.862,Chennai Super Kings,2026,True
J Suchith,19,21,420,604,14,0,8.63,31.79,22.11,0.905,0.7,4,0.19,0.333,0.667,0.0,104,473,27,72,336,12,8.67,8.45,13.5,0.171,0.8,0.029,middle,middle_overs_bowler,1.08,0.67,20.0,1.0,Mumbai Indians,2022,True
