player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,ml_suitability_score
Sachin Kumar,Bihar,2022.0,48.99,71.59,60.29,False,False,utility_player,121.0,8.0,106.0,15.12,114.15,middle_order,6.0,8.0,131.0,0.75,7.15,middle_overs_bowler,21.31139214207435
Sagar Trivedi,Puducherry,2021.0,35.78,78.9,57.34,False,False,utility_player,92.0,11.0,98.0,8.36,93.88,middle_order,17.0,17.0,354.0,1.0,9.32,death_bowler,59.407777976963615
Sagar Udeshi,Puducherry,2022.0,21.02,75.63,48.32,False,False,pure_bowler,17.0,5.0,30.0,3.4,56.67,tailender,15.0,19.0,438.0,0.789,6.08,powerplay_bowler,1.2852184830886588
Sagun Kamat,Goa,2018.0,54.1,0.0,27.05,False,False,pure_batter,400.0,16.0,389.0,25.0,102.83,anchor_opener,,,,,,,81.82685162733682
Sahban Khan,Chhattisgarh,2022.0,5.35,50.25,27.8,False,False,pure_batter,1.0,1.0,7.0,1.0,14.29,tailender,0.0,1.0,16.0,0.0,5.62,part_time_bowler,82.30739029780332
Sahil Gupta,Chhattisgarh,2017.0,36.42,0.0,18.21,False,False,pure_batter,31.0,2.0,35.0,15.5,88.57,anchor_opener,,,,,,,1.1206127403737767
Sahil Lotra,Jammu & Kashmir,2023.0,37.1,56.65,46.88,False,False,pure_bowler,6.0,1.0,6.0,6.0,100.0,tailender,1.0,3.0,66.0,0.333,6.45,middle_overs_bowler,2.2044646233162593
Saidingliana Sailo,Mizoram,2019.0,17.41,0.0,8.7,False,False,pure_batter,18.0,5.0,39.0,3.6,46.15,middle_order,,,,,,,0.9987970047158209
Sairaj Patil,Mumbai,2022.0,59.17,42.28,50.72,False,False,pure_batter,31.0,2.0,28.0,15.5,110.71,middle_order,0.0,2.0,18.0,0.0,11.67,part_time_bowler,97.32824044439184
Sakib Hussain,Bihar,2022.0,0.0,113.63,56.82,False,False,pure_bowler,,,,,,,4.0,2.0,24.0,2.0,11.75,part_time_bowler,94.5091651219928
Salman Baig,Madhya Pradesh,2018.0,30.04,39.98,35.01,False,False,pure_batter,5.0,2.0,6.0,2.5,83.33,anchor_opener,0.0,2.0,12.0,0.0,10.5,part_time_bowler,94.58730464715194
Salman Nizar,Kerala,2023.0,62.05,0.0,31.02,False,False,pure_batter,188.0,10.0,133.0,18.8,141.35,finisher,,,,,,,97.41217585504191
Samar Quadri,Bihar,2020.0,22.1,73.2,47.65,False,False,pure_bowler,8.0,5.0,13.0,1.6,61.54,tailender,8.0,11.0,231.0,0.727,6.05,middle_overs_bowler,1.2925579310690594
Samarpit Joshi,Rajasthan,2022.0,94.2,0.0,47.1,False,False,pure_batter,39.0,1.0,27.0,39.0,144.44,middle_order,,,,,,,97.45253775120736
Samarth Seth,Arunachal Pradesh,2019.0,57.14,54.78,55.96,False,False,utility_player,275.0,12.0,246.0,22.92,111.79,anchor_opener,2.0,5.0,50.0,0.4,10.56,part_time_bowler,55.077619404461885
Samarth Singh,Uttar Pradesh,2019.0,55.79,0.0,27.9,False,False,pure_batter,609.0,25.0,532.0,24.36,114.47,anchor_opener,,,,,,,93.98858126202477
Samarth Vyas,Saurashtra,2023.0,68.59,0.0,34.3,False,False,pure_batter,512.0,22.0,352.0,23.27,145.45,top_order_aggressor,,,,,,,97.64610075404634
Sameer Choudhary,Uttar Pradesh,2021.0,21.18,77.95,49.56,False,False,pure_bowler,16.0,3.0,29.0,5.33,55.17,middle_order,1.0,1.0,24.0,1.0,8.25,part_time_bowler,1.3992450506123952
Sameer Rizvi,Uttar Pradesh,2024.0,71.0,0.0,35.5,False,False,pure_batter,213.0,7.0,157.0,30.43,135.67,top_order_anchor,,,,,,,97.63221618974322
Samit Gohel,Tripura,2021.0,39.46,0.0,19.73,False,False,pure_batter,18.0,1.0,19.0,18.0,94.74,middle_order,,,,,,,1.162296820699373
Sammar Gajjar,Saurashtra,2024.0,33.47,38.28,35.88,False,False,pure_batter,11.0,1.0,13.0,11.0,84.62,middle_order,0.0,1.0,5.0,0.0,16.8,part_time_bowler,93.96879772363587
Sams Alam,Arunachal Pradesh,2018.0,47.37,52.78,50.08,False,False,pure_bowler,4.0,2.0,3.0,2.0,133.33,tailender,1.0,3.0,52.0,0.333,12.81,part_time_bowler,10.083341564393649
Sanatombaroy Laiphangbam,Manipur,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,middle_order,,,,,,,0.9889741312214657
Sandeep Pattnaik,Odisha,2021.0,52.99,0.0,26.5,False,False,pure_batter,193.0,9.0,174.0,21.44,110.92,anchor_opener,,,,,,,80.48942103434588
Sandeep Sharma,Punjab,2020.0,28.09,80.73,54.41,False,False,pure_bowler,20.0,6.0,26.0,3.33,76.92,tailender,24.0,25.0,540.0,0.96,7.29,death_bowler,94.29152686881778
Sanidhya Hurkat,Chhattisgarh,2023.0,27.63,0.0,13.82,False,False,pure_batter,15.0,2.0,21.0,7.5,71.43,anchor_opener,,,,,,,1.046855748728361
Sanjay Budhwar,Haryana,2015.0,0.0,43.57,21.78,False,False,unknown,0.0,1.0,3.0,0.0,0.0,tailender,0.0,2.0,39.0,0.0,7.08,part_time_bowler,90.55871368021488
Sanjay Raghunath,Vidarbha,2022.0,65.75,52.58,59.16,False,False,pure_batter,116.0,4.0,100.0,29.0,116.0,anchor_opener,0.0,1.0,12.0,0.0,5.0,part_time_bowler,93.12609564408858
Sanjeet Desai,Chhattisgarh,2023.0,48.77,0.0,24.38,False,False,pure_batter,117.0,7.0,106.0,16.71,110.38,middle_order,,,,,,,1.4934388679140895
Sankar Paul,Tripura,2021.0,37.24,73.79,55.52,False,False,pure_bowler,71.0,5.0,77.0,14.2,92.21,middle_order,9.0,12.0,192.0,0.75,6.84,middle_overs_bowler,89.95587089356493
Santha Moorthy,Puducherry,2020.0,18.9,116.6,67.75,False,False,pure_bowler,4.0,1.0,8.0,4.0,50.0,tailender,6.0,3.0,60.0,2.0,8.5,powerplay_bowler,96.95330577020094
Sanvir Singh,Punjab,2023.0,80.38,65.18,72.78,False,True,bowling_allrounder,226.0,12.0,115.0,18.83,196.52,finisher,4.0,6.0,78.0,0.667,9.85,middle_overs_bowler,98.01407044277639
Sarang Rawat,Delhi,2015.0,0.0,77.95,38.98,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,10.0,part_time_bowler,1.245363667912289
Saransh Jain,Madhya Pradesh,2023.0,27.17,73.23,50.2,False,False,pure_bowler,23.0,4.0,32.0,5.75,71.88,tailender,7.0,9.0,174.0,0.778,7.24,middle_overs_bowler,1.5385647945487124
Sarbeswar Mohanty,Odisha,2021.0,28.67,55.45,42.06,False,False,pure_bowler,30.0,6.0,39.0,5.0,76.92,tailender,1.0,4.0,54.0,0.25,7.56,part_time_bowler,1.890961638490636
Sarfaraz Ashraf,Bihar,2019.0,22.16,72.73,47.44,False,False,pure_bowler,34.0,6.0,59.0,5.67,57.63,middle_order,5.0,6.0,96.0,0.833,8.62,middle_overs_bowler,1.3220007611785312
Sarthak Ranjan,Delhi,2017.0,58.26,0.0,29.13,False,False,pure_batter,61.0,4.0,47.0,15.25,129.79,aggressive_opener,,,,,,,96.03044104605655
Saruk Hossain,Tripura,2021.0,0.0,58.84,29.42,False,False,pure_bowler,,,,,,,1.0,3.0,42.0,0.333,5.86,part_time_bowler,1.3266957872436758
Sarul Kanwar,Chandigarh,2021.0,51.79,34.8,43.3,False,False,pure_batter,148.0,8.0,137.0,18.5,108.03,anchor_opener,0.0,1.0,6.0,0.0,13.0,part_time_bowler,92.77927895072767
Satender Thakran,Railways,2017.0,0.0,39.97,19.98,False,False,unknown,,,,,,,0.0,2.0,30.0,0.0,8.4,part_time_bowler,36.23881410739676
Satish Jangir,Puducherry,2018.0,24.72,72.2,48.46,False,False,pure_bowler,7.0,1.0,11.0,7.0,63.64,tailender,3.0,4.0,60.0,0.75,7.0,middle_overs_bowler,1.3543679422277957
Satyajeet Bachhav,Maharashtra,2021.0,35.3,88.55,61.92,False,False,pure_bowler,51.0,11.0,53.0,4.64,96.23,tailender,41.0,34.0,786.0,1.206,6.71,middle_overs_bowler,96.80267354310152
Saurabh Das,Tripura,2021.0,43.39,53.3,48.34,False,False,utility_player,107.0,9.0,115.0,11.89,93.04,tailender,3.0,12.0,177.0,0.25,7.69,powerplay_bowler,2.894681542943654
Saurabh Dubey,Uttar Pradesh,2015.0,105.77,45.13,75.45,False,False,pure_batter,45.0,2.0,19.0,22.5,236.84,middle_order,0.0,2.0,12.0,0.0,8.0,part_time_bowler,98.0219159503093
Saurabh Kumar,Uttar Pradesh,2021.0,51.15,74.13,62.64,False,False,utility_player,115.0,13.0,88.0,8.85,130.68,tailender,23.0,28.0,548.0,0.821,7.13,middle_overs_bowler,87.24474107763113
Saurabh Rawat,Uttarakhand,2021.0,51.48,38.57,45.02,False,False,pure_batter,300.0,19.0,265.0,15.79,113.21,finisher,0.0,1.0,6.0,0.0,14.0,part_time_bowler,94.53329521581144
Saurabh Wakaskar,Railways,2017.0,70.9,41.78,56.34,False,False,pure_batter,239.0,8.0,158.0,29.88,151.27,top_order_anchor,0.0,1.0,6.0,0.0,6.0,part_time_bowler,97.03436463903465
Saurav Chauhan,Gujarat,2023.0,57.69,39.78,48.74,False,False,pure_batter,242.0,13.0,202.0,18.62,119.8,anchor_opener,0.0,1.0,6.0,0.0,11.0,part_time_bowler,96.95687544572478
Sayan Ghosh,Bengal,2024.0,41.15,91.29,66.22,False,False,pure_bowler,17.0,4.0,15.0,4.25,113.33,tailender,32.0,25.0,534.0,1.28,7.65,death_bowler,97.30397918818679
Sayan Mondal,Bengal,2015.0,58.12,60.24,59.18,False,False,utility_player,146.0,6.0,129.0,24.33,113.18,anchor_opener,3.0,6.0,102.0,0.5,9.71,middle_overs_bowler,86.06903761988987
Sedezhalie Rupero,Nagaland,2023.0,33.8,0.0,16.9,False,False,pure_batter,166.0,15.0,224.0,11.07,74.11,anchor_opener,,,,,,,1.1742280586253382
Shahbaz Ahmed,Bengal,2024.0,54.51,79.13,66.82,True,True,batting_allrounder,294.0,18.0,235.0,16.33,125.11,middle_order,27.0,29.0,594.0,0.931,6.77,middle_overs_bowler,96.5239141359976
Shakeeb Ahmed,Chhattisgarh,2019.0,56.98,87.98,72.48,False,False,pure_bowler,87.0,7.0,63.0,12.43,138.1,finisher,17.0,14.0,270.0,1.214,8.96,death_bowler,97.9421392829211
Shantanu Mishra,Odisha,2020.0,46.99,0.0,23.5,False,False,pure_batter,14.0,2.0,11.0,7.0,127.27,anchor_opener,,,,,,,2.472230105308417
Shanu Saini,Uttar Pradesh,2020.0,18.2,89.4,53.8,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,6.0,5.0,114.0,1.2,5.63,middle_overs_bowler,93.5615591423288
Sharad Lumba,Punjab,2019.0,56.51,0.0,28.26,False,False,pure_batter,134.0,8.0,100.0,16.75,134.0,finisher,,,,,,,95.92761338567452
Sharafuddeen,Kerala,2021.0,16.05,56.31,36.18,False,False,pure_bowler,3.0,1.0,7.0,3.0,42.86,middle_order,1.0,3.0,48.0,0.333,10.5,part_time_bowler,1.1969327673758026
Sharukh Dar,Jammu & Kashmir,2018.0,0.0,81.38,40.69,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,7.5,part_time_bowler,1.2467372547472126
Shashank Chandrakar,Chhattisgarh,2023.0,63.48,0.0,31.74,False,False,pure_batter,614.0,27.0,450.0,22.74,136.44,aggressive_opener,,,,,,,97.49768834570799
Shashank Singh,Chhattisgarh,2023.0,52.22,69.2,60.71,True,True,batting_allrounder,366.0,24.0,297.0,15.25,123.23,finisher,11.0,15.0,228.0,0.733,8.39,middle_overs_bowler,32.89157098876392
Shasheem Rathour,Bihar,2020.0,54.12,73.57,63.84,False,True,bowling_allrounder,260.0,12.0,249.0,21.67,104.42,anchor_opener,7.0,10.0,162.0,0.7,5.52,middle_overs_bowler,43.82409118119416
Shashi Anand,Bihar,2021.0,0.0,39.05,19.52,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,0.0,1.0,4.0,0.0,18.0,part_time_bowler,4.318723205948491
Shashi Shekhar,Bihar,2019.0,8.87,75.64,42.26,False,False,pure_bowler,1.0,3.0,4.0,0.33,25.0,tailender,3.0,4.0,81.0,0.75,6.59,powerplay_bowler,1.119336864255532
Shashidhar Reddy,Hyderabad (India),2019.0,21.4,0.0,10.7,False,False,pure_batter,4.0,1.0,7.0,4.0,57.14,middle_order,,,,,,,1.0142719251252357
Shashwat Kohli,Arunachal Pradesh,2019.0,29.6,0.0,14.8,False,False,pure_batter,51.0,7.0,66.0,7.29,77.27,anchor_opener,,,,,,,1.071586155164615
Shashwat Rawat,Baroda,2024.0,62.02,80.3,71.16,False,False,pure_bowler,81.0,4.0,71.0,20.25,114.08,anchor_opener,1.0,1.0,2.0,1.0,18.0,part_time_bowler,97.35777768904057
Shekhar Kumar Singh,Bihar,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,5.0,0.0,0.0,middle_order,,,,,,,0.9889741312214657
Shiva Chauhan,Rajasthan,2021.0,72.1,42.85,57.47,False,False,pure_batter,6.0,1.0,3.0,6.0,200.0,tailender,0.0,1.0,12.0,0.0,8.5,part_time_bowler,97.84886443441813
Shiva Singh,Uttar Pradesh,2023.0,52.37,63.02,57.7,False,False,pure_bowler,26.0,5.0,18.0,5.2,144.44,tailender,7.0,15.0,307.0,0.467,6.76,middle_overs_bowler,91.51807340034031
Shivam Bhambri,Chandigarh,2024.0,68.12,0.0,34.06,False,False,pure_batter,394.0,13.0,300.0,30.31,131.33,top_order_anchor,,,,,,,97.56817397007006
Shivam Chaudhary,Railways,2023.0,61.5,52.96,57.23,False,False,utility_player,586.0,23.0,502.0,25.48,116.73,anchor_opener,3.0,14.0,184.0,0.214,7.4,middle_overs_bowler,25.065692082125945
Shivam Chauhan,Haryana,2021.0,69.44,0.0,34.72,False,False,pure_batter,627.0,22.0,509.0,28.5,123.18,top_order_anchor,,,,,,,97.43401722813158
Shivam Khurana,Uttarakhand,2018.0,42.42,0.0,21.21,False,False,pure_batter,50.0,4.0,46.0,12.5,108.7,middle_order,,,,,,,1.2460206635749134
Shivam Kumar,Bihar,2019.0,30.58,48.76,39.67,False,False,pure_bowler,19.0,4.0,23.0,4.75,82.61,tailender,1.0,6.0,89.0,0.167,8.83,middle_overs_bowler,26.947793076101416
Shivam Mavi,Uttar Pradesh,2024.0,13.82,80.46,47.14,False,False,pure_bowler,6.0,3.0,16.0,2.0,37.5,tailender,8.0,8.0,167.0,1.0,8.8,death_bowler,1.1374492666849711
Shivam Sharma,Delhi,2021.0,29.38,90.17,59.78,False,False,pure_bowler,15.0,3.0,19.0,5.0,78.95,tailender,7.0,6.0,109.0,1.167,5.94,middle_overs_bowler,96.61550541227432
Shivam Shukla,Madhya Pradesh,2024.0,12.02,68.43,40.22,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,2.0,3.0,60.0,0.667,7.1,middle_overs_bowler,1.0730046417899692
Shivank Vashisth,Delhi,2022.0,20.49,119.21,69.85,False,False,pure_bowler,12.0,3.0,22.0,4.0,54.55,tailender,16.0,8.0,174.0,2.0,5.72,middle_overs_bowler,96.84729184506104
Shivendra Singh,Chhattisgarh,2019.0,34.97,66.9,50.94,False,False,pure_bowler,44.0,7.0,47.0,6.29,93.62,tailender,8.0,12.0,237.0,0.667,8.0,middle_overs_bowler,2.0005299621059316
Shoaib Mohammed Khan,Andhra,2022.0,43.04,61.79,52.42,False,False,pure_bowler,81.0,6.0,74.0,13.5,109.46,tailender,5.0,11.0,210.0,0.455,6.77,middle_overs_bowler,60.81206894556138
Shourabh Kharwar,Chhattisgarh,2020.0,0.0,37.38,18.69,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,17.0,part_time_bowler,4.611684302489326
Shreshth Nirmohi,Chandigarh,2019.0,17.85,67.19,42.52,False,False,pure_bowler,1.0,1.0,2.0,1.0,50.0,tailender,5.0,8.0,156.0,0.625,9.15,powerplay_bowler,1.1170814720566236
Shubham Arora,Himachal,2021.0,52.16,0.0,26.08,False,False,pure_batter,40.0,2.0,31.0,20.0,129.03,middle_order,,,,,,,4.275861863139949
Shubham Chaubey,Uttar Pradesh,2023.0,48.44,37.4,42.92,False,False,pure_batter,182.0,15.0,151.0,12.13,120.53,finisher,0.0,2.0,18.0,0.0,10.0,part_time_bowler,95.02581640141545
Shubham Kamal Sharma,Rajasthan,2021.0,22.2,83.28,52.74,False,False,pure_bowler,13.0,3.0,22.0,4.33,59.09,tailender,4.0,4.0,90.0,1.0,5.67,powerplay_bowler,91.44808184968224
Shubham Khajuria,Jammu & Kashmir,2023.0,53.24,0.0,26.62,False,False,pure_batter,322.0,19.0,275.0,16.95,117.09,anchor_opener,,,,,,,82.06877025157539
Shubham Kumar Singh,Jharkhand,2021.0,0.0,62.79,31.4,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,36.0,0.5,9.33,part_time_bowler,1.0477888126163066
Shubham Pundir,Jammu & Kashmir,2023.0,54.12,41.24,47.68,False,False,pure_batter,452.0,21.0,401.0,21.52,112.72,finisher,0.0,1.0,18.0,0.0,7.33,part_time_bowler,95.81670810885649
Shubham Ranjane,Mumbai,2021.0,57.64,67.87,62.76,False,True,bowling_allrounder,256.0,12.0,223.0,21.33,114.8,tailender,16.0,24.0,363.0,0.667,7.31,middle_overs_bowler,73.59300184222809
Shubham Sharma,Madhya Pradesh,2023.0,50.99,59.74,55.36,False,False,pure_batter,203.0,9.0,195.0,22.56,104.1,anchor_opener,1.0,3.0,30.0,0.333,4.8,part_time_bowler,7.318506684985571
Shubham Singh,Chhattisgarh,2018.0,0.0,65.69,32.84,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,5.0,9.0,174.0,0.556,8.48,middle_overs_bowler,1.0338895919707236
Shubman Gill,Punjab,2022.0,76.19,0.0,38.1,False,False,pure_batter,635.0,18.0,455.0,35.28,139.56,anchor_opener,,,,,,,97.76588839850702
Sibsankar Roy,Assam,2023.0,64.93,71.34,68.14,True,True,batting_allrounder,528.0,20.0,423.0,26.4,124.82,top_order_anchor,6.0,8.0,84.0,0.75,6.64,middle_overs_bowler,96.35383005415153
Siddhant Sharma,Delhi,2020.0,0.0,48.9,24.45,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,9.0,part_time_bowler,92.96789808561364
Siddhesh Neral,Vidarbha,2021.0,0.0,89.94,44.97,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,4.33,part_time_bowler,1.3996377018486235
Siddhesh Wath,Vidarbha,2021.0,50.36,0.0,25.18,False,False,pure_batter,166.0,9.0,156.0,18.44,106.41,anchor_opener,,,,,,,1.6028819556126925
Sidharth Sharma,Himachal Pradesh,2022.0,0.0,47.72,23.86,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,6.75,part_time_bowler,94.39676343902923
Sijomon Joseph,Kerala,2017.0,0.0,58.9,29.45,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,2.0,5.0,102.0,0.4,8.0,middle_overs_bowler,1.0533673919958941
Simarjeet Singh,Delhi,2019.0,14.23,94.53,54.38,False,False,pure_bowler,2.0,3.0,5.0,0.67,40.0,tailender,22.0,17.0,342.0,1.294,7.77,powerplay_bowler,91.1089855984126
Sinan Khadir,Mizoram,2018.0,33.91,78.16,56.04,False,False,pure_bowler,56.0,7.0,63.0,8.0,88.89,middle_order,7.0,7.0,160.0,1.0,10.09,powerplay_bowler,96.38642285824727
Sirla Srinivas,Andhra,2015.0,45.64,75.75,60.7,False,False,utility_player,105.0,6.0,93.0,17.5,112.9,tailender,5.0,6.0,101.0,0.833,7.01,middle_overs_bowler,50.22679995350538
Skalzang Kalyan,Jammu & Kashmir,2020.0,0.0,38.98,19.49,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,13.0,part_time_bowler,5.127407084252627
Snehal Kauthankar,Goa,2022.0,51.95,0.0,25.98,False,False,pure_batter,392.0,20.0,365.0,19.6,107.4,middle_order,,,,,,,3.6425659212501795
Soaeb Tai,Baroda,2017.0,43.92,76.64,60.28,False,False,pure_bowler,56.0,5.0,49.0,11.2,114.29,tailender,13.0,14.0,207.0,0.929,8.12,middle_overs_bowler,96.2186706403064
Sohraab Dhaliwal,Madhya Pradesh,2018.0,64.43,44.27,54.35,False,False,pure_batter,213.0,14.0,136.0,15.21,156.62,finisher,0.0,5.0,42.0,0.0,10.14,part_time_bowler,97.71453256097257
Somnath Soni,Arunachal Pradesh,2018.0,0.0,73.18,36.59,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,1.0,1.0,6.0,1.0,15.0,part_time_bowler,1.3522642461700753
Somorjit Salam,Manipur,2021.0,36.52,42.88,39.7,False,False,pure_batter,13.0,3.0,13.0,4.33,100.0,tailender,0.0,3.0,37.0,0.0,11.35,part_time_bowler,96.51649751392408
Song Tacho,Arunachal Pradesh,2021.0,28.49,0.0,14.24,False,False,pure_batter,74.0,10.0,100.0,7.4,74.0,tailender,,,,,,,1.0555500146728352
Sonu Singh,Jharkhand,2019.0,24.03,96.94,60.48,False,False,pure_bowler,2.0,1.0,3.0,2.0,66.67,tailender,10.0,7.0,151.0,1.429,7.51,middle_overs_bowler,96.70550585703988
Sonu Yadav,Tamil Nadu,2020.0,40.6,112.43,76.52,False,False,pure_bowler,16.0,1.0,16.0,16.0,100.0,middle_order,9.0,5.0,114.0,1.8,7.68,death_bowler,97.5744088996488
Sooraj Rai,Vidarbha,2021.0,0.0,84.9,42.45,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,6.5,part_time_bowler,1.3727863700151506
Sourabh Majumdar,Chhattisgarh,2023.0,13.48,73.08,43.28,False,False,pure_bowler,3.0,3.0,8.0,1.0,37.5,tailender,8.0,11.0,190.0,0.727,6.92,powerplay_bowler,1.1044503799912997
Sourav Dey,Assam,2023.0,0.0,55.68,27.84,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,3.0,48.0,0.333,6.88,part_time_bowler,1.2089859577670736
Srinivas Fadte,Goa,2017.0,35.8,59.82,47.81,False,False,pure_bowler,32.0,6.0,33.0,5.33,96.97,tailender,2.0,5.0,60.0,0.4,9.4,middle_overs_bowler,1.702828271780561
Subham Nayak,Odisha,2018.0,12.02,79.02,45.52,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,1.0,1.0,18.0,1.0,7.33,part_time_bowler,1.1491037287267343
Subhash Sharma,Arunachal Pradesh,2018.0,0.0,83.2,41.6,False,False,pure_bowler,,,,,,,2.0,2.0,43.0,1.0,7.12,part_time_bowler,1.2413055901537016
Subhransu Senapati,Odisha,2024.0,65.69,0.0,32.84,False,False,pure_batter,492.0,20.0,382.0,24.6,128.8,finisher,,,,,,,97.51609303530844
Suboth Bhati,Delhi,2021.0,51.04,92.15,71.6,False,False,utility_player,122.0,17.0,88.0,7.18,138.64,tailender,43.0,33.0,709.0,1.303,7.77,death_bowler,97.63887953822933
Subramanian Anand,Puducherry,2020.0,55.65,123.88,89.76,False,False,pure_batter,177.0,8.0,169.0,22.12,104.73,middle_order,2.0,1.0,12.0,2.0,7.0,part_time_bowler,96.78615483930206
Sudip Chatterjee,Bengal,2023.0,55.36,0.0,27.68,False,False,pure_batter,399.0,21.0,348.0,19.0,114.66,middle_order,,,,,,,94.01733879771682
Sufiyan Alam,Services,2021.0,18.38,0.0,9.19,False,False,pure_batter,5.0,2.0,10.0,2.5,50.0,anchor_opener,,,,,,,1.0055552523373221
Suheh Hussain,Arunachal Pradesh,2018.0,36.9,0.0,18.45,False,False,pure_batter,27.0,3.0,28.0,9.0,96.43,middle_order,,,,,,,1.1407111434868995
Sujit Nayak,Mumbai,2020.0,50.82,62.42,56.62,False,False,pure_bowler,38.0,4.0,28.0,9.5,135.71,tailender,2.0,5.0,78.0,0.4,5.38,middle_overs_bowler,89.80856662044782
Sujit Yadav,Bengal,2021.0,0.0,44.6,22.3,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,6.75,part_time_bowler,94.72357595662966
Sukesh Heera,Odisha,2020.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,anchor_opener,,,,,,,0.9889741312214657
Sultan Karim,Manipur,2023.0,17.98,71.64,44.81,False,False,utility_player,45.0,10.0,96.0,4.5,46.88,tailender,8.0,10.0,141.0,0.8,9.53,middle_overs_bowler,1.1662011518637745
Sumanta Gupta,Bengal,2017.0,0.0,65.9,32.95,False,False,pure_bowler,,,,,,,2.0,3.0,36.0,0.667,7.5,part_time_bowler,1.1737831747692018
Sumit Kumar,Haryana,2023.0,54.49,88.13,71.31,True,True,batting_allrounder,628.0,38.0,500.0,16.53,125.6,finisher,36.0,30.0,506.0,1.2,7.43,middle_overs_bowler,95.94810445466464
Sumit Lama,Mizoram,2020.0,18.73,80.43,49.58,False,False,pure_bowler,14.0,4.0,28.0,3.5,50.0,tailender,7.0,7.0,114.0,1.0,9.42,powerplay_bowler,1.2835580618193732
Sumit Ruikar,Chhattisgarh,2022.0,46.52,71.79,59.16,False,False,pure_bowler,47.0,8.0,37.0,5.88,127.03,tailender,14.0,19.0,375.0,0.737,7.2,middle_overs_bowler,91.9397112433881
Sumit Singh,Services,2021.0,42.79,75.22,59.0,False,False,utility_player,122.0,8.0,114.0,15.25,107.02,middle_order,8.0,9.0,187.0,0.889,7.8,middle_overs_bowler,8.79852146113793
Sunil Roul,Odisha,2020.0,0.0,41.19,20.6,False,False,unknown,0.0,2.0,2.0,0.0,0.0,tailender,0.0,2.0,30.0,0.0,11.6,part_time_bowler,83.33737919210861
Sunil Salam,Manipur,2021.0,0.0,36.98,18.49,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,18.0,part_time_bowler,4.787943892817748
Sunil Yadav,Maharashtra,2021.0,29.4,41.17,35.28,False,False,pure_bowler,8.0,2.0,10.0,4.0,80.0,tailender,0.0,5.0,77.0,0.0,9.27,middle_overs_bowler,95.25437008867365
Sunny Gupta,Jharkhand,2017.0,0.0,44.72,22.36,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,0.0,1.0,12.0,0.0,9.0,part_time_bowler,90.46676697644959
Sunny Kashyap,Uttarakhand,2018.0,20.7,80.42,50.56,False,False,pure_bowler,4.0,2.0,7.0,2.0,57.14,tailender,5.0,5.0,96.0,1.0,7.25,death_bowler,1.295799335139605
Sunny Rana,Uttarakhand,2019.0,7.18,91.6,49.39,False,False,pure_bowler,2.0,4.0,10.0,0.5,20.0,tailender,13.0,10.0,204.0,1.3,7.76,death_bowler,1.8117611736648713
Supriyo Chakraborty,Jharkhand,2019.0,36.58,68.31,52.44,False,False,pure_bowler,9.0,2.0,9.0,4.5,100.0,middle_order,2.0,3.0,60.0,0.667,8.4,middle_overs_bowler,93.12659604039837
Suraj Ahuja,Railways,2022.0,41.92,0.0,20.96,False,False,pure_batter,72.0,8.0,65.0,9.0,110.77,middle_order,,,,,,,1.2827788615412217
Suraj Kashyap,Bihar,2021.0,25.24,63.03,44.14,False,False,pure_bowler,22.0,2.0,36.0,11.0,61.11,tailender,1.0,2.0,30.0,0.5,7.0,part_time_bowler,1.3201290075970036
Suraj Tayam,Arunachal Pradesh,2021.0,22.18,0.0,11.09,False,False,pure_batter,29.0,3.0,54.0,9.67,53.7,middle_order,,,,,,,1.013564023556181
