player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,ml_suitability_score
Iqlas Naha,Puducherry,2021.0,39.18,0.0,19.59,False,False,pure_batter,20.0,3.0,19.0,6.67,105.26,tailender,,,,,,,1.1868770411112586
Irfan-ul-Haq,Jammu & Kashmir,2021.0,0.0,32.8,16.4,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,18.0,part_time_bowler,3.750664528233669
Ishaan Gadekar,Goa,2023.0,81.83,0.0,40.92,False,False,pure_batter,172.0,6.0,106.0,28.67,162.26,aggressive_opener,,,,,,,97.91575428469113
Ishan Kishan,Jharkhand,2020.0,76.57,0.0,38.28,False,False,pure_batter,767.0,23.0,531.0,33.35,144.44,aggressive_opener,,,,,,,97.81117474865329
Ishwar Chaudhary,Sikkim,2019.0,27.46,70.77,49.11,False,False,pure_bowler,45.0,13.0,60.0,3.46,75.0,tailender,11.0,16.0,286.0,0.688,8.83,powerplay_bowler,1.4861518484018656
J Anderson,Mizoram,2023.0,29.48,0.0,14.74,False,False,pure_batter,45.0,3.0,65.0,15.0,69.23,middle_order,,,,,,,1.0628113469844809
J Biakthanpuia,Mizoram,2023.0,14.12,0.0,7.06,False,False,pure_batter,7.0,1.0,21.0,7.0,33.33,middle_order,,,,,,,0.9938644347684785
J Butte,Chhattisgarh,2023.0,18.2,47.62,32.91,False,False,pure_batter,2.0,1.0,4.0,2.0,50.0,tailender,0.0,1.0,24.0,0.0,7.0,part_time_bowler,91.18047026010001
J Kousik,Tamil Nadu,2018.0,54.61,82.06,68.34,False,False,pure_bowler,44.0,3.0,39.0,14.67,112.82,tailender,5.0,5.0,78.0,1.0,7.15,powerplay_bowler,96.59114312988923
J Mallikarjun,Hyderabad (India),2019.0,39.23,0.0,19.61,False,False,pure_batter,61.0,4.0,63.0,15.25,96.83,middle_order,,,,,,,1.165434782715244
J Suchith,Karnataka,2021.0,51.74,72.9,62.32,False,True,bowling_allrounder,204.0,20.0,153.0,10.2,133.33,tailender,29.0,37.0,756.0,0.784,7.16,middle_overs_bowler,75.54243661508566
J Syed Mohammad,Assam,2015.0,64.46,99.2,81.83,False,False,utility_player,146.0,5.0,141.0,29.2,103.55,tailender,6.0,4.0,60.0,1.5,6.2,middle_overs_bowler,96.97010967400836
J Yadav,Haryana,2022.0,38.63,71.18,54.9,False,False,pure_bowler,54.0,12.0,51.0,4.5,105.88,tailender,24.0,34.0,617.0,0.706,6.7,middle_overs_bowler,89.83766900730758
JD Unadkat,Saurashtra,2024.0,64.35,103.49,83.92,False,True,bowling_allrounder,282.0,23.0,180.0,12.26,156.67,lower_order_hitter,65.0,41.0,941.0,1.585,6.64,death_bowler,97.80982635386893
JH Saroha,Haryana,2019.0,77.63,0.0,38.82,False,False,pure_batter,15.0,2.0,7.0,7.5,214.29,tailender,,,,,,,97.48276872311847
JJ Bumrah,Gujarat,2015.0,24.03,102.85,63.44,False,False,pure_bowler,2.0,1.0,3.0,2.0,66.67,tailender,14.0,9.0,208.0,1.556,6.4,death_bowler,96.71173220035804
JJ Lamare,Meghalaya,2018.0,21.96,0.0,10.98,False,False,pure_batter,28.0,5.0,49.0,5.6,57.14,anchor_opener,,,,,,,1.0149162114367651
JM Sharma,Vidarbha,2024.0,67.54,0.0,33.77,False,False,pure_batter,979.0,41.0,670.0,23.88,146.12,aggressive_opener,,,,,,,97.64416514991129
JP Zope,Maharashtra,2017.0,53.5,76.9,65.2,False,False,pure_bowler,10.0,1.0,7.0,10.0,142.86,tailender,3.0,3.0,56.0,1.0,7.5,part_time_bowler,96.97344999705922
JR Banik,Tripura,2020.0,23.09,0.0,11.54,False,False,pure_batter,40.0,5.0,69.0,8.0,57.97,anchor_opener,,,,,,,1.0213794082151908
Jafar Jamal,Kerala,2015.0,42.47,0.0,21.24,False,False,pure_batter,14.0,3.0,12.0,4.67,116.67,middle_order,,,,,,,1.328063996162939
Jagjit Singh,Chandigarh,2024.0,62.47,70.81,66.64,False,False,pure_bowler,17.0,2.0,10.0,8.5,170.0,tailender,5.0,8.0,158.0,0.625,6.91,powerplay_bowler,97.3089274407075
Jahan Uddin,Sikkim,2019.0,13.71,0.0,6.86,False,False,pure_batter,7.0,3.0,19.0,2.33,36.84,tailender,,,,,,,0.9943121273911997
Jaideep Bhambhu,Haryana,2021.0,35.35,41.18,38.26,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,0.0,2.0,24.0,0.0,7.5,part_time_bowler,95.55237450869511
Jalaj S Saxena,Kerala,2021.0,34.02,88.11,61.06,False,True,bowling_allrounder,165.0,14.0,208.0,11.79,79.33,anchor_opener,23.0,20.0,408.0,1.15,6.22,middle_overs_bowler,52.52859153992488
Jaskaran Singh,Chandigarh,2021.0,63.61,87.23,75.42,False,False,utility_player,152.0,13.0,93.0,11.69,163.44,finisher,25.0,22.0,490.0,1.136,7.33,death_bowler,97.76164631235477
Jaskaranvir Singh Sohi,Chandigarh,2021.0,41.84,0.0,20.92,False,False,pure_batter,63.0,7.0,57.0,9.0,110.53,middle_order,,,,,,,1.2827541951015151
Jasmer Dhankhar,Uttar Pradesh,2023.0,0.0,81.43,40.72,False,False,pure_bowler,,,,,,,4.0,4.0,72.0,1.0,6.5,middle_overs_bowler,1.3027600933373644
Jatin Saxena,Chhattisgarh,2017.0,38.15,0.0,19.08,False,False,pure_batter,9.0,1.0,9.0,9.0,100.0,anchor_opener,,,,,,,1.1536625938068594
Jatin Wadhwan,Jammu & Kashmir,2021.0,72.29,0.0,36.15,False,False,pure_batter,473.0,14.0,382.0,33.79,123.82,anchor_opener,,,,,,,97.55699103200718
Jaweed Ali,Hyderabad (India),2015.0,78.32,0.0,39.16,False,False,pure_batter,50.0,3.0,28.0,16.67,178.57,middle_order,,,,,,,97.47570658297376
Jay Bista,Mumbai,2021.0,72.46,58.38,65.42,False,False,utility_player,820.0,26.0,589.0,31.54,139.22,aggressive_opener,2.0,5.0,54.0,0.4,7.56,part_time_bowler,92.34419574893161
Jay Chauhan,Saurashtra,2019.0,0.0,102.55,51.28,False,False,pure_bowler,,,,,,,6.0,4.0,72.0,1.5,5.25,middle_overs_bowler,2.085245257991993
Jay Gohil,Saurashtra,2024.0,59.98,0.0,29.99,False,False,pure_batter,147.0,9.0,101.0,16.33,145.54,finisher,,,,,,,97.29289965671349
Jayanta Behera,Odisha,2017.0,5.35,87.08,46.22,False,False,pure_bowler,1.0,1.0,7.0,1.0,14.29,tailender,7.0,6.0,120.0,1.167,6.3,middle_overs_bowler,1.5671015840293974
Jayanta Sagatpam,Manipur,2021.0,36.99,0.0,18.5,False,False,pure_batter,75.0,5.0,102.0,15.0,73.53,middle_order,,,,,,,1.1056003044329534
Jaydev Shah,Saurashtra,2015.0,38.76,0.0,19.38,False,False,pure_batter,68.0,5.0,85.0,13.6,80.0,middle_order,,,,,,,1.1268916600799992
Jayveer Parmar,Gujarat,2019.0,25.58,102.76,64.17,False,False,pure_bowler,5.0,3.0,7.0,1.67,71.43,tailender,10.0,6.0,110.0,1.667,8.84,powerplay_bowler,97.0221403035766
Jitumoni Kalita,Assam,2018.0,70.12,76.98,73.55,False,False,pure_bowler,35.0,2.0,25.0,17.5,140.0,tailender,4.0,5.0,71.0,0.8,5.75,middle_overs_bowler,97.64549744752858
Jiwanjot Singh,Uttarakhand,2022.0,64.42,0.0,32.21,False,False,pure_batter,103.0,3.0,85.0,34.33,121.18,anchor_opener,,,,,,,97.0719592669593
Jiyaad Magrey,Jammu & Kashmir,2020.0,43.84,0.0,21.92,False,False,pure_batter,20.0,1.0,19.0,20.0,105.26,anchor_opener,,,,,,,1.249437510870148
Jogeswar Bhumij,Assam,2015.0,0.0,44.42,22.21,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,9.75,part_time_bowler,95.24189777862716
Johnson Singh,Manipur,2023.0,32.07,45.32,38.7,False,False,pure_batter,155.0,13.0,212.0,11.92,73.11,middle_order,0.0,1.0,12.0,0.0,7.5,part_time_bowler,94.47254622330561
Jonty Sidhu,Delhi,2020.0,68.6,127.35,97.98,False,False,pure_bowler,21.0,1.0,12.0,21.0,175.0,middle_order,2.0,1.0,12.0,2.0,3.5,part_time_bowler,98.0052088537051
Joseph Lalthankhuma,Mizoram,2023.0,30.4,45.53,37.97,False,False,pure_batter,76.0,7.0,100.0,10.86,76.0,middle_order,0.0,1.0,6.0,0.0,7.0,part_time_bowler,94.9757728318254
Joshua Ozukum,Nagaland,2023.0,56.01,84.3,70.16,False,False,pure_batter,219.0,10.0,181.0,21.9,120.99,anchor_opener,1.0,1.0,6.0,1.0,8.0,part_time_bowler,96.54685114488618
Jyothi Sai Krishna,Andhra,2015.0,32.26,0.0,16.13,False,False,pure_batter,58.0,5.0,72.0,11.6,80.56,middle_order,,,,,,,1.0916132762937176
Jyotsnil Singh,Baroda,2023.0,65.45,0.0,32.72,False,False,pure_batter,103.0,4.0,87.0,25.75,118.39,aggressive_opener,,,,,,,95.22133753046961
K Bhagath Varma,Hyderabad (India),2022.0,35.35,85.3,60.32,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,1.0,1.0,12.0,1.0,5.5,part_time_bowler,95.34568424623812
K Bharath Shankar,Tamil Nadu,2017.0,50.14,0.0,25.07,False,False,pure_batter,93.0,7.0,79.0,13.29,117.72,anchor_opener,,,,,,,1.638036233805722
K D Patel,Saurashtra,2022.0,49.16,67.86,58.51,False,False,pure_bowler,19.0,4.0,14.0,4.75,135.71,tailender,12.0,17.0,370.0,0.706,9.0,death_bowler,96.38985341530227
K Gadhavi,Gujarat,2015.0,7.35,0.0,3.68,False,False,pure_batter,1.0,1.0,5.0,1.0,20.0,anchor_opener,,,,,,,0.9942908224320396
K Gowtham,Karnataka,2023.0,57.57,80.98,69.28,False,True,bowling_allrounder,229.0,18.0,161.0,12.72,142.24,top_order_aggressor,26.0,26.0,570.0,1.0,7.29,middle_overs_bowler,97.41051536503863
K Kartikeya,Madhya Pradesh,2024.0,26.78,87.26,57.02,False,False,pure_bowler,6.0,4.0,8.0,1.5,75.0,tailender,18.0,16.0,336.0,1.125,6.55,middle_overs_bowler,96.40774924328412
K Khejroliya,Delhi,2017.0,69.82,94.97,82.4,False,False,pure_bowler,19.0,2.0,10.0,9.5,190.0,tailender,12.0,9.0,210.0,1.333,6.91,death_bowler,97.93536421709979
K L Shrijith,Karnataka,2023.0,47.41,0.0,23.7,False,False,pure_batter,104.0,7.0,96.0,14.86,108.33,finisher,,,,,,,1.4000006151542892
K Lalhmingmawia,Mizoram,2020.0,47.37,38.26,42.82,False,False,pure_batter,4.0,2.0,3.0,2.0,133.33,tailender,0.0,3.0,42.0,0.0,10.29,part_time_bowler,94.8823736141518
K Makwana,Saurashtra,2015.0,17.1,77.07,47.08,False,False,pure_bowler,6.0,1.0,14.0,6.0,42.86,tailender,2.0,2.0,30.0,1.0,9.4,part_time_bowler,1.2071870964285376
K Saiteja,Andhra,2023.0,0.0,123.68,61.84,False,False,pure_bowler,,,,,,,2.0,1.0,18.0,2.0,4.0,part_time_bowler,92.43980272217091
K Tewatiya,Nagaland,2023.0,0.0,82.4,41.2,False,False,pure_bowler,,,,,,,2.0,2.0,47.0,1.0,9.45,part_time_bowler,1.2544286407813683
K Tripathi,Madhya Pradesh,2022.0,0.0,117.5,58.75,False,False,pure_bowler,,,,,,,4.0,2.0,48.0,2.0,6.0,part_time_bowler,92.68504798180868
K Upadhyay,Railways,2019.0,34.73,80.06,57.4,False,False,pure_bowler,18.0,4.0,19.0,4.5,94.74,tailender,16.0,17.0,384.0,0.941,7.56,powerplay_bowler,95.02660890035641
K V Sasikanth,Andhra,2022.0,46.3,74.91,60.6,False,True,bowling_allrounder,205.0,17.0,178.0,12.06,115.17,tailender,25.0,29.0,590.0,0.862,8.45,powerplay_bowler,16.62554849505122
K Vanlalruata,Mizoram,2020.0,22.29,0.0,11.14,False,False,pure_batter,25.0,6.0,42.0,4.17,59.52,middle_order,,,,,,,1.0293571175777587
KA Vaz,Goa,2018.0,57.45,0.0,28.72,False,False,pure_batter,225.0,11.0,200.0,20.45,112.5,middle_order,,,,,,,94.01835065274106
KB Arun Karthik,Kerala,2022.0,54.26,0.0,27.13,False,False,pure_batter,509.0,30.0,431.0,16.97,118.1,anchor_opener,,,,,,,88.03518550246446
KB Panchal,Gujarat,2018.0,33.57,0.0,16.78,False,False,pure_batter,10.0,2.0,11.0,5.0,90.91,tailender,,,,,,,1.1121742510483892
KB Pawan,Mizoram,2021.0,58.38,0.0,29.19,False,False,pure_batter,473.0,20.0,418.0,23.65,113.16,finisher,,,,,,,95.11373074267362
KC Cariappa,Karnataka,2023.0,49.18,89.97,69.58,False,False,pure_bowler,43.0,7.0,32.0,6.14,134.38,tailender,31.0,26.0,598.0,1.192,5.69,middle_overs_bowler,97.47411283078785
KD Karthik,Tamil Nadu,2020.0,77.51,0.0,38.76,False,False,pure_batter,746.0,23.0,517.0,32.43,144.29,top_order_anchor,,,,,,,97.82444606136393
KD Pandey,Puducherry,2022.0,0.0,85.3,42.65,False,False,pure_bowler,,,,,,,1.0,1.0,12.0,1.0,5.5,part_time_bowler,1.3442156831789793
KH Devdhar,Baroda,2021.0,67.11,0.0,33.56,False,False,pure_batter,1432.0,45.0,1175.0,31.82,121.87,anchor_opener,,,,,,,97.46904177679548
KH Pandya,Baroda,2024.0,61.61,74.42,68.02,True,True,batting_allrounder,598.0,28.0,482.0,21.36,124.07,finisher,24.0,29.0,624.0,0.828,7.02,middle_overs_bowler,96.39503280179869
KK Acharjee,Tripura,2019.0,30.44,0.0,15.22,False,False,pure_batter,51.0,7.0,64.0,7.29,79.69,middle_order,,,,,,,1.0886418419662927
KK Ahmed,Rajasthan,2020.0,9.8,95.43,52.62,False,False,pure_bowler,4.0,3.0,15.0,1.33,26.67,tailender,34.0,24.0,520.0,1.417,7.67,death_bowler,81.85945319402045
KK Nair,Karnataka,2024.0,68.71,58.35,63.53,False,False,utility_player,1202.0,45.0,830.0,26.71,144.82,top_order_anchor,2.0,6.0,48.0,0.333,5.38,part_time_bowler,74.92792304623282
KL Nagarkoti,Rajasthan,2022.0,40.27,93.44,66.86,False,False,pure_bowler,46.0,4.0,56.0,11.5,82.14,tailender,8.0,6.0,115.0,1.333,8.03,death_bowler,97.26483216586324
KL Rahul,Karnataka,2019.0,86.94,0.0,43.47,False,False,pure_batter,313.0,8.0,201.0,39.12,155.72,aggressive_opener,,,,,,,97.94623220169647
KM Asif,Kerala,2019.0,11.84,81.48,46.66,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,tailender,18.0,18.0,343.0,1.0,8.43,death_bowler,1.1301700423611645
KM Jadhav,Maharashtra,2021.0,67.94,0.0,33.97,False,False,pure_batter,679.0,23.0,518.0,29.52,131.08,top_order_anchor,,,,,,,97.55125384187848
KN Luitel,Sikkim,2018.0,0.0,51.0,25.5,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,4.0,48.0,0.25,10.0,part_time_bowler,1.5645701214036258
KP Kakad,Railways,2019.0,0.0,38.11,19.06,False,False,unknown,0.0,2.0,4.0,0.0,0.0,tailender,0.0,3.0,18.0,0.0,11.67,part_time_bowler,6.8289781153507425
KR Kakade,Baroda,2022.0,48.98,68.96,58.97,False,False,pure_bowler,71.0,8.0,59.0,8.88,120.34,tailender,8.0,12.0,161.0,0.667,6.89,middle_overs_bowler,89.2751180068313
KR Mahajan,Railways,2015.0,0.0,63.89,31.94,False,False,pure_bowler,,,,,,,1.0,2.0,18.0,0.5,8.33,part_time_bowler,1.2286970798327936
KR Sen,Madhya Pradesh,2023.0,3.98,70.8,37.39,False,False,pure_bowler,1.0,4.0,9.0,0.25,11.11,tailender,15.0,21.0,422.0,0.714,8.72,death_bowler,1.0651862759502222
KR Singh,Jharkhand,2021.0,47.34,69.23,58.28,False,False,utility_player,144.0,12.0,124.0,12.0,116.13,middle_order,8.0,11.0,129.0,0.727,8.98,middle_overs_bowler,8.497099725628699
KS Bharat,Andhra,2023.0,49.5,0.0,24.75,False,False,pure_batter,524.0,32.0,481.0,16.38,108.94,anchor_opener,,,,,,,2.130064195107434
KS Rathore,Rajasthan,2022.0,65.33,0.0,32.66,False,False,pure_batter,40.0,2.0,24.0,20.0,166.67,middle_order,,,,,,,97.13489806045168
KS Sharma,Uttar Pradesh,2024.0,58.53,69.9,64.22,False,False,utility_player,320.0,14.0,267.0,22.86,119.85,anchor_opener,2.0,3.0,36.0,0.667,6.17,part_time_bowler,89.5366822825752
KV Sharma,Railways,2023.0,58.43,77.86,68.14,True,True,batting_allrounder,530.0,34.0,382.0,15.59,138.74,tailender,33.0,36.0,763.0,0.917,7.16,middle_overs_bowler,97.20923527683533
Kaif Ahmad,Bengal,2021.0,59.96,0.0,29.98,False,False,pure_batter,177.0,7.0,162.0,25.29,109.26,middle_order,,,,,,,94.1787908573809
Kamal Das,Tripura,2018.0,9.1,71.32,40.21,False,False,pure_bowler,1.0,1.0,4.0,1.0,25.0,tailender,3.0,4.0,66.0,0.75,6.27,middle_overs_bowler,1.1202904028269103
Kamsha Yangfo,Arunachal Pradesh,2021.0,24.08,0.0,12.04,False,False,pure_batter,94.0,11.0,156.0,8.55,60.26,middle_order,,,,,,,1.0758724163856814
Kangabam Singh,Manipur,2023.0,33.74,66.61,50.18,False,True,bowling_allrounder,217.0,18.0,290.0,12.06,74.83,middle_order,8.0,13.0,226.0,0.615,8.6,middle_overs_bowler,2.0240688836826433
Kanishk Seth,Bengal,2024.0,30.37,86.36,58.36,False,False,pure_bowler,24.0,6.0,29.0,4.0,82.76,tailender,16.0,14.0,294.0,1.143,8.55,powerplay_bowler,96.93773296189522
Kant Singh,Chhattisgarh,2018.0,35.7,74.18,54.94,False,False,pure_bowler,2.0,1.0,2.0,2.0,100.0,tailender,1.0,1.0,24.0,1.0,12.5,part_time_bowler,96.74905243194306
Kanwar Abhinay,Himachal,2019.0,17.68,77.08,47.38,False,False,pure_bowler,1.0,2.0,2.0,0.5,50.0,tailender,18.0,21.0,420.0,0.857,7.6,death_bowler,1.1454287155860121
Karan Dagar,Delhi,2019.0,0.0,140.63,70.32,False,False,pure_bowler,,,,,,,5.0,2.0,48.0,2.5,3.62,part_time_bowler,94.23237701140238
Karan Kaila,Punjab,2019.0,11.84,68.59,40.22,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,middle_order,5.0,8.0,150.0,0.625,6.52,powerplay_bowler,1.1300571388296192
Karan Lal,Bengal,2024.0,46.52,84.29,65.4,False,False,pure_bowler,80.0,6.0,76.0,13.33,105.26,middle_order,4.0,4.0,60.0,1.0,4.9,middle_overs_bowler,95.18403179910237
Karan Patel,Gujarat,2021.0,45.26,69.91,57.58,False,False,pure_bowler,56.0,6.0,53.0,9.33,105.66,middle_order,4.0,6.0,90.0,0.667,7.2,middle_overs_bowler,89.68914274524779
Karan Shinde,Andhra,2022.0,58.31,0.0,29.16,False,False,pure_batter,149.0,7.0,112.0,21.29,133.04,finisher,,,,,,,97.09251325153548
Karan Thakur,Railways,2017.0,0.0,45.47,22.74,False,False,unknown,,,,,,,0.0,2.0,42.0,0.0,7.14,part_time_bowler,94.64658089178674
Karanveer Kaushal,Uttarakhand,2020.0,61.46,0.0,30.73,False,False,pure_batter,397.0,16.0,320.0,24.81,124.06,aggressive_opener,,,,,,,97.24068666593409
Karanveer Singh,Chandigarh,2019.0,0.0,160.18,80.09,False,False,pure_bowler,,,,,,,3.0,1.0,24.0,3.0,3.75,part_time_bowler,95.03787305737583
Karkir Taye,Arunachal Pradesh,2021.0,42.13,41.08,41.6,False,False,pure_batter,15.0,3.0,13.0,5.0,115.38,tailender,0.0,4.0,48.0,0.0,11.62,part_time_bowler,96.54277482179182
Karma Bhutia,Sikkim,2019.0,7.06,0.0,3.53,False,False,pure_batter,6.0,3.0,33.0,2.0,18.18,anchor_opener,,,,,,,0.9910836415920001
Karnajit Yumnam,Manipur,2023.0,30.01,0.0,15.0,False,False,pure_batter,93.0,10.0,137.0,9.3,67.88,anchor_opener,,,,,,,1.112342115936542
Karthik Raman,Railways,2019.0,6.01,94.84,50.42,False,False,pure_bowler,1.0,2.0,6.0,0.5,16.67,tailender,9.0,6.0,102.0,1.5,10.71,middle_overs_bowler,2.239820245909182
Kartik Tyagi,Uttar Pradesh,2023.0,0.0,63.5,31.75,False,False,pure_bowler,,,,,,,3.0,7.0,109.0,0.429,8.59,middle_overs_bowler,1.152757389973757
Kartikeya Kak,Hyderabad (India),2020.0,0.0,114.7,57.35,False,False,pure_bowler,,,,,,,4.0,2.0,42.0,2.0,10.57,part_time_bowler,94.52459081940081
Kashyap Bakhale,Goa,2015.0,28.35,0.0,14.18,False,False,pure_batter,12.0,2.0,16.0,6.0,75.0,tailender,,,,,,,1.0566000171696865
Kaushik Maity,Bengal,2023.0,44.1,46.82,45.46,False,False,pure_batter,21.0,1.0,20.0,21.0,105.0,tailender,0.0,1.0,12.0,0.0,9.0,part_time_bowler,95.91042279619838
Kengo Bam,Arunachal Pradesh,2019.0,12.02,56.99,34.51,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,2.0,5.0,68.0,0.4,9.97,middle_overs_bowler,1.09680474629821
Keshav Kumar,Bihar,2018.0,55.54,44.32,49.93,False,False,pure_batter,145.0,5.0,152.0,29.0,95.39,top_order_anchor,0.0,1.0,6.0,0.0,10.0,part_time_bowler,96.88856436604318
Khawlhring Lalremruata,Mizoram,2021.0,27.59,0.0,13.8,False,False,pure_batter,43.0,6.0,60.0,7.17,71.67,middle_order,,,,,,,1.0492367027789777
Khizer Dafedar,Mumbai,2017.0,0.0,46.42,23.21,False,False,unknown,0.0,1.0,5.0,0.0,0.0,middle_order,0.0,1.0,12.0,0.0,10.0,part_time_bowler,91.08327885431471
Khrievitso Kense,Nagaland,2021.0,18.2,100.11,59.16,False,False,pure_bowler,2.0,1.0,4.0,2.0,50.0,tailender,13.0,9.0,185.0,1.444,5.45,middle_overs_bowler,94.97742992737527
Kilco R Marak,Meghalaya,2023.0,19.88,82.99,51.43,False,False,pure_bowler,5.0,4.0,9.0,1.25,55.56,tailender,13.0,12.0,164.0,1.083,8.23,death_bowler,1.5857939286625957
Kiran Reddy,Nagaland,2018.0,61.42,45.62,53.52,False,False,pure_batter,13.0,1.0,8.0,13.0,162.5,tailender,0.0,2.0,36.0,0.0,8.5,part_time_bowler,97.62496195418177
Kishan Lyngdoh,Meghalaya,2021.0,85.26,42.18,63.72,False,False,pure_batter,247.0,5.0,173.0,49.4,142.77,aggressive_opener,0.0,1.0,6.0,0.0,5.0,part_time_bowler,97.07931470634725
Kishan Parmar M,Saurashtra,2019.0,52.36,0.0,26.18,False,False,pure_batter,170.0,8.0,159.0,21.25,106.92,anchor_opener,,,,,,,6.33324978383813
Kishan Thokchom,Manipur,2021.0,31.42,57.85,44.64,False,False,pure_bowler,27.0,5.0,32.0,5.4,84.38,tailender,3.0,8.0,144.0,0.375,9.88,powerplay_bowler,1.5459372684157158
Kolla Sumanth,Hyderabad (India),2021.0,41.2,0.0,20.6,False,False,pure_batter,164.0,18.0,151.0,9.11,108.61,middle_order,,,,,,,1.337839320085842
Koripalli Sreekanth,Andhra,2015.0,43.14,0.0,21.57,False,False,pure_batter,70.0,4.0,83.0,17.5,84.34,anchor_opener,,,,,,,1.1682085242998514
Kranthi Kumar,Sikkim,2021.0,24.02,72.32,48.17,False,False,pure_bowler,17.0,3.0,27.0,5.67,62.96,middle_order,3.0,4.0,90.0,0.75,9.13,death_bowler,1.3563549397158818
Krishan Alang,Punjab,2021.0,0.0,93.79,46.9,False,False,pure_bowler,,,,,,,7.0,5.0,102.0,1.4,7.65,middle_overs_bowler,1.8083936066565862
Krishna Das,Assam,2018.0,9.1,59.01,34.06,False,False,pure_bowler,4.0,4.0,16.0,1.0,25.0,tailender,3.0,10.0,192.0,0.3,7.03,powerplay_bowler,1.1188045990512432
Krishnamoorthy Vignesh,Tamil Nadu,2017.0,11.9,93.45,52.68,False,False,pure_bowler,2.0,3.0,6.0,0.67,33.33,tailender,12.0,9.0,188.0,1.333,8.27,powerplay_bowler,85.64261378597683
Krishnamurthy Siddharth,Goa,2023.0,98.68,0.0,49.34,False,False,pure_batter,53.0,1.0,37.0,53.0,143.24,top_order_anchor,,,,,,,97.47219085014352
Kruthik Hanagavadi,Mumbai,2020.0,0.0,61.48,30.74,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,36.0,0.5,9.17,part_time_bowler,1.0551484362048908
Kshitij Patel,Gujarat,2019.0,53.1,0.0,26.55,False,False,pure_batter,65.0,4.0,57.0,16.25,114.04,middle_order,,,,,,,71.53619256138984
Kshitiz Sharma,Arunachal Pradesh,2021.0,63.39,62.96,63.18,False,False,utility_player,232.0,9.0,183.0,25.78,126.78,top_order_anchor,2.0,4.0,66.0,0.5,8.09,middle_overs_bowler,93.5090077719688
Kukna Ajay Singh,Rajasthan,2015.0,0.0,78.69,39.34,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,2.0,2.0,42.0,1.0,7.14,part_time_bowler,1.0463900646387918
Kuldeep Gehi,Madhya Pradesh,2021.0,69.97,0.0,34.98,False,False,pure_batter,113.0,5.0,79.0,22.6,143.04,aggressive_opener,,,,,,,97.6252642403821
Kuldeep Yadav,Uttar Pradesh,2019.0,40.98,81.49,61.24,False,False,pure_bowler,24.0,3.0,22.0,8.0,109.09,tailender,20.0,19.0,402.0,1.053,7.1,middle_overs_bowler,94.71410804690622
Kumar Deobrat,Jharkhand,2021.0,55.42,0.0,27.71,False,False,pure_batter,474.0,28.0,367.0,16.93,129.16,finisher,,,,,,,95.1129992183001
Kumar Kushagra,Jharkhand,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,anchor_opener,,,,,,,0.9889741312214657
Kumar Nyompu,Arunachal Pradesh,2023.0,25.76,0.0,12.88,False,False,pure_batter,47.0,4.0,76.0,11.75,61.84,anchor_opener,,,,,,,1.0344386636133014
Kumar Rajnish,Bihar,2021.0,15.64,0.0,7.82,False,False,pure_batter,7.0,2.0,17.0,3.5,41.18,anchor_opener,,,,,,,0.9967331620128309
Kumar Suraj,Jharkhand,2020.0,26.75,0.0,13.38,False,False,pure_batter,5.0,1.0,7.0,5.0,71.43,middle_order,,,,,,,1.0401880443847675
Kunal Chandela,Uttarakhand,2022.0,51.39,0.0,25.7,False,False,pure_batter,239.0,13.0,220.0,18.38,108.64,finisher,,,,,,,2.2289901558171574
Kunal Dabas,Bihar,2019.0,46.89,0.0,23.44,False,False,pure_batter,73.0,3.0,90.0,24.33,81.11,anchor_opener,,,,,,,1.2105037850020606
Kunal Mahajan,Chandigarh,2021.0,33.91,43.53,38.72,False,False,pure_batter,8.0,1.0,9.0,8.0,88.89,middle_order,0.0,1.0,6.0,0.0,12.0,part_time_bowler,96.51011078800786
Kunal Saikia,Assam,2021.0,63.89,0.0,31.94,False,False,pure_batter,21.0,1.0,13.0,21.0,161.54,middle_order,,,,,,,97.06620051519756
Kunwar Bidhuri,Delhi,2019.0,61.08,0.0,30.54,False,False,pure_batter,74.0,3.0,61.0,24.67,121.31,aggressive_opener,,,,,,,96.45626097443967
L Jhon,Arunachal Pradesh,2023.0,31.03,0.0,15.52,False,False,pure_batter,22.0,1.0,33.0,22.0,66.67,tailender,,,,,,,1.0643321548367715
