player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model
MJ McClenaghan,85,21,70,5,7,13,4.05,20,0,0.381,6,0.286,5.73,0,0,0.0,0.0,121.43,0.171,0.1,0.071,0.729,0.514,0,29,56,1,19,50,0.0,0.341,0.659,0.0,152.63,112.0,middle,4.25,3.92,3.33,0.792,Mumbai Indians,2019,8.583333333333334,9.0,4,10,9,tailender,tailender,True
MJ Owen,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,2,0,0,,,,0.0,,,unknown,0.0,,2.0,0.071,Punjab Kings,2025,3.0,3.0,3,3,3,top_order,middle_order,False
MJ Santner,136,21,123,9,6,8,6.48,22,0,0.619,1,0.048,6.86,0,0,0.0,0.0,110.57,0.122,0.049,0.073,0.529,0.407,20,22,94,24,30,69,0.147,0.162,0.691,83.33,73.33,136.23,death,5.5,6.87,5.86,1.0,Chennai Super Kings,2026,7.333333333333333,8.0,3,9,8,lower_order,tailender,True
MJ Suthar,1,1,2,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.071,Gujarat Titans,2024,9.0,9.0,9,9,9,tailender,tailender,False
MK Lomror,527,35,373,33,30,29,15.06,54,0,0.171,3,0.086,15.25,7,1,0.2,0.029,141.29,0.169,0.08,0.088,0.592,0.322,31,266,230,38,193,142,0.059,0.505,0.436,81.58,137.82,161.97,death,13.57,16.05,10.66,1.0,Royal Challengers Bangalore,2024,5.4,5.0,3,8,5,middle_order,finisher,True
MK Pandey,3951,161,3248,340,116,135,24.54,114,0,0.161,14,0.087,22.51,54,23,0.335,0.143,121.64,0.14,0.036,0.105,0.52,0.358,1133,2105,713,992,1785,471,0.287,0.533,0.18,114.21,117.93,151.38,death,25.12,24.07,20.17,1.0,Kolkata Knight Riders,2025,3.3841463414634148,3.0,1,8,3,top_order,finisher,True
MK Tiwary,1695,83,1449,156,40,59,20.42,75,0,0.289,8,0.096,17.95,25,7,0.301,0.084,116.98,0.135,0.028,0.108,0.51,0.366,224,874,597,230,807,412,0.132,0.516,0.352,97.39,108.3,144.9,death,22.11,19.0,17.46,1.0,Kolkata Knight Riders,2018,4.6117647058823525,4.0,1,7,4,top_order,middle_order,True
ML Hayden,1107,32,806,121,44,31,34.59,93,0,0.031,1,0.031,26.46,17,8,0.531,0.25,137.34,0.205,0.055,0.15,0.676,0.414,599,412,96,462,294,50,0.541,0.372,0.087,129.65,140.14,192.0,death,36.5,31.42,25.19,1.0,Chennai Super Kings,2009,2.0,2.0,2,2,2,opener,aggressive_opener,True
MM Ali,1167,59,835,95,67,53,19.78,93,0,0.102,6,0.102,20.08,15,6,0.254,0.102,139.76,0.194,0.08,0.114,0.67,0.392,233,655,279,192,484,159,0.2,0.561,0.239,121.35,135.33,175.47,death,20.12,19.53,14.15,1.0,Chennai Super Kings,2025,4.186440677966102,4.0,1,8,3,top_order,finisher,True
MM Patel,39,12,41,5,0,6,3.25,23,0,0.5,5,0.417,6.54,0,0,0.0,0.0,95.12,0.122,0.0,0.122,0.513,0.439,0,0,39,0,3,38,0.0,0.0,1.0,,0.0,102.63,death,4.0,3.18,3.42,0.671,Rajasthan Royals,2017,10.466666666666667,11.0,9,11,11,tailender,tailender,True
MM Sharma,125,31,136,9,4,18,4.03,21,0,0.419,5,0.161,5.4,0,0,0.0,0.0,91.91,0.096,0.029,0.066,0.48,0.493,0,36,89,0,47,89,0.0,0.288,0.712,,76.6,100.0,death,2.0,4.74,4.39,1.0,Kings XI Punjab,2025,9.393939393939394,9.0,8,11,9,tailender,tailender,True
MN Samuels,161,14,172,9,7,13,11.5,46,0,0.071,1,0.071,15.08,2,0,0.143,0.0,93.6,0.093,0.041,0.052,0.484,0.488,9,127,25,25,130,17,0.056,0.789,0.155,36.0,97.69,147.06,death,17.2,8.33,12.29,1.0,Pune Warriors,2017,4.714285714285714,5.0,3,7,5,middle_order,middle_order,True
MN van Wyk,167,5,132,19,1,3,33.4,74,0,0.4,1,0.2,27.82,3,1,0.6,0.2,126.52,0.152,0.008,0.144,0.491,0.311,28,73,66,25,64,43,0.168,0.437,0.395,112.0,114.06,153.49,death,,33.4,26.4,0.812,Kolkata Knight Riders,2009,3.8,4.0,1,5,4,top_order,top_order_anchor,True
MP Breetzke,14,1,12,1,1,1,14.0,14,14,0.0,0,0.0,0.0,0,0,0.0,0.0,116.67,0.167,0.083,0.083,0.714,0.583,14,0,0,12,0,0,1.0,0.0,0.0,116.67,,,powerplay,,14.0,12.0,0.112,Lucknow Super Giants,2025,2.0,2.0,2,2,2,opener,anchor_opener,False
MP Stoinis,2045,102,1410,162,106,73,20.05,124,0,0.284,10,0.098,21.34,23,10,0.225,0.098,145.04,0.19,0.075,0.115,0.628,0.343,296,873,876,240,676,494,0.145,0.427,0.428,123.33,129.14,177.33,death,25.54,15.17,13.82,1.0,Lucknow Super Giants,2026,4.892156862745098,5.0,1,8,5,middle_order,finisher,True
MR Marsh,1407,54,991,113,82,52,26.06,117,0,0.037,7,0.13,26.73,19,10,0.352,0.185,141.98,0.197,0.083,0.114,0.671,0.384,600,599,208,413,443,135,0.426,0.426,0.148,145.28,135.21,154.07,death,32.68,22.46,18.35,1.0,Delhi Capitals,2026,3.5,3.0,1,10,3,top_order,top_order_anchor,True
MS Bhandage,1,1,4,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,1,0,0,4,0,0.0,1.0,0.0,,25.0,,middle,,1.0,4.0,0.079,Royal Challengers Bengaluru,2025,8.0,8.0,8,8,8,lower_order,tailender,False
MS Bisla,798,39,702,93,23,38,20.46,92,0,0.026,3,0.077,22.96,6,4,0.154,0.103,113.68,0.165,0.033,0.132,0.639,0.484,474,272,52,434,235,33,0.594,0.341,0.065,109.22,115.74,157.58,death,23.73,18.42,18.0,1.0,Kolkata Knight Riders,2015,1.8205128205128205,1.0,1,7,1,opener,anchor_opener,True
MS Dhoni,5439,241,3957,375,264,142,22.57,84,0,0.411,6,0.025,18.03,68,24,0.282,0.1,137.45,0.161,0.067,0.095,0.567,0.338,59,1912,3468,72,1903,1982,0.011,0.352,0.638,81.94,100.47,174.97,death,24.02,20.96,16.42,1.0,Chennai Super Kings,2025,5.305785123966942,5.0,3,9,5,middle_order,finisher,True
MS Gony,99,16,71,6,8,10,6.19,42,0,0.375,3,0.188,10.58,1,0,0.062,0.0,139.44,0.197,0.113,0.085,0.727,0.479,0,11,88,0,17,54,0.0,0.111,0.889,,64.71,162.96,death,15.5,3.08,4.44,0.796,Chennai Super Kings,2013,7.764705882352941,8.0,6,9,8,lower_order,tailender,True
MS Wade,183,14,177,23,2,14,13.07,35,1,0.0,0,0.0,10.02,2,0,0.143,0.0,103.39,0.141,0.011,0.13,0.568,0.48,113,70,0,98,79,0,0.617,0.383,0.0,115.31,88.61,,powerplay,12.9,13.5,12.64,1.0,Gujarat Titans,2024,2.5714285714285716,3.0,1,5,3,top_order,middle_order,True
MV Boucher,394,23,309,32,13,14,17.13,50,1,0.391,0,0.0,15.72,6,1,0.261,0.043,127.51,0.146,0.042,0.104,0.523,0.346,22,137,235,24,138,147,0.056,0.348,0.596,91.67,99.28,159.86,death,15.33,18.29,13.43,1.0,Royal Challengers Bangalore,2011,5.75,6.0,1,7,6,middle_order,finisher,True
MW Short,119,7,99,15,4,7,17.0,36,1,0.0,0,0.0,14.99,2,0,0.286,0.0,120.2,0.192,0.04,0.152,0.706,0.505,109,10,0,85,14,0,0.916,0.084,0.0,128.24,71.43,,powerplay,22.5,14.8,14.14,0.85,Punjab Kings,2026,2.857142857142857,3.0,1,4,3,top_order,middle_order,True
Mandeep Singh,1706,98,1388,176,38,82,17.41,77,0,0.163,15,0.153,17.29,18,6,0.184,0.061,122.91,0.154,0.027,0.127,0.546,0.378,633,663,410,554,560,274,0.371,0.389,0.24,114.26,118.39,149.64,death,21.7,14.45,14.16,1.0,Kings XI Punjab,2023,3.63265306122449,4.0,1,7,2,opener,anchor_opener,True
Mashrafe Mortaza,2,1,2,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,2,0.0,0.0,1.0,,,100.0,death,,2.0,2.0,0.071,Kolkata Knight Riders,2009,6.0,6.0,6,6,6,middle_order,middle_order,False
Mayank Dagar,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Royal Challengers Bengaluru,2024,9.0,9.0,9,9,9,tailender,tailender,False
Misbah-ul-Haq,117,8,81,10,6,7,14.62,47,0,0.125,2,0.25,17.66,2,0,0.25,0.0,144.44,0.198,0.074,0.123,0.65,0.37,27,48,42,19,42,20,0.231,0.41,0.359,142.11,114.29,210.0,death,13.67,15.2,10.12,0.838,Royal Challengers Bangalore,2007,4.125,4.0,3,6,3,top_order,top_order_aggressor,True
Mohammad Ashraful,2,1,10,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,2,0,0,10,0,0,1.0,0.0,0.0,20.0,,,powerplay,,2.0,10.0,0.104,Mumbai Indians,2009,4.0,4.0,4,4,4,top_order,middle_order,False
Mohammad Asif,3,2,6,0,0,2,1.5,3,0,0.0,1,0.5,2.12,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,2,1,0,3,3,0.0,0.667,0.333,,66.67,33.33,middle,,1.5,3.0,0.15,Delhi Daredevils,2007,10.0,10.0,10,10,10,tailender,tailender,False
Mohammad Hafeez,64,8,83,7,2,7,8.0,16,2,0.125,0,0.0,5.18,0,0,0.0,0.0,77.11,0.108,0.024,0.084,0.625,0.602,28,26,10,36,38,9,0.438,0.406,0.156,77.78,68.42,111.11,death,9.0,7.67,10.38,0.846,Kolkata Knight Riders,2007,4.125,5.0,1,6,6,middle_order,middle_order,True
Mohammad Nabi,221,19,152,18,12,17,11.63,37,0,0.105,1,0.053,9.41,1,0,0.053,0.0,145.39,0.197,0.079,0.118,0.652,0.362,26,66,129,15,50,87,0.118,0.299,0.584,173.33,132.0,148.28,powerplay,9.5,12.62,8.0,1.0,Sunrisers Hyderabad,2024,6.1,7.0,2,8,7,lower_order,tailender,True
Mohammed Shami,98,31,100,8,3,17,3.16,21,0,0.452,5,0.161,4.45,0,0,0.0,0.0,98.0,0.11,0.03,0.08,0.51,0.47,0,16,82,0,15,85,0.0,0.163,0.837,,106.67,96.47,middle,1.17,3.64,3.23,0.917,Delhi Daredevils,2026,9.484848484848484,9.0,8,11,9,tailender,tailender,True
Mohammed Siraj,112,22,123,10,4,10,5.09,14,0,0.545,2,0.091,4.91,0,0,0.0,0.0,91.06,0.114,0.033,0.081,0.571,0.545,0,0,112,0,0,123,0.0,0.0,1.0,,,91.06,death,0.25,6.17,5.59,1.0,Royal Challengers Bangalore,2025,10.076923076923077,10.0,9,11,10,tailender,tailender,True
Mohit Rathee,1,1,2,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.071,Punjab Kings,2023,11.0,11.0,11,11,11,tailender,tailender,False
Mohsin Khan,25,6,25,2,1,4,4.17,13,0,0.333,2,0.333,5.49,0,0,0.0,0.0,100.0,0.12,0.04,0.08,0.56,0.52,0,1,24,0,3,22,0.0,0.04,0.96,,33.33,109.09,death,7.5,2.5,4.17,0.479,Lucknow Super Giants,2026,9.666666666666666,9.0,9,11,9,tailender,tailender,True
Mujeeb Ur Rahman,12,6,15,2,0,3,2.0,10,0,0.5,2,0.333,3.95,0,0,0.0,0.0,80.0,0.133,0.0,0.133,0.667,0.6,0,1,11,0,3,12,0.0,0.083,0.917,,33.33,91.67,death,0.0,2.4,2.5,0.438,Kings XI Punjab,2021,9.571428571428571,10.0,7,11,11,tailender,tailender,True
Mukesh Choudhary,6,2,6,1,0,1,3.0,4,2,0.5,0,0.0,1.41,0,0,0.0,0.0,100.0,0.167,0.0,0.167,0.667,0.5,0,4,2,0,4,2,0.0,0.667,0.333,,100.0,100.0,middle,,3.0,3.0,0.15,Chennai Super Kings,2022,11.0,11.0,11,11,11,tailender,tailender,False
Mukesh Kumar,10,5,18,0,0,1,2.0,6,0,0.8,0,0.0,2.55,0,0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.444,0,0,10,0,0,18,0.0,0.0,1.0,,,55.56,death,,2.0,3.6,0.388,Delhi Capitals,2024,10.6,11.0,10,11,11,tailender,tailender,True
Musheer Khan,0,1,3,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,3,0,,,,,0.0,,unknown,,0.0,3.0,0.075,Punjab Kings,2025,8.0,8.0,8,8,8,lower_order,tailender,False
Mustafizur Rahman,13,7,24,0,1,2,1.86,8,0,0.714,1,0.143,2.91,0,0,0.0,0.0,54.17,0.042,0.042,0.0,0.462,0.667,0,0,13,0,0,24,0.0,0.0,1.0,,,54.17,death,,1.86,3.43,0.538,Rajasthan Royals,2025,11.0,11.0,11,11,11,tailender,tailender,True
N Burger,3,1,5,0,0,0,3.0,3,3,1.0,0,0.0,0.0,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.4,0,0,3,0,0,5,0.0,0.0,1.0,,,60.0,death,,3.0,5.0,0.083,Rajasthan Royals,2026,11.0,11.0,11,11,11,tailender,tailender,False
N Jagadeesan,162,10,147,21,2,9,16.2,39,0,0.1,2,0.2,16.36,3,0,0.3,0.0,110.2,0.156,0.014,0.143,0.593,0.442,64,87,11,61,73,13,0.395,0.537,0.068,104.92,119.18,84.62,middle,16.5,16.12,14.7,1.0,Kolkata Knight Riders,2023,2.6,2.0,1,4,2,opener,anchor_opener,True
N Pooran,2335,92,1414,159,170,74,25.38,87,0,0.196,9,0.098,22.8,37,14,0.402,0.152,165.13,0.233,0.12,0.112,0.709,0.347,180,1317,838,121,813,480,0.077,0.564,0.359,148.76,161.99,174.58,death,29.1,22.52,15.37,1.0,Lucknow Super Giants,2026,4.4361702127659575,5.0,2,7,5,middle_order,finisher,True
N Rana,2873,115,2112,264,142,106,24.98,87,0,0.078,8,0.07,22.56,37,20,0.322,0.174,136.03,0.192,0.067,0.125,0.664,0.398,749,1697,427,617,1260,235,0.261,0.591,0.149,121.39,134.68,181.7,death,28.77,21.86,18.37,1.0,Kolkata Knight Riders,2026,3.5739130434782607,4.0,1,6,4,top_order,finisher,True
N Saini,140,10,141,16,0,10,14.0,50,1,0.0,0,0.0,15.65,2,1,0.2,0.1,99.29,0.113,0.0,0.113,0.457,0.468,80,53,7,84,49,8,0.571,0.379,0.05,95.24,108.16,87.5,middle,15.33,12.0,14.1,1.0,Kings XI Punjab,2012,2.7,3.0,1,8,3,top_order,middle_order,True
N Wadhera,746,34,532,60,41,30,21.94,70,0,0.118,1,0.029,20.72,10,4,0.294,0.118,140.23,0.19,0.077,0.113,0.651,0.374,53,552,141,46,403,83,0.071,0.74,0.189,115.22,136.97,169.88,death,22.44,21.5,15.65,1.0,Punjab Kings,2026,5.117647058823529,5.0,2,7,5,middle_order,finisher,True
ND Doshi,0,1,13,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,13,,,,,,0.0,unknown,,0.0,13.0,0.117,Rajasthan Royals,2011,11.0,11.0,11,11,11,tailender,tailender,False
NJ Maddinson,20,3,21,4,0,3,6.67,12,4,0.0,0,0.0,4.62,0,0,0.0,0.0,95.24,0.19,0.0,0.19,0.8,0.714,20,0,0,21,0,0,1.0,0.0,0.0,95.24,,,powerplay,8.0,4.0,7.0,0.275,Royal Challengers Bangalore,2015,1.3333333333333333,1.0,1,2,1,opener,anchor_opener,False
NJ Rimmington,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,,1.0,1.0,0.067,Kings XI Punjab,2011,10.0,10.0,10,10,10,tailender,tailender,False
NK Patel,121,6,119,14,1,4,20.17,57,2,0.333,0,0.0,22.98,2,1,0.333,0.167,101.68,0.126,0.008,0.118,0.512,0.471,45,39,37,55,42,22,0.372,0.322,0.306,81.82,92.86,168.18,death,15.33,25.0,19.83,0.871,Rajasthan Royals,2009,4.166666666666667,3.5,1,8,1,opener,anchor_opener,True
NL McCullum,26,2,22,0,1,1,13.0,15,11,0.5,0,0.0,2.83,0,0,0.0,0.0,118.18,0.045,0.045,0.0,0.231,0.318,0,6,20,0,5,17,0.0,0.231,0.769,,120.0,117.65,middle,,13.0,11.0,0.217,Pune Warriors,2011,7.0,7.0,7,7,7,lower_order,tailender,False
NLTC Perera,424,30,309,23,26,22,14.13,40,0,0.267,1,0.033,11.61,5,0,0.167,0.0,137.22,0.159,0.084,0.074,0.585,0.362,20,137,267,16,117,176,0.047,0.323,0.63,125.0,117.09,151.7,death,14.7,13.85,10.3,1.0,Sunrisers Hyderabad,2016,5.870967741935484,6.0,1,8,6,middle_order,finisher,True
NM Coulter-Nile,82,16,72,7,4,11,5.12,24,1,0.312,0,0.0,5.58,0,0,0.0,0.0,113.89,0.153,0.056,0.097,0.634,0.5,0,9,73,0,16,56,0.0,0.11,0.89,,56.25,130.36,death,2.0,5.85,4.5,0.8,Delhi Daredevils,2022,8.176470588235293,8.0,7,9,8,lower_order,tailender,True
NS Naik,31,4,50,2,0,4,7.75,22,1,0.0,0,0.0,9.91,0,0,0.0,0.0,62.0,0.04,0.0,0.04,0.258,0.56,7,11,13,16,12,22,0.226,0.355,0.419,43.75,91.67,59.09,middle,,7.75,12.5,0.458,Kings XI Punjab,2020,5.0,6.0,1,7,6,middle_order,middle_order,False
NT Ellis,19,5,25,0,1,4,3.8,12,0,0.2,2,0.4,5.22,0,0,0.0,0.0,76.0,0.04,0.04,0.0,0.316,0.52,0,0,19,0,7,18,0.0,0.0,1.0,,0.0,105.56,death,12.0,1.75,5.0,0.417,Punjab Kings,2023,8.8,8.0,8,10,8,lower_order,tailender,True
NV Ojha,1554,94,1313,121,79,75,16.53,94,0,0.202,8,0.085,18.07,11,6,0.117,0.064,118.35,0.152,0.06,0.092,0.616,0.458,494,649,411,482,537,294,0.318,0.418,0.264,102.49,120.86,139.8,death,17.83,15.53,13.97,1.0,Sunrisers Hyderabad,2018,4.223404255319149,4.0,1,8,3,top_order,middle_order,True
Naman Dhir,501,24,286,46,28,18,20.88,62,0,0.25,3,0.125,16.71,6,2,0.25,0.083,175.17,0.259,0.098,0.161,0.703,0.287,115,124,262,73,78,135,0.23,0.248,0.523,157.53,158.97,194.07,death,14.43,23.53,11.92,1.0,Mumbai Indians,2026,5.666666666666667,6.0,3,8,7,lower_order,lower_order_hitter,True
Navdeep Saini,33,7,37,3,0,4,4.71,12,0,0.429,0,0.0,4.42,0,0,0.0,0.0,89.19,0.081,0.0,0.081,0.364,0.432,0,5,28,1,9,27,0.0,0.152,0.848,0.0,55.56,103.7,death,2.0,5.17,5.29,0.592,Royal Challengers Bangalore,2022,8.571428571428571,9.0,8,9,9,tailender,tailender,True
Naveen-ul-Haq,18,4,25,2,0,1,4.5,13,1,0.75,0,0.0,5.69,0,0,0.0,0.0,72.0,0.08,0.0,0.08,0.444,0.6,0,1,17,0,5,20,0.0,0.056,0.944,,20.0,85.0,death,2.0,5.33,6.25,0.354,Lucknow Super Giants,2024,10.333333333333334,10.0,10,11,10,tailender,tailender,False
Nithish Kumar Reddy,609,27,442,38,35,21,22.56,76,0,0.222,1,0.037,19.65,9,3,0.333,0.111,137.78,0.165,0.079,0.086,0.594,0.339,72,384,153,80,279,83,0.118,0.631,0.251,90.0,137.63,184.34,death,29.83,16.73,16.37,1.0,Sunrisers Hyderabad,2026,4.925925925925926,4.0,4,7,4,top_order,finisher,True
Noor Ahmad,29,13,52,2,1,10,2.23,8,0,0.231,2,0.154,2.59,0,0,0.0,0.0,55.77,0.058,0.019,0.038,0.483,0.692,0,2,27,0,12,40,0.0,0.069,0.931,,16.67,67.5,death,1.0,2.45,4.0,0.717,Chennai Super Kings,2026,9.8,10.0,9,11,10,tailender,tailender,True
OA Shah,506,22,389,34,23,15,23.0,76,1,0.318,0,0.0,21.59,6,4,0.273,0.182,130.08,0.147,0.059,0.087,0.542,0.342,23,214,269,18,200,171,0.045,0.423,0.532,127.78,107.0,157.31,death,21.75,23.71,17.68,1.0,Rajasthan Royals,2013,4.681818181818182,5.0,3,7,5,middle_order,finisher,True
OC McCoy,8,1,5,0,1,1,8.0,8,8,0.0,0,0.0,0.0,0,0,0.0,0.0,160.0,0.2,0.2,0.0,0.75,0.4,0,0,8,0,0,5,0.0,0.0,1.0,,,160.0,death,,8.0,5.0,0.083,Rajasthan Royals,2022,9.0,9.0,9,9,9,tailender,tailender,False
OF Smith,51,6,44,1,5,3,8.5,25,0,0.5,1,0.167,9.5,0,0,0.0,0.0,115.91,0.136,0.114,0.023,0.667,0.523,0,3,48,0,9,35,0.0,0.059,0.941,,33.33,137.14,death,9.67,7.33,7.33,0.558,Punjab Kings,2022,7.0,7.0,6,8,7,lower_order,tailender,True
P Awana,5,5,14,0,0,2,1.0,4,0,0.6,2,0.4,1.73,0,0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.643,0,0,5,0,0,14,0.0,0.0,1.0,,,35.71,death,,1.0,2.8,0.371,Kings XI Punjab,2013,10.571428571428571,11.0,10,11,11,tailender,tailender,True
P Chopra,8,1,6,2,0,1,8.0,8,8,0.0,0,0.0,0.0,0,0,0.0,0.0,133.33,0.333,0.0,0.333,1.0,0.667,0,8,0,0,6,0,0.0,1.0,0.0,,133.33,,middle,8.0,,6.0,0.088,Rajasthan Royals,2018,5.0,5.0,5,5,5,middle_order,middle_order,False
P Dogra,127,12,138,4,5,11,10.58,41,0,0.083,1,0.083,12.73,1,0,0.083,0.0,92.03,0.065,0.036,0.029,0.362,0.435,0,54,73,0,76,62,0.0,0.425,0.575,,71.05,117.74,death,3.0,16.0,11.5,1.0,Rajasthan Royals,2013,6.416666666666667,6.5,5,7,7,lower_order,tailender,True
P Dubey,23,2,33,2,0,1,11.5,16,7,0.5,0,0.0,6.36,0,0,0.0,0.0,69.7,0.061,0.0,0.061,0.348,0.515,0,13,10,0,16,17,0.0,0.565,0.435,,81.25,58.82,middle,,11.5,16.5,0.262,Delhi Capitals,2023,8.5,8.5,8,9,8,lower_order,tailender,False
P Kumar,340,57,314,22,17,38,5.96,34,0,0.333,9,0.158,6.9,1,0,0.018,0.0,108.28,0.124,0.054,0.07,0.559,0.475,6,40,294,8,45,261,0.018,0.118,0.865,75.0,88.89,112.64,death,6.09,5.93,5.51,1.0,Royal Challengers Bangalore,2017,8.542372881355933,9.0,1,11,9,tailender,tailender,True
P Negi,365,35,289,27,16,26,10.43,36,0,0.257,3,0.086,9.66,3,0,0.086,0.0,126.3,0.149,0.055,0.093,0.559,0.388,4,104,257,6,101,182,0.011,0.285,0.704,66.67,102.97,141.21,death,9.12,10.81,8.26,1.0,Royal Challengers Bangalore,2019,6.6571428571428575,7.0,4,9,7,lower_order,tailender,True
P Nissanka,127,4,83,17,4,4,31.75,44,1,0.0,0,0.0,20.55,3,0,0.75,0.0,153.01,0.253,0.048,0.205,0.724,0.361,115,12,0,68,15,0,0.906,0.094,0.0,169.12,80.0,,powerplay,22.5,41.0,20.75,0.596,Delhi Capitals,2026,1.5,1.5,1,2,1,opener,aggressive_opener,False
P Parameswaran,1,2,2,0,0,0,0.5,1,0,1.0,0,0.0,0.71,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,0.5,1.0,0.133,Royal Challengers Bangalore,2012,11.0,11.0,11,11,11,tailender,tailender,False
P Ray Barman,19,1,24,2,0,1,19.0,19,19,0.0,0,0.0,0.0,0,0,0.0,0.0,79.17,0.083,0.0,0.083,0.421,0.458,0,19,0,0,23,1,0.0,1.0,0.0,,82.61,0.0,middle,,19.0,24.0,0.162,Royal Challengers Bangalore,2019,8.0,8.0,8,8,8,lower_order,tailender,False
P Sahu,19,2,13,1,1,1,9.5,18,1,0.5,0,0.0,12.02,0,0,0.0,0.0,146.15,0.154,0.077,0.077,0.526,0.308,0,0,19,0,0,13,0.0,0.0,1.0,,,146.15,death,,9.5,6.5,0.179,Kings XI Punjab,2016,9.5,9.5,9,10,9,tailender,tailender,False
P Simran Singh,1566,56,1009,163,82,54,27.96,103,0,0.036,4,0.071,25.1,21,11,0.375,0.196,155.2,0.243,0.081,0.162,0.731,0.389,974,513,79,647,318,44,0.622,0.328,0.05,150.54,161.32,179.55,death,35.08,21.8,18.02,1.0,Punjab Kings,2026,1.9464285714285714,2.0,1,7,2,opener,aggressive_opener,True
PA Patel,2848,136,2358,365,49,126,20.94,81,0,0.074,13,0.096,17.87,37,13,0.272,0.096,120.78,0.176,0.021,0.155,0.616,0.423,1904,849,95,1565,722,71,0.669,0.298,0.033,121.66,117.59,133.8,death,21.72,20.19,17.34,1.0,Mumbai Indians,2019,1.8248175182481752,2.0,1,7,1,opener,aggressive_opener,True
PA Reddy,164,10,160,15,2,10,16.4,42,1,0.0,0,0.0,12.98,1,0,0.1,0.0,102.5,0.106,0.012,0.094,0.439,0.406,103,46,15,104,51,5,0.628,0.28,0.091,99.04,90.2,300.0,death,17.17,15.25,16.0,1.0,Sunrisers Hyderabad,2013,2.090909090909091,1.0,1,6,1,opener,anchor_opener,True
PBB Rajapaksa,277,13,191,22,15,13,21.31,50,0,0.0,1,0.077,18.44,5,1,0.385,0.077,145.03,0.194,0.079,0.115,0.643,0.366,77,194,6,48,135,8,0.278,0.7,0.022,160.42,143.7,75.0,powerplay,26.57,15.17,14.69,1.0,Punjab Kings,2023,3.1538461538461537,3.0,3,4,3,top_order,top_order_aggressor,True
PC Valthaty,505,23,418,61,20,22,21.96,120,0,0.043,1,0.043,28.99,5,3,0.217,0.13,120.81,0.194,0.048,0.146,0.721,0.517,312,147,46,278,118,22,0.618,0.291,0.091,112.23,124.58,209.09,death,39.44,10.71,18.17,1.0,Kings XI Punjab,2013,1.9130434782608696,2.0,1,4,2,opener,anchor_opener,True
PD Collingwood,203,7,156,9,13,5,29.0,75,2,0.286,0,0.0,30.08,3,3,0.429,0.429,130.13,0.141,0.083,0.058,0.562,0.365,26,96,81,19,92,45,0.128,0.473,0.399,136.84,104.35,180.0,death,48.0,14.75,22.29,0.938,Delhi Daredevils,2009,4.714285714285714,4.0,4,6,4,top_order,top_order_anchor,True
