player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
Amit Verma,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,20,6,0,0,0,0,0,0,20,6,0,0,2020
Avesh Khan,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,39,24,1,1,0,8,16,12,4,6,19,6,2020
Surendra Malviya,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,53,24,0,1,2,5,22,12,0,0,31,12,2020
KR Sen,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,35,24,2,2,0,7,14,12,0,0,21,12,2020
Ankit Sharma,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,32,24,2,2,0,10,0,0,32,24,0,0,2020
Mihir Hirwani,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,32,18,0,0,0,3,0,0,32,18,0,0,2020
Parth Sahani,1244317.json,2021-01-11,2020/21,Holkar Stadium,Madhya Pradesh,Goa,Madhya Pradesh,17,6,1,0,0,2,0,0,17,6,0,0,2020
M Prasidh Krishna,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,33,24,1,1,0,9,18,12,11,6,4,6,2021
Prateek Jain,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,37,24,0,1,0,6,13,6,10,12,14,6,2021
KC Cariappa,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,14,24,2,2,0,13,7,12,3,6,4,6,2021
K Gowtham,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,26,24,2,0,0,8,6,6,9,12,11,6,2021
Vidyadhar Patil,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,30,18,0,0,0,3,0,0,12,12,18,6,2021
KK Nair,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Karnataka,Chhattisgarh,Karnataka,5,6,0,0,0,1,0,0,5,6,0,0,2021
Sumit Ruikar,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,5,12,0,0,0,7,5,12,0,0,0,0,2021
Ravi Kiran,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,36,21,0,1,0,6,17,12,0,0,19,9,2021
Ajay Mandal,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,37,24,1,0,0,9,8,6,11,12,18,6,2021
V Pratap Singh,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,28,18,0,0,0,6,8,6,5,6,15,6,2021
Shashank Singh,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,6,18,3,0,0,12,0,0,6,18,0,0,2021
SS Agarwal,1280220.json,2021-11-05,2021/22,"ACA Stadium, Barsapara",Chhattisgarh,Karnataka,Karnataka,34,24,2,2,0,10,0,0,19,18,15,6,2021
Vivek Kumar,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,26,24,0,0,0,10,14,18,0,0,12,6,2019
Vipul Krishna,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,47,18,2,1,0,4,18,6,0,0,29,12,2019
Rajesh Singh,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,28,24,1,0,0,7,15,12,2,6,11,6,2019
Shivam Kumar,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,18,12,0,0,0,4,0,0,18,12,0,0,2019
Ashutosh Aman,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,29,18,0,0,0,2,0,0,29,18,0,0,2019
Sarfaraz Ashraf,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,41,18,1,2,0,2,0,0,41,18,0,0,2019
Shasheem Rathour,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Bihar,Goa,Goa,13,6,0,0,0,1,0,0,0,0,13,6,2019
Lakshay Garg,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,40,24,0,0,0,5,22,12,18,12,0,0,2019
Heramb Parab,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,21,24,3,1,0,11,11,18,0,0,10,6,2019
Darshan Misal,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,31,24,2,0,0,10,1,6,2,6,28,12,2019
Amulya Pandrekar,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,16,12,1,0,0,4,0,0,16,12,0,0,2019
Amit Verma,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,24,12,0,0,0,4,0,0,24,12,0,0,2019
Deepraj Gaonkar,1205733.json,2019-11-09,2019/20,Dr P.V.G. Raju ACA Sports Complex,Goa,Bihar,Goa,41,24,1,0,0,3,0,0,15,12,26,12,2019
AS Rajpoot,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Uttar Pradesh,Vidarbha,Vidarbha,22,24,1,2,0,10,8,12,5,6,9,6,2018
Yash Dayal,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Uttar Pradesh,Vidarbha,Vidarbha,29,24,1,2,1,10,16,12,3,6,10,6,2018
Mohsin Khan,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Uttar Pradesh,Vidarbha,Vidarbha,40,24,2,1,0,9,13,12,0,0,27,12,2018
Saurabh Kumar,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Uttar Pradesh,Vidarbha,Vidarbha,23,24,1,0,0,9,0,0,23,24,0,0,2018
Ankit Chaudhary,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Uttar Pradesh,Vidarbha,Vidarbha,29,24,2,1,0,10,0,0,27,18,2,6,2018
UT Yadav,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,21,12,0,0,0,3,17,6,0,0,4,6,2018
RL Jangid,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,21,24,1,0,0,14,10,6,11,18,0,0,2018
SB Wagh,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,25,24,3,2,0,7,10,12,0,0,15,12,2018
Akshay Karnewar,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,30,24,2,0,0,11,14,6,9,12,7,6,2018
Akshay Wakhare,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,17,24,1,1,0,12,2,6,15,18,0,0,2018
Atharva Taide,1175034.json,2019-03-10,2018/19,Emerald Heights International School Ground,Vidarbha,Uttar Pradesh,Vidarbha,19,12,0,2,0,1,0,0,11,6,8,6,2018
Tejas Patel,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,40,24,0,1,1,7,16,12,9,6,15,6,2018
A Nagwaswalla,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,11,24,3,1,0,15,5,18,0,0,6,6,2018
Hemang Patel,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,22,24,1,0,0,9,4,6,12,12,6,6,2018
PP Chawla,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,20,24,2,1,0,9,0,0,16,18,4,6,2018
AR Patel,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,16,12,0,0,0,2,0,0,16,12,0,0,2018
HP Patel,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Gujarat,Tamil Nadu,Tamil Nadu,16,12,0,0,0,3,0,0,8,6,8,6,2018
Abhishek Tanwar,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,23,23,1,2,0,16,9,18,0,0,14,5,2018
Washington Sundar,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,10,18,2,0,0,9,8,12,2,6,0,0,2018
M Mohammed,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,28,24,1,0,0,10,9,6,4,6,15,12,2018
R Sai Kishore,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,19,24,1,0,0,9,0,0,19,24,0,0,2018
R Ashwin,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,33,24,1,1,0,10,0,0,12,12,21,12,2018
Hari Nishaanth,1157145.json,2019-02-25,2018/19,Lalbhai Contractor Stadium,Tamil Nadu,Gujarat,Tamil Nadu,11,6,0,1,0,3,0,0,11,6,0,0,2018
Manisankar Murasingh,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,32,24,0,0,1,10,18,18,0,0,14,6,2020
Ajay Sarkar,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,30,24,1,1,0,11,17,18,0,0,13,6,2020
Saurabh Das,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,37,24,1,0,0,7,0,0,37,24,0,0,2020
Pratyush Singh,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,39,24,0,0,0,4,0,0,39,24,0,0,2020
U U Bose,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,24,18,0,0,0,4,0,0,5,6,19,12,2020
Sankar Paul,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Tripura,Punjab,Punjab,21,6,1,2,0,1,0,0,0,0,21,6,2020
Sandeep Sharma,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Punjab,Tripura,Punjab,21,24,1,0,0,14,12,18,0,0,9,6,2020
Baltej Singh,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Punjab,Tripura,Punjab,49,24,1,0,0,5,20,6,17,12,12,6,2020
Arshdeep Singh,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Punjab,Tripura,Punjab,33,24,1,0,0,8,7,12,0,0,26,12,2020
Harpreet Brar,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Punjab,Tripura,Punjab,26,24,1,0,0,12,0,0,26,24,0,0,2020
M Markande,1244383.json,2021-01-18,2020/21,Alur Cricket Stadium III,Punjab,Tripura,Punjab,32,24,0,0,0,6,0,0,21,18,11,6,2020
GH Vihari,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,13,12,1,0,0,3,8,6,5,6,0,0,2017
D Siva Kumar,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,19,24,1,0,0,13,14,18,5,6,0,0,2017
Harishankar Reddy,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,30,24,3,2,0,5,4,6,10,6,16,12,2017
Bandaru Ayyappa,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,30,24,2,0,0,8,10,6,8,12,12,6,2017
BA Bhatt,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,10,12,0,0,0,3,0,0,10,12,0,0,2017
Girinath Reddy,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Andhra,Hyderabad (India),Andhra,27,24,0,0,0,3,0,0,16,12,11,12,2017
Mohammed Siraj,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,26,24,3,2,0,14,6,12,0,0,20,12,2017
A Ashish Reddy,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,16,18,1,1,0,11,10,12,6,6,0,0,2017
Mehdi Hassan,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,21,24,0,0,0,9,7,6,14,18,0,0,2017
Ravi Kiran,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,37,20,0,0,0,5,10,6,9,6,18,8,2017
Akash Bhandari,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,15,12,0,0,0,5,0,0,15,12,0,0,2017
PP Ojha,1130701.json,2018-01-12,2017/18,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,Hyderabad (India),Andhra,Andhra,18,12,0,0,0,2,0,0,18,12,0,0,2017
Shiva Singh,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,25,24,2,1,0,11,2,6,23,18,0,0,2022
Yash Dayal,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,21,18,0,0,0,6,15,12,0,0,6,6,2022
KS Sharma,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,6,6,1,0,0,3,6,6,0,0,0,0,2022
Kartik Tyagi,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,14,24,1,1,1,16,6,6,7,12,1,6,2022
Shivam Mavi,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,14,23,4,1,0,12,3,6,2,6,9,11,2022
Kuldeep Yadav,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Uttar Pradesh,Delhi,Uttar Pradesh,19,24,1,0,0,9,0,0,15,18,4,6,2022
Yogesh Sharma,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,26,24,0,0,0,12,19,18,7,6,0,0,2022
Navdeep Saini,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,16,18,0,1,0,12,9,6,5,6,2,6,2022
Shivank Vashisth,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,22,24,2,0,0,11,6,12,16,12,0,0,2022
N Rana,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,13,12,0,0,0,2,0,0,5,6,8,6,2022
Lalit Yadav,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,16,18,0,0,0,7,0,0,16,18,0,0,2022
Pranshu Vijayran,1332958.json,2022-10-14,2022/23,"Sawai Mansingh Stadium, Jaipur",Delhi,Uttar Pradesh,Uttar Pradesh,9,6,0,0,0,2,0,0,9,6,0,0,2022
Abhay Negi,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,26,24,1,3,0,12,11,18,0,0,15,6,2018
Akash Choudhary,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,52,24,1,0,0,8,26,12,14,6,12,6,2018
Gurinder Singh,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,36,24,1,0,0,7,9,6,13,6,14,12,2018
A Singhania,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,35,18,0,0,0,2,0,0,35,18,0,0,2018
Swarajeet Das,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,41,24,0,0,0,4,0,0,31,18,10,6,2018
Neetesh Sharma,1157112.json,2019-02-22,2018/19,C B Patel Ground,Meghalaya,Himachal,Himachal,17,6,1,0,0,2,0,0,17,6,0,0,2018
Ayush Jamwal,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,22,24,0,1,0,12,2,6,17,12,3,6,2018
Kanwar Abhinay,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,35,18,1,0,0,7,17,12,0,0,18,6,2018
Pankaj Jaswal,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,20,18,0,0,0,7,13,12,0,0,7,6,2018
R Dhawan,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,24,12,0,1,0,4,16,6,0,0,8,6,2018
Mayank Dagar,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,16,24,2,0,0,12,0,0,16,24,0,0,2018
Ankit Maini,1157112.json,2019-02-22,2018/19,C B Patel Ground,Himachal,Meghalaya,Himachal,25,24,3,1,0,12,0,0,20,18,5,6,2018
DS Kulkarni,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,40,24,0,0,0,7,20,12,0,0,20,12,2019
TU Deshpande,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,35,24,1,0,0,6,23,12,0,0,12,12,2019
SZ Mulani,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,17,18,1,1,0,8,10,12,7,6,0,0,2019
Sujit Nayak,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,26,18,1,0,0,4,0,0,26,18,0,0,2019
Atif Attarwala,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,17,18,0,0,0,3,0,0,17,18,0,0,2019
Shubham Ranjane,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Mumbai,Madhya Pradesh,Mumbai,24,18,1,1,0,2,0,0,16,12,8,6,2019
Gaurav Yadav,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Madhya Pradesh,Mumbai,Mumbai,35,23,0,2,0,11,8,12,8,6,19,5,2019
IC Pandey,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Madhya Pradesh,Mumbai,Mumbai,22,18,0,0,0,6,18,12,4,6,0,0,2019
Ankit Sharma,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Madhya Pradesh,Mumbai,Mumbai,50,24,0,0,0,4,10,6,40,18,0,0,2019
Saransh Jain,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Madhya Pradesh,Mumbai,Mumbai,29,12,0,0,0,1,15,6,14,6,0,0,2019
KR Sen,1205764.json,2019-11-11,2019/20,Wankhede Stadium,Madhya Pradesh,Mumbai,Mumbai,29,18,1,0,0,4,0,0,29,18,0,0,2019
DS Kulkarni,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,28,24,1,0,0,10,11,12,0,0,17,12,2015
SN Thakur,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,35,24,0,2,0,7,18,12,6,6,11,6,2015
PV Tambe,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,29,24,0,3,0,7,10,6,19,18,0,0,2015
Sagar Trivedi,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,45,24,2,3,0,3,16,6,5,6,24,12,2015
AM Nayar,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,20,12,0,0,0,1,0,0,20,12,0,0,2015
Shashank Singh,955057.json,2016-01-16,2015/16,Wankhede Stadium,Mumbai,Vidarbha,Mumbai,24,12,1,1,0,2,0,0,24,12,0,0,2015
SS Bandiwar,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,32,18,1,1,0,6,32,18,0,0,0,0,2015
RN Gurbani,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,35,18,1,1,0,5,16,6,7,6,12,6,2015
Ravikumar Thakur,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,32,23,2,1,0,6,14,6,9,6,9,11,2015
RL Jangid,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,31,18,0,0,0,3,8,6,23,12,0,0,2015
Akshay Wakhare,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,29,24,1,1,0,7,0,0,15,18,14,6,2015
Akshay Karnewar,955057.json,2016-01-16,2015/16,Wankhede Stadium,Vidarbha,Mumbai,Mumbai,23,12,0,0,0,2,0,0,23,12,0,0,2015
K Upadhyay,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,31,24,0,0,0,13,7,18,0,0,24,6,2019
Harsh Tyagi,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,15,18,1,0,0,9,7,12,8,6,0,0,2019
T Pradeep,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,36,24,1,0,1,5,6,6,9,6,21,12,2019
Hitesh Kadam,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,23,18,0,0,0,8,0,0,23,18,0,0,2019
KV Sharma,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,19,12,0,0,0,4,0,0,19,12,0,0,2019
Karthik Raman,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Railways,Arunachal Pradesh,Railways,37,24,3,0,0,8,0,0,21,12,16,12,2019
Licha Tehi,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,35,24,0,0,0,5,17,12,8,6,10,6,2019
Akhilesh Sahani,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,25,24,2,1,0,7,10,12,0,0,15,12,2019
Yab Niya,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,36,18,0,1,0,1,25,12,11,6,0,0,2019
Techi Neri,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,30,24,0,0,0,4,0,0,30,24,0,0,2019
Nabam Tempol,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,11,6,0,0,0,1,0,0,11,6,0,0,2019
Samarth Seth,1205772.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Railways,Railways,28,20,1,2,0,5,0,0,11,12,17,8,2019
A Sheth,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,14,24,5,0,0,16,6,12,7,6,1,6,2018
LI Meriwala,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,19,12,0,0,0,3,19,12,0,0,0,0,2018
RT Arothe,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,20,18,0,1,0,5,7,6,5,6,8,6,2018
BA Bhatt,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,17,24,2,1,0,13,1,6,16,18,0,0,2018
Swapnil Singh,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,8,18,2,1,0,11,0,0,7,12,1,6,2018
DJ Hooda,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Baroda,Tripura,Baroda,22,18,1,0,0,5,0,0,14,12,8,6,2018
Manisankar Murasingh,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,18,18,0,0,0,7,18,18,0,0,0,0,2018
Saurabh Das,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,16,18,0,1,0,9,16,18,0,0,0,0,2018
TS Saha,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,29,24,2,1,0,9,0,0,29,24,0,0,2018
AA Chakraborty,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,22,24,0,0,0,11,0,0,22,24,0,0,2018
SS Majumder,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,10,12,0,0,0,6,0,0,3,6,7,6,2018
Pratyush Singh,1157104.json,2019-02-21,2018/19,"Airforce Complex ground, Palam",Tripura,Baroda,Baroda,6,5,0,0,0,1,0,0,0,0,6,5,2018
RR Singh,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,32,24,0,1,0,6,12,12,9,6,11,6,2015
SS Bandekar,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,34,24,0,0,0,7,10,12,0,0,24,12,2015
Lakshay Garg,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,26,18,0,2,0,7,22,12,4,6,0,0,2015
Felix Alemao,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,12,6,0,1,1,2,0,0,12,6,0,0,2015
SB Jakati,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,25,24,0,0,0,7,0,0,15,18,10,6,2015
Darshan Misal,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Goa,Baroda,Baroda,25,24,2,0,0,11,0,0,12,18,13,6,2015
IK Pathan,902175.json,2016-01-06,2015/16,Motibaug Cricket Ground,Baroda,Goa,Baroda,20,18,2,1,0,5,7,6,13,12,0,0,2015
